f1,f2,f3,f4,f5,f6,f7,f8
62,105.5,147.5,155.5,184.5,288,393.5,420.5
57.8375626374706,102.514666430369,143.862650666405,154.531594469092,184.262892687216,292.692762660346,391.527485499163,427.939530990289
57.875140595205,105.033993050998,143.859353090161,156.256566647042,184.322269870268,293.73392058501,391.490052324388,427.971519002855
57.8670696019587,102.523342133282,147.360583294389,154.624996854487,187.000178000956,294.580503389215,400.667270052628,436.286747927558
57.8383543541805,102.514821463474,143.877353082125,154.535335240027,184.280864958153,292.724356160317,391.646106830643,428.07459505943
59.178432888672,102.515368758359,143.864434311284,156.485063739223,185.935617898059,296.786311759831,391.538341411927,429.495664649011
57.8507171751894,102.514764021494,143.903056426583,154.579302401651,184.327248343013,292.853011746911,391.924714543217,428.37485523234
57.8400730628317,102.515978819784,143.864888270483,154.538343469151,184.280357508835,292.730939957673,391.554129455777,428.023309965615
57.8403319087273,102.505568059496,143.912918817147,154.564777579209,184.294410891111,292.824017905063,391.612623336791,428.09592970463
57.8391129128174,102.514889073945,143.892556573616,154.538340620863,184.295973835311,292.74763596908,391.751940119063,428.194252420388
57.8375973036371,102.514700552914,143.863081623244,154.532083596758,184.263698817592,292.695599165988,391.53093130678,427.944476370176
57.8375626363778,102.514666432831,143.862650667841,154.531594461912,184.262892694173,292.692762649836,391.527485509606,427.939530988327
57.8375626363778,102.514666432831,143.862650667841,154.531594461912,184.262892694173,292.692762649836,391.527485509606,427.939530988327
58.1006323245356,102.978001109118,144.529109555469,155.239671478803,185.109901489891,294.053621821325,393.356273559524,429.951482485765
58.2317315970284,103.208873475862,144.861400518323,155.592576070985,185.532132067093,294.732111788769,394.268515114668,430.955216783905
58.1345161491262,103.091528056285,140.489121305905,155.316070910155,182.06716855361,292.179541594198,382.808328543637,420.46370466343
57.9350610728653,102.666448874714,145.673126614293,154.800227371568,185.780645013038,293.985726010359,396.287512232693,432.390999855779
56.5608456773365,103.128851528519,144.397212878226,153.122670037823,183.121554447968,289.395597461253,393.032700964614,427.938175681386
57.7088258111506,103.24088118356,144.496213132007,154.853301128491,184.606070231005,292.973109020949,393.317663134482,429.500963138224
57.6852668834794,103.372308856137,144.610698709898,154.910988912438,184.667394059662,293.020327704428,393.638642396801,429.778809829594
57.6543422930866,103.525794868113,144.744273356677,154.971795667368,184.720633735306,293.035938269953,393.99418985536,430.018753011937
57.6225354800023,103.709791885714,144.888515488227,155.054122254996,184.799806041028,293.099364773705,394.32443051651,430.317034581835
57.5823822758054,103.925474984431,145.058826446492,155.145586434651,184.881770209709,293.148927923922,394.720624801859,430.625490548515
57.4528805776928,104.623358531414,145.64447006505,155.44786803582,185.179327319018,293.356118320731,396.235911896251,431.883033946287
57.4972366383068,104.306814392671,145.35485274387,155.259560556244,184.993662957866,293.114731269427,395.255009108583,430.997077635573
57.4453671592548,104.640667077824,145.609471708066,155.401113114478,185.157627908486,293.203549662352,396.260496944846,431.836693447692
58.8597636833424,104.300225405062,145.349256512537,157.224912719426,186.681775591606,297.258483568165,395.43996664674,432.698945477473
57.7510500402159,102.244355687292,146.152459105918,154.294361745476,185.926260949993,293.630381594875,397.680868021689,433.52652089868
57.657802868571,104.545873850914,144.429578744827,155.664610378842,184.495222905534,293.310936202113,393.142903248902,429.31248505346
57.5175602785493,105.471491730959,143.803824998005,156.09325389834,183.846278994186,292.966358444153,391.551405617255,427.756150307735
57.6968276892257,105.227987481991,146.22381795786,156.21293288053,185.937131806787,294.650953297263,397.898024851077,433.726532356678
57.8247772746891,104.875742807689,145.911158099466,156.142825303167,185.840391257525,294.683448146049,396.965952857934,432.955290644361
57.8736794239577,105.01757788167,146.033759483606,156.308765086139,185.992794695391,294.939056630493,397.255209710839,433.260788038662
57.9443342709537,105.13569487838,146.136135195728,156.49083243586,186.171824478345,295.27090167621,397.503219392702,433.621384989238
58.0342307324273,105.211865435839,146.215235319003,156.668515461816,186.337739213618,295.594638057152,397.723307968669,433.891805935906
56.6185659001851,104.792325972436,145.915171727159,154.37564671168,184.382956694071,291.077401789761,397.033213127329,431.732759485518
55.4556157168122,105.037256429128,146.197403135244,152.914425109399,183.21296000596,287.897128099599,397.825705916122,431.239131956962
56.9704508641088,106.149039738151,146.593362128065,155.805237162198,185.336245544778,292.985555370335,398.717183296472,433.643537925126
