disp f1,disp f2,disp f3,disp f4,disp f5,disp f6
5.53687104610343e-07,4.27963627828445e-07,5.03952841517201e-07,4.39479105392465e-07,4.33689511318272e-07,3.66853976797375e-07
5.5374699833481e-07,4.27081719613753e-07,5.04149027355575e-07,4.38610593320542e-07,4.34064222758424e-07,3.67486964534152e-07
5.57985697748727e-07,3.6637518103912e-07,5.20036708033915e-07,3.79936016952325e-07,4.6592458148616e-07,4.12028133435914e-07
5.48688685902845e-07,4.96042837248803e-07,4.85182554761042e-07,5.04017482856867e-07,3.96257456135085e-07,3.14837810710772e-07
5.57994830076622e-07,3.66295216564928e-07,5.20099213650885e-07,3.79871638784732e-07,4.6606160112175e-07,4.12133542453699e-07
5.43183113491761e-07,5.70979460542127e-07,4.64465780576467e-07,5.74587707202501e-07,3.54888325737617e-07,2.57314140179575e-07
5.43180029411608e-07,5.70968237685863e-07,4.64419385895527e-07,5.74556390603983e-07,3.54750351540607e-07,2.57300728039684e-07
5.4872636712349e-07,4.9548112476972e-07,4.85291778354509e-07,5.03466450690321e-07,3.96444952468163e-07,3.15231561867284e-07
5.73099502598215e-07,4.75490145964074e-08,5.73070740074287e-07,5.63121000196497e-08,5.71675833476231e-07,5.59014920674867e-07
5.73137049141918e-07,4.65284229210731e-08,5.73194241873685e-07,5.5049642107012e-08,5.71899275117476e-07,5.59325438829903e-07
5.73986525630373e-07,5.10173386452109e-08,5.74430535719393e-07,4.42081591636724e-08,5.73645649122609e-07,5.60682418929532e-07
5.73999187048699e-07,5.20122265358105e-08,5.7446567398329e-07,4.51713881066389e-08,5.7368690061928e-07,5.6074671319199e-07
5.64719070710453e-07,4.47519931468806e-07,5.20184977806562e-07,4.39720148824562e-07,4.55739761554287e-07,3.83013561686706e-07
5.59405225605869e-07,5.70035240681799e-07,4.93454061985685e-07,5.57466357343146e-07,3.99357475817721e-07,3.00936043686791e-07
5.59365424460518e-07,5.70031371767391e-07,4.93271240796483e-07,5.57432486796268e-07,3.99029063690756e-07,3.00267631167585e-07
5.45730138023679e-07,5.17885058888465e-07,4.76611696340703e-07,5.23914671875041e-07,3.81043228630935e-07,2.94442290722612e-07
5.49911930770203e-07,4.61261096592124e-07,4.92347060210566e-07,4.70529069558274e-07,4.12463024095763e-07,3.38170738613861e-07
5.53738714274871e-07,4.08538953816587e-07,5.06751330220298e-07,4.20307022784929e-07,4.41297433505575e-07,3.78411187039366e-07
5.71560522192191e-07,1.00363117586516e-07,5.68666624826051e-07,1.13084179450553e-07,5.63293963344912e-07,5.47979322677107e-07
5.74125914116316e-07,1.12287572685562e-07,5.7257900909393e-07,1.04341823084134e-07,5.68840662177381e-07,5.52434003621719e-07
5.6776487910307e-07,3.76022642326549e-07,5.35719575722658e-07,3.6979772450813e-07,4.88743556571205e-07,4.31645109504031e-07
5.6479216945946e-07,4.45841727345293e-07,5.20560691601733e-07,4.38098051377081e-07,4.56486326628756e-07,3.8420992581872e-07
5.62092169006946e-07,5.06175323907901e-07,5.06998072927319e-07,4.96348262580828e-07,4.27875928236704e-07,3.42410325378074e-07
5.60071613919073e-07,3.13967111440014e-07,5.30480170151753e-07,3.28322537542198e-07,4.8904888672636e-07,4.45443628360669e-07
5.63210710097789e-07,2.6067562315951e-07,5.42064342008218e-07,2.75515258687356e-07,5.12380096581969e-07,4.78219091913754e-07
5.65897819193288e-07,2.08882842326571e-07,5.51776832326416e-07,2.23709772899306e-07,5.31892648015061e-07,5.05560228746527e-07
5.69694500366617e-07,1.15785121055089e-07,5.64818232690287e-07,1.29475091489571e-07,5.57853445608971e-07,5.4158293135352e-07
5.7150938106982e-07,1.02076575331181e-07,5.68489294591993e-07,1.14944190035384e-07,5.62959293389235e-07,5.4753379971773e-07
