disp f1,disp f2,disp f3,disp f4,disp f5,disp f6
2.08522575616884e-07,5.64207343583109e-07,2.0863850874467e-07,5.59699769769389e-07,2.29082457282657e-07,5.39811461205032e-07
2.72707919905746e-07,5.61706145805929e-07,2.73643647481183e-07,5.52322219870342e-07,2.94918432281295e-07,5.21986840609109e-07
2.05297757461968e-07,5.64315818188175e-07,2.05338619247134e-07,5.6003636803746e-07,2.2575285631369e-07,5.40730842996783e-07
2.78551579264525e-07,5.61465526402072e-07,2.79496200411832e-07,5.51559603061374e-07,3.00671169972633e-07,5.20088289037879e-07
4.86220763927903e-07,5.50742813911534e-07,4.83635984995778e-07,5.1726190483057e-07,4.95581770032809e-07,4.42119716027198e-07
4.32913078333573e-07,5.52229415794407e-07,4.3130428652286e-07,5.23871106899065e-07,4.45839299780319e-07,4.59619178576025e-07
3.73497468347417e-07,5.55396030462958e-07,3.731430774195e-07,5.33964020224243e-07,3.90735066751022e-07,4.82292500859402e-07
3.50321949778757e-07,5.58172698987465e-07,3.50848742454272e-07,5.41377550856014e-07,3.70452223862463e-07,4.96396629676409e-07
3.08927494091384e-07,5.5850793674711e-07,3.09157846238374e-07,5.43642349762678e-07,3.28577301493661e-07,5.04449208945981e-07
2.3810986092757e-07,5.61446718221e-07,2.38193014777454e-07,5.52434547259556e-07,2.58075984989312e-07,5.2525822505735e-07
1.37416243360915e-07,5.66343788728954e-07,1.36188164959515e-07,5.65417506213937e-07,1.54638682318573e-07,5.54900774111448e-07
1.33451555160602e-07,5.66442078587483e-07,1.32143634537298e-07,5.65669323581473e-07,1.5052922416234e-07,5.55671842994026e-07
8.62792720246777e-08,5.6858704199765e-07,9.22291981872419e-08,5.6708676332137e-07,8.27638445596509e-08,5.69829375922166e-07
9.69345639061857e-08,5.6854484853908e-07,1.03225578666611e-07,5.66550773678628e-07,9.38961607108821e-08,5.69476586729732e-07
1.47508880816429e-07,5.68051054811312e-07,1.55024957950176e-07,5.63018233331858e-07,1.46794129881681e-07,5.65505299370334e-07
1.59547042126948e-07,5.67886106251008e-07,1.67309182776721e-07,5.61969053474155e-07,1.59358302039176e-07,5.64142766036161e-07
4.13935531024643e-07,5.54760809499027e-07,4.13538694734301e-07,5.30316811265096e-07,4.30360844513139e-07,4.71339768300551e-07
4.10481423578473e-07,5.54956719541499e-07,4.10162171332557e-07,5.3102772577787e-07,4.27260731984164e-07,4.73055540746055e-07
3.45859910816564e-07,5.58391584100749e-07,3.46434361009251e-07,5.42125036737175e-07,3.66248009964239e-07,4.98220033088972e-07
2.14514410855714e-07,5.66835877493457e-07,2.22917649643639e-07,5.5625375712743e-07,2.15770004002693e-07,5.56042164791059e-07
4.27048362006729e-07,5.59905232707088e-07,4.31360521975127e-07,5.23125466458902e-07,4.17737611432828e-07,5.02054602114683e-07
4.91809285154978e-07,5.57151601643109e-07,4.93196647218857e-07,5.10364112120031e-07,4.74814345111319e-07,4.79770838966119e-07
4.9193266698543e-07,5.57213026577914e-07,4.93256412712562e-07,5.10548760235819e-07,4.74870483508908e-07,4.80146096881628e-07
5.72129939509049e-07,5.46399024496693e-07,5.66664523094153e-07,5.03543503887032e-07,5.73234296601732e-07,4.11039565562626e-07
5.72109667117796e-07,5.46373472245133e-07,5.66612043953251e-07,5.03515871362568e-07,5.73158012663823e-07,4.11128374930852e-07
4.84800807607376e-07,5.5083328019185e-07,4.82265996458881e-07,5.17654350348827e-07,4.94416818322159e-07,4.43127723322473e-07
2.8721584412943e-07,5.64932509999328e-07,2.95309561173451e-07,5.4672946737669e-07,2.87685743774744e-07,5.41345393446814e-07
3.5146782455385e-07,5.62814726154328e-07,3.5857096937955e-07,5.36624335941709e-07,3.4935894715722e-07,5.24843013697832e-07
5.60637159597528e-07,5.54961981916097e-07,5.5813608580318e-07,4.99945167186538e-07,5.34718900586982e-07,4.6276795540702e-07
5.60701700904855e-07,5.55267487533145e-07,5.58642342945684e-07,5.01127142765189e-07,5.36249808798813e-07,4.65287263317363e-07
2.22638575691358e-07,5.66661932308938e-07,2.31021580229509e-07,5.55296916835739e-07,2.23827457466337e-07,5.54615268796387e-07
2.92734024247568e-07,5.64779652478868e-07,3.00712739587565e-07,5.45922647533216e-07,2.92900092751912e-07,5.40032397984319e-07
3.56284024926288e-07,5.6266227592025e-07,3.63120583926673e-07,5.35835259294092e-07,3.53495047477969e-07,5.23495305836649e-07
4.28521062888169e-07,5.59865594165162e-07,4.32698329903106e-07,5.22856918992668e-07,4.18874427603602e-07,5.01553082208533e-07
3.62326788797026e-08,5.68505455481639e-07,3.7399578989202e-08,5.68997102445933e-07,3.53459818996359e-08,5.69465283986969e-07
3.97860870418055e-08,5.68567079075246e-07,4.23620582071597e-08,5.6889415012034e-07,3.73328160438649e-08,5.6989761888187e-07
1.66991388504465e-07,5.63829151042154e-07,1.66058223672257e-07,5.59101014085018e-07,1.84875008128543e-07,5.42011144242636e-07
9.43112639084038e-08,5.65609763939432e-07,9.18337701638576e-08,5.63433039155932e-07,1.08517842573497e-07,5.54350654480703e-07
2.25680037165495e-08,5.66674175871585e-07,1.82361456742937e-08,5.65116040686672e-07,3.21794385328909e-08,5.61568797473606e-07
4.81292809924934e-08,5.67048095823433e-07,5.42220961262333e-08,5.64248442813339e-07,4.30154477782709e-08,5.63806074046085e-07
1.1563769485565e-07,5.66762218652309e-07,1.23021064936645e-07,5.61013671257018e-07,1.13931418407873e-07,5.61249339751666e-07
1.8237502011677e-07,5.65845076953014e-07,1.90609905039071e-07,5.55413413438322e-07,1.82915179004549e-07,5.53947630945158e-07
2.4861444022767e-07,5.64378601686134e-07,2.5692290381992e-07,5.47764145293899e-07,2.49425325796535e-07,5.42537818964176e-07
3.05659280840942e-07,5.62748234088398e-07,3.13368825735708e-07,5.39801915413828e-07,3.04965920559439e-07,5.29975276102568e-07
4.03251797440042e-07,5.59270856218891e-07,4.08188304694983e-07,5.23532473927511e-07,3.95418583369133e-07,5.02999778490551e-07
4.5816939462767e-07,5.57069509049441e-07,4.60754575385838e-07,5.13466306602173e-07,4.44257331020908e-07,4.85982089879703e-07
5.11725767056656e-07,5.55080777344341e-07,5.11485105249089e-07,5.0429022567589e-07,4.90913346698903e-07,4.7064884885833e-07
7.01669460262291e-08,5.67795438235616e-07,6.74674328820023e-08,5.68550603969255e-07,8.19682780310386e-08,5.64908108282611e-07
6.48243517802787e-08,5.67891726764832e-07,6.20496834175571e-08,5.68717016803405e-07,7.60613975186774e-08,5.6562964343294e-07
3.5787308696442e-07,5.29085273730835e-07,3.48307334766423e-07,4.95931061494809e-07,3.55575634727474e-07,4.39946046392421e-07
1.5434993270486e-07,5.38031962689669e-07,1.59573974450848e-07,5.13372256336431e-07,1.50204093105935e-07,4.99882186232446e-07
4.7360778369474e-07,5.29612526944677e-07,4.65714945774499e-07,4.71801775319197e-07,4.40653979281334e-07,4.34756101035198e-07
1.37195139495728e-07,5.39174370975487e-07,1.42776582459274e-07,5.18260616904296e-07,1.34173250500915e-07,5.0813508136221e-07
1.37191811656993e-07,5.39181178219113e-07,1.42768751542339e-07,5.18264630572151e-07,1.3415094127794e-07,5.08170871354305e-07
1.94614698968298e-07,5.34053665030304e-07,1.87661495431344e-07,5.11737510778203e-07,1.98289115716335e-07,4.79804706029569e-07
3.91350101129116e-07,5.27424044419252e-07,3.8055037906327e-07,4.93162244674531e-07,3.87226543937565e-07,4.33871215471527e-07
3.32442373341463e-08,5.36662862949791e-07,2.72628243235243e-08,5.17927050096443e-07,3.69013205536155e-08,5.00891534852984e-07
3.91514678645026e-07,5.27361894160845e-07,3.80706277544421e-07,4.93075846416289e-07,3.87410507075119e-07,4.33882028929762e-07
3.08582737450634e-07,5.3441889339967e-07,3.09737337834339e-07,4.9753918048191e-07,2.96559841562001e-07,4.77860168211636e-07
3.08609559806275e-07,5.34428876733372e-07,3.09801090700803e-07,4.97518405165085e-07,2.96627577907665e-07,4.7780381152449e-07
2.17049566420074e-07,5.33613782121691e-07,2.09979131974877e-07,5.11984069805492e-07,2.21030833868988e-07,4.79686074448069e-07
2.17063976250327e-07,5.3361003033653e-07,2.10006728608924e-07,5.12014005500945e-07,2.21152070949143e-07,4.79856242665768e-07
4.65561541361165e-07,5.28350202105959e-07,4.57843098026758e-07,4.71939699640907e-07,4.33531986992632e-07,4.36291089552714e-07
4.65492339609771e-07,5.2836226191508e-07,4.57688801806223e-07,4.72077557795487e-07,4.33343769845606e-07,4.36610691589507e-07
5.93729805307316e-08,5.36575288286836e-07,5.47927247187542e-08,5.194307556408e-07,6.37896932567615e-08,5.03428181294513e-07
5.99467013621431e-08,5.36451488500776e-07,5.52617158207181e-08,5.19269636619821e-07,6.43493088333277e-08,5.03277360896699e-07
1.13119543020248e-07,5.32789822849719e-07,1.18936669251664e-07,5.07508407363523e-07,1.10150093503118e-07,4.92419253175125e-07
9.27671189439976e-09,5.31177692798574e-07,1.53985309083214e-08,5.08159549183304e-07,6.09125314273054e-09,4.89538262853741e-07
5.20558281268495e-07,5.20723238016614e-07,5.05070622132986e-07,4.52891311153578e-07,4.7090102459311e-07,4.07207186734663e-07
3.69072433337164e-08,5.32870842730078e-07,3.90674571738501e-08,5.12528574240073e-07,3.71285465910861e-08,4.9678512131782e-07
3.69037738920207e-08,5.32886041236298e-07,3.90609211207132e-08,5.12598164624647e-07,3.72117908604714e-08,4.97012463188951e-07
5.21796548537828e-07,5.22221797266083e-07,5.06900890983721e-07,4.56023449562319e-07,4.73654231181617e-07,4.11465502822531e-07
5.2181490181229e-07,5.22158725052741e-07,5.06853242225973e-07,4.55682707893171e-07,4.73376461901195e-07,4.10704749550811e-07
2.40197518489382e-07,5.25654098119905e-07,2.30405236600827e-07,4.97065560419233e-07,2.37729807156957e-07,4.56746752392807e-07
7.70778966351111e-08,5.26525591752985e-07,6.90216776989109e-08,5.01859949079955e-07,7.70279828550515e-08,4.77170383332196e-07
4.34694923990563e-07,5.19570206794645e-07,4.26036317256335e-07,4.60607548450997e-07,4.01638819548175e-07,4.22938224309864e-07
1.59928580923371e-07,5.22893047800099e-07,1.51294362984249e-07,4.94584881579171e-07,1.58847392856809e-07,4.60105897314314e-07
1.63962999672473e-07,5.24616606787845e-07,1.56070058215189e-07,4.99036191115279e-07,1.64730690348868e-07,4.67535388260382e-07
1.63988906796326e-07,5.24616377415034e-07,1.56136990807312e-07,4.990594124758e-07,1.64918921257904e-07,4.67656499641222e-07
3.32758823384772e-07,5.18655713037449e-07,3.20308971478644e-07,4.82486861862061e-07,3.24135495475394e-07,4.27533050457817e-07
3.32763540784315e-07,5.18648538642901e-07,3.2032361303836e-07,4.82520142303128e-07,3.24226159637999e-07,4.27744674405058e-07
1.88533214602344e-07,5.26287073368825e-07,1.9129535801097e-07,4.94133490892611e-07,1.80559281977751e-07,4.75394909952667e-07
1.88544985549066e-07,5.26302336232711e-07,1.91333330806913e-07,4.94153635126832e-07,1.80608052593673e-07,4.75444587896837e-07
3.30752113139023e-07,5.17009349669449e-07,3.17611427941493e-07,4.78512944631449e-07,3.20039875838563e-07,4.21300152471826e-07
1.85172113917451e-07,5.24552357582486e-07,1.87904261330778e-07,4.89544639791625e-07,1.76801820566204e-07,4.67543986952519e-07
2.57495450762156e-07,5.22365853306999e-07,2.5838678963631e-07,4.81086108494596e-07,2.45464981083227e-07,4.56181414451022e-07
4.34917956454686e-07,5.08827287318867e-07,4.15657573479658e-07,4.62246839972254e-07,4.12618877302624e-07,3.91105591317521e-07
2.69324895297662e-07,5.16615661843136e-07,2.56802624807046e-07,4.83163125907126e-07,2.61080628575909e-07,4.37302040097847e-07
2.69340346478322e-07,5.16602891326417e-07,2.56822490447707e-07,4.83175560278432e-07,2.61179960561328e-07,4.37457423837236e-07
2.44848998751822e-07,5.18413343503563e-07,2.45378930200468e-07,4.77724900431664e-07,2.32617686567943e-07,4.53752676379087e-07
2.44862248934326e-07,5.18422725982192e-07,2.45412632285039e-07,4.77716109964707e-07,2.32649098522163e-07,4.53742893751741e-07
8.22289603591176e-08,5.20424190383446e-07,8.77119549583785e-08,4.91100204669333e-07,8.06003018346371e-08,4.71658573159934e-07
8.22018162737973e-08,5.20426168406192e-07,8.76452562000829e-08,4.91092662919956e-07,8.05101035182837e-08,4.71675095839455e-07
3.5453643248429e-07,5.14020743128316e-07,3.47580338085987e-07,4.61530849540373e-07,3.26680114433075e-07,4.28982470552236e-07
3.54534451451641e-07,5.14024486373757e-07,3.47543742123454e-07,4.61466909198828e-07,3.26525329104034e-07,4.28784102803605e-07
3.52689669281784e-07,5.12355676159896e-07,3.45350729358045e-07,4.57277240619006e-07,3.23777788667547e-07,4.21815069305969e-07
1.09375997850721e-07,5.17067840821384e-07,1.00626288502575e-07,4.8823017464474e-07,1.07301080413057e-07,4.58983781235142e-07
1.1201390341508e-07,5.15873935326062e-07,1.03041154296092e-07,4.8624505648686e-07,1.09335535540704e-07,4.56003596462078e-07
4.03713073317055e-07,5.11044923027015e-07,3.93897498544989e-07,4.5214680567103e-07,3.69501480307271e-07,4.14907354189557e-07
4.03669544086839e-07,5.11038149423679e-07,3.9379484236861e-07,4.52207354732084e-07,3.69376995328228e-07,4.15080888268289e-07
4.47551107066343e-07,5.04715800648198e-07,4.26420224433134e-07,4.56636279186827e-07,4.21722667019542e-07,3.83710346764583e-07
4.47864044109604e-07,5.04527991292126e-07,4.26657745549802e-07,4.56362416894736e-07,4.21897499128129e-07,3.83513950180593e-07
2.89821491546055e-07,5.03177477194704e-07,2.72619854381874e-07,4.59057442956767e-07,2.69856790952948e-07,4.01820988941408e-07
5.52801470116344e-07,4.89360283589143e-07,5.21351580043325e-07,4.23426374881437e-07,5.0098681689146e-07,3.25122458167063e-07
1.2678552115198e-07,5.0427922563722e-07,1.14997005155453e-07,4.65260012037608e-07,1.17497492208205e-07,4.24196352891532e-07
2.10943901569087e-07,5.03331431070642e-07,2.09969281406709e-07,4.5364330881321e-07,1.96049226383444e-07,4.1912462195679e-07
3.75037288498888e-07,4.98445482077941e-07,3.62694247284047e-07,4.33261092667501e-07,3.36139190135438e-07,3.89180920765538e-07
5.02679048081176e-07,4.89007874074903e-07,4.73589853589749e-07,4.0507774102778e-07,4.2544890435502e-07,3.45256879501349e-07
4.79609519884211e-07,4.82797463332861e-07,4.47758361239938e-07,4.20506147872765e-07,4.29561025392326e-07,3.35049329903744e-07
2.4764488732411e-08,4.95381684316289e-07,3.08147085637614e-08,4.49103846960908e-07,2.39917511432681e-08,4.08989091715722e-07
3.1623237874539e-07,4.89087823162187e-07,2.94144744104723e-07,4.36172906547716e-07,2.8455991248706e-07,3.69086625916475e-07
3.16254770520212e-07,4.89070557845288e-07,2.94192142889908e-07,4.36179808316048e-07,2.84705190174151e-07,3.69267944841961e-07
1.65503997442871e-07,4.93632572303277e-07,1.65126290361106e-07,4.39776775538775e-07,1.521762498419e-07,3.97436648227269e-07
1.64466377650326e-07,4.92863306332247e-07,1.63990923117277e-07,4.38563022119151e-07,1.50972301276949e-07,3.95735711020531e-07
1.74019343626227e-07,4.90512752520873e-07,1.58746288712542e-07,4.41093238788098e-07,1.55906766302267e-07,3.85122320169411e-07
1.74146319156292e-07,4.90229939772232e-07,1.58767465776044e-07,4.40568077679624e-07,1.55796352650873e-07,3.8434238739418e-07
3.29385359360689e-07,4.88408262887202e-07,3.16491493419643e-07,4.2060209528828e-07,2.89751262923871e-07,3.71605449688296e-07
3.91515893403418e-08,4.9288198203459e-07,4.11852737940677e-08,4.47061041638107e-07,3.64644006189822e-08,4.07679848761404e-07
3.91876007894112e-08,4.9287317784407e-07,4.13051581969549e-08,4.46989614228812e-07,3.67442363651832e-08,4.07533644257404e-07
3.43970526099702e-07,4.81674584300113e-07,3.17648094172806e-07,4.2027895044773e-07,3.00988050093962e-07,3.41489423244134e-07
1.5581128133511e-07,4.89490190231719e-07,1.41316564231708e-07,4.41982949979977e-07,1.39784921318697e-07,3.90958187263713e-07
1.86477397921026e-07,4.90057576795044e-07,1.84043243375653e-07,4.351891809408e-07,1.69388270903944e-07,3.94230016847891e-07
1.86504309984771e-07,4.90070355236189e-07,1.84118015562571e-07,4.35215060101762e-07,1.69498916414415e-07,3.94337069547507e-07
1.57743684833969e-07,4.87777026457381e-07,1.4288636215874e-07,4.39049839138693e-07,1.40693933555917e-07,3.86504424155788e-07
3.48959875659538e-07,4.84884825915429e-07,3.33366061659832e-07,4.1556952772869e-07,3.04077417434348e-07,3.6705151674519e-07
3.48843952336997e-07,4.84870217938368e-07,3.33071297039831e-07,4.15578989109602e-07,3.03620352610953e-07,3.6706577158138e-07
4.93981732606284e-07,4.73688455220043e-07,4.57234973198342e-07,4.06657968794493e-07,4.3300650351049e-07,3.16644364473914e-07
4.94071657572278e-07,4.73585265347364e-07,4.5727925159826e-07,4.06570726699101e-07,4.33061451773047e-07,3.16783729582089e-07
3.27287172938454e-07,4.76771636759824e-07,3.0062757618142e-07,4.13184522089697e-07,2.83329327222508e-07,3.34152377922726e-07
3.68511183466324e-08,4.86048011362428e-07,3.2073501611823e-08,4.35245814583795e-07,3.02617201835595e-08,3.86979234751427e-07
3.69891124934951e-08,4.85704220171267e-07,3.20451160175157e-08,4.34606309941481e-07,3.015297703835e-08,3.85804085623036e-07
3.37170915440527e-07,4.76012056121655e-07,3.19372169581857e-07,3.99998858920336e-07,2.87398969506581e-07,3.43451799129313e-07
1.94731195161942e-07,4.7776843763083e-07,1.75448838198087e-07,4.20853311348635e-07,1.66713962873383e-07,3.56015675933731e-07
1.49060359468722e-07,4.80727741780175e-07,1.47667214212472e-07,4.20604895921774e-07,1.34683647776145e-07,3.70074161263604e-07
1.4910791480528e-07,4.80736049344729e-07,1.47801616416842e-07,4.20622822927078e-07,1.34871327375893e-07,3.70211263388067e-07
1.94769959797011e-07,4.7757187996907e-07,1.75050320012575e-07,4.20482016653126e-07,1.65706904071939e-07,3.55321803032288e-07
3.5950367355134e-07,4.7070048638791e-07,3.27910626460783e-07,4.03010945217576e-07,3.03839165514583e-07,3.1760026975028e-07
3.59491532903279e-07,4.70677340798723e-07,3.27871183442292e-07,4.02968691019451e-07,3.03788195418878e-07,3.17668809719859e-07
3.12622944530271e-07,4.76823068315437e-07,2.97653724346325e-07,4.04094215536652e-07,2.69271084983374e-07,3.48930922859866e-07
5.44985696696259e-07,4.64048029134056e-07,5.00400186220692e-07,3.87504857548203e-07,4.64669237127896e-07,2.84960866328228e-07
