disp f1,disp f2,disp f3,disp f4,disp f5,disp f6
1.85218499715683e-07,5.37056630647442e-07,1.82446750308699e-07,5.16543120100487e-07,1.85690076032089e-07,5.06390228079487e-07
3.50754649216642e-07,5.24656517443434e-07,3.44612784320156e-07,4.98796147514645e-07,3.33189573731854e-07,4.61215655220862e-07
1.81517301903346e-07,5.35471158470616e-07,1.78708408635908e-07,5.12933035746854e-07,1.81913209492244e-07,5.01309951525385e-07
3.50695938488448e-09,5.34396197527202e-07,3.7030797666488e-09,5.16908357257751e-07,1.0572230483961e-08,5.09081583635394e-07
5.2631237408091e-07,5.31283773475394e-07,5.01947394675038e-07,4.84123070041112e-07,4.76773678626361e-07,4.34305685193333e-07
3.74850727102169e-08,5.35961858764928e-07,3.7146934985065e-08,5.2036090455725e-07,3.79889593198212e-08,5.13797772711792e-07
3.74726367587955e-08,5.35967644815575e-07,3.71875817143291e-08,5.20487720689261e-07,3.7976654855204e-08,5.14105612880205e-07
5.27720840230185e-07,5.32722729449051e-07,5.03935143153897e-07,4.86991182602526e-07,4.79517720685097e-07,4.38083466681305e-07
5.2769469599513e-07,5.32703074411132e-07,5.03859905136993e-07,4.8694110764013e-07,4.79385836765107e-07,4.38066103796288e-07
2.07723976291862e-07,5.29400188215905e-07,2.04630565218545e-07,5.10133305487331e-07,1.96034013063575e-07,4.90947388233336e-07
4.97620043077608e-07,5.31724595146543e-07,4.76430327356964e-07,4.88299089249068e-07,4.56186849887879e-07,4.45160775878644e-07
3.22723172646866e-07,5.33907695222485e-07,3.14206561918664e-07,5.03828294428779e-07,3.10217139297891e-07,4.82382032661449e-07
1.42831339325822e-07,5.32772368445224e-07,1.4104791037618e-07,5.11691133760711e-07,1.4554475053893e-07,5.03690783302789e-07
3.88375279460526e-07,5.20671647806881e-07,3.80058290705354e-07,4.93375534499418e-07,3.6829329510197e-07,4.52933697799217e-07
3.62316420938567e-08,5.2936974466007e-07,3.4933953756187e-08,5.10818909651678e-07,2.73650914413126e-08,5.02484195123486e-07
3.86319543397632e-07,5.26595195370748e-07,3.71554224165041e-07,4.88765508500752e-07,3.60194300215887e-07,4.56281313976958e-07
3.05104166222209e-07,5.27043994657003e-07,2.96223903100532e-07,4.9620329500675e-07,2.92345383038066e-07,4.7598991443051e-07
3.0510979194392e-07,5.27032946040777e-07,2.96244969875861e-07,4.96211666178455e-07,2.92397504828911e-07,4.760613766087e-07
2.27867520615344e-07,5.2147111792164e-07,2.22426022563847e-07,4.99362786349e-07,2.12665028589474e-07,4.77566530402041e-07
2.27871522933449e-07,5.21448461919337e-07,2.22414936316804e-07,4.9934878065885e-07,2.12550724770767e-07,4.77497146636537e-07
5.05907043566537e-07,5.10425045858514e-07,4.91520923389683e-07,4.74199469707599e-07,4.74218266567642e-07,4.15124454325978e-07
1.31732225941288e-07,5.25390517231472e-07,1.30053738803176e-07,5.02563565056661e-07,1.34379642579832e-07,4.94067325279106e-07
1.31707164562643e-07,5.25377957001163e-07,1.30014350618698e-07,5.02584260503289e-07,1.34327627679991e-07,4.94114342902075e-07
4.03651034728314e-07,5.13239494529264e-07,3.92192595448154e-07,4.83568976039372e-07,3.78685430916447e-07,4.41045882400289e-07
4.03650048101888e-07,5.13225238756843e-07,3.92202799341931e-07,4.83593859864681e-07,3.78701431331475e-07,4.41058919773039e-07
6.3105512867609e-08,5.22775153661401e-07,6.1321083228479e-08,5.02440436210932e-07,5.54933542854652e-08,4.92931243959749e-07
4.71829382597659e-07,5.21595799427675e-07,4.49352149282341e-07,4.76608934604927e-07,4.29149493851738e-07,4.35254394947032e-07
2.40466007993071e-07,5.08683425606475e-07,2.3077599269409e-07,4.78400344247781e-07,2.16337400603246e-07,4.4932261151676e-07
2.83517256667553e-07,5.14516682331211e-07,2.73150856729676e-07,4.77060959518589e-07,2.67991463513231e-07,4.52875066772698e-07
7.51376197161921e-08,5.14005146773301e-07,7.20427189400096e-08,4.89155739038635e-07,6.45086587915834e-08,4.75753684507749e-07
4.54768491089837e-07,5.13145500110731e-07,4.30645771773996e-07,4.65093550593445e-07,4.09242457281519e-07,4.22523674180631e-07
1.77883973481312e-07,5.09835482033662e-07,1.72201947123991e-07,4.7203835590237e-07,1.72249681176041e-07,4.46841764441083e-07
3.48945624951576e-07,5.08379348917753e-07,3.31416032200941e-07,4.60525817751024e-07,3.16975571793628e-07,4.20011512076375e-07
3.46542156014225e-07,4.98513169211224e-07,3.30781207438625e-07,4.57111948888058e-07,3.08337533707952e-07,4.06283912025886e-07
5.43240810074097e-07,5.01943648505459e-07,5.03662069897418e-07,4.34687457660158e-07,4.59958267041964e-07,3.63368219971073e-07
1.75650212141548e-07,4.99281534664331e-07,1.67013626253339e-07,4.61614516132708e-07,1.51342551138516e-07,4.28006640705452e-07
5.12567145828466e-07,4.97099364532988e-07,4.73774885963935e-07,4.27059656401326e-07,4.29985693973413e-07,3.53338046513323e-07
2.94174549973841e-10,5.01343957715583e-07,1.74027242276596e-09,4.63992852829485e-07,1.06533106987305e-08,4.38762102859345e-07
5.22909519014445e-07,4.87971628347381e-07,4.97720647006183e-07,4.40434441737007e-07,4.70388460504221e-07,3.71994874564961e-07
8.54905234280632e-08,4.97393462448969e-07,7.91033578010784e-08,4.61851915283692e-07,6.68256440996813e-08,4.38866604310602e-07
8.46408710092953e-08,4.9617778799139e-07,8.32441618673786e-08,4.57002778984387e-07,8.80913764645784e-08,4.35419500638556e-07
4.36090949800296e-07,4.82775399336611e-07,4.10821788687179e-07,4.37357962838932e-07,3.85341493930565e-07,3.81734197950589e-07
5.41998354555665e-07,4.76389546131782e-07,5.10603575099833e-07,4.20921463130818e-07,4.76582867928937e-07,3.44219595965282e-07
4.19562109497851e-07,4.91164184650733e-07,3.90510610166783e-07,4.3173326201301e-07,3.64135233254916e-07,3.80921140998287e-07
3.32542870710567e-07,4.87835280931118e-07,3.10646884448333e-07,4.28050884490642e-07,2.91005584973102e-07,3.76259377170203e-07
1.6162009706867e-07,4.85408870842299e-07,1.50769050391127e-07,4.41229042104288e-07,1.33252741706561e-07,4.03463313870756e-07
3.5846910011367e-07,4.8812169853456e-07,3.34100895513515e-07,4.29492431504187e-07,3.12510244390191e-07,3.79144463928409e-07
2.47796417564326e-07,4.89746564168232e-07,2.34565501238761e-07,4.41343372991912e-07,2.26589919221885e-07,4.08943456328351e-07
2.47834686793609e-07,4.89723976612044e-07,2.34663930348989e-07,4.41311543397495e-07,2.26754430468804e-07,4.08897401106602e-07
2.73168325185687e-07,4.82526725888091e-07,2.5472013808245e-07,4.37780118345624e-07,2.31741409006695e-07,3.94292416708011e-07
2.73226479860368e-07,4.82498932508703e-07,2.54849927843479e-07,4.37769949411021e-07,2.31882318817801e-07,3.94243437355989e-07
1.05762054997484e-07,4.8655619114116e-07,9.77800672546061e-08,4.45903430767507e-07,8.48305329892174e-08,4.17774197199883e-07
4.14034215119286e-07,4.87200611362146e-07,3.84087960560453e-07,4.27325370313615e-07,3.57107141183592e-07,3.76759628972053e-07
8.0393936302467e-08,4.87111322539627e-07,7.85492411657071e-08,4.44089086786433e-07,8.22500304848111e-08,4.18741252973461e-07
8.03883333772544e-08,4.87090612649899e-07,7.85738448597653e-08,4.44083527100437e-07,8.22924281537351e-08,4.18735514400867e-07
4.45751327742241e-07,4.75702578524111e-07,4.17309939833658e-07,4.2754046203768e-07,3.89318379010569e-07,3.69384878568185e-07
4.45668671086522e-07,4.75707904042697e-07,4.17122140626407e-07,4.27626090189459e-07,3.89019305690167e-07,3.69482807952785e-07
3.60151709046039e-07,4.7372703181638e-07,3.34057608271398e-07,4.16998430266173e-07,2.99428958708052e-07,3.50005022707704e-07
1.62103486449839e-07,4.83902926441889e-07,1.54468696169744e-07,4.3129183160108e-07,1.52082149875496e-07,3.91167093793378e-07
1.87745881973008e-07,4.76140023036302e-07,1.73293012957693e-07,4.23278527579785e-07,1.50876020589197e-07,3.74210079016982e-07
3.62068562829914e-07,4.70121617859428e-07,3.34345045846955e-07,4.11112052164164e-07,2.97800667141745e-07,3.41785981166833e-07
1.92146355672242e-07,4.75884212094585e-07,1.77302239553077e-07,4.24128340338511e-07,1.5460833282341e-07,3.75737331334697e-07
5.35644795639599e-07,4.74955526076241e-07,4.82761963767631e-07,3.91048333671373e-07,4.22866081563977e-07,3.02273102336473e-07
1.59055824562687e-07,4.80316756710119e-07,1.51299978691425e-07,4.25378547624935e-07,1.48691142678847e-07,3.8291892068366e-07
3.25454786689247e-07,4.79246037034372e-07,3.02091074990206e-07,4.1535107520367e-07,2.80925851843048e-07,3.59216216003362e-07
5.35418298332739e-07,4.74337021555712e-07,4.82215113220521e-07,3.90092955739331e-07,4.21949558458964e-07,3.00872376373484e-07
3.24160404580717e-07,4.77674985686171e-07,3.00647000274769e-07,4.12707272423419e-07,2.79177081243688e-07,3.5537901327408e-07
4.01555039711356e-08,4.76104387040286e-07,3.59666585074819e-08,4.23654902523438e-07,3.03855386976081e-08,3.82622603784192e-07
4.88859815873412e-07,4.71061843979853e-07,4.40699289637793e-07,3.84541618012787e-07,3.84468997190221e-07,2.93660301990061e-07
2.00706059395082e-07,4.61447677087876e-07,1.81514875840391e-07,3.99750416236462e-07,1.5369055022644e-07,3.40801160005103e-07
4.75633103590731e-07,4.58754477536273e-07,4.23690553466499e-07,3.65106140311804e-07,3.62789722463189e-07,2.67891147902944e-07
4.52006258683135e-08,4.63384433963177e-07,3.89332526669468e-08,4.02307304589181e-07,2.97429276535821e-08,3.52340731065043e-07
5.3216463840805e-07,4.45786120052535e-07,4.84932482174379e-07,3.74758378711203e-07,4.34318166602667e-07,2.86525116703734e-07
2.03464314725902e-07,4.51120123581442e-07,1.81812116801069e-07,3.81176183967979e-07,1.51012342829443e-07,3.13923417978058e-07
2.07694410749863e-07,4.56416422326443e-07,1.90289059015283e-07,3.86658062073138e-07,1.76989242198308e-07,3.34103618796423e-07
2.98372630850793e-07,4.48105650861562e-07,2.67602819575184e-07,3.78854451627555e-07,2.29393099364008e-07,3.09497410230416e-07
1.29059211451017e-07,4.52036412726641e-07,1.14732463779797e-07,3.87500387306912e-07,9.36214733560309e-08,3.34930295244225e-07
3.71502818314177e-07,4.52073844814043e-07,3.32580532356175e-07,3.70739741066578e-07,2.94493979773865e-07,3.0021170524169e-07
1.36723228246222e-07,4.51606123045214e-07,1.21789088716389e-07,3.88330610984367e-07,1.00518850746831e-07,3.36762318955892e-07
3.70811291883959e-07,4.52644458766413e-07,3.32239447211715e-07,3.73487027160874e-07,2.9502118619781e-07,3.05511764605871e-07
5.29668609522545e-07,4.38749193357016e-07,4.78770250921093e-07,3.63970039304641e-07,4.24242761110522e-07,2.72805723785043e-07
2.95122861869394e-07,4.48234120873083e-07,2.65989913860995e-07,3.63578112596206e-07,2.36340799735264e-07,2.87299075099556e-07
3.33045489575873e-08,4.49123243980827e-07,3.28834903032482e-08,3.803283896521e-07,3.82781801957251e-08,3.29089323262885e-07
5.235913292687e-07,4.41797974638225e-07,4.54561401285066e-07,3.38830193080131e-07,3.76703907890879e-07,2.33363744092269e-07
1.23323586264916e-07,4.44954634473916e-07,1.14818255733379e-07,3.65602844302624e-07,1.09873937224362e-07,2.98766468493228e-07
4.7344713189926e-07,4.34669093511614e-07,4.23941049016226e-07,3.60085266071028e-07,3.72252256459194e-07,2.75802417075151e-07
3.81330097412103e-07,4.33702646639935e-07,3.36744747144963e-07,3.47889535150551e-07,2.79422841144959e-07,2.49783587168741e-07
1.46346499107046e-07,4.38007143263243e-07,1.28656402119788e-07,3.65371554355138e-07,1.04183843577824e-07,3.03985476432165e-07
3.57681612534167e-07,4.40139915034468e-07,3.15545958622736e-07,3.53509253061728e-07,2.73874426743515e-07,2.78686819828493e-07
4.7942389864515e-07,4.28895556287025e-07,4.26490619733656e-07,3.51280633028807e-07,3.70811544850968e-07,2.63747452653995e-07
4.79454051111696e-07,4.28844194940123e-07,4.26530447996002e-07,3.51168485603415e-07,3.70797304981926e-07,2.63413888756335e-07
4.15583988064519e-08,4.39794020374985e-07,3.80327364612815e-08,3.66492094369431e-07,3.84052746036921e-08,3.10453465631841e-07
4.15628107878559e-08,4.39809807446475e-07,3.81073772363083e-08,3.66707186544205e-07,3.84878886448952e-08,3.11048205803768e-07
3.12623270740904e-07,4.31129678214604e-07,2.75319714326874e-07,3.51756582948861e-07,2.29794461250015e-07,2.72028401511992e-07
3.12524735252445e-07,4.31154357021569e-07,2.75115978200572e-07,3.51993746078417e-07,2.29536558970121e-07,2.72541269658997e-07
1.92745325969154e-07,4.39604913655113e-07,1.72905385024321e-07,3.61104147730137e-07,1.56536736354372e-07,3.00081629966441e-07
1.92666086296854e-07,4.39581495790794e-07,1.72706942113793e-07,3.61081715221584e-07,1.56213468995612e-07,3.00061348734175e-07
3.16742096687235e-07,4.36237629388885e-07,2.80089748904912e-07,3.46456492777624e-07,2.43299159163343e-07,2.66901433439427e-07
1.43748864903504e-07,4.31609554603162e-07,1.25177453136625e-07,3.52994589519095e-07,9.91266048609463e-08,2.85370321628899e-07
5.56231916710895e-08,4.31789698744821e-07,4.47451866181199e-08,3.47865614717013e-07,2.68704909003207e-08,2.74195713843892e-07
1.14938906768428e-07,4.34210537234792e-07,1.06060968462138e-07,3.49850356630629e-07,1.0096601201014e-07,2.78223342878103e-07
3.92221737499533e-07,4.2317025301311e-07,3.41298360174565e-07,3.31986827187831e-07,2.76867100293666e-07,2.29405653242471e-07
1.14471372697297e-07,4.3378392362757e-07,1.05691048672249e-07,3.49282509311651e-07,1.00741600198355e-07,2.77752052016753e-07
3.92550909364825e-07,4.22732558027237e-07,3.41431871060952e-07,3.31332635723579e-07,2.76750633323407e-07,2.28518250501022e-07
2.26521302734909e-07,4.28313000873953e-07,1.9624756660778e-07,3.44307183001559e-07,1.55678492103825e-07,2.62310617819071e-07
4.36163950599745e-07,4.26723135783633e-07,3.75344164914938e-07,3.15098106588675e-07,3.03984838595877e-07,2.03312115895722e-07
2.76261740826966e-07,4.32318979579148e-07,2.45598109509772e-07,3.39650441345466e-07,2.14330625928652e-07,2.56477092361362e-07
2.72954680982834e-07,4.29983708087839e-07,2.41728263883024e-07,3.36171821975502e-07,2.09838621166774e-07,2.52191673929046e-07
7.02820975868064e-08,4.27696079866686e-07,5.71838203195304e-08,3.43136702842366e-07,3.80172480165096e-08,2.69303809125122e-07
4.321242735769e-07,4.24723706176511e-07,3.71239378021815e-07,3.14151993138053e-07,3.00918707704559e-07,2.05486464994125e-07
3.50243467616134e-08,4.28386675507378e-07,2.93776186301197e-08,3.46508311602487e-07,2.41008697287902e-08,2.79688379899032e-07
3.45979099293053e-07,4.25842297807455e-07,2.99961121315443e-07,3.28134769523968e-07,2.52595815560936e-07,2.41761227233739e-07
2.30320066447039e-07,4.19445891967539e-07,1.97544561120346e-07,3.27304037900932e-07,1.53944076928716e-07,2.36041016287721e-07
5.19094976624272e-07,4.10849415032377e-07,4.52472064328814e-07,3.16143019159883e-07,3.78118750597181e-07,2.05873366610055e-07
1.52802666476176e-07,4.16219745035264e-07,1.30863168101233e-07,3.26576941808978e-07,1.00863505961772e-07,2.47245249006506e-07
1.74615023033234e-07,4.19602840383307e-07,1.52486069018762e-07,3.26049512535941e-07,1.32502259952693e-07,2.4970432471773e-07
2.02295603463354e-08,4.18008222978832e-07,1.48843465810909e-08,3.26867852876321e-07,3.89246695334983e-09,2.49933365263477e-07
3.19501257926361e-07,4.10776504755702e-07,2.74440015510257e-07,3.15408870510884e-07,2.18855605640565e-07,2.18458042282146e-07
1.40513409576138e-08,4.18178274735464e-07,1.35516654687678e-08,3.2855404902315e-07,1.81098507181324e-08,2.55828053134886e-07
1.37660840965909e-08,4.15542417890637e-07,1.30520557801518e-08,3.24273940175006e-07,1.71359879169878e-08,2.49993707455269e-07
4.84002511864502e-07,4.02905613189426e-07,4.16248747763103e-07,3.0440505922852e-07,3.40488509651468e-07,1.9414997344301e-07
4.84152165928524e-07,4.02316928242128e-07,4.15993327462942e-07,3.03136241480234e-07,3.39514162387105e-07,1.91946035319036e-07
2.46445045181354e-07,4.10079897918533e-07,2.12954585557464e-07,3.02063744407787e-07,1.76603399063279e-07,2.04229334635509e-07
4.09428071730892e-07,3.98975032164734e-07,3.45721970373522e-07,2.89612635269626e-07,2.66162606238789e-07,1.66784426238717e-07
8.26669387282231e-08,4.09291921614395e-07,7.5075824485132e-08,3.07467148429713e-07,6.99819820281096e-08,2.18844414595118e-07
4.68373667009071e-07,4.04315105503743e-07,3.89398076156924e-07,2.83761695304386e-07,3.01058660150511e-07,1.67743399059555e-07
1.40052055117046e-07,4.07318581337703e-07,1.21251450013699e-07,3.07400340893876e-07,1.04701816462224e-07,2.24205493066448e-07
9.07186403152449e-08,4.00625172348382e-07,7.28626465413146e-08,2.96819743536757e-07,4.76602773781946e-08,2.03489894297988e-07
3.94769874962797e-07,3.99476211852946e-07,3.28542061442155e-07,2.75787520559109e-07,2.52538617607507e-07,1.57110497274654e-07
2.57861811870182e-07,3.97868099268502e-07,2.14858595085103e-07,2.94387347981568e-07,1.60186417472811e-07,1.94291807746362e-07
9.94403514150819e-08,4.003857001846e-07,7.97284383540177e-08,2.99259557666626e-07,5.27639784344378e-08,2.10781564274487e-07
3.92005040134159e-07,3.99364154049886e-07,3.26477946031196e-07,2.78597303841079e-07,2.52860134599322e-07,1.66523458640403e-07
1.63324600148086e-07,3.94672751650033e-07,1.36425513885058e-07,2.90012090508176e-07,1.00798005978298e-07,1.95328671533786e-07
3.22960916516769e-07,3.96922123165283e-07,2.68722720011592e-07,2.80635574921229e-07,2.10391179762358e-07,1.76442041264089e-07
3.63933619780399e-07,3.84768626364803e-07,3.0229838854023e-07,2.69463092244451e-07,2.26420721361953e-07,1.48155127660288e-07
2.70090600380307e-07,3.89224474687226e-07,2.23133913424664e-07,2.80704031021846e-07,1.64163372592769e-07,1.76628913433298e-07
2.20403060525534e-07,3.94960554875118e-07,1.865652915631e-07,2.82664334581766e-07,1.516965087159e-07,1.86355256078899e-07
4.31792690778456e-07,3.82911800959018e-07,3.57274383091915e-07,2.6666937799617e-07,2.66625526046012e-07,1.43093324586322e-07
6.566393350726e-08,3.94538002764261e-07,5.81248135783293e-08,2.87860410933188e-07,5.41883288614411e-08,1.98878840020291e-07
2.18861710766152e-07,3.94093970034565e-07,1.8512365401556e-07,2.81378316167447e-07,1.50357418962301e-07,1.84786613819032e-07
1.12614811963641e-07,3.91134111565212e-07,9.04786460006333e-08,2.84977192660744e-07,6.07286080829659e-08,1.926465869622e-07
3.75729652710949e-07,3.90867560184901e-07,3.09352531000812e-07,2.67030084025534e-07,2.35523921667953e-07,1.54768966337223e-07
4.48003137100343e-07,3.90728895804275e-07,3.66006589355317e-07,2.64170395468354e-07,2.74923568267296e-07,1.45800607852077e-07
6.22302575174547e-08,3.92555628764414e-07,5.48075754345503e-08,2.84888617773906e-07,5.10019509886116e-08,1.95199971757103e-07
4.35101439180283e-07,3.80879603165189e-07,3.59191034411451e-07,2.63384787634033e-07,2.6709755960043e-07,1.39044368290969e-07
4.41818669015907e-07,3.73734634044833e-07,3.61919708125563e-07,2.4879474026524e-07,2.64624543928172e-07,1.10923988828429e-07
3.82319285832437e-08,3.83219695720991e-07,3.41037777191155e-08,2.6712727527873e-07,3.28673228960998e-08,1.67108158065667e-07
5.04180208336383e-07,3.83262966516291e-07,4.05559798271317e-07,2.51100961009056e-07,2.9637303801392e-07,1.26345169847534e-07
5.03752235507906e-07,3.81904113882805e-07,4.04481622019793e-07,2.48958238096922e-07,2.94511744739833e-07,1.23296888383586e-07
1.97299591552002e-07,3.81889235593376e-07,1.63280929393162e-07,2.59734883065978e-07,1.2670681910978e-07,1.52482205070618e-07
3.55670327377142e-07,3.79676826454227e-07,2.87794185592348e-07,2.48171153545589e-07,2.11400958636868e-07,1.26446777078683e-07
1.2352160661536e-07,3.79032529827168e-07,9.9435350952211e-08,2.62608240955523e-07,6.73798596090724e-08,1.57913473125931e-07
2.91205771705375e-07,3.72564039784364e-07,2.37011716721903e-07,2.50854523700073e-07,1.69882425103311e-07,1.30325366339879e-07
1.8441676105989e-07,3.7592563447384e-07,1.50357461290727e-07,2.58872538336486e-07,1.06769139548295e-07,1.51766277500029e-07
4.81213199676123e-07,3.67357316679048e-07,3.92499203979115e-07,2.41155762932198e-07,2.87180052086271e-07,1.0492654042905e-07
4.79936331380581e-07,3.65461643345542e-07,3.90693395339872e-07,2.36334053783548e-07,2.84325884772765e-07,9.31423515697741e-08
4.81276679051808e-07,3.67524252295774e-07,3.92881367102587e-07,2.42022962371248e-07,2.88302191854908e-07,1.06650209084467e-07
