disp f1,disp f2,disp f3,disp f4,disp f5,disp f6
3.90918855573674e-07,5.25051671135188e-07,3.84053155391014e-07,4.79635738705439e-07,3.81506749115127e-07,4.44030731413584e-07
3.11399853250844e-07,5.33532771586419e-07,3.09779241760872e-07,5.11412824515523e-07,3.0599962965804e-07,4.83355530511977e-07
3.11396012427967e-07,5.33542772420305e-07,3.09768957341471e-07,5.11400074406069e-07,3.059889127577e-07,4.8328135685972e-07
3.91196472874138e-07,5.23470603300664e-07,3.83632665547851e-07,4.77498741573051e-07,3.80606365355997e-07,4.41755519754314e-07
6.5330646119013e-08,5.31128549339953e-07,6.3426631365486e-08,5.10084380827615e-07,6.4387566671601e-08,4.98364137868365e-07
3.39527988057754e-07,5.21185521612871e-07,3.32248439689475e-07,4.76724494703452e-07,3.2796252978715e-07,4.42002263877187e-07
3.39532160591243e-07,5.21196902337575e-07,3.32286508139577e-07,4.76717525562017e-07,3.28038677109798e-07,4.42000754520071e-07
3.37467893474907e-07,5.19559039374051e-07,3.29500150640032e-07,4.72898744783603e-07,3.23916464546752e-07,4.3620646403983e-07
3.78573918195233e-08,5.30718322556743e-07,3.85142185563219e-08,5.10188992537453e-07,3.86991924840502e-08,4.96394092467419e-07
3.78290723303012e-08,5.30689236011083e-07,3.85093900383347e-08,5.09993082972476e-07,3.8831085044868e-08,4.95861833253666e-07
1.0594764541848e-08,5.29012655660382e-07,1.28467436251882e-08,5.05949113946273e-07,1.32628158431908e-08,4.89703874066086e-07
3.58935307377752e-07,5.27523754892652e-07,3.52985372452169e-07,4.99055621891827e-07,3.44093957092034e-07,4.61024889980844e-07
3.58948008341739e-07,5.27525011752722e-07,3.53018244398732e-07,4.9900298577011e-07,3.44149022487254e-07,4.60851990172534e-07
3.57169634815858e-07,5.25823807377465e-07,3.50932278649158e-07,4.94837198043916e-07,3.4130486924643e-07,4.54248171366088e-07
6.4347634770782e-08,5.2961445159552e-07,6.23269827706644e-08,5.07789877327332e-07,6.31058466766605e-08,4.95491259937818e-07
4.05579556565331e-07,5.15486193054804e-07,3.94417450887609e-07,4.63709579074033e-07,3.87600033417653e-07,4.23683048924788e-07
2.33479458457542e-07,5.23364857089629e-07,2.28015476950741e-07,4.89168487010754e-07,2.26649288874829e-07,4.66497300726379e-07
2.3350045272518e-07,5.23354993524332e-07,2.28060103026956e-07,4.8909824812298e-07,2.26670613002539e-07,4.66359144425675e-07
1.23330089251906e-07,5.29032849171321e-07,1.25200229931251e-07,5.0930206065042e-07,1.25574605573827e-07,4.94430494079776e-07
1.23295628641138e-07,5.29027751614908e-07,1.25126626598335e-07,5.09229706831701e-07,1.25491314184872e-07,4.94226731051656e-07
4.62267543914056e-07,5.22924695013694e-07,4.49550336182385e-07,4.87612125157706e-07,4.32195278784678e-07,4.37818727477929e-07
4.62289786257486e-07,5.22925622820681e-07,4.49581938594707e-07,4.87592227248693e-07,4.3221769668263e-07,4.37772181248849e-07
5.46287752815361e-07,5.13898800369973e-07,5.2230342064033e-07,4.65630451286233e-07,4.89177186283802e-07,3.95763570956525e-07
2.68430623278119e-07,5.17132712502792e-07,2.65011165475921e-07,4.85562304220087e-07,2.59580427159203e-07,4.52297783823599e-07
1.4462031766025e-07,5.12300056464883e-07,1.38333286159284e-07,4.74022039135477e-07,1.34028715448482e-07,4.46432386638817e-07
2.61681337535608e-07,5.14472643642217e-07,2.57907966552729e-07,4.83313916629935e-07,2.52325780672236e-07,4.51682501892075e-07
2.61669050337763e-07,5.14479181228181e-07,2.57877373423351e-07,4.83280588013454e-07,2.52284424803204e-07,4.5155016661193e-07
4.37793293840152e-07,4.97424537041455e-07,4.1855063646373e-07,4.36320773963373e-07,4.04514407987766e-07,3.89542980490925e-07
4.37424184046886e-07,4.97321712398158e-07,4.18112994349297e-07,4.36183512240913e-07,4.03949383739321e-07,3.89325130879985e-07
2.2204994481257e-08,5.06643030505474e-07,2.50131794775811e-08,4.70055517679328e-07,2.63870008162288e-08,4.41413454054852e-07
1.72248055106052e-07,5.00339617118749e-07,1.63066646215598e-07,4.53079771942718e-07,1.55091604911306e-07,4.16408467478962e-07
1.72705450171719e-07,4.99491912434859e-07,1.63343536871508e-07,4.51603453672208e-07,1.55135385488913e-07,4.14319798414192e-07
5.09081957544602e-07,4.9461236540688e-07,4.78819553733513e-07,4.34189787823237e-07,4.37433084880777e-07,3.54681602220335e-07
5.08667550891152e-07,4.94065681102635e-07,4.78184638042975e-07,4.33287651204712e-07,4.36530872466833e-07,3.53474341328518e-07
1.70749582660008e-07,5.01689866746615e-07,1.67967458042612e-07,4.61347769886603e-07,1.6337814681606e-07,4.22749090561197e-07
1.70476801144881e-07,5.01438090154019e-07,1.67670126172698e-07,4.60893632333704e-07,1.63052572729122e-07,4.22085450702585e-07
5.20997418318172e-07,4.90995761275296e-07,4.87782826813413e-07,4.28430762765389e-07,4.43299369722216e-07,3.4674075931464e-07
1.05445458020767e-08,4.96622077578052e-07,1.02067803383069e-08,4.5289162063704e-07,1.06877984346446e-08,4.17138955216799e-07
9.65103979279311e-09,4.96428129777884e-07,9.24313115641468e-09,4.52532710188192e-07,9.83236650937477e-09,4.16619813787387e-07
3.4651570587806e-07,4.87129940866011e-07,3.26551916016445e-07,4.20773336781289e-07,3.06131695679067e-07,3.65817807882995e-07
3.46817238967243e-07,4.8650053515474e-07,3.26563944218991e-07,4.19753195941838e-07,3.05782973200914e-07,3.64410111043863e-07
2.28587130363775e-07,4.94017488919154e-07,2.22281303107713e-07,4.4907166270474e-07,2.13896944149186e-07,4.05811308591078e-07
5.45358234522842e-07,4.77389412615453e-07,5.13094580638643e-07,3.93741873325472e-07,4.81844806326057e-07,3.23924124874671e-07
3.3148562810719e-07,4.88032175099461e-07,3.16013242630026e-07,4.34475064112917e-07,2.96234341305199e-07,3.7454457858555e-07
1.29521066168572e-07,4.85100880891543e-07,1.19105447973022e-07,4.33705462987008e-07,1.10414818088602e-07,3.9536351600076e-07
2.97504136910332e-07,4.79135521619725e-07,2.76757847286166e-07,4.14834941428405e-07,2.57102106617386e-07,3.64821394432545e-07
2.97518490306252e-07,4.79139392613412e-07,2.76834841868524e-07,4.14814761296858e-07,2.57284168890978e-07,3.64820766298949e-07
5.69098101237745e-08,4.86544531724398e-07,5.83123384250724e-08,4.4019416714589e-07,5.87433993846031e-08,4.03307981841737e-07
5.69081504276239e-08,4.8655495425258e-07,5.83452457657268e-08,4.40166175897e-07,5.88823081127389e-08,4.03178978391183e-07
3.82804256042394e-07,4.82990077173457e-07,3.61580869417093e-07,4.27665082477944e-07,3.36090809980154e-07,3.66232942726854e-07
3.82814463565169e-07,4.829862409225e-07,3.6160004693111e-07,4.27725471952008e-07,3.36116376441214e-07,3.66474174711272e-07
1.31166407940603e-07,4.8366943234917e-07,1.20464307298688e-07,4.31265047368826e-07,1.11478394472144e-07,3.9192049607583e-07
1.56925621280071e-07,4.83856302940188e-07,1.53171547029724e-07,4.33108595654421e-07,1.47710244191359e-07,3.84108412168772e-07
1.56909873029265e-07,4.83858311906804e-07,1.53125947787532e-07,4.33040531274551e-07,1.47641232660893e-07,3.83894921065945e-07
1.91238732344737e-07,4.7908496396615e-07,1.7631906550623e-07,4.18734782398666e-07,1.61208422023107e-07,3.68530547224247e-07
1.91268913174514e-07,4.79079806952131e-07,1.76411892442439e-07,4.18693538722287e-07,1.61384870677059e-07,3.6847455886764e-07
4.87397049088681e-07,4.74230658087153e-07,4.49962557645501e-07,4.01075387158631e-07,3.99450334295408e-07,3.10295172926177e-07
4.87294351007387e-07,4.74367398171039e-07,4.49818694156386e-07,4.01562788909393e-07,3.99460861673033e-07,3.11273011955506e-07
3.36061149068301e-07,4.71778976516613e-07,3.10814856379709e-07,3.9699359944786e-07,2.83927104264317e-07,3.34425344766721e-07
3.60237135782261e-07,4.71518495911407e-07,3.33181530154569e-07,3.95928902107127e-07,3.0393424330848e-07,3.314517228169e-07
3.60229338444297e-07,4.71526044628967e-07,3.3315094477611e-07,3.96036208287781e-07,3.03916401748906e-07,3.31700323179368e-07
3.99558929928599e-08,4.79502744270999e-07,3.52066531499354e-08,4.25282363416291e-07,3.101723469296e-08,3.78432949331572e-07
3.99606305545418e-08,4.79487243146746e-07,3.5227831269143e-08,4.25178958708852e-07,3.11232594658195e-08,3.78165121355543e-07
3.19281478049437e-07,4.77373170595852e-07,3.02247665977426e-07,4.18511009301225e-07,2.80991806506033e-07,3.5368845122996e-07
3.192938612122e-07,4.77374707592789e-07,3.02268339674025e-07,4.18451349199487e-07,2.81008338246539e-07,3.53481693656022e-07
5.34216123023765e-07,4.70470494496958e-07,4.88458744052602e-07,3.96716894083482e-07,4.3031726501729e-07,3.051272061679e-07
2.0634195469047e-07,4.77900999543147e-07,1.98031151525289e-07,4.24841933486275e-07,1.87532810324071e-07,3.75291319543202e-07
2.06343127189437e-07,4.77907745221482e-07,1.98034775932613e-07,4.24811738450681e-07,1.87552714750514e-07,3.75168112348512e-07
5.33913321914446e-07,4.69868444162363e-07,4.87677760970526e-07,3.95834986158013e-07,4.29042193480941e-07,3.04091992153217e-07
1.94342026997775e-07,4.70339224727139e-07,1.7726118239819e-07,4.02155203299747e-07,1.59277244695838e-07,3.44038274179233e-07
4.73294163314717e-07,4.62100451985013e-07,4.36475418848502e-07,3.79241230104026e-07,4.02711985854851e-07,3.14592763925566e-07
4.76808003126756e-07,4.65667446692157e-07,4.3633817738456e-07,3.87060290265534e-07,3.82214522849817e-07,2.92503118043425e-07
1.42374640610387e-07,4.72526771013925e-07,1.38371621455085e-07,4.12323922395824e-07,1.31944580131912e-07,3.5398969259195e-07
2.71085255855035e-08,4.70207125826601e-07,2.01913042212169e-08,4.07756973726003e-07,1.39168089055842e-08,3.52684951066407e-07
3.65757668968974e-07,4.60242080440543e-07,3.34005789727797e-07,3.75428628968316e-07,2.98399748935552e-07,3.01634754279819e-07
4.78177315331545e-07,4.58529135871067e-07,4.3929725137002e-07,3.74447365668393e-07,4.03322890153328e-07,3.084916824414e-07
4.79793885028852e-07,4.56496022539735e-07,4.39826769096016e-07,3.71220209006513e-07,4.02552540519628e-07,3.04165701214743e-07
5.37645338743991e-07,4.52685887695149e-07,4.92282759982193e-07,3.58749366355084e-07,4.46680557342528e-07,2.8123666065962e-07
5.35022230520474e-07,4.4502488468262e-07,4.85409771288035e-07,3.47150926878289e-07,4.34672144833231e-07,2.66235887571742e-07
2.89460666671294e-07,4.54422085851226e-07,2.68562464777528e-07,3.788986298146e-07,2.41320531770142e-07,2.98667852229907e-07
1.79111809150458e-07,4.55795978116149e-07,1.67919939690251e-07,3.8603680672232e-07,1.53579437181699e-07,3.19842154488906e-07
3.2246306012882e-07,4.43815606794788e-07,2.88948414308677e-07,3.52963298743786e-07,2.51790237750308e-07,2.75797780395537e-07
1.58280582197993e-07,4.48352878869818e-07,1.40393303852686e-07,3.69097975117746e-07,1.21578450189716e-07,3.02101200966018e-07
3.4067718511964e-07,4.48606739213906e-07,3.09969304933639e-07,3.70190922353391e-07,2.72461823646958e-07,2.88034594357647e-07
9.85154088373486e-09,4.50676124623308e-07,1.3068384243718e-08,3.77532093982021e-07,1.51610483235928e-08,3.13475974875344e-07
4.91301990525742e-07,4.37625123619302e-07,4.4105279493872e-07,3.38394444006672e-07,3.89958929294504e-07,2.57767903995587e-07
4.91405878118784e-07,4.37314286613133e-07,4.40973044550434e-07,3.3801845256804e-07,3.8971459151676e-07,2.57360439709244e-07
4.84001737966289e-07,4.41525229633215e-07,4.30188239316102e-07,3.50905314322492e-07,3.62734051007517e-07,2.48181241101126e-07
4.0235350769069e-07,4.28314182962141e-07,3.52782210082012e-07,3.239625483716e-07,2.95585879197455e-07,2.32465652798129e-07
4.02407442485802e-07,4.28324726876266e-07,3.52942110513942e-07,3.24173577358356e-07,2.96014919370606e-07,2.33115568719224e-07
7.90214477421838e-08,4.3774137076069e-07,6.43555278215752e-08,3.54989477277066e-07,4.89839435498159e-08,2.81158280225367e-07
7.90145702894832e-08,4.37737527955437e-07,6.43340924041075e-08,3.54951788295962e-07,4.8955043572895e-08,2.81078279503142e-07
4.20002833212781e-07,4.32745433712141e-07,3.72185721609532e-07,3.38824487594435e-07,3.11640090261839e-07,2.36816162271205e-07
4.20051154087223e-07,4.32736161961008e-07,3.7230626550963e-07,3.38727791212836e-07,3.11829226114062e-07,2.36501426456902e-07
2.59257921180146e-07,4.36193841886418e-07,2.36501541169664e-07,3.52088846093743e-07,2.08061231727521e-07,2.67140451323894e-07
2.59237494502214e-07,4.36209222831698e-07,2.3645238958896e-07,3.52069945697727e-07,2.07993662783317e-07,2.66984661855048e-07
9.96543847738761e-08,4.3721155830768e-07,9.54304758175991e-08,3.5587232793181e-07,8.92393372899129e-08,2.79207142258057e-07
9.97036339596066e-08,4.37219181575272e-07,9.55483304881136e-08,3.55759893047846e-07,8.94189527757908e-08,2.78746537395285e-07
2.40202098767727e-07,4.30578694167647e-07,2.08242091188372e-07,3.37297592364647e-07,1.72360965767828e-07,2.55936274436484e-07
2.40222602653769e-07,4.30581746162447e-07,2.08308594925379e-07,3.37316816099483e-07,1.72497707348523e-07,2.56080064404304e-07
3.39113289305248e-07,4.17879692363837e-07,2.94873897168736e-07,3.1192962716149e-07,2.44732026130686e-07,2.21229976068788e-07
3.37415080747917e-07,4.15847381234363e-07,2.92875323870695e-07,3.06276498067614e-07,2.41677714038078e-07,2.10701502072136e-07
3.39185410702435e-07,4.17904185092867e-07,2.95105317963302e-07,3.12066646748464e-07,2.45229883747255e-07,2.21699893246413e-07
3.45545678649221e-08,4.26132728339198e-07,2.83893911809357e-08,3.3861656438097e-07,2.18814278960021e-08,2.61811164338408e-07
3.4546156643711e-08,4.26137493528953e-07,2.8381963903772e-08,3.38524069815482e-07,2.19380958385932e-08,2.61442817592641e-07
9.71273862702957e-09,4.24026721755759e-07,5.28571830775034e-09,3.32494186689927e-07,1.88982673019096e-09,2.50405958715653e-07
3.16404820599566e-07,4.22504891644534e-07,2.78594809773764e-07,3.27540548651844e-07,2.32214632296998e-07,2.31304770109755e-07
3.18248799059451e-07,4.24538610297638e-07,2.8093904181455e-07,3.33344770572057e-07,2.36151396225093e-07,2.42242320360162e-07
3.18222895707013e-07,4.24626761467057e-07,2.80942223676296e-07,3.33668509427091e-07,2.3632981107615e-07,2.42874603918511e-07
1.77653576074998e-07,4.20267081255061e-07,1.5322580720057e-07,3.24389050953596e-07,1.26651640662174e-07,2.42315829357213e-07
1.77593714472284e-07,4.20226622134672e-07,1.53057852006791e-07,3.24109591289688e-07,1.263015910808e-07,2.41609744425644e-07
1.74359338559797e-07,4.18114505212193e-07,1.49945020964938e-07,3.18044041068972e-07,1.22940086047909e-07,2.3028563267382e-07
1.56396131360956e-07,4.23494158240937e-07,1.40379999835928e-07,3.34753850353146e-07,1.2048527485558e-07,2.52250568975805e-07
1.56390838909996e-07,4.23497137158666e-07,1.40359536681722e-07,3.3471244266052e-07,1.20462644323336e-07,2.52096827621965e-07
1.52851422961406e-07,4.2137102702302e-07,1.37187894757024e-07,3.28545837128278e-07,1.16991548401397e-07,2.40554207929101e-07
2.27616330481181e-07,4.19367302725768e-07,2.03642550050548e-07,3.22848744221195e-07,1.72634768754241e-07,2.26862546628333e-07
4.99082033938528e-07,4.04256225928297e-07,4.29079382438168e-07,2.82696747464819e-07,3.50358157084071e-07,1.78634642110582e-07
4.98923806784507e-07,4.04142060998747e-07,4.28516780291569e-07,2.8222791921461e-07,3.49101940822985e-07,1.77798765223169e-07
4.97784768286976e-07,4.02340425386919e-07,4.26999010190903e-07,2.78021054237779e-07,3.46786064246893e-07,1.70846929337172e-07
5.19972197766532e-07,4.01237875954635e-07,4.45543225385286e-07,2.75160033193398e-07,3.61123791939531e-07,1.66219459253775e-07
1.09118306679963e-07,4.12577110941873e-07,8.99786850445134e-08,3.10757706851245e-07,6.94371024292174e-08,2.19417546778489e-07
3.74116800100738e-07,4.10439714692268e-07,3.23131883566075e-07,3.04114529237442e-07,2.59453726642553e-07,1.94037090279322e-07
2.75090401495189e-07,4.07758568466269e-07,2.33917640853977e-07,2.96476771919455e-07,1.86803906153896e-07,1.98020364245489e-07
5.03546849298644e-08,4.1335394129821e-07,4.89110509004166e-08,3.14556559462901e-07,4.49237129717426e-08,2.22623014908109e-07
4.52018713467244e-07,3.98540460539479e-07,3.84181662300051e-07,2.75171763147177e-07,3.06086510395881e-07,1.69361857867059e-07
4.5196084758659e-07,3.98522397863727e-07,3.83955715044739e-07,2.7522524901461e-07,3.05598566071836e-07,1.69721413046878e-07
1.33999465655865e-07,4.07936311531756e-07,1.11671191186313e-07,3.06243831765841e-07,8.74109727491247e-08,2.1904053574975e-07
1.34016232063825e-07,4.0793535891286e-07,1.11688423864019e-07,3.0629699885716e-07,8.74219479728032e-08,2.19174559627658e-07
1.96615234910307e-07,4.09508265858203e-07,1.73355080780092e-07,3.11311065879824e-07,1.44989474759997e-07,2.19512370722744e-07
1.96626455766613e-07,4.09506195860598e-07,1.73374878286041e-07,3.1120711306145e-07,1.45011609478184e-07,2.19129045008728e-07
2.96141687558452e-07,4.02658297909197e-07,2.51408769775811e-07,2.91047362143749e-07,2.00825018469896e-07,1.96948376327572e-07
2.96084390903432e-07,4.02678352247619e-07,2.51274450186488e-07,2.91012596286794e-07,2.00584837523143e-07,1.96698003538194e-07
3.54002529294401e-07,4.05644594421824e-07,3.03962278116964e-07,3.01286456245402e-07,2.43921497350717e-07,1.98311196912252e-07
3.54039032357832e-07,4.05621954288318e-07,3.04021555473602e-07,3.01150950742594e-07,2.43967765236811e-07,1.97945832423934e-07
4.5379642067567e-08,4.0826637686522e-07,4.19805414128449e-08,3.09930811845597e-07,3.75355006406484e-08,2.22897226443633e-07
4.53460558863373e-08,4.0827743166877e-07,4.19042035537064e-08,3.09887271220215e-07,3.74895043069912e-08,2.22668207870351e-07
4.66196491701184e-07,4.04085393299031e-07,3.95516737729349e-07,2.96049701847259e-07,3.11638261465255e-07,1.84437471575689e-07
1.79398814342253e-07,4.03952018287996e-07,1.57061546591872e-07,2.99407715597496e-07,1.28598516878092e-07,1.99709443813469e-07
1.47026131803436e-07,4.01131976657881e-07,1.23080784625216e-07,2.91827058570637e-07,9.6818252470508e-08,1.95767927434646e-07
3.12222801656565e-07,3.95896696423663e-07,2.63955387142981e-07,2.76245390875021e-07,2.08547050976881e-07,1.72019585453228e-07
3.33130570936066e-07,3.99984565805446e-07,2.83918266314433e-07,2.90502394200231e-07,2.24014844955076e-07,1.8154722868644e-07
1.16682580886585e-08,4.016324177964e-07,1.35318161304739e-08,2.95960148983541e-07,1.36916937632017e-08,2.00365986061719e-07
5.12848408832684e-07,3.74676596340354e-07,4.24881186509982e-07,2.35394534530924e-07,3.23610757987892e-07,1.17623406521458e-07
5.03844405665297e-07,3.73510181115195e-07,4.08978779412567e-07,2.48636982945489e-07,2.98683484858953e-07,1.25742855451308e-07
4.7327371893838e-09,3.74680491028185e-07,5.44237348165395e-09,2.53203036489856e-07,4.47711906491997e-09,1.46064438183935e-07
5.03510386695386e-07,3.72083906340559e-07,4.0799928404277e-07,2.46409109211932e-07,2.96980985360515e-07,1.23471023708658e-07
5.08515357616587e-07,3.60063202207173e-07,4.13301167443758e-07,2.13264226428796e-07,3.03306993073018e-07,9.19367916047389e-08
