rho,Ex,Ey,Ez,Gxy,Gyz,Gxz,vxy,vyz,vxz,alpha,beta,L,W,T
431.2,10412605308.5445,650245516.559919,264744472.700492,671568944.805518,30990967.2476126,440480648.238889,0.374207699816357,0.768631496039185,0.488910083601685,0,7e-07,0.58,0.217,0.005
4.11444267785623,4.28907137137788,12.6984897823547,64.5734958196677,3.29130276472155,26.3843727097675,31.2703877736334,18.822036205628,20.3162720205912,17.9815249512951,NaN,0,0,1.27905878413036e-14,1.73472347597681e-14
