f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15
4.97078340455665e-05,2.11131298481003e-05,8.48520478003147e-05,0.000129440754818026,0.000432080702645666,0.00115733265364776,0.000119218106845398,0.00015364945708052,0.00075183882973549,0.000236345852036165,0.000238819584235398,0.00033163552052341,0.0348917958409984,0.0155238743510679,0.00026381075276994
0.000114682653124982,0.000248987938254625,0.000235435897137897,0.000250405846921139,0.0006077439531303,0.000226962727498745,0.000482886769788747,0.000527918860320052,2.55055697825595e-05,0.00015139918270846,0.000609238082688212,2.09023875822229e-05,8.24679319589008e-05,0.0808611734608162,0.00102745850296812
1.70804465907125e-05,3.47979896379542e-05,2.34561127486572e-05,3.01718338322145e-05,0.000367154579805195,0.000425300914775913,5.69756323001209e-05,5.26648138552432e-05,7.99381599286654e-06,0.00123472939102409,0.00105712711774073,0.000114987753204816,4.55003210835363e-05,0.08390677474456,0.000146064210078051
6.39215396351027e-06,8.74742139155344e-06,1.86136355057649e-05,2.96227324495398e-05,0.00151531008268951,0.00227297922201743,0.000115001770642874,0.000134251524788088,0.000961416372200102,0.000120914691350021,0.000109275680008692,0.000404415279711536,0.278195030070715,0.0687255749343609,0.000158443742774723
2.91272455582717e-05,0.000429325274837097,0.000200076724411108,0.000428770059020174,0.00733710069703095,0.0109476906744141,0.000189431043705566,0.00172514876962282,0.000216671776402486,0.0248553345378123,0.00128073766211436,0.00112528897458695,0.0993262931188444,0.0134089846492528,0.0012018790511949
5.73603646719801e-05,0.000420365834724259,0.000237588720864805,0.000461572500242717,0.000135785720838828,0.000525344263188699,0.000308024407109817,0.00108384716505965,0.000418175127502136,0.000951232767170715,0.000305293701338483,0.0002722721555587,0.0375645270458144,0.077198533164677,0.00143952136279418
0.000107215430097238,0.000885725707948251,0.000146330725300916,0.00167218950257173,0.000216452597797007,0.000297421133038875,0.000258359924122911,0.000692253337579794,0.000407988961409288,0.000249059168133664,0.00132850621853336,0.000365303084279794,0.123543843269933,0.00142545003137001,0.000627245212200271
8.11725818772013e-07,1.66744157411622e-06,6.68097278027765e-06,8.50884211966081e-06,0.000330874556504114,0.000579027552344094,1.51964173510947e-05,2.55136587943961e-05,0.000235222541238277,0.000791541578144748,0.000819787697181043,0.000134591121048287,0.0252475883630345,0.0229362507395978,2.50260143926488e-05
1.93128231681028e-05,0.00023930125047254,6.43412835806767e-05,0.000291504640209288,0.000109609462895265,6.95052485653775e-05,0.000113921310634332,0.000353548057194724,2.306948640432e-05,9.26143678539085e-05,0.000221922416840793,1.79822254682028e-05,0.0125594438777039,0.127412583022286,0.000465606042645341
0.000152188707595708,0.000282351742857084,0.000527526483504477,0.000210216268453882,0.00263718278555329,0.00610435368236543,0.000404149579559309,0.00157480115106917,0.000529187607121029,0.0170174418528751,0.00140477727818853,0.00056303143245267,0.0815711004811428,0.0339571909977206,0.00163685204824391
1.43611102409954e-05,0.00120667467411587,0.00157330602192864,4.68898618522809e-05,0.00115781510619108,0.00149832144812774,4.64895489217255e-05,0.00167712173954609,0.000553032657991796,0.000903471271578518,0.000194683955606866,0.00033571658490838,0.343694546269495,0.0891253035692492,0.00158667375647638
3.65849451416699e-05,8.71169897308564e-06,4.36671661267486e-05,7.45580747458452e-06,0.00107964150759109,0.00106246846281009,0.000177239215766857,1.80478503696068e-05,0.00014705912792329,5.33482330211636e-05,2.61303439637053e-05,0.000138438732895787,0.0159099386889022,0.110737532364682,7.46203378277477e-05
