f11_a,f02_a,f12_a,f20_a,f21_a,f21_b,f21_c,f03_a,f03_b,f22_a,f13_a,f30_a,f30_b,f30_c,f23_a,f13_b,f31_a,f31_b,f04_a,f14_a,f14_b,f14_c,f14_d,f32_a,f32_b,f24_a,f33_a,f33_b,f05_a,f05_b,f15_a,f15_b,f40_a,f41_a,f41_b,f34_a,f25_a,f25_b,f35_a,f06_a,f16_a,f42_a,f43_a,f50_a,f51_a
1.09347811726222e-07,2.47492607776897e-07,2.08941137474231e-07,1.92944364860493e-07,9.92604859877811e-08,1.59088051375961e-07,4.35334178292981e-08,2.31325700235203e-07,1.78103558873295e-07,1.51063218800127e-07,2.55065239886548e-07,6.29110041302654e-08,2.13342097150469e-08,6.4992272508394e-08,1.71109516736225e-07,1.35981076189799e-07,1.3349231330077e-08,1.7782561520787e-07,7.81081099169541e-08,4.07759476512827e-08,7.41321124212724e-08,7.68322409594125e-08,5.57136866193151e-08,5.6892656555282e-08,1.58600665934461e-08,3.48054203451747e-08,1.01025472419528e-07,7.59500607093478e-08,3.38231816656035e-07,1.41652886213731e-07,2.7506635410355e-07,2.29966024314859e-07,9.4811799012377e-08,4.21148310569156e-08,1.81807241414751e-07,9.34974759853251e-09,1.89925732900656e-07,1.58468478111976e-07,6.60264363127017e-08,1.79517885562829e-07,1.69264489679484e-07,6.12881939467432e-08,4.11117127226195e-08,2.0345495663021e-07,7.70489865928365e-08
1.16944770919354e-07,2.54476270967035e-07,2.22926897297463e-07,2.4855102422097e-07,1.20660508485963e-07,1.83591711063126e-07,3.1258470494461e-08,2.31385369553855e-07,1.9917999390052e-07,1.88091201770023e-07,2.71906741345697e-07,1.49591278073052e-07,4.86349342385217e-08,1.21097398450877e-07,2.11074680988303e-07,1.29809842918516e-07,3.94267227798803e-08,2.17182826622957e-07,7.85909141678633e-08,4.04934717396587e-08,1.10755269138002e-07,1.08085241907651e-07,6.05330528720257e-08,1.13889178041545e-07,4.13198977001812e-08,4.67534192617933e-08,1.77701080537036e-07,4.64573776502473e-08,3.39754263445478e-07,1.676355128151e-07,2.84008761358422e-07,2.89292729174448e-07,1.30164700164816e-07,4.12401146049238e-08,1.50493368599644e-07,2.81890406298326e-08,2.41022704513548e-07,1.79295969387702e-07,1.40570546525615e-07,1.77322496225656e-07,1.72604734923308e-07,8.91064740747676e-08,9.91925923821309e-08,1.5486193870866e-07,5.14074196613496e-08
1.24651901264381e-07,2.61698170216486e-07,2.36992873011478e-07,3.04306759058421e-07,1.42437115696372e-07,2.08665510075777e-07,1.99421491120423e-08,2.3191152860184e-07,2.2094704312582e-07,2.25011117481208e-07,2.89372004115248e-07,2.39266743751623e-07,7.64466099416473e-08,1.78156825609722e-07,2.51736884959743e-07,1.23495928066227e-07,6.75227141610245e-08,2.57475273104252e-07,7.8964027244997e-08,3.82126976136385e-08,1.4755300781384e-07,1.39274214462227e-07,6.41605161990665e-08,1.72035494013114e-07,6.99078292256524e-08,5.64911517547415e-08,2.56766637092116e-07,2.90764209914508e-08,3.4263216697714e-07,1.95306853287245e-07,2.93936241857066e-07,3.50635720461861e-07,1.84637004846785e-07,4.92927714946729e-08,1.18350732901116e-07,4.27684344580734e-08,2.93143198908407e-07,2.00112099035452e-07,2.17506508618231e-07,1.75770073827731e-07,1.76687227060282e-07,1.29536691174378e-07,1.64727723545269e-07,1.515620196703e-07,4.20860162848611e-08
1.32383167879274e-07,2.69899323299013e-07,2.51859966645392e-07,3.60449077514669e-07,1.64494140832883e-07,2.34597299373133e-07,1.24703748997022e-08,2.34342762937036e-07,2.44188427842662e-07,2.62778073533805e-07,3.08745093909189e-07,3.33813106727338e-07,1.05432123875279e-07,2.37940489045854e-07,2.93829578579367e-07,1.17372307648521e-07,9.92029705973301e-08,2.99305741820205e-07,7.93509776874607e-08,2.67140026688595e-08,1.86214518040181e-07,1.7200630199742e-07,6.37984067126883e-08,2.32848008612231e-07,1.0296509978669e-07,6.06676266434153e-08,3.39574674165369e-07,5.18530995787971e-08,3.5179548623041e-07,2.27885508203285e-07,3.08830289321018e-07,4.18232455284623e-07,3.02089772711748e-07,8.65900710180932e-08,8.61187008420053e-08,4.42781003266407e-08,3.49805909996871e-07,2.23021503405878e-07,3.00208515679492e-07,1.7726349509037e-07,1.83190979395006e-07,2.10493730872233e-07,2.49731354539904e-07,3.05441217310886e-07,9.00451880898563e-08
1.39977213129048e-07,2.78221508258217e-07,2.66923249845822e-07,4.16675277272641e-07,1.86202387653956e-07,2.60194208308068e-07,5.61219091172635e-09,2.3694564581134e-07,2.67246743742631e-07,3.01013408540364e-07,3.28011301501546e-07,4.29312992617912e-07,1.34952006218466e-07,2.98604066438144e-07,3.35464049607869e-07,1.11300478626016e-07,1.31063011081109e-07,3.40618531076454e-07,7.9894327196519e-08,1.44861309558808e-08,2.25678863687524e-07,2.0558977630306e-07,6.33051343166004e-08,2.94774345845741e-07,1.36915806405339e-07,6.55073416739427e-08,4.21882263511775e-07,8.17757014033653e-08,3.61432497318491e-07,2.60548446815553e-07,3.24037683026194e-07,4.85821294659062e-07,4.32522041213728e-07,1.29065174109623e-07,5.41229222535012e-08,4.67946384942617e-08,4.06526811225571e-07,2.46129966171183e-07,3.83810658830499e-07,1.78916432741145e-07,1.89321872567658e-07,3.0046022229202e-07,3.37460544570717e-07,4.91363020689272e-07,1.48744642964576e-07
1.2479007689942e-07,2.9065780734387e-07,2.81986300458338e-07,4.14985204980952e-07,1.66763505663457e-07,2.34221107782514e-07,4.59130447792598e-09,2.18050136844673e-07,2.4148132670241e-07,3.19975421697634e-07,3.02314943894368e-07,4.24396972217604e-07,1.44908921917485e-07,3.27732754132159e-07,3.10877067696579e-07,1.03967219564001e-07,1.13681757423368e-07,3.09933411280382e-07,1.29619445658017e-07,4.73920307143512e-08,2.72685295292523e-07,2.56579663617021e-07,1.16063476946743e-07,3.08294210019073e-07,1.2391046116011e-07,1.25646382187413e-07,3.92484621324429e-07,6.46184910773478e-08,3.61622901865844e-07,2.51015686197245e-07,3.25893024349903e-07,4.66933407337527e-07,4.39254555027362e-07,1.12075766060351e-07,6.58324109955092e-08,1.12488121420034e-07,4.06120801618289e-07,2.55184986597128e-07,2.70265731732341e-07,1.06369094848749e-07,1.14912747287237e-07,3.16282413851118e-07,3.41747151802607e-07,4.93352299128219e-07,1.32299681821935e-07
1.17896237941407e-07,2.82748159199258e-07,2.66810336063894e-07,3.58735461956602e-07,1.47059260651992e-07,2.11154666498758e-07,1.24340188737169e-08,2.16574185872295e-07,2.20838200273695e-07,2.80369934407287e-07,2.85483903778573e-07,3.29058349018047e-07,1.14945229947402e-07,2.65426196000998e-07,2.72810674264688e-07,1.10018455256069e-07,8.48338519282249e-08,2.72662078032716e-07,1.28391363189051e-07,5.32002648674718e-08,2.31087550353484e-07,2.20388042180136e-07,1.1283933908571e-07,2.43616019312741e-07,8.91925700918522e-08,1.1155735358731e-07,3.16586531261977e-07,4.03395606605967e-08,3.56395409860283e-07,2.22994519481391e-07,3.14468545105758e-07,4.05999735556805e-07,3.08143746344844e-07,7.36081820575231e-08,9.68494507311635e-08,9.09200757945259e-08,3.53975552531858e-07,2.33229743274558e-07,2.21649371842742e-07,1.08417830602106e-07,1.14528501943792e-07,2.22065684615504e-07,2.486834729386e-07,3.07241403334129e-07,7.88434900879491e-08
1.11098089693895e-07,2.74781397066962e-07,2.51478430868668e-07,3.02512254098884e-07,1.27627894115514e-07,1.88389950264487e-07,2.03521829275738e-08,2.15015052339722e-07,2.00454740047506e-07,2.40411962201287e-07,2.68709765993391e-07,2.33949263961119e-07,8.48743260426365e-08,2.02867850854338e-07,2.34991085804231e-07,1.15869443800327e-07,5.65505658240907e-08,2.35828318683422e-07,1.26916380375161e-07,5.90478731771277e-08,1.89055406382869e-07,1.83626353159381e-07,1.0926087335833e-07,1.78504213036105e-07,5.51512156300525e-08,9.64688304486822e-08,2.41298482169176e-07,1.83426442816845e-08,3.50594100240928e-07,1.95154982169997e-07,3.02502820587359e-07,3.45179384882112e-07,1.78884774413754e-07,3.66078481381593e-08,1.27044305119985e-07,6.77370922938357e-08,3.01438985667205e-07,2.10593956547289e-07,1.72716939468886e-07,1.11921982867793e-07,1.15604124162356e-07,1.28731692525735e-07,1.57174070907021e-07,1.2626019213041e-07,2.76785190162148e-08
1.04325017299777e-07,2.67353057634248e-07,2.36346600646029e-07,2.47311139495767e-07,1.0865591254949e-07,1.66398704113689e-07,3.06173223079933e-08,2.13730436400246e-07,1.81262926766003e-07,2.00676022730565e-07,2.52072062728931e-07,1.46489806264552e-07,5.67976147446621e-08,1.43977715004056e-07,1.97236244151869e-07,1.20472371991744e-07,3.43664709692246e-08,2.00104428954196e-07,1.26029393567743e-07,6.64955750087139e-08,1.49163537950088e-07,1.48131302855042e-07,1.05110554387114e-07,1.16518134349238e-07,4.11779226665418e-08,8.07662584192796e-08,1.69090405311756e-07,4.66266710602059e-08,3.44436640529881e-07,1.70045758248986e-07,2.89458594078043e-07,2.86768313574931e-07,1.3083761246669e-07,3.60010161717093e-08,1.52645155799277e-07,4.44337449837115e-08,2.4786060491891e-07,1.85083995653963e-07,1.22184345524563e-07,1.08333199865646e-07,1.09467724099579e-07,9.49829471403156e-08,1.01663092197616e-07,1.54603100803217e-07,4.50565557546514e-08
9.53185479435075e-08,2.62354420667473e-07,2.23634150832789e-07,1.92422418383518e-07,8.7670437515156e-08,1.4153139661218e-07,4.08602752698626e-08,2.09401817787159e-07,1.59132343669383e-07,1.63442296210409e-07,2.31776781715851e-07,7.58328607100916e-08,3.48350013183588e-08,9.47904209400653e-08,1.56872807453727e-07,1.22978947055965e-07,1.77680501408421e-08,1.61748812634972e-07,1.33813614302439e-07,7.98298967368428e-08,1.17037027175521e-07,1.20401238508961e-07,1.09169619641835e-07,6.51399511927246e-08,3.5111261994776e-08,7.18483157459128e-08,1.03136069237428e-07,7.92455244660428e-08,3.39014721947097e-07,1.46520474964144e-07,2.76970224335302e-07,2.28624152715897e-07,1.05174342370988e-07,3.97386166195214e-08,1.76946681351671e-07,2.89032431822378e-08,1.95093528275459e-07,1.59312566684543e-07,7.74962548349798e-08,9.22824344075092e-08,9.13155064037703e-08,7.88902386639901e-08,6.29456544589819e-08,2.01405131691916e-07,6.54031907564476e-08
8.96455678847478e-08,2.53844646150006e-07,2.06287092129025e-07,1.35133366569213e-07,6.91050764631178e-08,1.20961568002233e-07,5.30475921136012e-08,2.12363199214753e-07,1.42207591299937e-07,1.20621897236898e-07,2.17828704896782e-07,8.32265433258672e-08,2.73085389866953e-08,5.85529650433047e-08,1.18532060433688e-07,1.28346404519898e-07,2.8281060870267e-08,1.28182884412526e-07,1.27503904611591e-07,8.24792220062916e-08,7.45449340623451e-08,8.14618508033894e-08,9.83783468564275e-08,6.00174357849368e-08,5.10354763418565e-08,5.14981458888463e-08,7.22884698208751e-08,1.13042522188817e-07,3.37793879512145e-07,1.27802389455719e-07,2.65821391507106e-07,1.73051771564973e-07,1.55551521764697e-07,5.64044409761984e-08,1.99399617721219e-07,2.31510325213728e-08,1.40321775297775e-07,1.29889782423392e-07,5.41983087381632e-08,1.02059073515769e-07,9.64201027460708e-08,1.15203637044379e-07,9.6196659425775e-08,2.53962813761138e-07,8.31280306970101e-08
8.38091211088544e-08,2.47354147526345e-07,1.91708097751062e-07,8.42508219788461e-08,5.1942641532848e-08,1.01851362532403e-07,6.4156674388103e-08,2.14527167631615e-07,1.26443386267308e-07,8.33123104621393e-08,2.04517268121397e-07,1.19070202700631e-07,2.88601673332884e-08,3.77592034074299e-08,8.35883348006204e-08,1.32281371209837e-07,4.81218305632505e-08,9.80507869138815e-08,1.25121573760892e-07,8.67512519472649e-08,4.02147921473393e-08,5.00443281669922e-08,9.15777014209791e-08,7.25419718318099e-08,7.56148769954353e-08,3.55830815732255e-08,5.85404273984568e-08,1.43906926486521e-07,3.38838079142179e-07,1.13933845738628e-07,2.57268459690724e-07,1.2533039299991e-07,2.27924267114224e-07,7.55239683586539e-08,2.18086376844894e-07,2.41988258000598e-08,9.27312815724472e-08,1.0322555560934e-07,4.35596728010829e-08,1.06966802047735e-07,9.71598163175364e-08,1.67757359662545e-07,1.53123129280867e-07,3.01696140944526e-07,9.61682782614485e-08
7.69535776198549e-08,2.41545910070593e-07,1.76519731777018e-07,5.83192028969449e-08,3.47154928750574e-08,8.21403686791906e-08,7.49109779762007e-08,2.15111991127043e-07,1.09988951230699e-07,5.06520085163435e-08,1.88200685155232e-07,1.72047705061068e-07,4.36249700778402e-08,6.40084991867696e-08,5.09076987562543e-08,1.32116800657171e-07,6.53895319001869e-08,7.01845836248647e-08,1.24948796591647e-07,9.01722510665193e-08,3.28615607653757e-08,3.63868102913501e-08,8.58219406574439e-08,1.09567187004094e-07,9.74780558745724e-08,2.17731852143976e-08,9.69133515798575e-08,1.66873538115848e-07,3.35433446592406e-07,1.07477232061692e-07,2.42811878490867e-07,8.18421891284418e-08,2.58547563927193e-07,7.92527027234563e-08,2.22898937492723e-07,3.72656234995515e-08,5.94527776004821e-08,6.98200484281528e-08,7.46651750145682e-08,1.06358103104507e-07,9.12790885589755e-08,1.90679011654866e-07,1.80671979628849e-07,2.66464371723687e-07,8.24226317229705e-08
7.01214952543852e-08,2.35950228374742e-07,1.61219819808342e-07,4.27783519505658e-08,1.92743478624508e-08,6.2974003961456e-08,8.54937297279479e-08,2.15792297965128e-07,9.40281511036799e-08,2.35129299683625e-08,1.71829697903749e-07,2.26152761788441e-07,6.08816339390067e-08,9.99613642155061e-08,2.37121985481296e-08,1.30986696481596e-07,8.12940031516408e-08,4.42276078663659e-08,1.24849329284444e-07,9.27029851478736e-08,3.02458192030817e-08,2.62978714019347e-08,7.97435800132115e-08,1.50224732066636e-07,1.17518402863497e-07,9.83335252237647e-09,1.44634043854655e-07,1.87187931604779e-07,3.31938702856617e-07,1.03893138445537e-07,2.27574012315888e-07,4.31309300798276e-08,2.75802461313768e-07,7.83539900358967e-08,2.24088098312152e-07,5.3078514436437e-08,3.45218600930552e-08,3.90304643171473e-08,1.14228252251582e-07,1.06085992293216e-07,8.54326490332696e-08,2.03860167997971e-07,1.98682721717202e-07,2.12616548948053e-07,6.36750347688906e-08
6.33097584948859e-08,2.30159508301651e-07,1.44405392297494e-07,6.93069246129464e-08,1.6302661967201e-08,4.44701928073718e-08,9.72037651825577e-08,2.18947319690381e-07,7.91011265690655e-08,3.61140277088631e-08,1.55564974280434e-07,2.6383151059156e-07,7.36237494459809e-08,1.27310311875159e-07,3.63598688873608e-08,1.27853200127312e-07,9.30274600471009e-08,2.42612511812173e-08,1.22050749690567e-07,9.09220077114871e-08,4.24056564114202e-08,3.16343116229197e-08,7.07859504018174e-08,1.78939039715012e-07,1.29684194041531e-07,1.47808915730082e-08,1.82564294805365e-07,2.01416774053762e-07,3.31583091352622e-07,1.09742464536937e-07,2.11405280341462e-07,3.11224540577459e-08,2.53847186903313e-07,6.47027627257187e-08,2.17141084472721e-07,6.20467226509158e-08,5.59642142999185e-08,4.07964355782414e-08,1.4968939583988e-07,1.12291359606255e-07,8.25684519694383e-08,1.87865972409274e-07,1.88546338623467e-07,1.45656915122039e-07,4.64178324538862e-08
5.59988709054527e-08,2.26213323307247e-07,1.29068825944806e-07,1.12864937947132e-07,1.89172266777796e-08,2.71584888645718e-08,1.07331642811268e-07,2.20298991853972e-07,6.48207585506416e-08,6.55361724966875e-08,1.38718165437188e-07,2.9202144108625e-07,8.25888901739554e-08,1.47506767507205e-07,6.54487892703569e-08,1.22389679621593e-07,1.00629822117177e-07,8.38709537168179e-09,1.24171511221256e-07,9.07310998408612e-08,5.63376065757119e-08,4.08214483217556e-08,6.52150896439866e-08,2.02602183212264e-07,1.40146526611053e-07,2.7417355988397e-08,2.11213975779252e-07,2.10521370552829e-07,3.32031717589675e-07,1.19986425185589e-07,1.95599265088631e-07,3.20509794791565e-08,2.15908393429533e-07,4.49206560526692e-08,2.05721084889288e-07,7.22571224235212e-08,9.5943757173978e-08,5.6544630146349e-08,1.80329061055786e-07,1.1353569622575e-07,7.59392240529097e-08,1.61720511079441e-07,1.64450190858237e-07,7.74237532809778e-08,3.03821875745136e-08
4.94259748474522e-08,2.23192018291799e-07,1.14834791191837e-07,1.472717572289e-07,2.81683079022718e-08,1.73132668777605e-08,1.14691310872821e-07,2.20471757646175e-07,5.37031155272888e-08,9.16784555546647e-08,1.22836112332987e-07,2.94946154554582e-07,8.37945192195266e-08,1.52324574264377e-07,9.11593684095466e-08,1.13580378624334e-07,1.00078591099839e-07,1.10227874734102e-08,1.26194473889293e-07,8.67889738631693e-08,6.22657451258308e-08,4.64591279154651e-08,5.93672930415324e-08,2.07509242653263e-07,1.40073704721747e-07,4.0004998488925e-08,2.17393430155977e-07,2.05511648953094e-07,3.28998827491113e-07,1.33415731213661e-07,1.76971517077401e-07,4.13897581083342e-08,1.54535690321326e-07,3.60100837165799e-08,1.86621795074551e-07,7.61003080939001e-08,1.26404808163198e-07,8.71451874887101e-08,1.92896085880002e-07,1.0767436853486e-07,6.61042819970554e-08,1.17224511478198e-07,1.2029081510335e-07,1.37352466577754e-07,5.05650982428437e-08
4.23939064027167e-08,2.19510965735179e-07,9.8879886035939e-08,1.82814852552918e-07,4.05601794178785e-08,1.00058652728679e-08,1.22811244259058e-07,2.21385155302931e-07,4.22348431394118e-08,1.19241917934484e-07,1.0548212829851e-07,2.89233343707427e-07,8.26529396134812e-08,1.52611374786972e-07,1.19516658277461e-07,1.02849913056411e-07,9.71462194577079e-08,1.88578424911081e-08,1.26097182424377e-07,8.02220117888797e-08,6.65743854173562e-08,5.16115723539083e-08,5.18249932633864e-08,2.05568642721949e-07,1.35512662745018e-07,5.21217385882494e-08,2.17454602630287e-07,1.95457412318718e-07,3.24704428665628e-07,1.49717007403551e-07,1.55007012733619e-07,5.39107348426415e-08,8.51215728700066e-08,3.22671527010987e-08,1.62691454405535e-07,7.59015616753228e-08,1.57447856960842e-07,1.2521785535667e-07,2.00593262971938e-07,1.04715569283744e-07,5.61024588790722e-08,6.63818593748881e-08,6.88426336296274e-08,2.3468194093527e-07,8.22103507274372e-08
3.53084807119415e-08,2.16777299845589e-07,8.29044237836545e-08,2.1301721845446e-07,5.11828426548777e-08,1.36479286707176e-08,1.30090069580394e-07,2.22893088117696e-07,3.27133635422327e-08,1.4301648528216e-07,8.81813057031876e-08,2.66835585513923e-07,7.62587025568099e-08,1.42637652901572e-07,1.44506223217203e-07,8.96595205948948e-08,8.89134847683308e-08,2.26622805987936e-08,1.26519475596696e-07,7.13827015593544e-08,6.45744134298556e-08,5.12191836818701e-08,4.4212929711245e-08,1.91454028371125e-07,1.24267560207866e-07,6.26866496225422e-08,2.0380721059766e-07,1.77349433976037e-07,3.23663085008883e-07,1.68968736691331e-07,1.32449412630108e-07,5.7869669308705e-08,8.03345891635535e-08,5.33273377514186e-08,1.38562555921042e-07,7.14139486430923e-08,1.84751355632717e-07,1.61654234246076e-07,1.98072145790026e-07,1.04812491780705e-07,4.68559376978338e-08,5.97733019422008e-08,5.97349203207683e-08,2.93914903193518e-07,1.00539190315617e-07
2.83066170757771e-08,2.14554638219494e-07,6.67794902450452e-08,2.39878126992964e-07,6.05353664921983e-08,2.32438167376479e-08,1.36667265200807e-07,2.2460179013764e-07,2.44999061906155e-08,1.64534903826285e-07,7.10759758211013e-08,2.34152007695437e-07,6.67284932160823e-08,1.26546684881156e-07,1.66971517991762e-07,7.51158835736999e-08,7.75593729427823e-08,2.39105968908296e-08,1.27132281394465e-07,6.07188052834257e-08,5.90413247212375e-08,4.77010043689008e-08,3.60562158952082e-08,1.69548576871687e-07,1.08577757296284e-07,7.28233822982403e-08,1.81805166397406e-07,1.54242004272997e-07,3.24027985242885e-07,1.89291028829996e-07,1.09379126013706e-07,5.6683420044395e-08,1.19319077690166e-07,8.77585103141641e-08,1.14575559518537e-07,6.37817001507363e-08,2.09340570040486e-07,1.96387871247725e-07,1.88888357400417e-07,1.08512309002667e-07,3.88902004035551e-08,8.35444944738675e-08,7.97473995190294e-08,3.2859351095062e-07,1.10077942900526e-07
2.14621977317896e-08,2.12662726548172e-07,5.02218195795713e-08,2.59355708281622e-07,6.71904933014137e-08,3.04524024243314e-08,1.41076537313697e-07,2.25226132953476e-07,1.84561367487515e-08,1.80244357393664e-07,5.38158019786475e-08,1.86097710249403e-07,5.2731506077957e-08,1.01525280824078e-07,1.82650691266748e-07,5.83672256699837e-08,6.16312691477233e-08,2.10030432639168e-08,1.27149117463737e-07,4.67576013337922e-08,4.85056176599178e-08,3.95134352288653e-08,2.67300736868687e-08,1.34952304498114e-07,8.5538357477481e-08,8.0815204220657e-08,1.4615085592371e-07,1.21971031720789e-07,3.21396405620197e-07,2.04462118492252e-07,8.35040585628495e-08,4.81528588355245e-08,1.84334266116591e-07,1.15836195992912e-07,9.35049608992156e-08,5.01576692315874e-08,2.25079746205974e-07,2.21247690460564e-07,1.6353597691912e-07,1.05403851745241e-07,2.97479674705825e-08,1.30970798551773e-07,1.22877708959057e-07,2.97391951229996e-07,9.85921924544445e-08
1.44755237662019e-08,2.1107937776213e-07,3.39394688139193e-08,2.74062161863916e-07,7.24005163353241e-08,3.62582770533312e-08,1.44403556730377e-07,2.25412208943993e-07,1.36165602858464e-08,1.91851934368724e-07,3.62035869702468e-08,1.30954465963112e-07,3.64579568706597e-08,7.17702056438495e-08,1.94546404855466e-07,4.01433954405393e-08,4.30036285860267e-08,1.57861151837236e-08,1.2683605094962e-07,3.24033316113945e-08,3.47160865720083e-08,2.84269669544918e-08,1.81625135515472e-08,9.52146076027533e-08,5.99974241285235e-08,8.60716094001665e-08,1.03102198738307e-07,8.49781066132984e-08,3.17786575894666e-07,2.16542981848967e-07,5.66070890169651e-08,3.53181591382287e-08,2.46023260746036e-07,1.39333137067478e-07,7.50620496288655e-08,3.57689662488311e-08,2.35505057930588e-07,2.40000406379532e-07,1.29319995506143e-07,1.03442854178126e-07,1.93437574408e-08,1.76287449035893e-07,1.64787614701534e-07,2.304349281207e-07,7.54903478050466e-08
7.73737230322897e-09,2.10471565392044e-07,1.84539128601143e-08,2.82992315434159e-07,7.55709070152776e-08,3.9662919184096e-08,1.46739869647988e-07,2.26216040699966e-07,1.08898296454665e-08,1.9916867955072e-07,1.93819855284248e-08,7.27078579354385e-08,1.95625323157769e-08,3.98186777419054e-08,2.02480953958935e-07,2.1817208371101e-08,2.33955657931298e-08,8.98419640495839e-09,1.27207613823031e-07,1.81710444839808e-08,1.92341813453341e-08,1.58282410421038e-08,1.02259855625102e-08,5.33286870532605e-08,3.35725060792389e-08,8.95654094735168e-08,5.70497763310698e-08,4.68027353243665e-08,3.18609846438073e-07,2.2588249628247e-07,3.08295364697345e-08,1.98475882239154e-08,2.85222659939208e-07,1.54871229163111e-07,6.46119204693185e-08,2.10867169249201e-08,2.44281148356424e-07,2.53758033035286e-07,8.88759625299081e-08,1.03989316415037e-07,9.59143718537955e-09,2.05336949875929e-07,1.90452179056584e-07,1.35469686699486e-07,4.3601807460351e-08
3.14510087980095e-09,2.10229487565781e-07,7.49193402497043e-09,2.87339368380008e-07,7.70770827770035e-08,4.12601173079635e-08,1.47916443084437e-07,2.26733614992833e-07,9.63207303769238e-09,2.02810939670495e-07,7.9740661331494e-09,3.0044034706751e-08,9.18570404279457e-09,1.64846688985736e-08,2.06371060299294e-07,8.94102559561044e-09,9.95786616725881e-09,3.76668556742713e-09,1.2737198090389e-07,7.45099896398578e-09,7.989977420462e-09,6.62494281659478e-09,4.13662471675544e-09,2.20655526202691e-08,1.38622196637101e-08,9.13875960895577e-08,2.37796181463586e-08,1.94310585059408e-08,3.1948768125395e-07,2.30731568793111e-07,1.26765417814525e-08,8.34291776170769e-09,3.05146096709475e-07,1.62655770175444e-07,5.96484743740568e-08,8.42916648035505e-09,2.48948881412217e-07,2.60789055639907e-07,4.54588453709591e-08,1.10577573080531e-07,4.71426363629019e-09,2.20407030343791e-07,2.01136406431823e-07,5.78182629886214e-08,1.87557760513877e-08
7.66887276370393e-09,2.10442822203123e-07,1.83554989147821e-08,2.83147516738413e-07,7.56448644087703e-08,3.97514060883787e-08,1.46781461203377e-07,2.26204928047266e-07,1.08117001969863e-08,1.99253032057573e-07,1.95078495009585e-08,7.24722425660451e-08,2.37920142568562e-08,3.96905412424674e-08,2.02448539774455e-07,2.15064197328053e-08,2.44801435113009e-08,8.81348948738841e-09,1.27100102746168e-07,1.81494396124281e-08,1.90456352609375e-08,1.57841059958008e-08,1.02848868125016e-08,5.32806048385032e-08,3.35362683221707e-08,8.96212861792479e-08,5.66142875194622e-08,4.63960938099211e-08,3.18390614658915e-07,2.25898928483204e-07,3.03632853784301e-08,1.97204928128235e-08,2.85907889679207e-07,1.55204803721011e-07,6.43627612640606e-08,1.99590788864268e-08,2.44386081758397e-07,2.53799117751818e-07,4.16697416990616e-08,1.04358884544311e-07,1.14421378149583e-08,2.05908753242191e-07,1.82926662103437e-07,1.34686168814636e-07,4.3819167510924e-08
1.44071708463634e-08,2.11071146869264e-07,3.39013678918813e-08,2.74098750377575e-07,7.24542050998653e-08,3.63158342240656e-08,1.44424724867368e-07,2.25414795479406e-07,1.35598426863572e-08,1.91815841348156e-07,3.63902816789208e-08,1.30897446466976e-07,4.14729580121305e-08,7.17151874175983e-08,1.94294994016303e-07,3.98218481032385e-08,4.43049967356563e-08,1.56009119761712e-08,1.26694811303656e-07,3.24794497095853e-08,3.45157117197942e-08,2.84039695673034e-08,1.83235163174954e-08,9.53524565754317e-08,6.01025261700822e-08,8.61366722960712e-08,1.02727424925495e-07,8.46325611933666e-08,3.17569689728577e-07,2.16421009831072e-07,5.61715617030007e-08,3.51860536411227e-08,2.46203509582834e-07,1.39586476666737e-07,7.49911653435604e-08,3.47207773893929e-08,2.35645107248676e-07,2.39864446277327e-07,6.86937078728982e-08,1.04042688533995e-07,2.13987919561439e-08,1.76552488158519e-07,1.50149427906274e-07,2.29745046257216e-07,7.5784804843409e-08
2.14592264384327e-08,2.12668141213864e-07,5.01480513369094e-08,2.59345096570027e-07,6.72042394755829e-08,3.04639417096496e-08,1.41074457225697e-07,2.25246846067147e-07,1.84391980633076e-08,1.80194133049626e-07,5.41156264289674e-08,1.86145076615953e-07,5.7810884066043e-08,1.01640265670793e-07,1.82183975784036e-07,5.82079048464599e-08,6.30847730705725e-08,2.09293329323657e-08,1.26971949415845e-07,4.66052319243333e-08,4.85253983962075e-08,3.96683095668783e-08,2.6641119107407e-08,1.34953040104573e-07,8.54775194238588e-08,8.10957222405257e-08,1.46171567361057e-07,1.21874537445462e-07,3.21213300328733e-07,2.04164774523185e-07,8.31345432677434e-08,4.82320441785298e-08,1.84244338523605e-07,1.15918024839129e-07,9.36932331646704e-08,4.86844407827564e-08,2.25372491593871e-07,2.20985588632753e-07,1.14395453026164e-07,1.06098530647166e-07,3.20523728970253e-08,1.31332812907558e-07,1.03148094446523e-07,2.96947263867075e-07,9.9112449699981e-08
