Ex,Ey,Ez,Gxy,Gyz,Gxz,vxy,vyz,vxz,alpha,beta
14801981957.4824,875112209.593561,765059793.679075,733435828.697423,23842033.8232534,1910930011.5889,0.326683654723669,0.804744096921783,0.379766352242759,14.1249766744853,7.75894911242139e-06
14332101598.9174,880625157.558182,772885409.704749,735145560.886066,23607165.9569534,1940459191.72972,0.327512392393737,0.812374156086241,0.391375912602362,14.0935281563648,7.86059137340227e-06
14244433259.2139,884662806.236996,764533461.149868,732781366.399235,25374437.3633323,1909914870.68473,0.323840924950884,0.810587697607518,0.387906320953012,12.9700546943035,7.93246834141311e-06
14360526615.0274,885663478.396328,785316511.566349,738214699.141696,23662718.6351231,1826430437.86864,0.328809710001011,0.827639633007249,0.38767676107077,13.448381378937,7.97963337714102e-06
13425459584.7318,868935786.484768,779316978.417122,737565570.439797,25581160.8623017,1909100330.23809,0.319577625263083,0.810064120787651,0.379846813961285,15.6190281481885,7.6571695362509e-06
14135543923.4375,882144731.905517,771143729.024944,699270654.279782,24577660.2409077,1878751120.15116,0.330639702056594,0.812549283480797,0.388211009640556,14.4348345099693,7.96489836793828e-06
14189243167.0566,891125646.020369,738274566.131575,731693738.648286,23731438.1929327,1865480265.56966,0.332249973466385,0.844765570332498,0.393079396743027,13.3305294895884,8.12508819116104e-06
14109475264.0803,892709238.479305,783090833.977644,725633934.838073,23151649.7609731,1941706962.92043,0.332244083125752,0.849777089733659,0.368597994878398,13.0822550564765,8.19025673836048e-06
13886894297.2996,889356425.262793,773775746.20106,717103334.510313,23505975.2765858,1907275076.45658,0.331830650226664,0.841686713658218,0.398893271337049,12.3507838333407,8.10942856340839e-06
13969025637.1748,878117022.04361,769353901.200405,761250295.054862,23840391.0064106,1937899145.72393,0.323152483481222,0.835139036817056,0.377999945542336,13.6443088066842,7.82391285859405e-06
14037096788.3241,869152998.808002,772977268.839425,731574937.785892,24128787.1331785,1898177690.78426,0.329238579008264,0.849589235453852,0.386580754052506,13.0824707227223,8.15573507562843e-06
13807293048.1422,870780254.556193,777781489.885601,732490122.048608,22748074.6227688,1907590065.6555,0.330717094841678,0.84989026553937,0.377812813514144,14.9214719329755,7.92629633028554e-06
13590611771.0769,867073541.698654,755628435.527165,726015957.107403,24293494.4396409,2005830794.43285,0.326095107035308,0.836883899690933,0.37624892838609,14.7109798945308,7.86943364967481e-06
13913310227.8207,872612092.534107,769095506.679793,696574117.931063,24198204.510759,1906713295.43372,0.332287356019477,0.829701743676376,0.385607377158843,14.7089926645739,8.033430675691e-06
13926522244.9798,888067859.809942,767989813.766807,711236606.026149,22942170.9365406,1918630917.43432,0.319915092515799,0.866416052550388,0.393223576468047,13.109632175688,8.43033986075409e-06
13943586538.6958,870161079.61674,769684754.322868,731979196.453826,24454220.3923142,1921920615.04074,0.331248788256229,0.819031445525649,0.377850276590981,14.6484665581769,7.74781006673983e-06
13473056180.8051,869732295.511715,764772201.228119,714408735.77909,24447251.7544975,1897818256.30706,0.328108731660707,0.858488889243261,0.372114300616787,14.2784132629017,8.06954293063312e-06
13559033403.8664,880236479.186829,760315700.284558,733247605.30578,23129627.6308394,1896297441.7485,0.338689620749401,0.811211141504818,0.390307254857586,13.6500480247154,8.4374020067522e-06
13274954702.1062,885324130.174968,752769495.827312,741864058.86208,22268780.1233468,1876853217.16948,0.348708892674991,0.787080223004994,0.398951607547504,13.1482391960784,8.86536681276748e-06
13382397450.8892,857192161.861824,801456722.28894,717851086.061126,24140091.9815326,1971606190.027,0.326261569141786,0.819817744435388,0.369742381794958,15.0312784962307,7.95057054042028e-06
13329969387.8307,849150919.108801,759979706.863106,722495826.457349,24899597.1808667,1900815715.78652,0.325179729667152,0.809359071343633,0.394431854008053,15.6339208274797,7.84182268450445e-06
13914598795.0179,881819658.636679,777313052.19901,724849407.742892,23588636.6159465,1931484151.13695,0.330477994761102,0.839672585136152,0.375056459660811,13.7201714992273,8.10314822489647e-06
14102919469.0495,875266893.312776,763389212.202154,708252161.274368,22107808.9438372,1937492134.08684,0.339828072893097,0.854455397443914,0.382312061415988,12.7519010723202,8.45599692091321e-06
13649543233.4566,872073278.314104,772573175.852639,751366894.390976,23110693.3741214,1945475321.37358,0.328489381568271,0.83931843887656,0.375952349901548,13.3061017209796,8.15656600787715e-06
13377501949.3929,868837820.26295,779949281.903094,747527893.432509,25383431.5647312,1916147971.31806,0.318887084453773,0.811812610824048,0.378091354459959,15.363957067535,7.67955777846656e-06
13921565089.1353,873659625.050319,767529229.627389,718071094.313903,22926714.5990607,1932156093.39464,0.334592825783266,0.843794700788947,0.381256884676981,13.4049150711239,8.26188713530155e-06
13599830901.4764,851894324.637937,768427017.618064,738852676.52449,23879945.1087962,1950888850.20979,0.32738672085777,0.824964564997149,0.358303528782522,15.9567345315659,8.05384587631559e-06
13480637635.1313,867768442.106026,772289330.095383,725226538.230189,22827286.3051555,1941510263.47454,0.327266388755758,0.848698582124536,0.375792569381597,13.8969187109823,8.47110724745248e-06
14059688574.6182,882660319.905342,735214199.912301,740695639.926354,22902722.7747775,1886352701.84238,0.332436302345469,0.853163344612824,0.385000498284282,13.307859539247,8.36298981141425e-06
13925865610.0568,893551974.450575,762205210.454856,720029133.717875,22985192.8595106,1895336196.50188,0.332229256354521,0.853143574890276,0.401293345751583,11.9007898689447,8.31592246371869e-06
13681339578.6215,862308737.091097,766871565.827262,734146790.822836,23656257.0464748,1937000686.78281,0.328597354731958,0.832009317470431,0.369050983024787,14.9427483659106,8.11936502316637e-06
13423916594.1723,875048889.059254,756544831.413103,727774482.099553,22650436.2739095,1955106082.47261,0.330260811971971,0.825322555709316,0.369828889385651,15.1132859765499,8.20742052759457e-06
13979022731.3945,875436245.727822,763254013.603495,747370819.800985,22005277.9288472,1965881485.34354,0.331781946648849,0.81039265945919,0.383879813506617,14.0691384752155,8.31868132658288e-06
13377723820.6315,861194753.301918,797910162.863167,722297584.721835,23386635.118398,1991806818.62662,0.327335402201065,0.807941715879875,0.370789854970457,15.1781065508645,8.01717835765058e-06
13548215009.1282,866561144.952774,782236172.125451,726897098.522965,23265657.0324929,1965443289.43056,0.328610627237166,0.819247123063112,0.374342515798913,14.7105447979601,8.1036312210915e-06
14036095512.8876,867262957.946828,781250684.219157,735059218.261984,23750779.9390085,1924932930.17056,0.329210858986417,0.834677880665891,0.386782123216953,13.2994544447272,8.1538768584697e-06
13576961323.8511,873102406.281148,762721294.614616,729595666.140161,22925522.1901842,1947562794.39709,0.329998323725582,0.82766138694846,0.374067197843476,14.6598280935942,8.19403461031335e-06
13866918436.4874,876334462.504245,783456690.848268,737468599.441908,21858999.5461031,1863614036.38563,0.334086239684948,0.821439716185642,0.379965405936039,13.6924601993032,8.5508820928692e-06
13847509738.2951,872109486.650638,768490771.43109,709590699.440323,22814219.9156193,1909085639.44709,0.332709575718654,0.815754500147122,0.380991630972307,15.1675853689133,8.33544356830178e-06
13570256166.4206,860597620.51242,762146844.036006,733333875.48794,22195473.637371,1919004353.01284,0.331126704518104,0.811051611162251,0.382966643269679,15.0166817487902,8.43109686826524e-06
13634464298.4379,869785636.584948,758835743.467671,725846570.898466,22935562.7241128,1944973763.46835,0.330962078924152,0.793772357235921,0.381147349371898,13.8326921906448,8.69973067887248e-06
13548049923.5857,869288327.599326,749362870.258706,722524795.323395,23029306.7747848,1963665612.37477,0.331084570965389,0.765713403084197,0.382814617300775,13.2883023194794,9.08644785316596e-06
13495597962.6447,876438664.541275,773943621.043469,732423405.099072,21897866.5254377,1947096813.57892,0.341573549383049,0.84384960378867,0.377206957692913,13.6163409124435,8.49370287317634e-06
13294293797.0376,882159121.205434,779873846.090466,735683595.797649,21019315.0003063,1964872731.98642,0.351472399995385,0.866332562478211,0.374980438236745,12.955994456964,8.63074558462823e-06
13678693474.9771,881696756.381347,770441054.38681,723866295.11929,21576871.6872023,1923476762.9775,0.337111350927847,0.812876752058418,0.391298875758487,13.369461378396,8.66201672755708e-06
13481829449.2457,873639146.772844,769176445.684022,751017949.352524,22193936.4128911,1954008378.22784,0.33379945270646,0.828608342456508,0.381232272317545,12.8176927407538,8.50531512046809e-06
13259917677.5738,869985642.431119,775490009.344439,713900943.455779,23037179.9422166,1895053785.58308,0.335093901059466,0.837282125507589,0.377862718657949,13.6886040463677,8.55601077925703e-06
13799246467.9393,874073594.903646,766313012.538731,739003350.714683,22263253.4321895,1948174560.40343,0.332609935251503,0.81711502597129,0.38237553979445,13.9740048680036,8.37801368975142e-06
13814823144.9397,871861731.955334,769046953.055678,708069341.424632,22861124.5525906,1905866198.54888,0.332860119100954,0.816976748603867,0.380718126661004,15.1502883494202,8.34623127069606e-06
13565077873.1692,873194793.068467,769144072.526936,740280797.370551,22360733.4478159,1941972833.3081,0.333564619305083,0.825700443993348,0.38110373590341,13.4008416429204,8.46554415802508e-06
13310271647.6016,871756738.772067,770987776.912229,745054324.291734,22025440.7025583,1929503345.18453,0.331879799391751,0.798500525399501,0.38066566907001,14.5623253957404,8.6266878054487e-06
13004624926.8348,870805295.632941,772717050.55465,758545939.28065,21574803.7543071,1928176971.07947,0.330523286195993,0.775853437704778,0.380370061266524,15.1410305580487,8.80908814052227e-06
13584787167.1918,879626882.629643,754550085.037658,741982654.765888,21379070.4003651,1889440454.90296,0.338209754112183,0.815158342151094,0.388675955305825,13.3349658071021,8.91320861410071e-06
13294763108.2447,873124121.356225,768334530.533273,730418094.219843,22220713.4494276,1896030255.65728,0.335228594981606,0.816934678548335,0.381788461403265,13.9553168168948,8.7361343135043e-06
13123062898.1979,870279555.365077,748441368.530101,730670935.452242,22690733.4997549,1986484637.72447,0.33395999151119,0.811790890581745,0.38453005989208,14.2846535978845,8.59694813232017e-06
13680954551.9151,874820735.719453,774702860.268726,735769183.444492,22066933.034516,1894331686.72034,0.334054677641508,0.819027509784668,0.38110656942505,13.8405085489485,8.56239860273194e-06
13445971948.5609,873714850.737398,763764675.531759,727038444.082498,22135581.3410784,1899463814.14968,0.334570713406768,0.806316902008825,0.383392245110463,14.6562115917269,8.6998959662019e-06
13290043341.95,863761631.85289,761253806.60733,744029700.690706,23021026.6751241,1913593893.78432,0.330562047689263,0.817947893934738,0.371759536046654,14.9215464404933,8.51031053096896e-06
13453445673.9447,876961435.173096,757399072.082747,746088214.390811,21805837.5789833,1890484689.70723,0.341006220576535,0.776535029652292,0.386532563635373,14.5803850587273,8.70834788080383e-06
