force,acceleration
0.008636,0.000444
0.005398,0.002712
0.011875,0.004093
-0.011443,0.002071
0.002159,0.004093
-0.007125,-0.00069
-0.006693,0.000345
-0.011227,9.9e-05
-0.002159,0.004143
0.009716,0.001923
0.006693,0.001874
-0.011875,0.001282
0.019215,0.003452
0.000864,-0.000789
0.009068,0.003748
0.004966,0.001233
-0.0095,-0.00074
0.020295,0.001134
0.000864,0.005228
0.001511,0.002318
0.017056,0.004291
0.010363,0.00143
-0.003239,0.004143
0.009716,0.005721
0.022454,0.0036
0.014681,-0.000247
0.003454,0.002762
0.016408,-0.000444
-0.005613,0.003304
-0.004966,0.00434
-0.007125,0.003304
0.004966,0.000148
0.003239,0.002121
0.009068,-0.002121
-0.001727,0.004192
0.017488,0.001184
0.000864,-0.001529
0.016624,0.000493
0.000648,0.00069
0.01209,0.002614
0.004534,0.001184
-0.011227,0.0036
0.008204,0.003107
-0.007557,0.002219
0.011011,-0.002219
0.004318,0
0.008636,0.001726
0.050737,0.001677
0.060668,-0.000937
0.120473,0.003649
0.260161,-0.000345
0.400065,0.00148
0.610569,-0.000395
0.817618,-0.002466
1.014736,0.00217
1.231717,0.001973
1.448482,-0.00503
1.690291,-0.00143
1.961895,-0.008926
2.397152,-0.016965
2.819886,-0.016669
3.211315,-0.006757
3.515089,0.018642
3.719547,0.063768
3.84952,0.097008
3.864849,0.07585
3.735092,0.022193
3.530633,-0.03684
3.233122,-0.062929
2.893077,-0.041871
2.542237,-0.00148
2.201329,0.0361
1.859989,0.073237
1.567659,0.089511
1.313543,0.062535
1.136072,0.008137
0.983214,-0.073385
0.843526,-0.08813
0.772711,-0.050008
0.689373,0.016916
0.641874,0.116192
0.597183,0.183905
0.561127,0.087637
0.561127,-0.05277
0.554003,-0.303451
0.547957,-0.539189
0.544071,-0.543134
0.540617,-0.319578
0.521402,0.074568
0.52097,0.358785
0.506936,0.390447
0.465483,0.18716
0.440223,0.176014
0.386895,-0.248906
0.364873,-0.299062
0.307659,-0.254331
0.283262,0.088426
0.242889,0.373975
0.205106,0.579925
0.188482,0.584906
0.159767,0.284907
0.135802,-0.198454
0.122848,-0.695427
0.089815,-0.737889
0.078372,-0.59255
0.055055,-0.295807
0.055487,0.057899
0.041669,0.394294
0.043828,0.536822
0.047282,0.404798
0.054623,0.14233
0.053544,-0.063225
0.054407,-0.13227
0.060668,-0.019727
0.087224,0.356517
0.073838,1.010171
0.092406,1.57969
0.079236,1.85868
0.09694,1.751414
0.083338,1.402936
0.094997,1.016731
0.093269,0.636591
0.069952,0.248314
0.068009,-0.054742
0.059589,-0.383148
0.055271,-0.985907
0.04793,-1.672013
0.063907,-2.246908
0.053759,-2.833885
0.050089,-3.425498
0.053975,-3.978052
0.055487,-4.756727
0.056566,-5.234022
0.04901,-5.609871
0.054407,-5.791409
0.058077,-5.821
0.053544,-5.855916
0.047282,-6.002537
0.057646,-5.787513
0.053544,-5.152352
0.073406,-4.388769
0.047498,-3.22448
0.054407,-1.677142
0.0611,-0.057603
0.050521,1.435437
0.034112,3.093542
0.052464,5.026593
0.027635,7.098324
0.036919,9.136914
0.017272,11.137135
0.018136,13.030781
0.021374,14.512034
0.006693,15.356745
0.011659,15.712423
0.007772,15.591546
0.003239,15.055711
-0.00842,14.284039
0.016624,13.575592
0.015329,13.009969
0.006693,12.732755
0.00842,12.475466
0.01684,12.272228
0.034976,11.750005
0.025476,10.637253
0.021806,9.04183
0.035624,6.985584
0.021806,4.859751
0.037567,2.682579
0.01317,0.633435
0.018783,-1.117733
0.015545,-2.346973
0.018568,-2.924974
0.002807,-2.933802
0.018783,-2.648796
0.009931,-2.377747
0.019863,-2.517809
0.019215,-3.391321
-0.000648,-4.956364
0.006045,-7.12101
0.005182,-9.384834
0.006909,-11.554756
0.013818,-13.22815
0.008204,-14.279304
0.023749,-14.78116
0.019215,-14.833535
0.01317,-14.682229
0.028283,-14.518889
0.048578,-14.580388
0.043396,-14.82811
0.025045,-15.361479
0.0095,-15.765735
0.029363,-16.225868
0.023533,-16.39986
0.026988,-16.528974
0.029578,-16.376632
0.023101,-16.231046
0.032601,-15.884541
0.023533,-15.488324
0.013602,-15.0962
0.001295,-14.654364
0.00367,-14.390466
0.015545,-14.033456
-0.006909,-13.788644
0.006477,-13.301091
0.019431,-12.615971
0.020511,-11.50465
0.011011,-10.063246
0.007988,-8.502641
0.039942,-7.193951
0.035408,-6.395944
0.042748,-6.05003
0.04426,-6.023547
0.045555,-6.074788
0.050521,-6.153153
0.045771,-6.070201
0.047714,-5.906911
0.050953,-5.72054
0.054407,-5.541616
0.068225,-5.426114
0.060021,-5.240236
0.068441,-4.969532
0.075565,-4.45949
0.07427,-3.599688
0.085065,-2.495369
0.085713,-1.157138
0.083554,0.15466
0.077293,1.404367
0.086361,2.376317
0.074486,3.144388
0.05743,3.578136
0.061748,3.888837
0.060236,4.145633
0.063043,4.605569
0.059373,5.252763
0.055703,6.049636
0.051169,6.882067
0.044044,7.565953
0.046851,7.928585
0.032817,7.955217
0.036703,7.631693
0.033249,7.101283
0.016624,6.366304
0.031953,5.38306
0.00108,4.212853
0.011227,2.77352
0.037999,1.291133
0.014249,-0.266068
0.020079,-1.701801
0.016193,-2.949387
0.00842,-3.876853
0.014465,-4.310206
0.012738,-4.216404
-0.001943,-3.530298
0.018352,-2.413995
0.012738,-1.017668
-0.015329,0.370473
-0.004966,1.699976
0.013602,2.856571
0.00842,3.904717
0.008204,4.997249
-0.00108,6.243602
0.020727,7.661629
0.017272,9.08301
-0.000648,10.507844
0.007125,11.726036
0.006693,12.851068
0.002591,13.696223
0.004534,14.444074
0.0095,15.121599
-0.006693,15.813573
-0.014465,16.63905
-0.010795,17.34513
0.000864,17.862668
-0.00475,17.945324
-0.023317,17.8062
-0.016624,17.444406
-0.010363,17.09938
-0.007557,16.810725
-0.013386,16.621
-0.010147,16.480889
0.007988,16.333084
-0.019863,16.124274
-0.028931,15.819196
0.006693,15.428601
-0.011659,14.867613
0.01209,14.247692
-0.005182,13.50931
-0.007988,12.683389
0.011011,11.778165
0.009716,10.871807
0.018136,9.981576
0.011659,9.149589
0.002807,8.368793
