force,acceleration
0.007341,-0.003699
-0.003239,-0.005277
0.005829,-0.008433
-0.012738,-0.004537
-0.009284,-0.007102
-0.005398,-0.005918
0.001943,-0.002417
0.001727,-0.001874
0.008852,-0.007891
-0.014034,-0.002614
0.002591,-0.006559
0.005829,-0.007595
-0.012738,-0.005524
0.006045,-0.004833
-0.00475,-0.007151
-0.007341,-0.005376
0.009068,-0.004882
0.005613,-0.003649
-0.009068,-0.004981
0.002807,-0.003699
0.00367,-0.008976
0.001511,-0.008877
0.017704,-0.008187
-0.006045,-0.010307
-0.000432,-0.007052
-0.010795,-0.010258
0.018136,-0.006263
0.009931,-0.003748
-0.005398,-0.006115
0.012738,-0.006757
-0.013602,-0.010801
0.006693,-0.0072
0.001295,-0.008039
-0.009931,-0.007989
0.010795,-0.004241
-0.006045,-0.007299
-0.012954,-0.008137
0.005829,-0.005129
0.006045,-0.005869
0.002375,-0.001726
0.001727,-0.005425
-0.002807,-0.008828
-0.005398,-0.009962
0.011443,-0.006313
-0.013386,-0.00937
0.003454,-0.006411
0.00475,-0.00577
0.01209,-0.009716
0.01317,-0.005967
0.07427,-0.007102
0.211367,-0.00217
0.342419,-0.001233
0.552491,-0.006855
0.956659,-0.005425
1.423221,-0.006461
1.848115,-0.006954
2.23868,-0.001923
2.582611,-0.011886
2.853999,-0.01159
3.118694,-0.019037
3.347117,-0.024264
3.496521,-0.042462
3.576836,-0.066283
3.529122,-0.087588
3.417501,-0.104701
3.208293,-0.062436
2.945973,0.051241
2.666165,0.156337
2.384414,0.184201
2.101151,0.14021
1.846819,-0.041131
1.624657,-0.205358
1.366007,-0.242741
1.191991,-0.149432
0.994009,-0.003945
0.847844,0.163734
0.706861,0.273712
0.60733,0.292552
0.507368,0.213249
0.446052,-0.003699
0.380418,-0.308876
0.3055,-0.357207
0.282399,-0.394836
0.243753,-0.20235
0.19172,0.146966
0.180709,-0.085862
0.142279,-0.316471
0.112269,-0.469454
0.100178,-0.14667
0.05743,0.297385
0.051169,0.368945
0.020295,0.202547
0.019215,0.216504
-0.01792,0.343053
-0.030442,0.188788
-0.040589,0.058984
-0.068225,-0.227206
