force,acceleration
0.009284,0.003945
-0.011875,0.004093
-0.013818,0.001134
-0.018783,0.002565
-0.009284,0.00503
-0.014897,0.000542
-0.012954,0.00148
-0.0095,0.002269
0.005829,0.004587
-0.006693,0.00148
-0.00475,0.001184
-0.011659,0.001874
-0.005182,0.003945
-0.006261,0.00651
-0.017488,0.00577
0.000216,0.001282
-0.020295,0.001726
-0.023533,0.006806
-0.011659,0.000148
0.003239,0.00217
0.012522,0.005425
-0.010795,0.004587
0.017704,0.001677
-0.000648,0.000986
-0.014034,0.001184
0.00475,0.007595
0.004966,0.006757
-0.02159,0.006411
-0.006477,0.003995
-0.00842,0.002417
-0.015977,0.004981
-0.006477,-0.00069
-0.01684,0.005474
0.005398,0.003403
-0.016193,0.003403
-0.007341,0.002466
-0.004102,-0.000148
0.0095,0.002614
-0.028499,0.003403
-0.005182,0.003156
-0.005398,0.007447
-0.001727,0.006017
0.008204,0.007644
-0.024613,0.004044
0.004102,0.009074
-0.010579,0.003896
0.006909,0.00074
-0.017056,0.001973
0.037999,0.006806
0.088951,0.005228
0.220003,0.006559
0.563718,0.003551
1.12463,0.006904
1.788094,0.006904
2.483296,0.003304
3.16101,0.002959
3.757114,-0.008729
4.139475,-0.019086
4.393807,-0.028949
4.474554,-0.079993
4.436339,-0.080979
4.290822,0.007447
4.024831,0.073878
3.711559,0.169652
3.335891,0.15175
2.941871,-0.002219
2.546771,-0.239881
2.192909,-0.40904
1.838183,-0.416043
1.494469,-0.258818
1.191559,0.095676
0.902899,0.452193
0.679657,0.678018
0.505209,0.645616
0.361203,0.522273
0.24915,0.378562
0.174448,0.472857
0.13062,0.555957
0.093269,0.275734
0.061748,-0.49791
0.058725,-1.00736
0.03584,-1.611204
0.048146,-1.183325
0.032817,-0.333584
0.034976,0.49066
0.045339,0.890971
0.017056,0.531988
-0.001727,0.534454
0.009931,0.291121
0.004966,0.564785
-0.031306,0.418509
-0.028283,0.398486
-0.03951,-0.074815
-0.037567,-1.039269
-0.04318,-1.854389
-0.044907,-2.271714
-0.06952,-1.75674
-0.055055,-0.556203
-0.05635,0.591416
-0.057214,1.056086
-0.055271,1.237624
-0.062395,1.440072
-0.055918,1.280974
-0.020942,1.004105
-0.022238,1.119311
-0.023749,1.253652
0.010147,0.757271
0.024181,-0.230609
0.015761,-1.075566
0.0516,-1.764089
0.049225,-2.053336
0.068441,-1.710382
0.095212,-0.479416
0.091758,1.099781
0.085713,2.48521
0.094997,3.479008
0.081611,3.919956
0.06477,3.780634
0.049873,3.000825
0.022886,1.892709
0.033681,0.898516
0.027204,-0.340488
-0.00108,-1.470551
-0.00108,-2.885323
0.009284,-4.60404
0.003023,-5.811827
0.04318,-6.577629
0.043396,-7.237646
0.048362,-7.59579
0.076645,-7.263735
0.091974,-7.244304
0.099746,-7.138321
0.119393,-6.31235
0.148972,-5.217649
0.164517,-3.672924
0.20489,-1.38676
0.238355,0.868926
0.265343,2.503901
0.287149,3.581342
0.305716,4.246685
0.324284,4.756826
0.318238,5.373492
0.31133,6.129826
0.291683,6.673207
0.256059,6.520027
0.224321,5.823613
0.188266,5.302968
0.146165,5.469316
0.112053,6.425781
0.101474,8.133697
0.060021,10.279947
0.065418,11.790001
0.045123,11.861117
0.049873,10.184419
0.033033,7.300279
0.04426,4.053804
0.033681,1.487467
0.025045,0.425315
0.03001,1.414575
0.031953,4.495837
0.04426,8.917303
0.034112,13.646807
0.038215,17.429956
0.050953,19.394027
0.044044,18.957666
0.053328,15.92439
0.050089,10.631384
