f11,f02,f12,f20,f21,f03,f13,f22,f04,f23,f14,f30,f31,f32,f24,f05,f33,f15
3470,3473,3473,3473,3473,3473,3473,3473,3473,3473,3472,3473,3473,3472,3473,3182,3428,2909
