17.836,58.297,12.67,48.927,13.556,9.0882,39.792,29.752
18.101,58.39,12.654,48.678,15.571,10.935,38.68,28.635
17.838,58.298,12.67,48.925,13.577,9.1069,39.781,29.741
18.104,58.391,12.654,48.676,15.592,10.953,38.669,28.624
17.841,58.299,12.67,48.922,13.597,9.1255,39.77,29.729
18.107,58.392,12.654,48.673,15.612,10.972,38.658,28.613
17.844,58.3,12.669,48.919,13.617,9.1442,39.759,29.718
18.109,58.393,12.654,48.67,15.633,10.991,38.647,28.602
17.846,58.301,12.669,48.916,13.638,9.1629,39.747,29.707
18.112,58.394,12.653,48.668,15.653,11.01,38.635,28.59
17.849,58.302,12.669,48.914,13.658,9.1817,39.736,29.696
18.115,58.394,12.653,48.665,15.674,11.028,38.624,28.579
17.851,58.302,12.669,48.911,13.679,9.2005,39.725,29.684
18.117,58.395,12.653,48.662,15.694,11.047,38.613,28.568
