rho,Ex,Ey,Ez,Gxy,Gyz,Gxz,vxy,vyz,vxz
389.026775236792,13310618192.7736,1162010491.33226,556821552.945987,441393863.392899,1031461176.3545,43644317.8604534,0.431744847627831,0.422975069980129,0.360549055309063
416.394533076198,13310618192.7736,1162010491.33226,556821552.945987,441393863.392899,1031461176.3545,43644317.8604534,0.431744847627831,0.422975069980129,0.360549055309063
397.51967045593,13310618192.7736,1162010491.33226,556821552.945987,441393863.392899,1031461176.3545,43644317.8604534,0.431744847627831,0.422975069980129,0.360549055309063
419.214912079716,13310618192.7736,1162010491.33226,556821552.945987,441393863.392899,1031461176.3545,43644317.8604534,0.431744847627831,0.422975069980129,0.360549055309063
386.031520139754,13310618192.7736,1162010491.33226,556821552.945987,441393863.392899,1031461176.3545,43644317.8604534,0.431744847627831,0.422975069980129,0.360549055309063
