rho,Ex,Ey,Ez,Gxy,Gyz,Gxz,vxy,vyz,vxz,alpha,beta
401.381330344067,10687457449.9503,740708639.33534,307592493.493524,850280572.197199,-524105734.941236,32653958.3861547,0.519230436426472,0.860531300398591,0.294521310419643,17.3433939539213,1.08775846279376e-05
0,0,0,0,0,-1.27149951438181e-14,0,0,0,0,0,0
