f1,f2
0,0
0,0.00527777777777778
0,0.0105555555555556
0,0.0158333333333333
0,0.0211111111111111
0,0.0263888888888889
0,0.0316666666666667
0,0.0369444444444444
0,0.0422222222222222
0,0.0475
0,0.0527777777777778
0,0.0580555555555556
0,0.0633333333333333
0,0.0686111111111111
0,0.0738888888888889
0,0.0791666666666667
0,0.0844444444444444
0,0.0897222222222222
0,0.095
0,0.100277777777778
0,0.105555555555556
0,0.110833333333333
0,0.116111111111111
0,0.121388888888889
0,0.126666666666667
0,0.131944444444444
0,0.137222222222222
0,0.1425
0,0.147777777777778
0,0.153055555555556
0,0.158333333333333
0,0.163611111111111
0,0.168888888888889
0,0.174166666666667
0,0.179444444444444
0,0.184722222222222
0,0.19
0.00609459459459459,0
0.00609459459459459,0.00527777777777778
0.00609459459459459,0.0105555555555556
0.00609459459459459,0.0158333333333333
0.00609459459459459,0.0211111111111111
0.00609459459459459,0.0263888888888889
0.00609459459459459,0.0316666666666667
0.00609459459459459,0.0369444444444444
0.00609459459459459,0.0422222222222222
0.00609459459459459,0.0475
0.00609459459459459,0.0527777777777778
0.00609459459459459,0.0580555555555556
0.00609459459459459,0.0633333333333333
0.00609459459459459,0.0686111111111111
0.00609459459459459,0.0738888888888889
0.00609459459459459,0.0791666666666667
0.00609459459459459,0.0844444444444444
0.00609459459459459,0.0897222222222222
0.00609459459459459,0.095
0.00609459459459459,0.100277777777778
0.00609459459459459,0.105555555555556
0.00609459459459459,0.110833333333333
0.00609459459459459,0.116111111111111
0.00609459459459459,0.121388888888889
0.00609459459459459,0.126666666666667
0.00609459459459459,0.131944444444444
0.00609459459459459,0.137222222222222
0.00609459459459459,0.1425
0.00609459459459459,0.147777777777778
0.00609459459459459,0.153055555555556
0.00609459459459459,0.158333333333333
0.00609459459459459,0.163611111111111
0.00609459459459459,0.168888888888889
0.00609459459459459,0.174166666666667
0.00609459459459459,0.179444444444444
0.00609459459459459,0.184722222222222
0.00609459459459459,0.19
0.0121891891891892,0
0.0121891891891892,0.00527777777777778
0.0121891891891892,0.0105555555555556
0.0121891891891892,0.0158333333333333
0.0121891891891892,0.0211111111111111
0.0121891891891892,0.0263888888888889
0.0121891891891892,0.0316666666666667
0.0121891891891892,0.0369444444444444
0.0121891891891892,0.0422222222222222
0.0121891891891892,0.0475
0.0121891891891892,0.0527777777777778
0.0121891891891892,0.0580555555555556
0.0121891891891892,0.0633333333333333
