Ex,Ey,Ez,Gxy,Gyz,Gxz,vxy,vyz,vxz,alpha,beta
15272261487.9036,922919297.184357,632635398.743755,766198280.29589,982290735.168179,46267476.774766,0.514366212924583,0.439619812419195,0.372935501909248,19.7353650097271,1.15780749654748e-06
