f11,f02,f12,f20,f21,f03,f22,f13,f30,f23,f31,f04,f14,f32,f24,f33,f05,f15,f40,f41,f34,f25
2672,2672,2672,2672,2672,2672,2672,2672,2671,2671,2617,2592,2493,2457,1495,414,567,99,440,179,0,8
