f1,f2,f3
0.28116,0.235593333333333,0.24756
0.4182,0.42386,0.40484
0.51644,0.602153333333333,0.333473333333333
0.63762,0.677953333333333,0.6143
0.690713333333333,0.70374,0.714893333333334
0.730233333333333,0.759366666666667,0.727906666666667
0.726433333333333,0.73318,0.751033333333333
0.725926666666667,0.797906666666667,0.751193333333333
0.786246666666667,0.805246666666667,0.831293333333333
0.7767,0.818573333333333,0.866553333333333
0.783193333333333,0.790466666666667,0.84142
0.788906666666667,0.827193333333333,0.862106666666667
0.788013333333333,0.838553333333333,0.859933333333333
0.789606666666667,0.82938,0.849173333333333
0.812693333333333,0.84256,0.8859
0.77392,0.85466,0.88736
0.819213333333333,0.87888,0.8571
0.819466666666667,0.866653333333333,0.881586666666667
0.832606666666666,0.866066666666667,0.808593333333333
0.829253333333333,0.868573333333333,0.88366
0.81772,0.873786666666667,0.87822
0.82784,0.88832,0.855286666666667
0.798266666666667,0.879926666666667,0.851953333333333
0.82352,0.889333333333333,0.88792
0.841573333333333,0.86426,0.871186666666667
0.840786666666667,0.844266666666667,0.857006666666667
0.84392,0.849433333333333,0.799653333333333
0.822326666666667,0.866613333333333,0.71008
0.851053333333333,0.861493333333333,0.793826666666667
0.817973333333333,0.872533333333333,0.84572
0.86078,0.835793333333333,0.771126666666667
0.821093333333333,0.865566666666667,0.79576
0.809146666666667,0.77818,0.778473333333333
0.797533333333333,0.847433333333333,0.813606666666667
0.78698,0.802253333333333,0.7208
0.850106666666667,0.844446666666667,0.731726666666667
0.854446666666667,0.798926666666667,0.69284
0.840026666666667,0.87542,0.69848
0.827253333333333,0.825793333333333,0.744473333333333
0.833046666666667,0.816153333333333,0.75988
0.83434,0.800313333333333,0.59484
0.817273333333333,0.79572,0.667866666666666
0.864773333333333,0.786353333333333,0.65294
0.7934,0.65422,0.583393333333333
0.831386666666667,0.766506666666667,0.629253333333333
0.83006,0.74676,0.61218
0.845073333333333,0.76662,0.536886666666667
0.844993333333333,0.767913333333333,0.532386666666667
0.868753333333334,0.751146666666667,0.647453333333333
0.834253333333333,0.704593333333333,0.70746
