f1,f2,f3,f4
0,0,0,0
0.8699,0.875375,0.8345,0.825625
0,0,0,0
0.92575,0.9281,0.955925,0.929725
0,0,0,0
0,0,0,0
0,0,0,0
0.9462,0.9847,0.9873,0.975325
0,0,0,0
0,0,0,0
0,0,0,0
0.976175,0.987125,0.991975,0.974875
0,0,0,0
0,0,0,0
0,0,0,0
0.977525,0.983025,0.9677,0.972775
0,0,0,0
0,0,0,0
0,0,0,0
0.98375,0.982125,0.86335,0.852575
0,0,0,0
0,0,0,0
0,0,0,0
0.970375,0.969575,0.941825,0.876525
0,0,0,0
0,0,0,0
0,0,0,0
0.9789,0.9008,0.8815,0.82735
0,0,0,0
0,0,0,0
0,0,0,0
0.980675,0.894525,0.8532,0.82125
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.97485,0.742275,0,0.580775
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
