f1,f2,f3,f4
0.533121428571428,0.532378571428571,0.531878571428572,0.532607142857143
0.60365,0.603007142857143,0.531828571428571,0.538014285714286
0.585742857142857,0.638171428571429,0.633635714285714,0.602471428571429
0.6655,0.665678571428572,0.689307142857143,0.677071428571429
0.694385714285714,0.689014285714286,0.698678571428572,0.677914285714286
0.706157142857143,0.719207142857143,0.731978571428572,0.741907142857143
0.731157142857143,0.744885714285714,0.749792857142857,0.767885714285714
0.729307142857143,0.7615,0.783357142857143,0.775464285714286
0.756485714285714,0.7949,0.789135714285714,0.783221428571429
0.752678571428572,0.787242857142857,0.837664285714286,0.825678571428572
0.771314285714286,0.825064285714286,0.8249,0.839414285714286
0.776292857142857,0.823985714285714,0.825192857142857,0.843378571428571
0.773128571428571,0.828635714285714,0.840992857142857,0.874985714285714
0.787828571428571,0.837064285714286,0.851671428571429,0.843164285714286
0.785435714285714,0.845907142857143,0.85955,0.741978571428571
0.787407142857143,0.834457142857143,0.842392857142857,0.802392857142857
0.787542857142857,0.851642857142857,0.854992857142857,0.848914285714286
0.7955,0.830164285714286,0.839671428571429,0.759757142857143
0.786692857142857,0.831892857142857,0.855271428571428,0.851664285714286
0.811721428571428,0.822285714285714,0.828178571428571,0.765357142857143
0.832878571428571,0.865757142857143,0.8121,0.772978571428571
0.814192857142857,0.867242857142857,0.791535714285714,0.693007142857143
0.801878571428571,0.88215,0.809042857142857,0.703314285714286
0.819785714285714,0.822785714285714,0.727171428571429,0.660335714285714
0.827407142857143,0.857828571428571,0.668828571428571,0.655514285714286
0.817178571428572,0.827885714285714,0.731635714285715,0.671242857142857
0.811028571428571,0.834864285714286,0.720157142857143,0.650228571428571
0.822442857142857,0.802142857142857,0.663807142857143,0.644614285714286
0.818392857142857,0.813757142857143,0.659714285714286,0.583935714285714
0.82595,0.804542857142857,0.699314285714286,0.60575
0.797364285714285,0.767592857142857,0.650414285714286,0.566864285714286
0.798878571428571,0.743071428571428,0.670421428571429,0.60265
0.830157142857143,0.79625,0.660671428571428,0.544185714285714
0.815071428571428,0.7585,0.665714285714286,0.542364285714286
0.799057142857143,0.775357142857143,0.661714285714286,0.555564285714286
0.826771428571429,0.729957142857143,0.549871428571429,0.541785714285714
0.844107142857143,0.710585714285714,0.503171428571429,0.344735714285714
0.773564285714286,0.720421428571429,0.606107142857143,0.5145
0.817035714285714,0.7133,0.5901,0.511164285714286
0.815514285714286,0.688964285714286,0.579028571428571,0.526285714285714
0.816278571428571,0.663385714285714,0.616578571428572,0.567228571428571
0.790614285714286,0.708085714285714,0.582807142857143,0.326871428571429
0.791335714285714,0.674257142857143,0.565207142857143,0.484057142857143
0.805471428571429,0.662092857142857,0.520135714285714,0.514164285714286
0.808385714285714,0.686057142857143,0.5904,0.517314285714286
0.815514285714286,0.685357142857143,0.538914285714286,0.507064285714286
0.778328571428571,0.673357142857143,0.571885714285714,0.5069
0.782721428571429,0.631442857142857,0.552407142857143,0.4595
0.795564285714286,0.650764285714286,0.597364285714286,0.413664285714286
0.775607142857143,0.625871428571429,0.552907142857143,0.102957142857143
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.793528571428571,0.593828571428571,0.520535714285714,0.478885714285714
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
