f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31
8.13427043713304e-08,1.93084424252416e-08,8.03958679506694e-09,1.91770384425712e-07,1.27268202379872e-07,8.96947044554496e-08,1.86496401638e-07,2.52542414214453e-07,2.56445078108198e-08,1.41424654681332e-08,8.68908667587541e-08,2.53284862886472e-07,1.278849087459e-07,1.98879671365743e-07,1.40909509048096e-07,1.82164504676512e-07,1.14782226899082e-07,2.97810997470291e-07,1.58217477356367e-07,1.05859245912045e-07,1.22354288643135e-07,2.10108979438807e-08,3.02339971312713e-08,1.90902855350505e-07,1.94064498239593e-07,1.53282163467498e-07,5.11228047876521e-08,8.87096382299346e-08,6.77593162820157e-08,2.44833723189487e-07,1.06115142605636e-07
6.52579598275316e-08,1.72019618557584e-08,6.49074338592282e-09,2.18873696309101e-07,1.48151480218219e-07,1.12352854853449e-07,2.0079103433517e-07,2.55879810030868e-07,4.17725444907482e-08,1.5507681013717e-08,6.97400938911874e-08,2.2340804183688e-07,1.12525947807354e-07,1.71596672622172e-07,1.62113017008959e-07,1.5992156257587e-07,1.05341362393758e-07,2.99809172071176e-07,1.35070542343621e-07,8.71356021427595e-08,9.93013633460772e-08,1.54025599595135e-08,2.56077561430941e-08,2.20725284289799e-07,1.72096025331782e-07,1.58761782672686e-07,4.09708959036815e-08,1.28881261495353e-07,7.26033013515309e-08,2.18564799170371e-07,1.36507636727882e-07
4.90226466049735e-08,1.56133333064208e-08,4.90948645295821e-09,2.38146559159597e-07,1.63160381060235e-07,1.28722054205689e-07,2.10913912826145e-07,2.57948051306868e-07,5.46802695017277e-08,1.56912989878348e-08,5.27491441600819e-08,1.77599480910524e-07,9.03999602604314e-08,1.34770990036807e-07,1.76727182820488e-07,1.26459886210858e-07,8.51056432952203e-08,3.00575544868644e-07,1.05532242637255e-07,6.67243189496836e-08,7.50835005951974e-08,1.19176341458686e-08,2.07336856209107e-08,2.41606307709749e-07,1.3753822815928e-07,1.62800818765179e-07,3.0131210600795e-08,1.93519282632341e-07,1.12918289097825e-07,1.74448562834319e-07,1.60102882797599e-07
3.30115810247738e-08,1.35236328326943e-08,3.09999755422315e-09,2.54288090768895e-07,1.7557780041599e-07,1.42238469070066e-07,2.19380728630814e-07,2.59846746975487e-07,6.54185359492271e-08,1.60592956196102e-08,3.53439268300927e-08,1.25976663689316e-07,6.59822028090394e-08,9.45739787514289e-08,1.89585151680388e-07,8.93190796668931e-08,6.16818962577957e-08,3.01568507557642e-07,7.37184889921099e-08,4.55912224287894e-08,5.08121195446327e-08,8.42577316193109e-09,1.47985699286422e-08,2.59481988994468e-07,9.74751458403225e-08,1.66571729795969e-07,2.04523497214541e-08,2.61480961983111e-07,1.61289031835936e-07,1.24378276025483e-07,1.80027495953528e-07
1.79897172335843e-08,1.45768528802071e-08,1.70485346823567e-09,2.62364126111498e-07,1.81833238913687e-07,1.49068523401842e-07,2.23596997047128e-07,2.60704370846589e-07,7.08780262258122e-08,1.67624615571376e-08,1.93118850765877e-08,7.02689142049519e-08,3.88778081923881e-08,5.25534186885255e-08,1.9576945756604e-07,4.95536552267566e-08,3.46292632837358e-08,3.0184192972152e-07,4.09441100911733e-08,2.51571814336026e-08,2.77997893988309e-08,4.10279225064042e-09,9.09731124469584e-09,2.68228095821912e-07,5.44718122893811e-08,1.68366467610373e-07,1.1056101827989e-08,2.97750603674641e-07,1.87342785739756e-07,6.95116406128321e-08,1.90330580444001e-07
9.09573855778077e-09,1.59327359522373e-08,8.12556125076238e-10,2.65999131506547e-07,1.84652221034179e-07,1.52181596540354e-07,2.25405811957097e-07,2.60904224690836e-07,7.340842289967e-08,1.72350030456014e-08,9.68670571467904e-09,3.6052876065031e-08,2.03191643944639e-08,2.68399022665801e-08,1.98293378524082e-07,2.54951953301095e-08,1.79593458478606e-08,3.01572478426693e-07,2.0810944131707e-08,1.2682720993796e-08,1.40259406401188e-08,2.17837891612278e-09,4.75198495561348e-09,2.71775400691357e-07,2.78232837142214e-08,1.68934593363892e-07,5.63474172389059e-09,3.14528787965049e-07,1.99389150937179e-07,3.56301614204968e-08,1.94766873474636e-07
1.99581631503646e-08,1.36365005737308e-08,1.8090041538145e-09,2.61895402293782e-07,1.81485401221587e-07,1.48667996202216e-07,2.23361093229884e-07,2.60714970965462e-07,7.0549052821399e-08,1.65272498266748e-08,2.13061543595724e-08,7.80559276211252e-08,3.33941051274264e-08,5.80752902681464e-08,1.95067551492031e-07,5.63052802946744e-08,3.86128094819741e-08,3.01949311679098e-07,4.46285810791117e-08,2.72433361638379e-08,3.07015685483013e-08,5.13299959483506e-09,6.39617838848935e-09,2.67777926252331e-07,6.07365204033823e-08,1.68443699903784e-07,1.23441239962466e-08,2.95199973682766e-07,1.85186252529989e-07,7.73812644156299e-08,1.90005282656413e-07
3.28982682065099e-08,1.38418967373848e-08,3.42219856828073e-09,2.53593747213747e-07,1.75162735441815e-07,1.41775700792406e-07,2.19015408551346e-07,2.59723706997491e-07,6.50789645941573e-08,1.59699678877666e-08,3.5560598964565e-08,1.2534743059877e-07,5.17144556929452e-08,9.37664977412082e-08,1.8802620163099e-07,9.03941158402251e-08,6.08795079502842e-08,3.01397166160079e-07,7.22732989346447e-08,4.47576710703668e-08,5.04460840233601e-08,8.10435896704769e-09,1.04525937075168e-08,2.58531997449286e-07,9.80872820524374e-08,1.66476870234072e-07,1.96304124538671e-08,2.58377053138494e-07,1.58826287302135e-07,1.23502435116878e-07,1.7994752436764e-07
4.89657638786822e-08,2.09157743737371e-08,6.00463864225412e-09,2.38144237034796e-07,1.63243119648696e-07,1.28888409737824e-07,2.10648441460266e-07,2.57408821449283e-07,5.49494097882858e-08,1.84370781560586e-08,5.26137762279296e-08,1.77971117034069e-07,7.71947831419928e-08,1.34400091880654e-07,1.75159421627001e-07,1.28175325248164e-07,8.52639029038182e-08,2.99304836264425e-07,1.04278203467476e-07,6.56034516092764e-08,7.43703018514004e-08,1.19510504289447e-08,1.6968716144407e-08,2.40432326995455e-07,1.38081797787024e-07,1.61746331706138e-07,2.93290032646735e-08,1.92410077157714e-07,1.11633591195643e-07,1.73536629431714e-07,1.59700248550976e-07
6.52369740875503e-08,2.35796936004052e-08,7.43347712494728e-09,2.17985485841481e-07,1.475286060707e-07,1.11803486545841e-07,1.99941463136856e-07,2.55004564976233e-07,4.16016864244206e-08,1.86209949372075e-08,6.94618469465329e-08,2.21607203945662e-07,9.92910981620676e-08,1.69924129502347e-07,1.594698768658e-07,1.60066878065498e-07,1.04247040007679e-07,2.97982670839071e-07,1.32941915219093e-07,8.57133974099131e-08,9.84247917700075e-08,1.64586525437571e-08,2.18366116776405e-08,2.18024929788127e-07,1.70494590076484e-07,1.57247950277592e-07,4.03578932199401e-08,1.32384832636778e-07,7.92820306900363e-08,2.14963851748311e-07,1.34858699730023e-07
8.13348118641756e-08,2.00497160520412e-08,7.97776959312337e-09,1.91775755677682e-07,1.27330508896696e-07,8.97581537656853e-08,1.86451189737111e-07,2.52480805552469e-07,2.55574423249951e-08,1.43738816579288e-08,8.68511717447518e-08,2.53463645792977e-07,1.16672208912188e-07,1.98612654761964e-07,1.39245183967192e-07,1.83601933723905e-07,1.14939818199987e-07,2.97609613069548e-07,1.57158276120648e-07,1.05059985946393e-07,1.22127118916588e-07,2.16479855808227e-08,2.58251817466984e-08,1.90341635721346e-07,1.94491578069113e-07,1.53253369942523e-07,5.08575585270916e-08,8.27118799590528e-08,6.7666307749469e-08,2.4445305053665e-07,1.06431183536834e-07
9.70944448997848e-08,2.03808807911446e-08,9.92021228656349e-09,1.61886945226489e-07,1.04742646467682e-07,6.59140087383461e-08,1.71308832735354e-07,2.49544318944233e-07,2.09905229078718e-08,1.08194236337571e-08,1.04776405749372e-07,2.74343141934034e-07,1.29647875976831e-07,2.20720776833348e-07,1.15496712115102e-07,1.99349351919089e-07,1.17875350094552e-07,2.96915928240511e-07,1.7700408109209e-07,1.23231519673707e-07,1.44880027340875e-07,2.47085482150906e-08,3.03758102765601e-08,1.59039511478142e-07,2.10284333822257e-07,1.49083034867332e-07,5.98930942848058e-08,7.87910960920914e-08,7.961075778963e-08,2.6226583674411e-07,7.85176372436914e-08
1.12996357598409e-07,2.61346539415387e-08,1.35912886563509e-08,1.25776701520369e-07,7.71903337651916e-08,3.78212284676035e-08,1.52742742534045e-07,2.45739937097555e-07,3.29418976439461e-08,9.67982308290062e-09,1.22115730337878e-07,2.76173062002082e-07,1.35176720895829e-07,2.31570793477178e-07,8.8047497830006e-08,2.02070967156176e-07,1.08867767079751e-07,2.9545617995079e-07,1.89369088539088e-07,1.39294619197779e-07,1.66462238865863e-07,2.45702883993119e-08,3.43512165108414e-08,1.21222618953216e-07,2.10710050794977e-07,1.44248503962517e-07,6.97218055622553e-08,1.56176475243989e-07,1.3504246002515e-07,2.60258414900204e-07,4.67387699770674e-08
