f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31
1.42626015404949e-08,2.50144816382806e-07,7.7776770178815e-08,2.44128488385963e-07,3.0123442132795e-08,9.43055445717054e-09,7.36340543743098e-08,1.23919348563501e-07,1.62514545959183e-08,1.93208060276077e-07,3.99549475910821e-08,2.37967525938725e-07,5.20611221704754e-08,1.08004600572641e-07,9.39844872440453e-08,3.92012300209327e-08,9.03703319597891e-09,2.77832625392737e-07,7.38089567646721e-08,2.28765146822449e-08,8.72444410182273e-08,2.10169942532625e-07,1.81394279779491e-07,1.87371521043421e-07,1.01784767964973e-07,2.2702526429448e-07,7.51125300840243e-08,1.15848403242271e-07,5.59553344537427e-08,1.76619467010156e-07,1.50252726099944e-07
1.08101373684774e-08,2.48176999270179e-07,5.86242945096337e-08,2.6348951165834e-07,3.3471269025494e-08,1.29697232675807e-08,7.58241804458844e-08,1.24167030133989e-07,1.31825413939473e-08,2.11471967896618e-07,3.03791739905202e-08,1.88839636701672e-07,4.05202061413374e-08,8.73402775006322e-08,1.02620603629099e-07,3.10579539222068e-08,8.17066294098146e-09,2.77342842074078e-07,6.04070231451493e-08,2.08822381235883e-08,6.58576714553548e-08,1.67314924992166e-07,1.44878955643652e-07,2.054608053277e-07,8.1644393010732e-08,2.25122864337284e-07,5.74380876860289e-08,1.80133989700919e-07,7.14549109241546e-08,1.40843044776353e-07,1.61068197988482e-07
7.23636340725548e-09,2.46528256430463e-07,3.96043184391298e-08,2.78211256391681e-07,3.61401702129119e-08,1.59442520267048e-08,7.75156816858281e-08,1.2422613573378e-07,1.06882317728365e-08,2.2523819358836e-07,2.04005032398914e-08,1.32696862069709e-07,2.71977945415383e-08,6.21711879090982e-08,1.09362691068407e-07,2.14454657006211e-08,6.2160824982888e-09,2.76287402465534e-07,4.33020507267381e-08,1.6035357499798e-08,4.45690199121432e-08,1.17860302242319e-07,1.01995644478557e-07,2.18511866127888e-07,5.70139417547912e-08,2.22686808689623e-07,3.85859600976527e-08,2.40920221992763e-07,8.45585747101147e-08,9.93890301793603e-08,1.68770764606193e-07
3.86138678127997e-09,2.45923330286572e-07,2.14295418914916e-08,2.8720971269824e-07,3.7737978223302e-08,1.7655958617746e-08,7.87049292047097e-08,1.24647066655361e-07,9.31971107205252e-09,2.34020340020378e-07,1.09815179204932e-08,7.35878006666262e-08,1.46825891269975e-08,3.47004982458409e-08,1.13818915531905e-07,1.1602020161035e-08,3.56181602180234e-09,2.77245689347711e-07,2.41826423981613e-08,9.27791198393585e-09,2.42365696208135e-08,6.56126049034488e-08,5.63664802835032e-08,2.27942898955649e-07,3.12832533852071e-08,2.23439133030953e-07,2.07896330953984e-08,2.79661930695529e-07,9.31694125457987e-08,5.56120784926807e-08,1.75283340825959e-07
1.429920016827e-09,2.45828571652951e-07,7.83684466047262e-09,2.91667231210118e-07,3.84963175638661e-08,1.84309479489017e-08,7.93665088811811e-08,1.25054042573315e-07,8.73721180065353e-09,2.38571942541839e-07,4.01902441731956e-09,2.74498839513341e-08,9.04605180104131e-09,1.30120370570964e-08,1.16145603593565e-07,4.58598647120874e-09,1.40478163104392e-09,2.78522074400284e-07,9.23074273967963e-09,3.65621749264404e-09,8.94219238892137e-09,2.45128944243197e-08,2.18279225088091e-08,2.33367727787063e-07,1.21018018215097e-08,2.24951770402234e-07,7.83289727300557e-09,2.99655078828736e-07,9.76448676116935e-08,2.09733240892905e-08,1.79390919057589e-07
3.94390001476939e-09,2.45908860738802e-07,2.15346324201188e-08,2.87100973001936e-07,3.77004221573374e-08,1.7613285020625e-08,7.8668520980548e-08,1.24623719541883e-07,9.34588268434302e-09,2.33937003335341e-07,1.08215800410816e-08,7.4322113068626e-08,2.39014668794354e-08,3.52533494415653e-08,1.13593313422767e-07,1.2711119718384e-08,3.75116450320722e-09,2.77084071218454e-07,2.51848305577706e-08,9.81485612867504e-09,2.43846496712306e-08,6.61266038054366e-08,5.99799176327778e-08,2.27650799032146e-07,3.27122293026973e-08,2.23159052612817e-07,2.10450406688201e-08,2.79105114976488e-07,9.28501277902013e-08,5.6016715282873e-08,1.74976049904223e-07
7.28892259032531e-09,2.46512789222808e-07,3.95213438703145e-08,2.78192079312588e-07,3.61037470103213e-08,1.589636506169e-08,7.74885195348763e-08,1.2422543809615e-07,1.07189871974151e-08,2.25284757227668e-07,2.00834416495638e-08,1.32831067470648e-07,3.88138589366904e-08,6.24805717338703e-08,1.0906303453632e-07,2.26116205258581e-08,6.36214826181276e-09,2.76081717735635e-07,4.4275303917628e-08,1.65920962762126e-08,4.45242447577806e-08,1.17841470862399e-07,1.0588893873692e-07,2.18214099934757e-07,5.82827000376044e-08,2.22346402555964e-07,3.86456469980342e-08,2.40724277179827e-07,8.4205084424117e-08,9.94337007024009e-08,1.68486445383903e-07
1.08204786664193e-08,2.48170559749148e-07,5.8539427846642e-08,2.63481951009718e-07,3.34484006907564e-08,1.29328211356776e-08,7.58166747710255e-08,1.24189711155581e-07,1.32069630593591e-08,2.11560750765798e-07,2.99640775225227e-08,1.8888706418197e-07,5.20747359133081e-08,8.7580864658226e-08,1.0228403679329e-07,3.20537837557694e-08,8.23027811238075e-09,2.77113552124871e-07,6.13456194400292e-08,2.14039272524832e-08,6.58827521117263e-08,1.67315070284059e-07,1.48932743850242e-07,2.05046629849453e-07,8.2498223065499e-08,2.24719403894973e-07,5.72856313217596e-08,1.79927405486469e-07,7.11425627260198e-08,1.41145719425241e-07,1.60841723707239e-07
1.42754783512661e-08,2.50160982632597e-07,7.77080121712067e-08,2.4426703463312e-07,3.01103533405883e-08,9.36927075623787e-09,7.36382720339021e-08,1.23973984444214e-07,1.62750683915167e-08,1.93489857193792e-07,3.95936336638238e-08,2.38346659620451e-07,6.30290930311889e-08,1.08436251775656e-07,9.36209542184785e-08,4.01551334623763e-08,9.08117767111399e-09,2.77721879409689e-07,7.49035839927187e-08,2.35113637056451e-08,8.73185154381681e-08,2.10531318006577e-07,1.85849667680148e-07,1.87136052851565e-07,1.02649515727442e-07,2.26646489950253e-07,7.50077740378405e-08,1.14298949425067e-07,5.56186594053877e-08,1.77398473122669e-07,1.50148270558686e-07
1.78080948064515e-08,2.52326974467716e-07,9.64662483771456e-08,2.17221139950398e-07,2.53387155485851e-08,5.10758704106477e-09,7.02405493190629e-08,1.23031458228598e-07,2.04492948567232e-08,1.6786431963794e-07,4.91230091787393e-08,2.71435089565694e-07,6.91157546898758e-08,1.19785625167394e-07,8.0799243444606e-08,4.57742290630246e-08,7.78614216750269e-09,2.7587682555042e-07,8.07059759349674e-08,2.0233620001869e-08,1.06949064402597e-07,2.3776384698814e-07,2.07435664406376e-07,1.60742872517789e-07,1.14544067787897e-07,2.25440989722797e-07,9.08094693488007e-08,7.90454083255169e-08,3.59517930852046e-08,1.97660719685342e-07,1.31736208299662e-07
2.13809368542547e-08,2.55084209161683e-07,1.1516469304722e-07,1.87030133278465e-07,1.99576730111362e-08,4.44269910432975e-09,6.65486303082008e-08,1.22288306614772e-07,2.52876058537154e-08,1.39650995932137e-07,5.88159970804105e-08,2.94746727213756e-07,7.21101915721931e-08,1.25040941026314e-07,6.66813790929107e-08,4.9910122431856e-08,6.5234736674973e-09,2.75027572173845e-07,8.14835620074953e-08,1.69568581318164e-08,1.26409131012985e-07,2.5630044906708e-07,2.20472669153603e-07,1.32543036224727e-07,1.22045771259124e-07,2.25739048281821e-07,1.06700004803371e-07,8.46923534469e-08,2.17042392532828e-08,2.10641415579909e-07,1.11603466849313e-07
2.49181421215044e-08,2.5886258650076e-07,1.33813856078546e-07,1.51521033257555e-07,1.36998277093424e-08,1.00272268752273e-08,6.24720749326621e-08,1.21920328797092e-07,3.11213686158548e-08,1.07009190544068e-07,6.85250603148165e-08,3.01346001300574e-07,6.97738576293449e-08,1.19804732445134e-07,5.07685939227446e-08,5.13787573882897e-08,5.6403996320836e-09,2.75926326458589e-07,7.35593288792835e-08,1.46450927795639e-08,1.45825148769659e-07,2.60133388006691e-07,2.18896219979227e-07,1.01030703499112e-07,1.21810339359153e-07,2.28643987911771e-07,1.22364034363848e-07,1.51985501141689e-07,1.82205954855314e-08,2.11428271102211e-07,8.9074451868363e-08
2.83472957693373e-08,2.62858019742747e-07,1.52247379046439e-07,1.13344481390644e-07,8.99777429260481e-09,1.68851217357393e-08,5.81538379545667e-08,1.21407245830571e-07,3.72073479276802e-08,7.32227052719746e-08,7.77838369382974e-08,2.96893084855208e-07,6.40672697809039e-08,1.07981173418801e-07,3.49213406210972e-08,5.10847464350615e-08,7.73727390104142e-09,2.76332747714481e-07,6.04616245005083e-08,2.06075724323803e-08,1.64400288241662e-07,2.5401448545216e-07,2.07579526187745e-07,6.84838640806642e-08,1.16398767747392e-07,2.30642656531765e-07,1.3636921546797e-07,2.14611701355193e-07,1.99560522345233e-08,2.0295827337915e-07,6.51045732724138e-08
3.18173066617403e-08,2.67102004578694e-07,1.70020880683583e-07,7.0238571270773e-08,8.17384810762667e-09,2.53925868422549e-08,5.29769673897763e-08,1.20382697743873e-07,4.41526687419525e-08,3.84900744288612e-08,8.66679903328974e-08,2.70107600159732e-07,5.17959708675259e-08,8.33018668814817e-08,1.86406907859774e-08,4.71568365804489e-08,1.72274114469533e-08,2.75101458704629e-07,3.7501387442538e-08,4.4836057012238e-08,1.80272479368567e-07,2.27754590679439e-07,1.76852649299623e-07,3.59326178881384e-08,9.99862501569327e-08,2.29811762563373e-07,1.47287181406155e-07,2.49738618660322e-07,3.10221650200839e-08,1.75888397204367e-07,3.6762074454835e-08
3.53437268454631e-08,2.71812604636235e-07,1.87766190758464e-07,4.50442991794584e-08,1.02315145249443e-08,3.44612139976533e-08,4.76572289604678e-08,1.19587893656919e-07,5.16138117237413e-08,2.59036283296591e-08,9.57689210129724e-08,2.34791073683879e-07,3.83856967082045e-08,6.1186523242448e-08,1.26771348364014e-08,4.18184348029173e-08,2.82146434572593e-08,2.74726588107059e-07,2.841061851186e-08,7.24873108971382e-08,1.95915161368431e-07,1.94640799356896e-07,1.39660608551609e-07,2.40230286695913e-08,7.98268591790964e-08,2.30069513304375e-07,1.5842548081583e-07,2.67367865935578e-07,3.90508828861044e-08,1.43536291224539e-07,2.35468966915556e-08
3.88370228961692e-08,2.77553497956254e-07,2.05543324188581e-07,5.72934273785232e-08,1.82361669182902e-08,4.43256411396792e-08,4.22799656556982e-08,1.19343290722688e-07,5.98498194692579e-08,5.95549964229134e-08,1.04972612807499e-07,1.81652776444575e-07,2.26896269424495e-08,4.46321509141992e-08,2.85214212018988e-08,3.37630552598172e-08,4.18826234241198e-08,2.76368001070667e-07,4.85925880041281e-08,1.07598959759915e-07,2.11477335714306e-07,1.47157224997971e-07,8.88053871390674e-08,5.50609139357565e-08,5.2693287670976e-08,2.32821484244196e-07,1.69731439956836e-07,2.48333733851721e-07,4.03781212379057e-08,9.97632452182838e-08,4.24833999281781e-08
4.22356876446747e-08,2.83494731637271e-07,2.23246600460964e-07,8.00979268450678e-08,2.68381754999618e-08,5.41505684929948e-08,3.69727013022311e-08,1.19138396535809e-07,6.80764096923546e-08,9.98987355550275e-08,1.1387226194e-07,1.27796248311875e-07,1.41558850915192e-08,4.12418468863388e-08,4.69198378780312e-08,2.52232713685944e-08,5.59287740084906e-08,2.78101890754177e-07,7.75021045868749e-08,1.44799036002276e-07,2.26522533769402e-07,1.00810236419737e-07,5.07957924284726e-08,9.21244272104875e-08,3.15271652034731e-08,2.35399737517237e-07,1.8022761245599e-07,2.16007341898789e-07,3.92852643569692e-08,6.25861630893444e-08,6.67853609726196e-08
4.56699963889529e-08,2.89687681237493e-07,2.40223302187134e-07,1.33289929601825e-07,3.61928500196773e-08,6.4714752055597e-08,3.12021027405959e-08,1.18615018001743e-07,7.6949494033827e-08,1.45577434516525e-07,1.22242972952046e-07,8.09269246271092e-08,4.05007334844383e-08,9.60157507239646e-08,6.76831222219588e-08,1.45216144043447e-08,7.23002903765867e-08,2.78552762367916e-07,1.28670988004298e-07,1.86524914339841e-07,2.37774027536682e-07,6.9368673667752e-08,8.27465911985795e-08,1.31312221369972e-07,4.2066888291672e-08,2.35056002864518e-07,1.87052383363735e-07,1.39823715345346e-07,2.95578763160262e-08,6.53845732954225e-08,1.01712692883608e-07
4.91460894967917e-08,2.96242294027614e-07,2.57353023710194e-07,1.86996415182362e-07,4.57518976111488e-08,7.55794436017779e-08,2.54708566761258e-08,1.18368691874985e-07,8.61666755381152e-08,1.915679967859e-07,1.3091819377213e-07,6.43182168199373e-08,6.86257847005699e-08,1.53344525606834e-07,8.88323462812661e-08,8.6199763025743e-09,8.93309193979206e-08,2.79973269281279e-07,1.82105321737866e-07,2.29641823552675e-07,2.49149686916246e-07,6.16886070152375e-08,1.25678755286322e-07,1.70606999292302e-07,5.99563181531124e-08,2.35967134176084e-07,1.94697702413291e-07,9.3754401551618e-08,2.14744017612998e-08,8.2385229372919e-08,1.37765893033057e-07
5.260802555225e-08,3.03881815116707e-07,2.7501354298394e-07,2.42170829100696e-07,5.55301755867001e-08,8.68945354462927e-08,2.00862097916986e-08,1.18958608530884e-07,9.60271843338131e-08,2.38634182735464e-07,1.4017594178395e-07,1.34365280413843e-07,1.02088524997914e-07,2.18257916518672e-07,1.10315061775165e-07,1.66841120231687e-08,1.07609104971793e-07,2.84391485140529e-07,2.42355041663004e-07,2.771290528324e-07,2.61226696640504e-07,1.21925936270551e-07,2.00569300357287e-07,2.1088589606468e-07,9.82629930078331e-08,2.40644046993875e-07,2.04593230046342e-07,1.34148219443616e-07,1.84062690464783e-08,1.40535589140666e-07,1.75882772347801e-07
5.59827844640915e-08,3.11746099212755e-07,2.92813551715021e-07,2.97645212577389e-07,6.51135102299014e-08,9.80276684138288e-08,1.49127086912874e-08,1.19701478082227e-07,1.05791315699576e-07,2.86020755907156e-07,1.49330898693694e-07,2.20173076075082e-07,1.36769559937186e-07,2.84869032842852e-07,1.31356987656206e-07,2.71474834476412e-08,1.25677440943322e-07,2.89418798079659e-07,3.04277879049292e-07,3.25669659181994e-07,2.73365001772685e-07,1.94586340545732e-07,2.81546826599492e-07,2.51708857263559e-07,1.39312257716479e-07,2.45908657459466e-07,2.14670206628129e-07,1.94688190287094e-07,1.74140388211576e-08,2.0676813572359e-07,2.13557186992429e-07
5.94064869632585e-08,3.19918381847448e-07,3.10512846020539e-07,3.5378567353251e-07,7.49358023367866e-08,1.09571344113412e-07,9.91185583849535e-09,1.20620690975337e-07,1.16193335576212e-07,3.33266776481954e-07,1.58548480361203e-07,3.14522091419338e-07,1.73841175303341e-07,3.54664845345262e-07,1.52368354833873e-07,4.13351147749577e-08,1.44252540775373e-07,2.94241388615288e-07,3.6968962418559e-07,3.74586684030974e-07,2.82099342032492e-07,2.71818881153202e-07,3.6538074326005e-07,2.90466512076566e-07,1.81983529586439e-07,2.50408261374558e-07,2.23451798540576e-07,3.26757934044251e-07,3.69247591659184e-08,2.73022505206309e-07,2.49903920062243e-07
6.28690450846873e-08,3.28070277426271e-07,3.28170209840366e-07,4.09933606687286e-07,8.48686460994237e-08,1.21242993294633e-07,4.84993299749953e-09,1.21536688777481e-07,1.26709062652142e-07,3.804299797579e-07,1.67847543575376e-07,4.08938646537715e-07,2.10845192458325e-07,4.24370739330558e-07,1.73584498348099e-07,5.57044126550568e-08,1.63028953328218e-07,2.98941017327635e-07,4.34955942588846e-07,4.23322722884745e-07,2.9066923269686e-07,3.48978908488073e-07,4.49078786975631e-07,3.28915173074158e-07,2.2508512901102e-07,2.54852896069592e-07,2.32222635606939e-07,4.59196735656372e-07,5.67470872478754e-08,3.38822969017495e-07,2.86494098761767e-07
7.84918923855409e-08,3.21573873247855e-07,3.20095395864633e-07,4.10808878586727e-07,1.05905696123995e-07,1.50938819015678e-07,5.10298450535511e-09,1.4961963903879e-07,1.57436103623187e-07,3.70199256834489e-07,2.06093814328108e-07,4.11778829829503e-07,1.83637862558258e-07,4.06102253589647e-07,2.14545164277991e-07,6.85885639362229e-08,2.02717567964409e-07,2.65787812706857e-07,4.10292667418351e-07,3.92315141888173e-07,2.57556716831723e-07,3.42233768934866e-07,4.35746109492361e-07,2.91703259346356e-07,2.75511578849068e-07,3.04431398488869e-07,2.77412695748947e-07,4.54272152243707e-07,6.95282265231795e-08,2.94869610859534e-07,3.43684522437099e-07
7.42187748108578e-08,3.12837426875068e-07,3.02139738105707e-07,3.54684170461533e-07,9.363097968197e-08,1.36387415625469e-07,1.09953167376955e-08,1.47755744741442e-07,1.44191701673385e-07,3.2342348206301e-07,1.93981619724007e-07,3.17249989119136e-07,1.4966757135047e-07,3.36377218417362e-07,1.87773121508627e-07,5.11743927147944e-08,1.79069808776583e-07,2.59473403221597e-07,3.45431828245906e-07,3.43502754172788e-07,2.4750795941681e-07,2.66583811010015e-07,3.53238455966031e-07,2.54845056936285e-07,2.22276845426421e-07,2.94896919283094e-07,2.63123900038468e-07,3.21668446539354e-07,4.55771986258678e-08,2.34693799283745e-07,2.96458054018952e-07
6.98713385354452e-08,3.04287633087258e-07,2.84364768650599e-07,2.98648765843099e-07,8.11668230189589e-08,1.21667735708804e-07,1.71223699693252e-08,1.46070811203535e-07,1.3087954671301e-07,2.76928986523387e-07,1.81862106938604e-07,2.23920651738339e-07,1.1620828721443e-07,2.67535324103534e-07,1.60691522936816e-07,3.41278191233895e-08,1.55164681666866e-07,2.53713063376267e-07,2.81663964230421e-07,2.95455623269115e-07,2.37641286867975e-07,1.918647367001e-07,2.71666260333881e-07,2.18679805743399e-07,1.68606015974692e-07,2.86132242752448e-07,2.49323608612577e-07,2.00359613713253e-07,2.50667377802769e-08,1.75808778388078e-07,2.49130520470804e-07
6.55429236731393e-08,2.96846097413035e-07,2.67532849783146e-07,2.43033041638048e-07,6.88739066446789e-08,1.07456102378013e-07,2.39534497546638e-08,1.45599934707328e-07,1.1846640415388e-07,2.31517133379324e-07,1.70962763224813e-07,1.36379949446731e-07,8.50221310366353e-08,2.02809152588698e-07,1.34554882890502e-07,2.02948703703007e-08,1.32204054362541e-07,2.51257049232812e-07,2.22764770942927e-07,2.50915110326591e-07,2.29108979869711e-07,1.20850752985638e-07,1.93870690851651e-07,1.84721670435348e-07,1.17455899359315e-07,2.83026775665873e-07,2.4002898538108e-07,1.32790910896053e-07,2.2787307635553e-08,1.2026700659659e-07,2.05804012842292e-07
6.12700310386259e-08,2.89709700221067e-07,2.50931101629916e-07,1.87546576309118e-07,5.67729842292651e-08,9.35546010493268e-08,3.0904709250053e-08,1.45473377129861e-07,1.06454766941442e-07,1.86323935692878e-07,1.60521676229477e-07,5.07536591102144e-08,5.44532458591015e-08,1.39190723063705e-07,1.0896108572219e-07,7.61305190643786e-09,1.0977669108848e-07,2.49661932176003e-07,1.65130291051703e-07,2.07207278202028e-07,2.20806863371591e-07,5.09491835253922e-08,1.17057654276527e-07,1.510558893887e-07,6.76208918602486e-08,2.81498800551348e-07,2.32038996062438e-07,8.11134961342444e-08,2.59528335832269e-08,6.52329509392664e-08,1.63967248938058e-07
5.70576430242406e-08,2.82866392840842e-07,2.33841564757954e-07,1.34148071383525e-07,4.52366478747756e-08,8.03630787951989e-08,3.76456516119549e-08,1.45299536286238e-07,9.52143986327876e-08,1.41391680327662e-07,1.49741564924278e-07,8.10090000916047e-08,3.35647156075579e-08,8.55106829995462e-08,8.34283743709263e-08,1.78467252328702e-08,8.91102431534889e-08,2.47343340000773e-07,1.13708949567135e-07,1.65543082592213e-07,2.09146392066889e-07,6.74986957079511e-08,8.00546495396555e-08,1.1508111729964e-07,5.15097509028631e-08,2.77733138198743e-07,2.20890619498223e-07,1.4228977496333e-07,3.68028068013041e-08,5.65262046472994e-08,1.21323588310328e-07
5.49746731970448e-08,2.74946511119368e-07,2.1608307746831e-07,8.72257269474643e-08,3.52171693762726e-08,6.99656039248699e-08,4.59123827407437e-08,1.505110254828e-07,8.73811732032759e-08,9.86217924944049e-08,1.44047078484353e-07,1.25187571467606e-07,1.97426734387112e-08,4.25565097322082e-08,6.06225620361987e-08,3.15500711674474e-08,7.15702166969261e-08,2.38591708832749e-07,6.65569999870445e-08,1.22759156241941e-07,1.91686652750065e-07,9.50258774712484e-08,5.95552128568385e-08,7.91442268829276e-08,4.63056371120862e-08,2.81751403626794e-07,2.15344628916219e-07,2.09982352642246e-07,4.90195190433244e-08,5.76450648637166e-08,8.31929764250196e-08
4.88211155565793e-08,2.69717188128833e-07,1.98384974533909e-07,5.67140518344599e-08,2.21357093742754e-08,5.44207722581694e-08,5.26988129589661e-08,1.47911300206602e-07,7.37930686706094e-08,5.62380480072784e-08,1.29032416953238e-07,1.83298082365959e-07,2.60930220364122e-08,4.55870789086498e-08,3.38726620165952e-08,4.32193239396912e-08,4.99543328956456e-08,2.42999917965026e-07,4.27254057422098e-08,8.71230692411504e-08,1.82730773086329e-07,1.42462460639871e-07,8.89253512207444e-08,4.61394215694817e-08,6.84822464568873e-08,2.76518514525141e-07,2.00183456159892e-07,2.51665213095636e-07,5.10003638869225e-08,8.91814934875917e-08,4.81079725140561e-08
4.40855527588395e-08,2.65841192806168e-07,1.84210772349201e-07,4.16460907116474e-08,1.2227572378842e-08,4.26802870909486e-08,5.80685809461534e-08,1.46317817308831e-07,6.36272108166014e-08,2.43599509901392e-08,1.17580473049785e-07,2.32292960442571e-07,4.00897568576375e-08,6.65319237858781e-08,1.41563026022839e-08,5.16402188625122e-08,3.41635797669807e-08,2.46856987077503e-07,3.22385628914546e-08,6.04183032254256e-08,1.75047598506404e-07,1.85678040825299e-07,1.33331607464805e-07,2.06663354702057e-08,9.76803539639477e-08,2.73698374327767e-07,1.88732725035927e-07,2.71367357411727e-07,4.93585094832733e-08,1.25393001914945e-07,2.52001504657936e-08
3.97904295656819e-08,2.60455614722443e-07,1.65595815277213e-07,6.98670331874534e-08,1.02309149722255e-08,3.13153169069109e-08,6.48924084609856e-08,1.47593027848657e-07,5.43353407393778e-08,3.89846504050862e-08,1.06518178923279e-07,2.68638681652614e-07,5.28637699524704e-08,9.15933616508813e-08,2.32636649373878e-08,5.81945545561706e-08,2.05895001172971e-08,2.45554264057931e-07,4.55143126030706e-08,3.65734005453638e-08,1.58953482594429e-07,2.18438209608922e-07,1.70348404693618e-07,3.31577681981874e-08,1.22020423688188e-07,2.7230697630059e-07,1.74724185488264e-07,2.50523719660067e-07,3.92425921348623e-08,1.53558909078385e-07,4.30459248375886e-08
3.54217802060883e-08,2.55711160112112e-07,1.47906394284046e-07,1.12198709750682e-07,1.17479079721309e-08,2.06629114001119e-08,7.10077906000939e-08,1.48156722810376e-07,4.54498063634962e-08,7.13790175136386e-08,9.51109305845039e-08,2.93614554188932e-07,6.28064329238407e-08,1.14761579582899e-07,4.28769214658846e-08,6.2494216155346e-08,9.42214427308174e-09,2.44677804793489e-07,6.73370983212655e-08,2.02249367528583e-08,1.43508985615296e-07,2.41717949865956e-07,1.97995696635861e-07,6.05764995993782e-08,1.40269427673985e-07,2.69255188217486e-07,1.59200020042829e-07,2.12828982762398e-07,2.68711068309722e-08,1.73940634355388e-07,7.52074672946135e-08
3.10197693054928e-08,2.51950955179454e-07,1.30154255806932e-07,1.50606154677464e-07,1.73117374824079e-08,1.20202068967928e-08,7.67692810526167e-08,1.49201936753854e-07,3.7678500618506e-08,1.03819147841266e-07,8.37469274485476e-08,2.99827272949741e-07,6.69130552319426e-08,1.26289074390632e-07,6.28801359756953e-08,6.31389972858533e-08,6.57271296862479e-09,2.45279730989971e-07,7.98457118409366e-08,1.76431546611445e-08,1.27886724628886e-07,2.49522692871596e-07,2.101285624003e-07,8.89471923760379e-08,1.48346700075576e-07,2.68790755472706e-07,1.43375791127831e-07,1.52152209604266e-07,2.34812220927141e-08,1.82832606885592e-07,1.0528633396448e-07
2.66446772790375e-08,2.48760974486244e-07,1.12347853224278e-07,1.86744750306358e-07,2.51527657709265e-08,4.69457802997811e-09,8.22617980653274e-08,1.50517295109929e-07,3.06401323505621e-08,1.36307341976459e-07,7.25271674313805e-08,2.95208650437944e-07,6.76680481962865e-08,1.31138294270493e-07,8.29017068877383e-08,6.16450328586506e-08,8.58501802654989e-09,2.46746381718564e-07,8.69846135342831e-08,2.26568974125971e-08,1.12080150288649e-07,2.48417853434897e-07,2.13352066854283e-07,1.1801710521955e-07,1.50411312769609e-07,2.69846374009735e-07,1.27537400523488e-07,7.83698452715501e-08,2.54374386993122e-08,1.85224708163224e-07,1.33852784687107e-07
2.22908145724799e-08,2.45770538410563e-07,9.40019743286772e-08,2.16354737533343e-07,3.16033203082362e-08,6.56062705816809e-09,8.6521425947109e-08,1.51085310905357e-07,2.47334194714727e-08,1.63069063058786e-07,6.08698330073517e-08,2.70414443024542e-07,6.26980266833357e-08,1.24179897383896e-07,9.91342300485297e-08,5.61811755682987e-08,1.04009660216946e-08,2.46377488726356e-07,8.45585144846387e-08,2.60247800594113e-08,9.43060973864818e-08,2.28831215817757e-07,1.98823177011512e-07,1.41707424083223e-07,1.40044572413223e-07,2.67408510602927e-07,1.08486331219614e-07,7.98114677081778e-08,4.25653050131102e-08,1.7160510698245e-07,1.54935923894594e-07
1.78470921666236e-08,2.43029442855732e-07,7.54965618519298e-08,2.42271961893375e-07,3.7380204441194e-08,1.21854590901938e-08,9.02563908018722e-08,1.51416626347901e-07,1.94084793535483e-08,1.86530742492257e-07,4.8807298160863e-08,2.35135555835486e-07,5.46354986647408e-08,1.10858843655654e-07,1.13600716122182e-07,4.84724387737631e-08,1.16376344181017e-08,2.45490759670125e-07,7.69328212360418e-08,2.76013406338567e-08,7.60318980006975e-08,1.99904944055224e-07,1.75136050269348e-07,1.62186265528276e-07,1.22932433190958e-07,2.63982854415915e-07,8.77810109598591e-08,1.20870777895268e-07,6.55719184825031e-08,1.50388965436849e-07,1.72671460443417e-07
1.33813629081845e-08,2.41292104533676e-07,5.70125643299579e-08,2.62558561203383e-07,4.19124065034588e-08,1.68561029790537e-08,9.34120518167626e-08,1.52164059219102e-07,1.53914964140822e-08,2.05259162565316e-07,3.67710856771553e-08,1.88161432182547e-07,4.29646619045574e-08,9.01718619109237e-08,1.25471727211906e-07,3.83987253914123e-08,1.06746399504252e-08,2.46187535700481e-07,6.32711907471077e-08,2.46796066010794e-08,5.78695333553642e-08,1.60850582602937e-07,1.41389764701106e-07,1.79352694366627e-07,9.89825251485662e-08,2.6383383501423e-07,6.69031867481292e-08,1.80209233387287e-07,8.61362834413801e-08,1.21860896813333e-07,1.88256462358464e-07
8.97935353421684e-09,2.40184648318375e-07,3.84867670316056e-08,2.78796966970153e-07,4.54818430970825e-08,2.0673541612242e-08,9.6060479267006e-08,1.53097469598976e-07,1.23401914233634e-08,2.20555822054022e-07,2.49194147057162e-08,1.33286262531513e-07,2.89272978517256e-08,6.46062295887795e-08,1.35208938077746e-07,2.69094867861927e-08,8.28028695085846e-09,2.47695830840783e-07,4.56539009927806e-08,1.88666873038239e-08,3.94823320327277e-08,1.14685794636542e-07,1.00747064050012e-07,1.94069762736938e-07,7.07460570352479e-08,2.65490097811154e-07,4.60463667817462e-08,2.4634716093058e-07,1.0425489356942e-07,8.77628952191178e-08,2.01763253149217e-07
