x,y,z,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30
0,0.119815771617851,0,1.38602742757056e-07,4.84263704428356e-07,1.56610939991296e-07,1.79846947206258e-07,2.85684283481115e-07,3.78751887557339e-07,2.62911778607267e-07,1.90324734674234e-07,2.97047492884716e-07,2.7576176377136e-07,2.73747067598589e-07,4.28954902356533e-07,2.34758163617153e-07,1.65292393049416e-07,3.00127995823481e-07,3.49877684927918e-07,4.14017024342613e-07,1.10828267113252e-07,5.46735335612276e-08,1.21885604891078e-07,3.42349886076339e-07,2.70730194697793e-07,5.36468025110797e-08,4.01515187131754e-07,3.98461766845324e-08,1.30347050066146e-07,3.67463613595838e-07,2.8490533455058e-07,3.80706913347033e-08,3.7904779709284e-07
0,0.119815771617851,0.00355,1.38601737147449e-07,4.84263019108045e-07,1.56607807636731e-07,1.79833427303679e-07,2.85667323987517e-07,3.78756344616663e-07,2.62893190158658e-07,1.90319267586533e-07,2.97112819543027e-07,2.75742539063754e-07,2.738108596347e-07,4.28964559926774e-07,2.34765065233566e-07,1.65340626354336e-07,3.00105528338119e-07,3.49931692766808e-07,4.14058770262315e-07,1.10797867465339e-07,5.44666900297365e-08,1.21578865460702e-07,3.42390516714342e-07,2.70766169172598e-07,5.34550293193094e-08,4.01487443367592e-07,3.97479142945756e-08,1.30307971050088e-07,3.67488558290575e-07,2.84889444274553e-07,3.82647284087156e-08,3.78815451690005e-07
0,0.132223657426777,0,2.05775292832418e-07,4.7845674786667e-07,2.29604329644662e-07,9.96965050885702e-08,1.88406369789472e-07,3.94686844819822e-07,1.59332723223592e-07,2.73203586965305e-07,3.43835271129917e-07,1.59472140000108e-07,3.10118550181322e-07,4.44431882482454e-07,3.10044806203854e-07,1.69036682481485e-07,1.61207812023023e-07,3.91786395453841e-07,4.51273588732379e-07,1.80026795776534e-07,1.89472680786426e-07,1.55903036208109e-07,3.74610781481978e-07,1.67332956970548e-07,2.10210737295012e-07,3.86781203871011e-07,2.058402173557e-07,2.13200693618484e-07,3.9304261395856e-07,1.16963544269231e-07,2.04959844502962e-07,1.879422431226e-07
0,0.132223657426777,0.00355,2.05779954854131e-07,4.78456143937843e-07,2.29616941659962e-07,9.96837263940247e-08,1.88383541422406e-07,3.94691192908211e-07,1.59292715190344e-07,2.73226621994864e-07,3.43847146791129e-07,1.59408058282039e-07,3.10123907855839e-07,4.4443756173552e-07,3.10067835085369e-07,1.69024529565997e-07,1.61107113362153e-07,3.91769177127343e-07,4.51296257907794e-07,1.80065015441369e-07,1.89687567870724e-07,1.56151651509517e-07,3.74571915006261e-07,1.67240374191141e-07,2.104440527725e-07,3.86750322650116e-07,2.06056170750927e-07,2.13260074528641e-07,3.9297053930055e-07,1.16780054149273e-07,2.05134345073648e-07,1.87509718511439e-07
0,0.144631543235703,0,2.70923948579557e-07,4.70714342066806e-07,2.970248722144e-07,1.7580948319066e-08,6.53186988421319e-08,4.14276277219615e-07,3.44568414813403e-08,3.43499462664862e-07,2.9587332271444e-07,2.63750999050477e-08,2.5303317484423e-07,4.60642523967492e-07,3.45140724114925e-07,1.02645300278024e-07,2.37381028851465e-08,3.16808212563512e-07,4.798789299086e-07,2.57255877031301e-07,3.16758256914861e-07,3.15024219345552e-07,2.88177620092357e-07,3.56569017392972e-08,3.44766538113416e-07,3.85960183635289e-07,3.18260365494257e-07,3.02030502873612e-07,2.8854131265364e-07,6.47140346223582e-08,2.76833301852031e-07,1.34488500058342e-07
0,0.144631543235703,0.00355,2.70924846980505e-07,4.70713545318715e-07,2.97027326583775e-07,1.75846148785834e-08,6.52947416634667e-08,4.1428359917383e-07,3.44394671030254e-08,3.43503420687786e-07,2.95829150954184e-07,2.63796024138193e-08,2.52985377984804e-07,4.60657635360738e-07,3.45130253452777e-07,1.02601532415708e-07,2.38050526531601e-08,3.16734279133819e-07,4.7991583216471e-07,2.57289080990055e-07,3.16856564684729e-07,3.15132734543893e-07,2.88097412635627e-07,3.5675401974943e-08,3.44860120565676e-07,3.85996469336808e-07,3.183345967237e-07,3.02089959663204e-07,2.88448949422749e-07,6.4800982429176e-08,2.76883357649784e-07,1.34990438493912e-07
0,0.157039218303898,0.00355,3.33635871230714e-07,4.61400187603496e-07,3.57829547293092e-07,1.29829247041525e-07,8.4084166899591e-08,4.35540839591999e-07,1.17504055985221e-07,3.99553735336327e-07,1.60402404185873e-07,1.37571041354118e-07,1.11981083089446e-07,4.7449393307516e-07,3.41684384262394e-07,3.48980714896346e-08,1.67590433087378e-07,1.44972275121865e-07,4.89422864618452e-07,3.35299984064001e-07,2.74471449705498e-07,2.92555252349323e-07,1.10035537739325e-07,1.28885553821435e-07,2.97761226290762e-07,4.04046535903284e-07,2.57014069697596e-07,3.83106708353676e-07,9.30093832409927e-08,2.03726801643237e-07,1.9156716848154e-07,3.03915897025485e-07
0,0.157039218303898,0,3.33629015659697e-07,4.61400124008463e-07,3.57810970726668e-07,1.29819853881378e-07,8.40616015798911e-08,4.35535399716827e-07,1.17454812036165e-07,3.99521005565644e-07,1.60435021613028e-07,1.37484434140171e-07,1.12027301628666e-07,4.74485817093189e-07,3.41673608400275e-07,3.48385580931767e-08,1.67455444552962e-07,1.45105753303118e-07,4.89416310092692e-07,3.35221799417669e-07,2.74537672265427e-07,2.92606108426257e-07,1.1022520909092e-07,1.28710954084985e-07,2.97852237625655e-07,4.04019029362959e-07,2.57142677666645e-07,3.83001733092371e-07,9.32764630255872e-08,2.03530151007781e-07,1.91755911089222e-07,3.0385497808032e-07
0,0.169269626202695,0,3.92947480097441e-07,4.51080190628943e-07,4.1099278727005e-07,2.59970674175783e-07,2.32671938899859e-07,4.56317209355987e-07,2.59892032558232e-07,4.40955903566922e-07,5.15667025698245e-08,2.79551812801124e-07,9.71901432654554e-08,4.83577763058052e-07,3.09096158809214e-07,1.9280345815844e-07,3.07571478893644e-07,9.27707605060857e-08,4.77015237192352e-07,4.03751679876013e-07,7.63957776839332e-08,9.75990714138759e-08,1.22973876396644e-07,2.78499783386429e-07,8.84030312454326e-08,4.34472791478764e-07,5.51929238730428e-08,4.41948432066404e-07,1.48189467338696e-07,2.93046542808377e-07,4.59802955910133e-08,2.04706890641305e-07
0,0.169269626202695,0.00355,3.92951994048978e-07,4.5108006330428e-07,4.11004890488357e-07,2.59978899696133e-07,2.32691011242708e-07,4.56321080847097e-07,2.59932418870844e-07,4.40975857912319e-07,5.15973449381979e-08,2.79620826866075e-07,9.72441202981405e-08,4.83581105793973e-07,3.09089406669172e-07,1.92877823138887e-07,3.07673031593213e-07,9.29152956492478e-08,4.77005771817799e-07,4.03804308189454e-07,7.62723798398255e-08,9.74638439469043e-08,1.23175366005594e-07,2.78640051423786e-07,8.82388361350116e-08,4.3449401191414e-07,5.50466473110792e-08,4.42006115906178e-07,1.48459947857122e-07,2.93153429455261e-07,4.61698807838177e-08,2.04511690437428e-07
0,0.180460764086638,0,4.45303333977414e-07,4.40992466222387e-07,4.54462024259295e-07,3.83383603595288e-07,3.71500854288047e-07,4.74260712296139e-07,3.85866124171574e-07,4.68734996598515e-07,2.54498030774275e-07,3.97089551154684e-07,3.03081086661015e-07,4.87563573458666e-07,2.63966372704922e-07,3.52961783851566e-07,4.11916935795404e-07,3.08518145431406e-07,4.50623095853278e-07,4.5405641541974e-07,2.25038362650342e-07,2.04950594516573e-07,3.24924169713663e-07,3.99477931155731e-07,2.17934425067904e-07,4.64498675985869e-07,2.3909762456737e-07,4.73270991672255e-07,3.43059124070781e-07,3.32663027136256e-07,2.79231071969444e-07,1.15612616634767e-07
0,0.180460764086638,0.00355,4.4530408785258e-07,4.40991917427855e-07,4.54464269779882e-07,3.83390240454413e-07,3.71510646710172e-07,4.74261535711725e-07,3.85881340105378e-07,4.68737576799399e-07,2.54538180963126e-07,3.97112774169976e-07,3.03124162523871e-07,4.87560167722254e-07,2.63950439453845e-07,3.53003015897836e-07,4.1194626463217e-07,3.08591086948349e-07,4.50601469735005e-07,4.54067347629062e-07,2.25155195840433e-07,2.05071720888019e-07,3.25011409880053e-07,3.99524780050366e-07,2.18067228984407e-07,4.64496376714634e-07,2.39242914353244e-07,4.73266747446647e-07,3.43160853601178e-07,3.32667663604192e-07,2.79384257707864e-07,1.15794527837388e-07
0,0.19,0,4.89029517528296e-07,4.3216291796997e-07,4.89076667370554e-07,4.89399016328699e-07,4.89271691381371e-07,4.88790022929535e-07,4.89084822597276e-07,4.87835244512848e-07,4.41189319910778e-07,4.88758520013083e-07,4.85601258260819e-07,4.8879084246108e-07,2.20938967146655e-07,4.88434137395584e-07,4.86736888244947e-07,4.90052179209138e-07,4.22491120561328e-07,4.89101487732524e-07,4.89600943478513e-07,4.73940855452211e-07,4.86195956159642e-07,4.89317425511867e-07,4.82171602937213e-07,4.87798526303909e-07,4.80495672480656e-07,4.87774012360023e-07,4.89296718009717e-07,3.46856195605692e-07,4.90452633676668e-07,4.28773362455687e-07
0,0.19,0.00355,4.89038351011329e-07,4.32164937786164e-07,4.89100359798836e-07,4.89397451992683e-07,4.89287202952126e-07,4.88799478042692e-07,4.89138308874916e-07,4.87878866476964e-07,4.41161864626751e-07,4.8885904941154e-07,4.85600965325412e-07,4.88815359354766e-07,2.20970471620731e-07,4.8849091645524e-07,4.86895027748833e-07,4.90190907813884e-07,4.22542061285183e-07,4.89195925028595e-07,4.89510560914269e-07,4.73839684004745e-07,4.86420440288823e-07,4.89495600677376e-07,4.82167023430811e-07,4.87856808626425e-07,4.80600221666968e-07,4.87912440851564e-07,4.89624800694394e-07,3.47050598674936e-07,4.90678784135403e-07,4.2846937289835e-07
0.0043414754272879,0.107407885808926,0.001775,6.83153540209868e-08,4.67179902794741e-07,7.5860517459167e-08,2.30141849141997e-07,3.40045077593119e-07,3.39065010834074e-07,3.17239076824756e-07,9.14739059383259e-08,1.69121859032369e-07,3.30376704145804e-07,1.56504971283942e-07,3.74642219545803e-07,1.17877070638787e-07,9.90002338129459e-08,3.61180547387639e-07,1.94404521918615e-07,3.3220396239777e-07,4.33743191303237e-08,2.4776914115544e-07,3.39888103797254e-07,1.88327082809522e-07,2.95634572133382e-07,2.55526477667165e-07,3.60543987829906e-07,2.18514190774042e-07,4.91549596900103e-08,2.00003164053284e-07,3.57312447930506e-07,1.44768528872047e-07,2.97816366684473e-07
0.00630052989231961,0.00672093940032005,0.00355,4.48455104850305e-07,4.08064524399776e-07,4.38327517724212e-07,4.12556625975403e-07,4.03917317585712e-07,4.32818627049122e-07,3.98816159650437e-07,4.28017683604584e-07,3.15771382071731e-07,3.8930382562563e-07,3.57229202691503e-07,4.20309180584108e-07,2.05251447365746e-07,3.68558692279164e-07,3.85542389023052e-07,3.45012150862893e-07,3.60088891890461e-07,3.91038894154705e-07,3.03363138080587e-07,2.88495325329076e-07,3.43271342004403e-07,3.67365643468712e-07,2.93902701822436e-07,3.81453112013336e-07,2.97547860363022e-07,3.8239818983699e-07,3.40312644816411e-07,2.66813579418134e-07,3.09678649047967e-07,2.11719322253275e-07
0.00633861685818678,0.183262988568595,0,4.48371698136978e-07,4.07949997312163e-07,4.3817302223276e-07,4.12378454007289e-07,4.03725620214407e-07,4.32572419424868e-07,3.98978888670053e-07,4.26659550842941e-07,3.15072209524111e-07,3.91199575816661e-07,3.53346089516792e-07,4.19619043256421e-07,2.04890399674146e-07,3.67339493682963e-07,3.8331076886466e-07,3.45033258295806e-07,3.59549148149213e-07,3.90666204398479e-07,3.0366618253504e-07,2.87768637481418e-07,3.40476205789722e-07,3.66792857907339e-07,2.94045044747601e-07,3.79815908409433e-07,2.96882305062851e-07,3.83294018632012e-07,3.39437840368737e-07,2.69956677405827e-07,3.10184057452731e-07,2.12430453623508e-07
0.00675983399596949,0.00683208783418195,0,4.47237353421934e-07,4.05957362656297e-07,4.36002910662717e-07,4.11170554409706e-07,4.02380009609549e-07,4.2929843544022e-07,3.9636958687449e-07,4.24304747311546e-07,3.14056590075641e-07,3.85847757118644e-07,3.54864022871345e-07,4.1526348864738e-07,2.02312196210264e-07,3.65122227667315e-07,3.8089983457117e-07,3.41697719866193e-07,3.54213138532988e-07,3.85119844714824e-07,3.00509743035844e-07,2.85814686938041e-07,3.39003937078334e-07,3.61876322740237e-07,2.90871996234133e-07,3.74205050611938e-07,2.93861163139262e-07,3.75056258194072e-07,3.35059465229413e-07,2.6156082928368e-07,3.04928651942194e-07,2.09013518750772e-07
0.00676778817061142,0.183225693099523,0.00355,4.47534250443629e-07,4.05918800593503e-07,4.36229877221389e-07,4.11820360090761e-07,4.03098658415006e-07,4.29380346463288e-07,3.97376895000007e-07,4.23308599645715e-07,3.1476423776698e-07,3.88537852299054e-07,3.52413831028751e-07,4.14906280001928e-07,2.01845960640897e-07,3.65032182750588e-07,3.79424716452493e-07,3.43091360333913e-07,3.53861265652846e-07,3.85330853025717e-07,3.02800256200215e-07,2.87104142459753e-07,3.37488407777202e-07,3.6218682168588e-07,2.92964175899951e-07,3.73198548203601e-07,2.94982613174135e-07,3.76456057316035e-07,3.35348656087144e-07,2.64999072787495e-07,3.07003656224018e-07,2.12031585342928e-07
