x,y,z,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30
0.0765708349841718,0.0325636826944435,0,2.36418019402962e-07,9.92491642773288e-08,9.31238939677249e-08,1.11287697177736e-07,1.01035127391804e-07,8.46901814414874e-08,4.29077039209471e-08,7.02079460157063e-08,9.33695758831104e-08,1.6187104748631e-08,8.77805582518218e-08,2.45133266062227e-07,1.48525695247307e-07,8.60583701348291e-08,6.84652760112303e-08,3.4391832964649e-08,2.89110185620428e-07,2.34690101071416e-07,2.46865426972932e-07,2.23370354978066e-07,6.07710560136969e-08,1.27696330947799e-07,9.74676950223427e-08,2.83064571478827e-07,2.05325819691612e-08,2.31532612337504e-07,7.95712779465101e-08,1.34789636378851e-07,8.91124629771264e-08,3.05535974582594e-07
0.0766511600258392,0.135768179834769,0.00355,1.56408077573174e-07,1.16144688384811e-07,6.44349930856526e-08,8.7726240537285e-08,8.22951633354636e-08,1.06810483507647e-07,3.32794174279578e-08,3.87562320753005e-08,2.79041964027535e-07,2.11986021097844e-08,2.36101934610522e-07,2.49338193455503e-07,8.1229298260941e-08,1.23978486158053e-07,7.41826946376671e-08,5.89830408179169e-08,2.88588598049e-07,1.70585887823556e-07,2.09405580882791e-07,2.20418107925206e-07,1.83151854362444e-07,5.7957175693378e-08,8.81244902269391e-08,2.78947634890265e-07,2.88626849379913e-08,1.68154338682958e-07,2.64885122039959e-07,4.16642929525509e-08,1.20155153643295e-07,3.96906538747246e-08
0.0766832276334389,0.0725767402619005,0,8.69245352713826e-08,1.25537405966736e-07,3.67782703710983e-08,2.02766632975095e-07,1.89297216429639e-07,1.22209244184925e-07,7.87314205366441e-08,1.90227025901329e-08,2.37448976352603e-07,4.64521834619509e-08,1.98580653003125e-07,2.5784830521924e-07,3.95475869241614e-08,9.45391008538776e-08,1.60107655799377e-07,4.75997282357144e-08,3.11532100916101e-07,1.01290748746364e-07,9.88313117364415e-08,4.16817891952206e-08,1.60518439549595e-07,2.12889413252513e-07,4.06972506299259e-08,2.51197297835199e-07,5.54843250577969e-09,1.00501839425239e-07,2.33975210036635e-07,2.08635964436937e-07,1.33593248845774e-08,2.74416684240658e-07
0.0767532040837511,0.05406261757299,0,1.56965704185907e-07,1.15541053439561e-07,6.44523940410308e-08,8.63937844417011e-08,8.08560364663874e-08,1.07229826041769e-07,3.23757304540094e-08,3.94582749837047e-08,2.78946717603477e-07,2.30879099932956e-08,2.35655829584323e-07,2.50069502584856e-07,8.2686225523961e-08,1.23868461483545e-07,7.33757162772516e-08,5.98109351640111e-08,2.88164681076203e-07,1.71397426770112e-07,2.12633115695186e-07,2.22062285422335e-07,1.84387289421476e-07,5.53911591504285e-08,8.93338100679341e-08,2.75785627034894e-07,3.06764950009419e-08,1.66994421551807e-07,2.65916822522277e-07,3.93184564564845e-08,1.21958467330183e-07,3.9734272031782e-08
0.0769249481668865,0.135547148884619,0,1.55326521444666e-07,1.15067093299132e-07,6.34714510322465e-08,8.94922399353342e-08,8.36174829260928e-08,1.08477901629012e-07,3.35816095935289e-08,3.94658811375618e-08,2.79581476911834e-07,2.20162764304858e-08,2.363294904316e-07,2.50729811512348e-07,8.16360805010732e-08,1.23553252008818e-07,7.58579616181589e-08,6.05777310710041e-08,2.88967770774021e-07,1.69834056522963e-07,2.06940385586532e-07,2.18263589399015e-07,1.85020460175135e-07,5.99493373218682e-08,8.64013379517649e-08,2.77149426000485e-07,2.97926317937074e-08,1.66413669140653e-07,2.6619319145225e-07,4.29637507258266e-08,1.20357101948829e-07,4.01981215244411e-08
0.0770568998499606,0.0321471703926929,0.00355,2.37254987976217e-07,9.66851577178077e-08,9.19225341033874e-08,1.15237772655441e-07,1.04771783447432e-07,8.69649760669202e-08,4.38224862355999e-08,7.34305540628639e-08,8.77796446457516e-08,1.79424562369457e-08,8.33182053504374e-08,2.47623505810784e-07,1.51816465375022e-07,8.49563860488098e-08,7.23280995577514e-08,3.44893068128766e-08,2.90052374655855e-07,2.36096734839605e-07,2.42909593822977e-07,2.18682683374365e-07,5.80318974211867e-08,1.30934184904704e-07,9.42249844420457e-08,2.80133749642295e-07,2.18612341441585e-08,2.3046380742823e-07,7.47044423980437e-08,1.36871060400644e-07,8.83157038060091e-08,3.04710570804214e-07
0.0783300194961141,0.051435253736183,0.00355,1.65209961921043e-07,1.06735524250756e-07,6.41462948719143e-08,6.64125040249844e-08,6.0710772791428e-08,1.13031632734535e-07,2.28650871879347e-08,4.88572696793662e-08,2.68890006954306e-07,2.09333523090932e-08,2.26901049674803e-07,2.56399453436009e-07,9.56669108259745e-08,1.21050797565178e-07,5.99035885355766e-08,6.72680282525041e-08,2.86790236704346e-07,1.79965118019736e-07,2.41612441756514e-07,2.43145068787594e-07,1.84819924335566e-07,3.31864367810128e-08,9.62646154648363e-08,2.6855885054572e-07,3.95006423240924e-08,1.68884697467023e-07,2.57593659562724e-07,1.79233779746331e-08,1.36680844820055e-07,7.22335064721076e-08
0.0795022605906977,0.0768853302412318,0.00355,6.92327954050775e-08,1.14526107628192e-07,2.6844123572027e-08,2.21975137770622e-07,2.0232498209909e-07,1.39233041474576e-07,7.75640827474493e-08,1.97818795129381e-08,2.02954771010363e-07,6.25846810111803e-08,1.67865578384008e-07,2.71664319065321e-07,3.68743209906392e-08,7.61793401946444e-08,1.85918380243462e-07,5.21247141087859e-08,3.16660145537996e-07,8.20996518242347e-08,1.67686854943401e-07,9.40757923585819e-08,1.48625299569968e-07,2.44425054132734e-07,6.42756572003653e-08,2.28200358206743e-07,1.12182352237804e-08,7.67707725408117e-08,2.05227784398467e-07,2.30882843584754e-07,3.89756721714011e-08,2.72607307754774e-07
0.0797998588122796,0.0673530004240369,0.00355,1.04846171395991e-07,1.09514845087392e-07,3.97895020784373e-08,1.76781225029679e-07,1.60206783586628e-07,1.34632913188949e-07,6.02914421794813e-08,3.19193956723818e-08,2.66993724847887e-07,5.19119747144978e-08,2.2138351599693e-07,2.69277028438589e-07,5.90371986638585e-08,1.03260914472569e-07,1.5014053041928e-07,7.08808274155828e-08,3.04314894232664e-07,1.21448416214682e-07,3.18161018533244e-08,5.33222028809557e-08,1.95032957435639e-07,1.74404849174917e-07,1.21856957420346e-08,2.39223926520433e-07,1.45441725106172e-08,1.11526341929025e-07,2.67306936650186e-07,1.53140331103466e-07,4.32592565746191e-08,2.4007255775821e-07
0.081475802966759,0.0876396450385674,0.00355,2.85107041576463e-08,1.0820885113178e-07,1.03697839325054e-08,2.5183917110079e-07,2.26233451363316e-07,1.53053575901559e-07,8.16657970673933e-08,9.4492161261869e-09,9.15616436095017e-08,7.95738190933715e-08,7.48539542596749e-08,2.81754385639928e-07,1.67843053464873e-08,3.25141750119744e-08,2.1842342383637e-07,2.69165908731593e-08,3.24152446083772e-07,3.4359625806303e-08,2.933408454955e-07,1.96964951505381e-07,7.07979633662463e-08,2.94199550569061e-07,1.06699711155956e-07,2.04865828473258e-07,3.8855931615724e-08,3.08509260797401e-08,9.43521620828731e-08,2.76552403454269e-07,1.08170630982845e-07,1.49038374767226e-07
0.0820870211613857,0.0817458415584009,0,5.01127676162779e-08,1.04474957362254e-07,1.77486272051371e-08,2.38987577732136e-07,2.13325494513528e-07,1.54260198345199e-07,7.51233070386955e-08,1.74844683303331e-08,1.56224148602731e-07,7.87283660382709e-08,1.27770822610152e-07,2.82843235671024e-07,3.04860346049147e-08,5.52593624509235e-08,2.0984892386738e-07,4.8116777486441e-08,3.18937826062302e-07,5.99471163390856e-08,2.35135794238374e-07,1.47885436174989e-07,1.22004098253153e-07,2.7185805017724e-07,8.34407103446363e-08,2.04538047005558e-07,3.06400490736389e-08,5.2738525909593e-08,1.60594046566764e-07,2.48363134878082e-07,8.08251591981061e-08,2.3632580467468e-07
0.0823512725377216,0.0637966941380559,0,1.16250125143817e-07,9.65445671948752e-08,3.9895112268561e-08,1.56463032538412e-07,1.37868075775994e-07,1.4462063870001e-07,4.72348093883859e-08,4.35311251270238e-08,2.79129521597916e-07,5.39110275048087e-08,2.29830112142246e-07,2.77587757298123e-07,7.49850767716555e-08,1.05536809034229e-07,1.39471857765535e-07,8.87134255960136e-08,2.97307344537599e-07,1.3332923875654e-07,6.97010233310224e-08,1.01077378204552e-07,2.15050636551756e-07,1.43972450948105e-07,2.50059925788932e-08,2.25391561268016e-07,2.69675947394102e-08,1.13826002158001e-07,2.80419928665987e-07,1.11134969955507e-07,7.27903258683266e-08,1.9536832173196e-07
0.0825220746690255,0.125427747897609,0.00355,1.13265808766605e-07,9.62151104221377e-08,3.86405738598787e-08,1.61298000220738e-07,1.42068655350829e-07,1.46047812137989e-07,4.86240539699913e-08,4.26483626505647e-08,2.76557509339022e-07,5.39937959992585e-08,2.28075776133828e-07,2.78230961519139e-07,7.27068355301589e-08,1.03856796457241e-07,1.43813712563405e-07,8.8763460520529e-08,2.98234804409199e-07,1.29941039156723e-07,5.85975039890435e-08,9.18804943920727e-08,2.13067414993378e-07,1.51410016570634e-07,2.07056764153566e-08,2.255786541226e-07,2.39671674935871e-08,1.11323273099185e-07,2.77042019257711e-07,1.17665945877944e-07,6.70810027842964e-08,2.04744308377492e-07
0.0827762168598311,0.168290878203704,0,2.6569506452305e-07,6.09897578484162e-08,8.10375665667868e-08,2.20491142200522e-07,1.99271751252762e-07,1.08863697932534e-07,6.78010101668301e-08,1.24947264103449e-07,8.76116850692116e-08,6.03649411659317e-08,5.29775453121153e-08,2.77828428830584e-07,2.06568841557604e-07,5.72560628683918e-08,1.65072707243865e-07,8.19845836677754e-09,3.07190357563123e-07,2.63648950292481e-07,9.21116762474334e-08,6.87837358064782e-08,5.80476893049705e-08,1.97327823154556e-07,2.51310213393237e-08,2.33289287282598e-07,8.87190758590617e-09,2.24903197472738e-07,8.57461860745877e-08,1.64843319819676e-07,2.3372195961897e-08,1.9243075555872e-07
0.0827762168598311,0.168290878203704,0.00355,2.65695092509396e-07,6.09895415198333e-08,8.10374273189218e-08,2.20491108780542e-07,1.99271979871714e-07,1.08863612062438e-07,6.78013983559665e-08,1.24947292176303e-07,8.76114695333509e-08,6.03644573257633e-08,5.29782494875803e-08,2.77828084312258e-07,2.06569155118292e-07,5.72552948448046e-08,1.65072012213589e-07,8.19668289331419e-09,3.07188612605225e-07,2.63647058235431e-07,9.21107079326675e-08,6.8783295449887e-08,5.80446483857373e-08,1.97326139775379e-07,2.51308006721723e-08,2.33283409257428e-07,8.86972296296758e-09,2.24897420225427e-07,8.57425665610185e-08,1.64839066257279e-07,2.33703614473123e-08,1.92428453913492e-07
0.0827762168598311,0.146581756407409,0.00355,1.8943688071471e-07,8.10777869611763e-08,6.12377713471331e-08,1.65098908448028e-08,1.57118630448557e-08,1.28148499105876e-07,5.80678684134049e-09,7.99701757773394e-08,2.14344314895078e-07,5.71095491588975e-09,1.82472573544259e-07,2.72598182788432e-07,1.34336259561256e-07,1.08735677279062e-07,1.45034228249042e-08,7.65099404580318e-08,2.82022161441638e-07,2.0201247613247e-07,2.899604566033e-07,2.70260615103341e-07,1.60511361187616e-07,4.51560375947952e-08,9.8022662610716e-08,2.42025757043739e-07,6.24688147914118e-08,1.68796109102974e-07,2.02916116705699e-07,6.5614956953317e-08,1.61778580893946e-07,2.14888184662254e-07
0.0827762168598311,0.19,0,3.41046665634892e-07,3.69489054449691e-08,9.78531980900582e-08,4.54393795054457e-07,4.06231200950408e-07,9.84124838797133e-08,1.35436972092001e-07,1.79184660601916e-07,4.88314611176352e-07,1.25594702575892e-07,3.6110305699508e-07,3.08570681540413e-07,2.92832408471822e-07,1.86458952981708e-08,3.4125898283498e-07,9.60100308952507e-08,3.84358900572444e-07,3.3609472714739e-07,4.37139147397982e-07,4.22225935294707e-07,3.22005289650958e-07,3.07507727499831e-07,1.63432285932215e-07,2.27675532935516e-07,1.24389488129792e-07,3.00492026187501e-07,4.28821821323569e-07,2.01790591881276e-07,3.24784276500128e-07,4.62300997799647e-07
0.0827762168598311,0.19,0.00355,3.41047570794445e-07,3.6952505200509e-08,9.78522304398266e-08,4.54388176074191e-07,4.06229020877183e-07,9.84348535118278e-08,1.35433208489665e-07,1.79209205702531e-07,4.88277916518985e-07,1.25623544162985e-07,3.61072582828528e-07,3.08597686891727e-07,2.92856211112943e-07,1.86372274498e-08,3.4130596225248e-07,9.60364350381962e-08,3.84355629059686e-07,3.36113604789098e-07,4.36995732435992e-07,4.22108477781678e-07,3.22044637464333e-07,3.07561892446812e-07,1.63371508443013e-07,2.27653265521653e-07,1.24399248858757e-07,3.00459506985027e-07,4.28858531506893e-07,2.01810644505388e-07,3.24758931551195e-07,4.61946598428584e-07
0.0827762168598311,0.168290878203704,0.001775,2.656130069949e-07,6.04570416518838e-08,8.07303630498954e-08,2.19663482442057e-07,1.98565012144357e-07,1.08544409385124e-07,6.74305958947243e-08,1.24599118600421e-07,8.18737903095989e-08,5.98633961368915e-08,4.71572463759525e-08,2.77895911103552e-07,2.06542631429447e-07,5.69570939555421e-08,1.64498957809677e-07,1.23200121908605e-09,3.07358177859463e-07,2.63815448675402e-07,8.55703999220239e-08,6.06848788110703e-08,5.39824615502471e-08,1.97311249589651e-07,2.18953909516018e-08,2.33341060050674e-07,3.55869137655302e-10,2.2490168567141e-07,8.11497997895434e-08,1.6497878657446e-07,2.89960113693606e-09,1.90040886206173e-07
0.0827762168598313,0.0217091217962956,0,2.65673208469411e-07,6.098771044676e-08,8.10373593827301e-08,2.20494717626657e-07,1.99290212680784e-07,1.0878679348812e-07,6.79520666962088e-08,1.24797868018292e-07,8.77315682077286e-08,6.07988877794771e-08,5.26731443404412e-08,2.77320899701968e-07,2.07018173137263e-07,5.74075547616226e-08,1.65772393657909e-07,8.24860885942393e-09,3.07429759954163e-07,2.63756258022772e-07,9.21743644847887e-08,6.85775753994393e-08,5.87115124496565e-08,1.98199348729412e-07,2.50347727882233e-08,2.33984107183046e-07,8.93895567567563e-09,2.24730332730055e-07,8.66730645123443e-08,1.64010676031582e-07,2.33235088160513e-08,1.92016625079795e-07
0.0827762168598313,0.0434182435925912,0,1.89447603855047e-07,8.10647418027158e-08,6.1269356680531e-08,1.65009545564958e-08,1.57425438013786e-08,1.28079445772141e-07,5.94426598270602e-09,7.99414728711202e-08,2.14546046485911e-07,6.66725653713818e-09,1.82462521989424e-07,2.72570536207372e-07,1.34882198900455e-07,1.08800925019277e-07,1.44136209153026e-08,7.66772347484109e-08,2.81836895978548e-07,2.02369118629353e-07,2.91299289055151e-07,2.70486009323513e-07,1.60780980128417e-07,4.64958865431468e-08,9.87386411849501e-08,2.40553277598446e-07,6.3333890979025e-08,1.68145268798802e-07,2.02951318553193e-07,6.64911544325428e-08,1.62351106328496e-07,2.17012387023349e-07
0.0827762168598313,0,0,3.40979459696069e-07,3.69307758883473e-08,9.77738167632046e-08,4.5430970536021e-07,4.06094071456026e-07,9.8415340902011e-08,1.35414608887354e-07,1.789962156672e-07,4.88632807722928e-07,1.28610164858896e-07,3.60307842001595e-07,3.07287715398056e-07,2.93096296391765e-07,1.84835540430381e-08,3.42200424098988e-07,9.49190889393619e-08,3.84144125430511e-07,3.34928253250784e-07,4.37710993336881e-07,4.219121495282e-07,3.23224319373473e-07,3.07000115009865e-07,1.63848682681376e-07,2.2933003508799e-07,1.25294659156332e-07,2.99419213415436e-07,4.29657211813807e-07,1.97166139765334e-07,3.25106069679266e-07,4.6285416067207e-07
0.0827762168598313,0,0.00355,3.40975773062037e-07,3.69353879342794e-08,9.77711146185475e-08,4.54310688720488e-07,4.06085459058762e-07,9.84042921698477e-08,1.35399034566719e-07,1.78988757506171e-07,4.88636958032078e-07,1.28620977701024e-07,3.60303175733248e-07,3.07271651562375e-07,2.93075451059811e-07,1.84748290726949e-08,3.4219577033801e-07,9.49481345245797e-08,3.8417569789545e-07,3.34952878016824e-07,4.37731388268712e-07,4.21918181413141e-07,3.23232752196696e-07,3.07007925173109e-07,1.63838153248761e-07,2.29486803151669e-07,1.25316277133194e-07,2.99565813387741e-07,4.29660204621675e-07,1.97251310860491e-07,3.25138135701241e-07,4.62892024794693e-07
0.0827762168598313,0.0217091217962956,0.00355,2.6567372788917e-07,6.09891836853752e-08,8.10402141540092e-08,2.20489992420787e-07,1.99284869163556e-07,1.08779149440863e-07,6.79515419401876e-08,1.247832692074e-07,8.77038201960459e-08,6.07816424517443e-08,5.264966904216e-08,2.77312670808397e-07,2.07002665031063e-07,5.74211317591735e-08,1.65746890068447e-07,8.222378589565e-09,3.0743805982484e-07,2.63771441593298e-07,9.2281960994239e-08,6.86820896718826e-08,5.86706523059886e-08,1.98207380712598e-07,2.51015030891248e-08,2.34061789868068e-07,8.96241817160727e-09,2.24795177907545e-07,8.66049475900906e-08,1.64063162131785e-07,2.33478813072661e-08,1.92250859287209e-07
0.0828071627069232,0.146559559792938,0.00177488613623907,1.89209772541217e-07,8.05753463140979e-08,6.08894032930598e-08,2.6940721373626e-09,5.76598037553062e-09,1.28097695222408e-07,2.974415305379e-09,7.97217064173457e-08,2.14261282677821e-07,2.94265072688549e-09,1.82452803341924e-07,2.72807088687489e-07,1.34235938159898e-07,1.08817558130082e-07,5.75910576263141e-09,7.64788223584443e-08,2.82179068044725e-07,2.02020600736096e-07,2.90569375058671e-07,2.7082424876023e-07,1.60547526468623e-07,4.22885590219281e-08,9.80122329130327e-08,2.4185520579255e-07,6.24403016529169e-08,1.68526011451178e-07,2.02890956420565e-07,6.4400815399637e-08,1.62334594308439e-07,2.13149727164475e-07
0.0829289694450479,0.146502738577653,0,1.88976356559118e-07,8.04693487301312e-08,6.07121833009443e-08,1.63723558097207e-08,1.54732104937147e-08,1.28999321588926e-07,5.66775744864093e-09,8.04598963992932e-08,2.1501524110786e-07,5.85617102118706e-09,1.82919374633956e-07,2.7318179609698e-07,1.34589463311109e-07,1.08673911300077e-07,1.47529712521248e-08,7.73232829497768e-08,2.81821443061039e-07,2.01592147968593e-07,2.89815728197752e-07,2.70033260083951e-07,1.61542615433102e-07,4.45356298814178e-08,9.74318276927162e-08,2.40688197984295e-07,6.32921949041742e-08,1.67610196497514e-07,2.03665322817212e-07,6.51891250074266e-08,1.62529817777914e-07,2.13481456654009e-07
0.0831136426969476,0.124515342055752,0,1.09513142050034e-07,9.408781717616e-08,3.65248394277421e-08,1.66999050518792e-07,1.46339055263919e-07,1.49637671878104e-07,4.90114344770164e-08,4.27486004753753e-08,2.73527868111409e-07,5.76741250500397e-08,2.24983685210575e-07,2.80658276041616e-07,7.18995740756174e-08,1.00993695378852e-07,1.50111839176765e-07,9.10223502660672e-08,2.98483914967237e-07,1.25836360998499e-07,4.6153599799492e-08,7.93614901917879e-08,2.13695829787626e-07,1.59122922034403e-07,1.59224701257259e-08,2.19612139879629e-07,2.1685815508781e-08,1.06043937167835e-07,2.74743461789746e-07,1.23151431758594e-07,5.96436902311022e-08,2.17676289237336e-07
0.0837687611361059,0.0424676982902046,0.00355,1.91638776042388e-07,7.59445877508989e-08,5.92751013803464e-08,1.99528943478188e-08,2.03655815682753e-08,1.32136337098334e-07,7.6005017364225e-09,8.59286345553126e-08,2.05803328617942e-07,5.58256923925739e-09,1.75286162254581e-07,2.76028928441154e-07,1.41015195255456e-07,1.06591035322847e-07,1.39111809277541e-08,7.83271050907154e-08,2.80563772469582e-07,2.04059226021045e-07,2.92890349048115e-07,2.69067264157881e-07,1.56985023075404e-07,5.43400736148142e-08,9.54413988697908e-08,2.32471674185136e-07,6.80079413448877e-08,1.64317967214942e-07,1.93889135405423e-07,7.35009321502933e-08,1.65098259329559e-07,2.30343329362933e-07
0.0842605674014644,0.0998599050111276,0.00355,1.9130647557846e-08,9.63270180385705e-08,6.21801694000453e-09,2.55975452561303e-07,2.24695260512415e-07,1.66835010087216e-07,7.30136240143915e-08,7.53439693368551e-09,6.34829097850158e-08,9.38921781339509e-08,5.20379917737394e-08,2.9125860788548e-07,1.2283495635174e-08,2.12438869452587e-08,2.32892470299147e-07,2.25311373229646e-08,3.20150318997055e-07,2.2771728108414e-08,3.07740177843867e-07,2.05451460812694e-07,5.14396809265439e-08,2.99181165037918e-07,1.0116291790241e-07,1.8310393646159e-07,5.66512208059274e-08,1.8947568553716e-08,6.48034079455887e-08,2.66832517571938e-07,1.3002308037331e-07,1.07205147445288e-07
0.0844908304211335,0.105185041808172,0,3.8155834879611e-08,9.46328165115929e-08,1.22559644800562e-08,2.47412516413716e-07,2.16528283383726e-07,1.66740002547237e-07,6.95776314255447e-08,1.54407351178134e-08,1.23335110178525e-07,9.16997721408646e-08,1.00661084966899e-07,2.91182079312646e-07,2.52575813269992e-08,4.13199569812767e-08,2.25994406649751e-07,4.41495588385216e-08,3.16809663543296e-07,4.52451999434938e-08,2.68011016240842e-07,1.72258265131242e-07,1.0046131550358e-07,2.84241908842438e-07,8.70402688414404e-08,1.84575487372714e-07,4.87963803861645e-08,3.72976673032476e-08,1.26142285177992e-07,2.49108341955406e-07,1.08976776874292e-07,1.96529667397395e-07
0.0850282980635405,0.0609377214729605,0.00355,1.24579363893418e-07,8.33165762290498e-08,3.79537346618398e-08,1.38833787042619e-07,1.18298115809248e-07,1.55239530755406e-07,3.61809279757891e-08,5.56920097060692e-08,2.83817474625405e-07,5.48954387172562e-08,2.31916389280715e-07,2.8539571956312e-07,9.01670264112811e-08,1.04555803635285e-07,1.28885148430131e-07,1.05433995454581e-07,2.89174768882852e-07,1.40817772560887e-07,1.14967121820932e-07,1.37437249825087e-07,2.29468912028659e-07,1.17285868799501e-07,3.67945470853777e-08,2.06679554646312e-07,4.15828673992537e-08,1.09998616229984e-07,2.83982667493359e-07,7.47964676792308e-08,9.89306412246893e-08,1.50250776861716e-07
0.0866637534506741,0.0940284863479094,0,7.37516739870353e-09,8.61225861290456e-08,2.13728761232241e-09,2.59215665134052e-07,2.230377747863e-07,1.78291578521266e-07,6.53837016016397e-08,3.47409850029396e-09,2.46506330958773e-08,1.06502941481926e-07,1.96112286684924e-08,2.98341448549661e-07,5.71950686915562e-09,7.78238498991065e-09,2.43989822524674e-07,9.80308277901531e-09,3.14521573178529e-07,8.83863116156304e-09,3.20042042447216e-07,2.13475363777832e-07,2.13611751003522e-08,3.00847141351838e-07,9.62706233710374e-08,1.61035632916571e-07,7.14776798581968e-08,6.83410159865613e-09,2.59559634943267e-08,2.55259573878175e-07,1.48593978202548e-07,4.15155617029613e-08
0.0869696701747944,0.113412787836066,0.00355,6.70801785354336e-08,8.18851914624579e-08,1.90511873067801e-08,2.23174621248566e-07,1.90407297269357e-07,1.74869224473099e-07,5.46609424184591e-08,3.19619922331206e-08,2.04605317656405e-07,9.23264233440298e-08,1.65341831400369e-07,2.9613693095223e-07,5.01877053809904e-08,6.61757409908394e-08,2.10764416206357e-07,8.29196010605039e-08,3.027854112332e-07,7.76226758607615e-08,1.62048090658059e-07,8.49465901475902e-08,1.73335624837168e-07,2.40054844381364e-07,4.77516262769358e-08,1.71380106551693e-07,3.01249217520431e-08,5.81599316341294e-08,2.07686587924913e-07,1.889712181493e-07,5.70441243940291e-08,2.76518434999816e-07
0.0880409111763007,0.0733040573410168,0,7.83363753882782e-08,7.6146068306294e-08,2.09595600750614e-08,2.09769401057211e-07,1.76662816994055e-07,1.77922631959896e-07,4.78156463482035e-08,3.99210021558117e-08,2.30729009119061e-07,9.21249524683063e-08,1.84826726579279e-07,2.97981477915078e-07,6.21498984367007e-08,7.35579356376893e-08,2.00654197410018e-07,9.80773501140106e-08,2.95672811525491e-07,8.96587374119353e-08,1.10997894868714e-07,4.67950023505249e-08,1.99221428872168e-07,2.16161919773981e-07,3.11826594314071e-08,1.63431491463248e-07,1.7723267474227e-08,6.37877199415705e-08,2.33858587133624e-07,1.59589551473721e-07,3.17600214252843e-08,2.83339168762339e-07
0.0887667890380198,0.114455900895256,0,6.99949045463589e-08,7.38342070340451e-08,1.8033550734297e-08,2.19610578701419e-07,1.84140807615166e-07,1.82390542997477e-07,4.82189480054304e-08,3.67248866511075e-08,2.13203562924151e-07,9.76676458804443e-08,1.71065885378537e-07,3.00147291170369e-07,5.61408365886527e-08,6.62726598378638e-08,2.11671855369373e-07,9.37505707611927e-08,2.95657143415881e-07,7.96852720296429e-08,1.45735784417144e-07,7.17663211352302e-08,1.85611894616663e-07,2.3055206686986e-07,3.97428744858938e-08,1.55502302915883e-07,2.98551097651355e-08,5.52450503601994e-08,2.14672414663395e-07,1.69875944408544e-07,5.23719162027453e-08,2.80893763846569e-07
0.0888456492566839,0.135734686133624,0.00355,1.4480805707211e-07,6.27444139304124e-08,3.5694857089102e-08,9.2186171598442e-08,7.26464250604672e-08,1.67327303551599e-07,1.80723275250521e-08,8.02986045058641e-08,2.76968640994653e-07,4.15163862161464e-08,2.25387505471674e-07,2.93518582897339e-07,1.19221717538433e-07,1.02828998270712e-07,8.97583178740006e-08,1.24021023357402e-07,2.72502657538889e-07,1.56893010020183e-07,2.10149570368837e-07,2.08580626448624e-07,2.34525032371014e-07,5.54755710270368e-08,5.59676651529156e-08,1.79407248692985e-07,7.57780483563768e-08,1.04560096846967e-07,2.6852990791284e-07,1.46944801827303e-08,1.54676745868961e-07,4.20558624585552e-08
0.088942740753845,0.135681950348783,0,1.44532304458436e-07,6.23652230430947e-08,3.54297217644359e-08,9.26212310129821e-08,7.29158680897406e-08,1.67802661215512e-07,1.803856575039e-08,8.04883732787984e-08,2.77121318539934e-07,4.18414235926747e-08,2.25405323114147e-07,2.93756479319439e-07,1.1932310654984e-07,1.02598923593087e-07,9.02182939004705e-08,1.24592976380721e-07,2.72243802446363e-07,1.56522040893989e-07,2.0960851807221e-07,2.08061392557318e-07,2.35027434639517e-07,5.58479373887662e-08,5.55489826321146e-08,1.78456509577026e-07,7.60231443034957e-08,1.03864836573181e-07,2.68613127246793e-07,1.47256769013637e-08,1.54662061727975e-07,4.25764067072612e-08
0.0889815987354906,0.157436317305557,0,2.19043704779165e-07,4.46408536943357e-08,5.03184577483124e-08,1.06365291593027e-07,9.92830166247157e-08,1.48580222502798e-07,2.69253623873335e-08,1.30608158584248e-07,9.17041856952431e-08,4.00108824236106e-08,8.69696084368641e-08,2.92727084788976e-07,1.85588765698673e-07,8.8588198327744e-08,8.86468153045773e-08,5.3869989825258e-08,2.73874350844949e-07,2.22402129036221e-07,2.50554204536392e-07,2.12194952074402e-07,7.43607406015939e-08,1.27190249236725e-07,6.44615774409459e-08,1.81623804687788e-07,6.89834626568341e-08,1.46479123232569e-07,7.82673004947559e-08,1.14383271003728e-07,1.34311604864719e-07,3.00040808693831e-07
0.0889815987354906,0.157436317305557,0.00355,2.19043699842015e-07,4.46406403540663e-08,5.0318445254598e-08,1.06373068921881e-07,9.92899507156842e-08,1.48579530654894e-07,2.69261198144978e-08,1.30608152430043e-07,9.16610269804629e-08,4.00175448535919e-08,8.69388000273459e-08,2.92729769889398e-07,1.85588500431436e-07,8.8587842114042e-08,8.86674774905588e-08,5.38350261727476e-08,2.73885837889731e-07,2.22414669467602e-07,2.50491529944995e-07,2.12140910838765e-07,7.43045156832477e-08,1.27208642464014e-07,6.44557104169492e-08,1.81628644592213e-07,6.89345603070052e-08,1.4650113832534e-07,7.82038075194526e-08,1.14376159277664e-07,1.34233061539181e-07,3.00049720498819e-07
