[%] f1,[%] f2,[%] f3,[%] f4,[%] f5,[%] f6,[%] f7,[%] f8
6.71360864924104,2.82970006600113,2.46599954819978,0.622768830165807,0.128513448663209,-1.62943147928668,0.50127433312242,-1.7692106992363
6.65299903999199,0.441712747868892,2.46823519311131,-0.48653803668267,0.0963306936214789,-1.99094464757297,0.510787211083089,-1.77681783658862
6.66601677103437,2.82147665091728,0.0945198004138986,0.562702987468427,-1.35511002761817,-2.28489701014423,-1.82141551528028,-3.75428012545966
6.71233168680565,2.82955311519046,2.45603180872896,0.620363189693031,0.118772380404822,-1.64040144455439,0.471129140878463,-1.80133057299177
4.55091469569026,2.82903435226629,2.4647902974347,-0.63348150432367,-0.778112681874847,-3.05080269438588,0.498515524287876,-2.1392781567207
6.69239165292031,2.8296075625653,2.43860581248578,0.592088487684551,0.0936323344102691,-1.68507352323303,0.400326672626002,-1.87273608379082
6.70955957607785,2.82845609499147,2.46448252848634,0.618428637202083,0.119047420685462,-1.64268748530324,0.494503314923252,-1.78913435567544
6.70914208269796,2.83832411422215,2.43191944600196,0.601429209511865,0.111430411321875,-1.67500621703582,0.479638287982003,-1.80640421037585
6.71110820513327,2.82948902943593,2.44572435687034,0.618430468898513,0.110583287094261,-1.64848471148594,0.444233768980143,-1.82978654468198
6.71355273606926,2.82966772235604,2.46570737407161,0.62245427861221,0.128076521630306,-1.630416377079,0.50039865139007,-1.77038677055321
6.71360865100362,2.82970006366775,2.46599954722614,0.622768834782992,0.128513444892611,-1.62943147563751,0.501274330468663,-1.76921069876968
6.71360865100362,2.82970006366775,2.46599954722614,0.622768834782992,0.128513444892611,-1.62943147563751,0.501274330468663,-1.76921069876968
6.28930270236193,2.39052027571707,2.01416301324153,0.167413839997785,-0.330569913219962,-2.10195202129329,0.0365251437042007,-2.2476771666504
6.07785226285741,2.17168390913567,1.78888100452705,-0.0595344507940228,-0.559421174575899,-2.3375388155448,-0.195302443371732,-2.48637735645769
6.23465137237704,2.28291179499053,4.75313809769125,0.118282372890443,1.31860783002165,-1.45122972020757,2.71707025574657,0.00863147124133692
6.55635310828174,2.68583045050774,1.238558227598,0.450014552046093,-0.694116538231915,-2.07837708693036,-0.708389385690613,-2.82782398472737
8.77282955268307,2.24753409619055,2.10358448933822,1.52882955766992,0.747124960450743,-0.484582451824128,0.118754519793042,-1.76888839034145
6.92124869169266,2.14134484970572,2.03646567321557,0.415883518655225,-0.0574906401113378,-1.72677396560727,0.0463371958114313,-2.14053820171806
6.95924696212998,2.0167688567424,1.95884833227248,0.37878526531322,-0.090728487621912,-1.74316934181513,-0.0352331376876178,-2.20661351476663
7.00912533373127,1.87128448520126,1.86828924971063,0.339681242849915,-0.119584680382592,-1.74858967706686,-0.125588273280782,-2.26367491365922
7.06042664515765,1.69687972918088,1.77049797408358,0.286738099680936,-0.162496499202372,-1.77061276864764,-0.209512202416832,-2.33460988866469
7.12518987773318,1.49244077305157,1.65503291763288,0.227918691542623,-0.206921522877432,-1.78782219580642,-0.310196900091219,-2.40796445862432
7.33406358436638,0.830939780650508,1.2579863965761,0.0335253788940592,-0.368199088898784,-1.85976330580932,-0.695276212516086,-2.70702353062705
7.262521551118,1.13098161832091,1.4543371228001,0.154623436498873,-0.267567998843287,-1.77594835743982,-0.445999773464465,-2.49633237469043
7.34618200120193,0.814533575522633,1.28171409622617,0.0635928524255081,-0.356437890778369,-1.80678807720549,-0.701524001231443,-2.69600319802421
5.06489728493167,1.13722710420686,1.45813117794124,-1.10926862985568,-1.18253419599256,-3.21475123894606,-0.493002959781478,-2.90105718845976
