rho,Ex,Ey,Ez,Gxy,Gyz,Gxz,vxy,vyz,vxz,alpha,beta
401.381330344067,14089915239.715,1099013388.69777,605866355.307745,859484829.622615,901754575.34176,42269745.719145,0.467,0.372,0.435,19,1e-06
