err [%],used f1,used f2,used f3,used f4,used f5,used f6,used f7,used f8,Mech params
5.47212241637204,f02,f12,f21,f22,f23,f31,f32,f24,positive MP
5.48498834529068,f11,f20,f22,f30,f31,f32,f24,f33,positive MP
5.48544595732167,f11,f12,f22,f23,f31,f32,f24,f33,positive MP
5.48657122787896,f11,f20,f12,f22,f23,f31,f24,f33,positive MP
5.48924034300909,f11,f20,f12,f21,f23,f31,f32,f24,positive MP
5.51199586378606,f02,f12,f22,f23,f30,f31,f24,f33,positive MP
5.51285816027923,f02,f12,f21,f22,f23,f30,f31,f24,positive MP
5.51535129443049,f02,f20,f12,f21,f23,f30,f31,f32,positive MP
5.523648652532,f02,f20,f12,f21,f22,f23,f24,f33,positive MP
5.52789801982918,f11,f02,f12,f22,f23,f31,f32,f24,positive MP
5.53615979478051,f11,f12,f21,f23,f31,f32,f24,f33,positive MP
5.55599710991354,f02,f20,f12,f21,f22,f23,f32,f24,positive MP
5.56212343022307,f11,f02,f12,f22,f23,f30,f31,f24,positive MP
5.57013515589786,f11,f12,f21,f22,f23,f31,f32,f24,positive MP
5.57170567250185,f02,f20,f21,f22,f23,f30,f32,f33,positive MP
5.58207157621493,f11,f21,f22,f30,f31,f32,f24,f33,positive MP
5.58982359978507,f02,f12,f21,f22,f23,f31,f24,f33,positive MP
5.59119754149005,f20,f21,f22,f30,f31,f32,f24,f33,positive MP
5.59627161820933,f02,f12,f21,f23,f30,f31,f24,f33,positive MP
5.6009909335057,f02,f20,f12,f21,f23,f30,f24,f33,positive MP
5.61256735782769,f11,f12,f21,f22,f23,f30,f24,f33,positive MP
5.61408771314932,f02,f20,f22,f23,f30,f31,f32,f33,positive MP
5.6201433211379,f11,f20,f12,f21,f22,f23,f30,f24,positive MP
5.62142259948241,f11,f20,f12,f22,f23,f30,f32,f24,positive MP
5.62683360820452,f02,f12,f21,f23,f30,f32,f24,f33,positive MP
5.62804527305916,f11,f12,f22,f23,f30,f32,f24,f33,positive MP
5.6297801723094,f11,f20,f21,f22,f31,f32,f24,f33,positive MP
5.63295307163348,f11,f20,f21,f22,f30,f31,f24,f33,positive MP
5.63329124251041,f11,f20,f12,f21,f23,f30,f24,f33,positive MP
5.63630381187926,f11,f20,f12,f23,f30,f32,f24,f33,positive MP
5.6465707717074,f11,f20,f21,f22,f23,f30,f31,f32,positive MP
5.65685754348973,f11,f12,f21,f22,f23,f30,f32,f24,positive MP
5.66440991993608,f11,f20,f12,f21,f23,f30,f32,f24,positive MP
5.66894900770369,f11,f12,f21,f23,f30,f32,f24,f33,positive MP
5.6723891986782,f11,f20,f12,f22,f23,f30,f24,f33,positive MP
5.67878781953152,f02,f20,f12,f22,f23,f31,f32,f24,positive MP
5.69571974463639,f02,f20,f12,f21,f23,f31,f24,f33,positive MP
5.6959690250894,f02,f20,f21,f22,f23,f31,f32,f33,positive MP
5.70831949706334,f02,f20,f12,f22,f23,f30,f32,f24,positive MP
5.71818509414779,f11,f20,f12,f21,f22,f32,f24,f33,positive MP
5.72500967885318,f11,f20,f12,f21,f22,f23,f32,f33,positive MP
5.73198961991029,f11,f20,f22,f23,f30,f31,f32,f33,positive MP
5.73250576701498,f02,f20,f21,f22,f23,f30,f31,f32,positive MP
5.77114380748195,f11,f20,f21,f23,f30,f31,f32,f33,positive MP
5.81685200852042,f02,f20,f12,f22,f23,f30,f31,f24,positive MP
5.84807223514356,f02,f12,f22,f23,f30,f31,f32,f24,positive MP
5.85062432302923,f02,f20,f12,f21,f23,f32,f24,f33,positive MP
5.8603510767422,f02,f20,f12,f23,f31,f32,f24,f33,positive MP
5.86538729048777,f11,f20,f21,f22,f23,f30,f31,f33,positive MP
5.86911170538793,f11,f12,f22,f23,f30,f31,f24,f33,positive MP
5.88648333848769,f02,f12,f21,f23,f31,f32,f24,f33,positive MP
5.88921192212761,f02,f20,f12,f23,f30,f32,f24,f33,positive MP
5.9057491676344,f20,f21,f22,f23,f30,f31,f32,f33,positive MP
5.94034669183451,f11,f20,f21,f22,f30,f32,f24,f33,positive MP
5.96162327712001,f02,f12,f23,f30,f31,f32,f24,f33,positive MP
5.96571265388426,f02,f20,f21,f30,f31,f32,f24,f33,positive MP
5.98341898492808,f11,f21,f22,f23,f30,f31,f32,f33,positive MP
5.98451552070363,f02,f20,f12,f23,f30,f31,f24,f33,positive MP
5.98873606962553,f02,f20,f12,f21,f23,f30,f32,f24,positive MP
5.99945427896875,f02,f12,f21,f22,f23,f32,f24,f33,positive MP
6.00072073232478,f02,f12,f21,f23,f30,f31,f32,f24,positive MP
6.03273517716127,f02,f20,f12,f21,f23,f31,f32,f24,positive MP
6.05592514554889,f11,f20,f21,f22,f23,f31,f32,f33,positive MP
6.10204572274413,f02,f20,f12,f21,f23,f30,f31,f24,positive MP
6.12501908177404,f02,f20,f21,f22,f23,f30,f24,f33,positive MP
6.16203834254969,f02,f20,f22,f23,f30,f31,f24,f33,positive MP
6.17640557177815,f11,f20,f22,f23,f30,f31,f32,f24,positive MP
6.17664897059117,f20,f12,f21,f22,f23,f32,f24,f33,positive MP
6.17801243663409,f11,f20,f12,f21,f22,f23,f24,f33,positive MP
6.19063297923809,f11,f20,f21,f23,f30,f31,f32,f24,positive MP
6.20027877601397,f11,f20,f12,f22,f23,f32,f24,f33,positive MP
6.22653232472559,f02,f20,f22,f23,f30,f32,f24,f33,positive MP
6.25465261036873,f11,f20,f12,f21,f22,f23,f32,f24,positive MP
6.26000453817653,f11,f20,f12,f21,f23,f32,f24,f33,positive MP
6.26592247982045,f11,f20,f23,f30,f31,f32,f24,f33,positive MP
6.26784811438143,f02,f22,f23,f30,f31,f32,f24,f33,positive MP
6.27689242629022,f02,f20,f21,f23,f30,f31,f32,f33,positive MP
6.28164172114591,f02,f20,f21,f22,f23,f31,f24,f33,positive MP
6.29905831148341,f11,f20,f21,f22,f23,f30,f31,f24,positive MP
6.31843909940043,f02,f20,f22,f23,f31,f32,f24,f33,positive MP
6.32977170532569,f20,f22,f23,f30,f31,f32,f24,f33,positive MP
6.35838922275827,f11,f20,f21,f22,f23,f31,f32,f24,positive MP
6.36027023237705,f20,f21,f22,f23,f30,f31,f24,f33,positive MP
6.37899349120679,f11,f20,f21,f23,f30,f31,f24,f33,positive MP
6.40000976918318,f20,f21,f22,f23,f30,f31,f32,f24,positive MP
6.40232209463021,f02,f20,f21,f22,f23,f30,f31,f24,positive MP
6.41062002383482,f20,f21,f22,f23,f31,f32,f24,f33,positive MP
6.41710671755252,f11,f20,f22,f23,f31,f32,f24,f33,positive MP
6.42388678679939,f11,f21,f22,f23,f30,f31,f32,f24,positive MP
6.43550200105301,f02,f21,f22,f23,f30,f31,f24,f33,positive MP
6.45339415365503,f11,f20,f22,f23,f30,f31,f24,f33,positive MP
6.45952099638731,f02,f20,f21,f22,f23,f30,f32,f24,positive MP
6.46535117173049,f11,f20,f21,f23,f31,f32,f24,f33,positive MP
6.48356468920125,f02,f20,f12,f23,f30,f31,f32,f24,positive MP
6.4947278554923,f02,f20,f21,f22,f23,f32,f24,f33,positive MP
6.54220382728369,f11,f21,f22,f23,f31,f32,f24,f33,positive MP
6.54296793658798,f11,f20,f21,f22,f23,f31,f24,f33,positive MP
6.54498163482206,f11,f21,f23,f30,f31,f32,f24,f33,positive MP
6.58956530835227,f02,f20,f21,f22,f23,f31,f32,f24,positive MP
6.59101378118562,f02,f21,f22,f23,f30,f31,f32,f24,positive MP
6.60456871955225,f02,f20,f22,f23,f30,f31,f32,f24,positive MP
6.62205869386396,f20,f21,f22,f23,f30,f32,f24,f33,positive MP
6.73032535572962,f02,f21,f22,f23,f30,f32,f24,f33,positive MP
6.7584653272067,f11,f20,f21,f22,f23,f30,f32,f24,positive MP
6.79486877116176,f20,f21,f23,f30,f31,f32,f24,f33,positive MP
6.82730000483789,f11,f12,f21,f22,f23,f32,f24,f33,positive MP
6.8290522166262,f11,f22,f23,f30,f31,f32,f24,f33,positive MP
6.84378403524698,f11,f20,f22,f23,f30,f32,f24,f33,positive MP
6.92682082359412,f21,f22,f23,f30,f31,f32,f24,f33,positive MP
6.92811915271445,f11,f20,f21,f22,f23,f30,f24,f33,positive MP
6.93773567935681,f11,f20,f21,f23,f30,f32,f24,f33,positive MP
6.93802560677367,f11,f20,f21,f22,f23,f30,f32,f33,positive MP
7.03139861300192,f02,f20,f21,f23,f30,f31,f24,f33,positive MP
7.03324632344513,f11,f21,f22,f23,f30,f32,f24,f33,positive MP
7.07396107390499,f11,f21,f22,f23,f30,f31,f24,f33,positive MP
7.10664553409285,f02,f20,f21,f23,f30,f32,f24,f33,positive MP
7.27153524346771,f02,f20,f21,f23,f31,f32,f24,f33,positive MP
7.31036055797845,f02,f21,f22,f23,f31,f32,f24,f33,positive MP
7.34899849000858,f02,f20,f23,f30,f31,f32,f24,f33,positive MP
7.48036398521671,f02,f21,f23,f30,f31,f32,f24,f33,positive MP
7.77885349116166,f02,f20,f21,f23,f30,f31,f32,f24,positive MP
7.95316907091675,f11,f20,f21,f22,f23,f32,f24,f33,positive MP
