f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,used f1,used f2,used f3,used f4,used f5
60.5125152613883,104.225494132664,133.198557035166,160.131227262347,176.102986079617,291.573570921654,461.226249905708,412.359233836799,464.895735983136,516.959027340964,705.091388569987,679.522694693219,f11,f02,f12,f22,f31
60.5889320301977,103.9581157409,133.425577953632,160.079783323002,176.328400908631,291.778717295588,461.361798316711,412.453384324808,464.845097334375,517.619313475309,704.813424159453,680.19102214895,f11,f02,f12,f22,f32
59.952513475647,99.6987278256604,113.660484452042,156.172094072108,159.635016660063,276.494160845482,441.673166726278,371.404911183143,425.221307025967,469.18653202773,680.159883570578,633.491818851447,f11,f02,f12,f22,f24
60.6432170229944,103.965538900279,134.946730143272,160.179355586618,177.610748013581,292.796165718773,462.443992214675,415.247715950853,467.308743742788,521.162976198228,705.734227328793,683.471151241345,f11,f02,f12,f22,f33
57.6976327336472,102.630923835856,129.428781032224,154.728433765371,170.771711442368,280.937939157048,444.574457588585,403.281624889732,453.677499484068,497.979316724262,684.054128219444,654.350741561179,f11,f02,f12,f23,f30
57.8156360433173,103.368217458725,122.755828494864,155.367279281092,165.36454578442,277.933757215723,442.805421671355,391.765684774275,444.741521462998,484.549046280891,684.705285713335,643.279245327303,f11,f02,f12,f23,f31
58.2572182722066,101.487565926397,128.837156018974,154.885135195669,170.544982874635,281.67041453527,445.682134417186,400.564402845755,451.371391407847,498.637983555033,683.948020727971,655.994564965032,f11,f02,f12,f23,f32
60.7449859912735,102.485992213218,-11.7511354892956,158.341210448302,58.0433955425913,208.474578025894,381.817013475912,147.039715728675,232.911196100876,198.438105159752,643.504070865129,399.127182284788,f11,f02,f12,f23,f24
58.9122876587557,101.683252386224,122.551041089611,155.958313552334,166.01116074199,279.887610105165,445.188147615289,389.619114075967,442.237231307289,486.89677594253,685.1067711805,647.480744804853,f11,f02,f12,f23,f33
60.8164044817332,103.985725330829,136.924322505701,160.455153937793,179.421678931262,294.360053697415,464.015781280318,418.949899425403,470.515782910296,525.802175976257,707.124702748744,687.920581659228,f11,f02,f12,f30,f31
60.7317532039722,104.196325679917,136.233274839032,160.453200167792,178.811352690911,293.834021209411,463.513249433255,417.958232430454,469.717995362257,524.054350140246,706.994677928336,686.247508787122,f11,f02,f12,f30,f32
58.838284230991,99.6949920327404,136.333139967365,154.640630929416,177.146117747432,286.479101569948,449.47187989422,412.436047167653,460.246798640411,515.639036857002,683.950856588604,671.54991073523,f11,f02,f12,f30,f24
60.8600624647729,104.008202072036,138.044178770329,160.547777557552,180.360013939192,295.141614144515,464.875765651311,420.98500313571,472.381248745515,528.471421654942,707.913132586832,690.403877328268,f11,f02,f12,f30,f33
60.8025821061592,104.098971777186,134.9789718412,160.495767480213,177.821909310579,293.278945067377,463.085706467114,415.523625950417,467.65111748119,521.578249764631,706.66277670173,684.228353807252,f11,f02,f12,f31,f32
58.837167274565,100.017467180177,133.822507683791,154.843078291722,175.067485139729,285.260664811933,448.703100532098,408.119116444046,456.9481914054,510.50121024132,684.148497606122,667.215081885668,f11,f02,f12,f31,f24
60.9193581210266,103.912731823075,136.846122465025,160.567802209032,179.429637606537,294.563723428577,464.350611635561,418.716010609678,470.35759600793,525.976993066824,707.438024424746,688.321930943328,f11,f02,f12,f31,f33
59.1416488283174,99.225788875634,133.647617076119,154.803015286247,175.113725835309,285.590188875455,448.956385948808,406.878021485679,455.512443589532,510.826278577481,683.350020824217,667.958860902878,f11,f02,f12,f32,f24
60.9026642322182,104.056898540668,135.793592426213,160.626432501647,178.570331795449,293.986354239214,463.881056611714,416.984078888879,468.933863601382,523.658040396296,707.340932028874,686.301959379725,f11,f02,f12,f32,f33
59.3995831312621,99.2059167653063,134.618350990114,155.186330630201,176.136528838851,286.804125091449,450.477385647296,408.718247205176,457.180789537865,513.707730621584,684.866218414165,671.155972263316,f11,f02,f12,f24,f33
58.1376169046399,101.086766218,136.977898748211,154.435666001022,177.293002697675,285.607378140325,448.041375519177,415.151115643144,463.078943267286,514.811132566937,684.134109892309,669.344149856256,f11,f02,f21,f22,f23
61.3113743404718,104.839377968122,138.238048818401,161.737973457302,181.068683370191,296.768891853952,467.411438743824,422.625222690047,474.338293787491,530.143106836736,711.995810582388,693.285011710139,f11,f02,f21,f22,f30
61.3593179087314,104.624543463207,137.704597017556,161.662295746322,180.685450404216,296.459836481234,466.955828042107,421.458507248894,473.106329955103,528.911705561966,711.260959504733,692.199744239865,f11,f02,f21,f22,f31
61.2909948773982,104.981783442492,137.005657857783,161.773721006045,180.111450766812,296.032124499655,466.61046066602,420.649841421283,472.542501673132,527.165006050199,711.524620180027,690.602204592681,f11,f02,f21,f22,f32
58.8966888865589,98.8846528903162,140.821809870425,154.236048343154,180.823608605196,288.789786903943,450.998211291868,419.572846258643,465.925681226701,525.228774122575,683.529663911584,679.691097994874,f11,f02,f21,f22,f24
61.175007025762,104.945638186522,139.004953338799,161.60444461654,181.582493167024,296.89615633796,467.413286140072,424.132874060927,475.638144704076,531.456874958922,711.966586544732,694.146323178421,f11,f02,f21,f22,f33
57.8330179392514,101.187241299673,138.173508879294,154.051524830371,177.991516131256,285.541962410529,447.680234518393,417.389564357104,464.953089329822,516.646602012218,683.572639163854,670.270081995281,f11,f02,f21,f23,f30
57.8606036268781,101.276843659752,137.891753734236,154.152659044277,177.778662826762,285.515227526808,447.793047936746,416.94544342001,464.713052336532,516.209625221882,683.914486941786,670.002086225809,f11,f02,f21,f23,f31
57.9371389623251,100.985280104559,138.12660114211,154.087726772723,178.002625678545,285.718695532356,447.929454265843,417.014088651615,464.641208532413,516.907301859896,683.603539307574,670.70116159774,f11,f02,f21,f23,f32
56.5259308052896,96.9914934771328,137.035228012298,149.352768822188,175.716777953,279.294985226657,436.268498206781,409.931248055405,454.683038544486,508.060269617655,664.398557154258,657.26854295877,f11,f02,f21,f23,f24
58.1447098302782,101.052720371879,139.496197513539,154.463321500422,179.277356946755,287.102362675061,449.715689726071,419.614650600385,467.112453622013,520.715304184696,685.479507037343,674.671339396336,f11,f02,f21,f23,f33
62.2186546367632,104.85622303704,138.060134732186,163.108048625689,181.767153177004,299.039506568521,470.739057795327,422.571611182869,474.641863813226,532.246174453744,715.944354895673,697.37537797421,f11,f02,f21,f30,f31
62.0423866233099,105.354892483905,137.218909540315,163.141779690541,181.005288917382,298.302995447151,470.008305441493,421.679181571671,474.008401275672,529.858212178653,715.986660793346,694.986982768949,f11,f02,f21,f30,f32
58.9396224630884,98.9132010114195,141.165229040382,154.321686177335,181.143275921233,289.113912872393,451.387997984164,420.240360275305,466.547685405287,526.121918202598,683.946901822911,680.598350306264,f11,f02,f21,f30,f24
62.0193668793439,105.185974430314,138.62819551508,163.024580548947,182.066297122175,299.016346080147,470.692346027483,423.918984753501,476.007099899928,533.080643756795,716.244191815601,697.753304118435,f11,f02,f21,f30,f33
62.0923297170598,105.095643166854,136.703492432702,163.043916724014,180.624768598254,297.997754340254,469.558417967741,420.469089868938,472.745550813662,528.705778257397,715.196785320827,693.968482694494,f11,f02,f21,f31,f32
58.9114542516798,98.9798079987674,141.520845302957,154.326320028482,181.405467451376,289.282814917307,451.579892815446,420.947232995196,467.220154805427,526.881710112742,684.188591383326,681.234684372201,f11,f02,f21,f31,f24
62.0484563011761,104.909915878512,138.237015236545,162.88137344418,181.780966466773,298.703249356823,470.158816425318,422.950038911063,474.871558236894,532.069641472145,715.29106573225,696.789924206334,f11,f02,f21,f31,f33
58.9672790869446,98.9175980185267,139.97298510464,154.350726255146,180.221633979535,288.486518972639,450.750914524511,418.121291925798,464.653251691876,523.463792558564,683.476498987958,678.293366551513,f11,f02,f21,f32,f24
61.9422684583534,105.395904960762,137.367127573567,163.01511026365,181.048934134609,298.136122918836,469.707122634329,421.991675300624,474.231810760011,529.860725645649,715.653204173725,694.742047582837,f11,f02,f21,f32,f33
59.0582567304701,98.9027050069467,142.51921663945,154.513753080565,182.317178661957,290.22165464514,452.726799081363,422.677267348667,468.800779455604,529.613709766015,685.194285635259,684.025682658902,f11,f02,f21,f24,f33
57.980439687987,102.374437741433,131.249430826014,155.001896237513,172.498199073939,282.599284856074,446.287016928381,406.301389094035,456.282378559259,502.65174212128,685.2720759304,659.015359868047,f11,f02,f22,f23,f30
58.286322092668,103.055703700905,126.252047505079,155.888510949218,168.662219555208,280.980634455616,445.919644801318,397.884698246882,449.952209172857,493.229349431978,687.067375758579,651.866208549184,f11,f02,f22,f23,f31
58.4494212959479,101.46125181667,130.331988118252,155.159005523617,171.967932234099,282.993386219037,447.044679554634,403.318594840439,453.762497290595,502.295580273591,685.145760494794,659.617135577347,f11,f02,f22,f23,f32
59.4611937073403,99.1619901304029,91.4034363142709,154.883004953053,141.176409258411,262.116549693243,426.303841988384,330.252968069842,388.545286475578,417.806308389575,666.574777600438,586.456710447581,f11,f02,f22,f23,f24
59.1689473562811,101.821264380657,125.764617019892,156.440919340779,168.924560758581,282.430244532633,447.834033986123,395.723989723622,447.648733859484,494.48086495733,687.637703679611,654.753621630057,f11,f02,f22,f23,f33
61.2502357164342,105.40045653872,134.13942514882,161.983398993976,177.683129751083,294.559098633443,465.795511981946,415.863986350561,468.843163817547,521.327052815819,711.867941233736,685.702151326309,f11,f02,f22,f30,f31
61.243822735904,105.426000028313,134.130594152615,161.989787922053,177.672719918179,294.54931686895,465.793587815383,415.878289226191,468.869164984265,521.295548608225,711.904480501564,685.66852230036,f11,f02,f22,f30,f32
58.8041414879866,99.4952643372996,136.988100920652,154.468657146219,177.625638690813,286.675887901962,449.480364464595,413.34373493137,460.920741315431,516.941286433473,683.526812265919,672.523812177325,f11,f02,f22,f30,f24
61.324475635516,105.350849409838,134.978974676012,162.074699846465,178.41336694461,295.224004260176,466.551644370004,417.320020518858,470.160216565067,523.45401371711,712.493653256844,687.764075190576,f11,f02,f22,f30,f33
61.4200270255335,105.364489556752,132.340400324265,162.214019636019,176.331348276651,293.996470025909,465.574741726934,412.504145522646,466.11122153936,518.019094998206,712.004223864882,683.235433116962,f11,f02,f22,f31,f32
58.8888306210876,99.7826219054351,135.20998466658,154.779650217812,176.231269372178,286.072196819344,449.347088375801,410.360577032173,458.753265681219,513.58706934601,684.238605657663,669.942825774725,f11,f02,f22,f31,f24
61.540559134401,105.384029789349,132.575567609667,162.411214026051,176.629097872454,294.456646257468,466.220830804381,412.996910711782,466.602906126544,518.917318434216,712.731402582673,684.354653488547,f11,f02,f22,f31,f33
59.1510433573537,99.1245344292792,134.430405991646,154.75587712819,175.759958523959,286.00835275129,449.255455772059,408.178281159018,456.565050390912,512.495061553114,683.369667978791,669.387458318454,f11,f02,f22,f32,f24
61.5740260423388,105.235405887467,132.651524712573,162.368589106393,176.705611871842,294.518264548867,466.232372048436,412.955284669394,466.489017881351,519.146262889099,712.514047660127,684.581038932146,f11,f02,f22,f32,f33
59.3708728378597,99.142727190821,135.451578855236,155.107655385686,176.788130164535,287.172846146751,450.721680550489,410.143847858462,458.362090812675,515.413908771443,684.866436744299,672.54698271084,f11,f02,f22,f24,f33
57.4606356019791,102.659338380345,132.901837701238,154.425645344496,173.3503035716,282.362424573182,445.703342729354,409.437713040643,459.135107229963,505.125371288012,684.642460598705,660.077095807016,f11,f02,f23,f30,f31
57.6901056292353,101.754697522971,134.694560244173,154.217277872952,174.914100242545,283.577728249065,446.621431329212,411.571179813143,460.580395694433,509.560051004132,684.011397693906,664.19726625627,f11,f02,f23,f30,f32
55.9777091677723,98.5451954748451,131.115121007959,149.504180627855,170.410486482751,275.290151019388,433.338787801952,400.987115029921,447.819371846248,494.571006815476,664.584060382442,644.972206389387,f11,f02,f23,f30,f24
58.0797993990575,101.86174145504,134.786234873329,154.873931635568,175.349535514043,284.69601212272,448.331438267886,412.008230120772,461.17081686016,510.937050760385,686.136686441244,666.460394282754,f11,f02,f23,f30,f33
57.8095955353185,101.961366121273,133.146870585929,154.537269006548,173.710701168662,283.178155078943,446.740352581751,408.872759589118,458.694370667962,506.889275529629,684.86097894789,662.29651155905,f11,f02,f23,f31,f32
56.1222933740795,99.4264368404639,125.508502502759,150.282788241404,165.906844483951,273.041252021392,432.410730239543,391.565047231629,440.846541254174,483.613858895171,666.185963581111,636.193906887339,f11,f02,f23,f31,f24
58.2446566371249,102.178380722464,132.407205042942,155.32545293937,173.52197904824,283.988671399607,448.297817459121,407.963488601238,458.187707143289,506.594116168179,687.156176191122,663.251965425591,f11,f02,f23,f31,f33
56.6371361220209,97.2794383257769,130.530490361902,149.738894262747,170.251063790357,276.248220484269,434.763733841198,398.110495498552,445.407452961507,495.578181156562,664.684505174184,647.137617012043,f11,f02,f23,f32,f24
58.3871890459393,101.333517937298,133.916160448519,155.017264866375,174.79728588508,284.82641560205,448.731796445711,409.671283256978,459.203232420602,510.09610170713,686.099668997572,666.341690536727,f11,f02,f23,f32,f33
57.5233065918069,97.5838990846787,124.315059211825,151.225135634495,166.010742774121,275.147084644197,435.260206810966,387.524157147152,436.701269873641,484.611953831735,667.132388019341,639.913620036472,f11,f02,f23,f24,f33
61.8995493493969,105.580058660641,134.535623971055,163.070837611982,178.635700570171,296.556913261312,468.59751258999,416.988795530265,470.16616381397,523.979276888466,715.303731257179,689.686195959503,f11,f02,f30,f31,f32
58.6605257876799,99.623173374398,138.422685319197,154.350320010843,178.65324838615,287.204566992161,449.933957873794,416.015828509292,463.358297755193,519.831982219647,683.924075078289,674.78356166522,f11,f02,f30,f31,f24
61.9887580227065,105.398247053544,135.485353259486,163.100753618575,179.460128246349,297.260286316033,469.3027385738,418.478134608448,471.432124764712,526.333689607938,715.654670573156,691.919388045546,f11,f02,f30,f31,f33
58.7419391354576,99.3766267838729,137.728265046972,154.310198545206,178.143894489747,286.895151387399,449.579765249568,414.492140259204,461.872910704818,518.441758238196,683.309732872502,673.662210667755,f11,f02,f30,f32,f24
61.9210605717754,105.668906784322,134.953943148087,163.16429335253,178.998227938369,296.900952771376,469.030495795362,417.851291988717,471.006822203152,525.01593065258,715.844679815713,690.696000008466,f11,f02,f30,f32,f33
59.0542808308828,99.1935223144671,139.499485905269,154.683973423037,179.831498143505,288.657013403809,451.632494515687,417.526668165861,464.596402120633,523.288572825871,685.045780684966,678.667329900779,f11,f02,f30,f24,f33
58.788161073504,99.53090437117,137.025586251455,154.485246875369,177.58354375813,286.735500159134,449.71460149,413.304305213076,461.139219968769,517.281294624227,683.887672088754,672.858648178071,f11,f02,f31,f32,f24
62.0674051074673,105.5203604318,133.559960839561,163.287919136063,177.956261936075,296.440596652049,468.774138614262,415.119104884347,468.682977882606,522.447240352884,715.671983069807,688.76954193026,f11,f02,f31,f32,f33
59.0692520727285,99.303227944063,139.20800195924,154.780031814759,179.596664343967,288.604766269931,451.733817885243,417.081881928034,464.374120286653,522.821807155784,685.406812708664,678.357501017141,f11,f02,f31,f24,f33
59.2460211015696,99.0733455786842,137.217309400418,154.888962926178,178.10488720892,287.825006587986,451.124250448383,413.223305457027,460.955162031977,518.929111541259,684.828193150815,675.298968362418,f11,f02,f32,f24,f33
61.3919929190547,92.1023964776447,145.605203875577,153.797988861689,186.146020597476,294.99138904544,456.527593822852,420.110543545568,463.711672117568,542.02006146433,679.245202396697,698.230643951816,f11,f20,f12,f21,f22
61.1883096588032,76.4120568593676,144.571565188526,143.36504749792,184.324120102923,285.899429016982,434.529627718966,399.000193569684,433.828702931754,531.420216376579,631.084770967413,680.594285299144,f11,f20,f12,f21,f23
61.8555825361337,92.8330458251451,145.969291340207,154.968243763219,186.905485566581,296.788818682995,459.427067709934,421.752847699712,465.890853703146,544.466685173074,683.612959835168,701.874773557209,f11,f20,f12,f21,f30
61.7392425307549,93.8397721463535,146.23095448504,155.438296630431,187.084628354635,297.128463997107,460.355280713304,423.453564084742,468.002287417306,545.105954830336,686.084967310949,702.612682723139,f11,f20,f12,f21,f31
61.5074716061577,93.0148782660377,144.04695064741,154.511079385887,185.158935563649,294.765210960359,456.737463055103,418.569862334395,462.755052515068,538.712921585508,681.124259684385,695.833251581386,f11,f20,f12,f21,f32
62.6624779297087,76.4570647446472,145.771939364499,145.674607372117,186.460341566225,290.593675371478,441.775730149521,401.508910774452,437.016327873235,539.205365326408,639.377829624755,691.521979384149,f11,f20,f12,f21,f24
61.6256601198973,93.155150466904,145.7128650592,154.816165684541,186.544479752413,296.172349665528,458.645026644871,421.666495180334,465.850550576097,543.202662720978,683.208862234406,700.276969578234,f11,f20,f12,f21,f33
61.2763027278078,76.538017478029,144.69754223407,143.578168088463,184.518149589259,286.263469250803,435.075052585295,399.403996022725,434.303066322387,531.982409683602,631.874972835374,681.358307685538,f11,f20,f12,f22,f23
61.5268141052374,91.6575401740226,146.299566045059,153.71461130222,186.828546711292,295.499526296116,456.77176338061,420.894125433532,464.077713459577,543.637327176275,678.718484624691,699.750947959984,f11,f20,f12,f22,f30
61.3676372139767,92.9165524869477,146.609864208229,154.282805239383,187.022850562762,295.88348662983,457.881607979569,422.972151965932,466.690568674828,544.377059396397,681.75885303183,700.587277482422,f11,f20,f12,f22,f31
61.2453924703708,91.9403341503101,143.857684676966,153.429251382572,184.688162202631,293.438758450272,454.334222676526,416.841082003603,460.397179209994,537.14802883451,676.809162012405,693.322934160299,f11,f20,f12,f22,f32
62.6368126571406,76.1813295413106,146.405142226273,145.456967042326,186.960506545642,290.726746909006,441.577004486207,402.361278381605,437.478117207128,540.29493175745,638.588599974148,692.258765718167,f11,f20,f12,f22,f24
61.3948214493979,91.7248636631136,145.919636498867,153.550306428094,186.423583518575,294.956059935142,456.046817501146,420.268766966268,463.478484213162,542.348967502017,678.050004363063,698.278868764986,f11,f20,f12,f22,f33
60.4470564456975,81.1728436857106,146.77272376348,145.289058743957,185.846623145974,287.496304005654,438.449711604614,408.866088912624,445.113077314573,535.716199161807,641.966444438039,684.648154332416,f11,f20,f12,f23,f30
59.9560272244119,84.6273886047759,146.723061471014,146.776005233403,185.540491378738,287.965301664483,440.97057313671,412.704095674577,450.931200916741,535.858295176715,649.966736283882,685.154945189961,f11,f20,f12,f23,f31
61.0193124088945,76.7208368100802,143.304793705858,143.29121464516,183.186043016661,284.864068625588,433.457196053303,397.073075669756,432.217661059939,528.143004186952,630.558555412805,677.387035664931,f11,f20,f12,f23,f32
61.5828270116156,71.6746440922162,144.529563576781,140.925874742469,184.330327357014,284.554998213765,430.159568000144,393.192953024336,425.637272455561,530.507867670013,619.151467181426,678.582534765674,f11,f20,f12,f23,f24
