rho,Ex,Ey,Ez,Gxy,Gyz,Gxz,vxy,vyz,vxz,used f1,used f2,used f3,used f4
401.381330344067,5840619093.87454,867818168.13842,577140126.983969,816921831.651378,714818468.325125,47528212.4951122,0.45207391393057,0.428364266906936,0.398667990376724,f11,f21,f31,f24
401.381330344067,12086482116.4883,696375690.672915,577140126.983969,838045618.854545,714818468.325125,47528212.4951123,0.44767245432927,0.424684761365744,0.395913937405859,f11,f21,f31,f33
401.381330344067,3546880154.02768,714156758.859289,577140126.983969,863420079.068646,714818468.325125,47528212.4951124,0.442532541534596,0.423612187348234,0.39505458550104,f11,f21,f32,f24
401.381330344067,9354777913.66328,677499515.608117,577140126.983969,850968882.706122,714818468.325125,47528212.4951122,0.441704438718442,0.42296993626725,0.395001686845371,f11,f21,f32,f33
401.381330344067,3481130490.80169,772740663.811272,577140126.983969,865643783.293001,714818468.325125,47528212.4951124,0.459674859926014,0.42330768840988,0.398151027396424,f11,f21,f24,f33
401.381330344067,-10397137132.432,1516113551.81285,577140126.983969,886882885.747728,714818468.325125,47528212.4951123,0.4519323920081,0.423515100212736,0.396789680265041,f11,f22,f23,f30
401.381330344067,-11575327950.0037,1976181433.85432,577140126.983969,836137459.749257,714818468.325125,47528212.4951124,0.440563655215873,0.422647330686951,0.399590701375809,f11,f22,f23,f31
401.381330344067,-2490913047.16381,774529434.920605,577140126.983968,891412704.216184,714818468.325125,47528212.4951125,0.437734712926228,0.430712263708265,0.391428885986474,f11,f22,f23,f32
401.381330344067,2148942262.45251,710392092.346585,577140126.983969,858372480.149266,714818468.325125,47528212.4951121,0.432552893956426,0.432674394720066,0.39270874921828,f11,f22,f23,f24
401.381330344067,-6393085711.30975,1123219406.8527,577140126.983969,888235970.041659,714818468.325125,47528212.4951124,0.444077045449164,0.428554410529449,0.393529125028334,f11,f22,f23,f33
401.381330344067,12303599613.9229,672395759.516268,577140126.983968,821262512.459427,714818468.325125,47528212.4951122,0.44787141187864,0.420157507414526,0.397669859408129,f11,f22,f30,f31
401.381330344067,13595610415.7429,602825812.331522,577140126.983969,818500448.336183,714818468.325125,47528212.4951121,0.443999743636808,0.417972314570514,0.396412983855044,f11,f22,f30,f32
401.381330344067,2845664803.81621,1016962545.36436,577140126.983969,849719234.253181,714818468.325125,47528212.495112,0.449212371341567,0.420824837895378,0.396997801002394,f11,f22,f30,f24
401.381330344067,8448176814.07808,794584072.669042,577140126.983969,830891096.737778,714818468.325125,47528212.4951124,0.443567982824852,0.419511417722815,0.395886158632792,f11,f22,f30,f33
401.381330344067,13684824347.6015,577175354.967218,577140126.983969,822995247.053502,714818468.325125,47528212.4951124,0.451583847001082,0.422520578154549,0.39842218669339,f11,f22,f31,f32
401.381330344067,2954358229.4354,1169517481.08691,577140126.983969,830516044.642697,714818468.325125,47528212.4951123,0.447997053047671,0.422050709162809,0.398970499891032,f11,f22,f31,f24
401.381330344067,12884136327.2131,625403513.06227,577140126.983969,825269801.870293,714818468.325125,47528212.4951122,0.45258155566485,0.421827253018456,0.398797307595071,f11,f22,f31,f33
401.381330344067,3831297521.71815,692026507.788251,577140126.983969,871770995.85213,714818468.325125,47528212.4951127,0.448222339174986,0.425991694683985,0.39462070130884,f11,f22,f32,f24
401.381330344067,9523514351.78452,635052126.201647,577140126.983969,849388665.011235,714818468.325125,47528212.4951126,0.454735593157187,0.422149620736556,0.397838883485937,f11,f22,f32,f33
401.381330344067,3203084458.675,855408179.60534,577140126.983969,862966411.799043,714818468.325125,47528212.4951124,0.451586340313863,0.424474532871673,0.396386175330529,f11,f22,f24,f33
401.381330344067,-4871151740.92554,1440870483.24236,577140126.983969,838785697.654288,714818468.325125,47528212.4951123,0.441820689909506,0.442373731466754,0.400059779344806,f11,f23,f30,f31
401.381330344067,1083376813.4557,909774191.191411,577140126.983969,802567862.385671,714818468.325125,47528212.4951123,0.384040811105028,0.410160638612203,0.384234126202226,f11,f23,f30,f32
401.381330344067,1308240646.76464,1039479706.05885,577140126.983969,822947181.039245,714818468.325125,47528212.4951123,0.420550484938627,0.425001186335213,0.39279851814047,f11,f23,f30,f24
401.381330344067,-6144062741.9233,1281287995.70244,577140126.983969,846216640.933913,714818468.325125,47528212.495112,0.421649983780915,0.42022525556161,0.390445729323098,f11,f23,f30,f33
401.381330344067,5233473973.80682,829878192.663867,577140126.983969,772549138.282968,714818468.325125,47528212.4951119,0.394116412900817,0.435105005252977,0.391954645606379,f11,f23,f31,f32
401.381330344067,1080552178.89983,1247461505.46797,577140126.983969,808146784.735773,714818468.325125,47528212.4951122,0.418468497682055,0.432953362790146,0.394569603378735,f11,f23,f31,f24
401.381330344067,-1199879572.96979,1268441875.48945,577140126.983969,793735052.005377,714818468.325125,47528212.4951123,0.405532883688155,0.435511640456615,0.39197072702833,f11,f23,f31,f33
401.381330344067,2187069965.48596,660616062.661738,577140126.983969,846172251.839274,714818468.325125,47528212.4951122,0.441354438521003,0.42857758476745,0.396439661488346,f11,f23,f32,f24
401.381330344067,-3881744863.98402,810940197.445139,577140126.983969,887454863.373168,714818468.325125,47528212.495112,0.453093823916439,0.421688854039037,0.397581613885482,f11,f23,f32,f33
401.381330344067,1656445574.23502,797067232.968092,577140126.983969,848566024.123878,714818468.325125,47528212.4951123,0.441203155213978,0.427409984218608,0.396942591599966,f11,f23,f24,f33
401.381330344067,14564060327.0522,582144985.756577,577140126.983969,834566584.894886,714818468.325125,47528212.4951123,0.447637318542166,0.421318361463561,0.395416067329868,f11,f30,f31,f32
401.381330344067,3169339800.42368,1098989296.04115,577140126.983969,853613860.918274,714818468.325125,47528212.4951122,0.456443254625443,0.432625506196058,0.399475595968041,f11,f30,f31,f24
