f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18
52.3245783095096,76.5845387879732,130.269406040155,175.274695746436,199.988438599613,215.111219712698,262.044563768581,284.495507971455,414.171418110209,417.532204183138,456.238555016373,472.700185516136,492.973749265236,566.839943978523,609.362305275784,681.762460531985,688.813235193907,727.352742922478
42.2013657251955,44.6546805984721,96.0638413568104,122.993753163358,127.958548462133,153.530964062347,176.154876564602,217.076010651943,242.303321333338,291.989904698429,309.897083649053,347.985519850043,369.005589189233,399.857741734949,430.842088107954,431.780372703963,447.691167907438,526.608795908007
49.4361879357759,65.452010341618,96.9058852566283,119.078307601491,137.268285936499,184.41360619643,231.571097343348,233.386270973913,263.932379743219,303.446786790843,359.744299357315,362.372016315168,396.561212451158,414.404337479418,513.689515497679,540.191465452014,548.692681240656,548.837240097777
47.9937740824095,89.7606325287806,131.865708398331,146.173794716788,174.219707523423,248.313481185056,259.77214500512,285.27814097757,395.818417812651,409.191355258493,420.836528126215,484.779476745423,494.90921857081,522.091023412121,633.381555902511,636.739776930121,758.691396020086,779.001573908188
50.2444658608711,85.2056363274686,132.088897058535,207.156658314888,229.124862141221,233.792107997055,276.44810393484,299.789880101425,430.269524065581,454.4733595792,492.576007345283,554.794463544082,572.184059487278,629.54729440554,630.449506070792,737.987710649517,743.285380843219,778.44725128063
52.3354496604909,81.5058996614403,133.789084333512,161.291083514193,188.72417409905,230.257803188415,274.735484503069,280.333698428946,425.725083044162,433.903824498397,445.561096512839,462.625974916427,488.192154461558,549.64097881179,634.842137815651,685.431029221858,732.571275711671,776.953302904075
52.7506242412072,89.0701605146741,136.995151323863,174.623302213519,201.771799056703,245.116992547767,281.60864696307,287.341273067143,421.527183333462,441.758138282172,463.205315865853,479.155376349578,515.166932599696,530.996200209118,634.606536975658,652.707072174688,776.262565711043,788.961086547757
55.2803966130197,74.8216247054874,135.044871528743,203.054367760538,215.972210829754,247.77362142004,266.150254273605,320.622201423334,413.229724134559,455.481086355907,459.543518490529,575.10708355949,590.274513216747,647.534210020556,667.281153557677,678.033937469996,724.879059943461,795.452382382655
47.8873729818324,93.0009886153594,134.022496596017,198.791954921754,219.436692521716,256.780725139134,292.416605482371,292.720584168242,434.178213969727,500.38745467987,525.022767951606,535.687314208053,545.641577215646,605.772997698579,657.962531350937,722.276704662536,822.635092263099,853.841671465356
62.0732550152902,65.5148785806254,141.421824085621,180.587522154152,247.270958777717,259.100962066147,276.910191696776,346.368206336755,368.349098407307,428.773779852586,480.207509357618,591.648966234074,636.410630021185,639.765869667651,650.683182637223,674.813087100236,728.233348125567,845.686329940401
50.7448507747065,71.0009154660425,124.701943166618,183.681569530938,194.396183432264,210.992583649308,247.496497378349,284.266711467383,383.685994164577,407.980351480371,430.582353738798,496.744685499053,517.766737979395,584.888834310373,586.356690879962,632.471593799626,675.122395945053,701.96069163819
59.9621131398764,88.455470457494,150.613246557841,205.371292145508,225.801685042221,258.154269070298,304.167958941438,332.194547449462,484.817962688981,490.799760604183,524.305299651013,562.29281705786,578.390187656893,670.628389911022,717.365144786297,794.712240175244,809.557330723492,854.818750595486
64.7167048810086,68.8811727908513,146.779503251761,189.613242068974,216.605022998876,251.173525971092,268.591449676737,340.7431402015,372.261659537595,445.011674179136,474.523775457673,567.544448151835,594.945927338722,613.082385608549,652.786025798516,676.438359256778,681.320758566875,805.553439936523
58.4639118855779,58.641836361828,131.322470417819,161.478132076651,172.36681093584,208.059125427704,237.087736656966,295.565941765785,317.401539085225,388.542347128188,420.387441295215,465.701631681379,495.124821522351,522.921408888714,579.93928101711,581.270946082248,591.028750147826,709.137138010567
44.1948059471631,74.9720119629544,117.25804765882,153.716034715997,172.571353013551,214.24729976066,247.227157776296,250.842036981965,380.834341986538,409.610470314661,412.907644545858,434.543554671822,447.80033762524,507.605808765288,573.2314706014,623.025667822115,678.876544021193,715.229342378973
70.8637270565404,80.3644736911461,163.158749065282,193.902188639003,213.983879782348,249.413657311244,304.182025445363,348.686048871908,444.145914987221,490.313801044953,509.521997241992,525.31012146969,539.751938285381,651.021915272699,718.575357436963,723.867454151637,779.75602998528,820.549110254635
65.7728947568496,96.6971792051679,163.425750008899,226.098644939175,257.46103392783,269.192762340532,328.718616734493,358.441034517805,520.647311286914,521.314542179713,575.360200733705,597.849604150242,624.472801137315,710.918620156988,758.465227012451,856.500508702148,858.042539530009,909.787275061036
43.5705271857815,86.3234598655781,123.832385890634,178.477101344031,193.380445136193,245.191408456144,268.058671321064,272.560605505814,406.234554023011,463.113688340426,472.948725895423,485.054011737723,501.645282775966,552.39921976169,621.090862913881,664.490688148734,775.398912539788,805.755711677358
57.696248422986,68.408825281397,135.867546511589,186.927994477459,209.360527201902,242.554944041016,257.532388513125,320.527215778404,378.591218241897,434.02504811178,454.809956446501,565.134275869173,581.738362745981,617.687942715641,636.073794735249,665.466588784864,677.516930523258,795.819680703649
58.236502315203,75.4248851144782,139.820959081041,175.430789532008,196.408878831601,224.877396606167,272.103860403632,303.188213333548,417.519468604486,447.84772353955,453.111842681047,483.194457390986,494.659702774564,588.263967375188,646.410070648857,686.511383200215,718.267644703628,751.474256308589
47.8587082704405,72.4849222421225,121.209809416241,182.233787322635,192.47383261009,214.441980722509,246.845525049623,277.115564272683,396.186756968134,401.686550334081,433.336347879418,489.457910886779,505.551847049448,572.194055231731,584.616572670468,652.141637241637,674.617657999019,702.721281159631
45.4234425112838,76.1846803763739,119.53357182651,173.646975690833,192.295126144,214.226916878531,250.569016961009,265.604504047905,391.103698296558,412.968446801916,445.077138933411,471.531307547649,486.963252482226,549.7970126116,580.069153988128,658.882974023565,679.569317403094,716.36570302953
48.2099929865899,48.9712416132589,110.802151235164,133.184390495342,179.203732443294,200.330571914312,205.915829726774,259.846047854765,280.903263142413,327.698871572096,377.003025023491,440.85032324884,485.957761462138,487.116947784224,514.556015655037,520.247606866813,571.834857222171,656.588094514293
61.9784073340155,85.7720796960844,148.380741480311,151.440988962887,190.424468724961,241.723448118973,300.148315932264,303.380853252115,399.887460948826,440.445409393708,467.111773225149,469.241546320227,520.465250923558,557.827533811629,690.875734412492,722.591620648568,767.814253099339,767.918029692789
47.2239426653685,76.5080333982922,122.505771979537,160.075716068831,182.840392193657,215.137206583188,254.452219565798,262.390209041807,393.93757380444,416.605645983359,428.183028297677,453.334716989173,456.392736350526,525.67277906212,587.475832479194,645.141308014732,685.972404667284,724.681570513233
63.0375845711621,92.9615531517698,157.401666720206,194.930339463061,227.282139372451,261.363077189656,317.058015637634,333.400442055001,497.949725866124,502.813867141443,518.444464622039,552.111735466145,558.133946008495,649.098797482954,731.27438891587,802.467435538764,823.107744829855,876.854516097096
45.2606445170225,75.413067021397,118.018086805833,145.031669701289,170.017451111194,208.113814328663,244.313811391113,246.541809514529,370.090491191986,389.232124138715,405.703001493054,410.726118586805,439.967237891104,477.62773104467,555.987713261439,592.418383361675,666.644017703343,699.520462499244
