f11,f11 peak N,f02,f02 peak N,f12,f12 peak N,f20,f20 peak N,f21,f21 peak N,f03,f03 peak N,f13,f13 peak N,f22,f22 peak N,f04,f04 peak N,f23,f23 peak N,f14,f14 peak N,f30,f30 peak N,f31,f31 peak N,f32,f32 peak N,f24,f24 peak N,f05,f05 peak N,f33,f33 peak N,f15,f15 peak N
47.3989076218708,1,76.014982153081,2,122.248978746416,3,183.374451892717,4,200.983928940142,5,214.902090633067,6,252.750436382678,7,276.085744168417,8,411.029618805225,10,400.4978728275,9,448.038548085408,11,490.410290578356,12,507.487910410338,13,569.25676659988,14,587.201922836852,15,676.504504304496,17,676.483597450996,16,715.764622691183,18
45.0918247710408,1,83.5247917767386,2,123.292186220876,3,174.7734351798,4,195.698971325177,5,230.335543482464,6,265.619266521112,8,265.245127569549,7,449.092258101974,10,395.311697641423,9,481.361497830806,12,465.177431844284,11,483.493132896424,13,541.821463353646,14,596.952851343225,15,738.21953067893,17,651.654517429438,16,768.277896888326,18
50.0831673837855,1,85.1979692429891,2,132.712202747115,3,205.885234085944,4,221.140584391146,5,243.538828137707,6,279.47080826741,7,303.331105621148,8,462.987519583334,10,441.484659867521,9,498.566228266549,11,555.071491007014,12,571.187445390114,13,638.118670403941,14,651.919602300499,15,761.786012530852,17,753.933114988831,16,804.039643837641,18
50.4875065027735,1,91.9983880497251,2,136.713629010903,3,171.099953642254,4,197.753780443686,5,253.337431358022,6,293.098231652837,8,280.278932026132,7,493.98816982434,12,427.980394798261,9,528.156724295442,13,457.163135641963,10,479.506867333582,11,552.362629605743,14,652.072267553585,15,811.195293558295,17,681.641133641148,16,844.410295611629,18
52.6174208584881,1,73.2578735005765,2,128.257143708323,3,201.744254806648,5,226.945379426428,6,200.894587843972,4,253.69812696357,7,296.930516927403,8,395.095891530691,9,417.075170319503,10,440.942199739558,11,513.993153225097,12,532.627190314678,13,592.855214641853,14,593.364957975668,15,650.124707912167,16,703.42276262844,18,687.66345561766,17
79.4556523810205,1,89.0196769003642,2,180.875828048847,4,168.402720946068,3,229.751464752317,5,245.719473162174,6,335.951463816882,7,366.026807188739,8,479.440694853969,10,547.56968439228,12,563.264576967332,13,453.873834150511,9,508.166186409421,11,649.173051730018,14,782.585219686746,15,789.41194386004,16,847.638527516684,17,NaN,NaN
53.2374816647564,1,78.2207668336421,2,132.705376224206,3,198.397113269516,4,227.661100443051,6,212.68626716819,5,267.218121959592,7,301.607241874551,8,422.922753649918,9,432.884153729383,10,468.366902845393,11,525.408304572566,12,545.715860122912,13,613.838123949304,14,625.738423513221,15,696.68652642841,16,726.191549794679,17,746.127304280447,18
73.1560158907268,2,71.9280800355707,1,162.824771244654,4,152.163136390263,3,211.65849744819,6,197.550705943033,5,292.772721091068,7,336.199302068206,8,388.710298315551,9,498.870248638013,13,479.142765029223,12,415.577874605183,10,468.167809003415,11,602.431711817447,14,702.437918669257,16,640.964114022633,15,788.558422032404,18,726.557577116128,17
44.6496961067688,1,77.5791539606096,2,118.670576564515,4,114.266668457625,3,143.040163443177,5,217.736646041248,6,251.298479942803,8,226.704165469466,7,423.574674576004,13,361.601020870414,11,458.364902070528,14,303.113460146473,9,330.837976230589,10,406.831801889486,12,554.411703468149,16,NaN,NaN,541.202607996571,15,NaN,NaN
47.6524818147027,1,79.6689187559569,2,124.516039567589,4,112.533194490864,3,146.824608240059,5,221.237574870333,6,260.972856233833,8,237.045376360768,7,432.075920664398,13,378.672483615063,11,470.679608992901,14,306.488513097648,9,337.941361827729,10,425.361323193345,12,580.460366697684,16,NaN,NaN,570.544838728833,15,NaN,NaN
48.9660861336577,1,71.3374766428101,2,121.824197213587,3,152.1203607784,4,177.776590502164,5,200.264273485974,6,244.882827705245,7,259.760572712597,8,386.931038607586,9,387.143773525403,10,431.586337016131,12,407.025741551912,11,433.480939941043,13,508.712318112631,14,568.349973972897,15,636.476961426642,17,628.943580701633,16,679.419783510768,18
54.9205496580724,1,100.573029367704,2,147.667569819684,4,143.643469323961,3,179.443099234625,5,276.548311461936,6,317.468983489581,8,277.123143276432,7,539.83887241997,13,441.619941798947,11,575.640701662813,14,378.211653121718,9,408.1835269924,10,497.220505446183,12,687.363466634865,16,NaN,NaN,651.538056377231,15,NaN,NaN
73.643416953039,1,74.8150564865995,2,164.277392472232,3,172.438825730389,4,225.685740482677,6,205.578279274533,5,296.671312662135,7,344.628525330806,8,402.4959537947,9,503.202735202722,12,487.5927649871,11,462.345856180009,10,507.665156569322,13,627.821567050214,14,704.003252578318,16,662.113631426451,15,799.922506166946,18,740.622950344708,17
55.1544607062488,1,69.3905992944746,2,130.699595401637,3,151.860346718154,4,179.109669475503,5,200.894960063243,6,251.401997206523,7,276.357185700832,8,379.147721648496,9,409.445324230637,11,433.688838753794,13,399.186248442202,10,431.906863792466,12,520.779368040661,14,589.03364646291,15,621.473476086097,16,647.899980910017,17,677.111964361748,18
57.5567070686837,1,88.6862684726192,2,146.129778617532,3,228.367242669037,4,261.86537109519,6,238.069810994103,5,298.363196597216,7,336.619602074184,8,480.321609258214,9,481.716257787814,10,524.796496349566,11,597.699439803604,12,616.303898323893,13,688.717009619409,14,697.813979985739,15,788.20396851499,16,807.671636470722,17,840.803364464198,18
29.0700540079146,1,58.7452312157519,2,83.870950912339,3,142.928499699312,4,145.843568203263,5,172.694921013928,6,186.020262030595,7,198.732936844535,8,325.350450613058,10,292.020111931189,9,337.626767309683,11,389.973472346874,12,393.548784252886,13,437.46308389033,14,440.373125579684,15,535.814772804506,17,511.471676610699,16,559.901561972564,18
60.4059275977655,1,75.1440258282832,2,142.13866472356,3,196.862083833427,4,229.505220919041,6,206.850144994578,5,271.732938030814,7,317.360957185876,8,404.655649389465,9,452.834268027913,10,463.854809938595,11,523.780109631984,12,550.211607704183,13,628.513459615585,14,641.142505191236,15,666.996683898227,16,757.546887858817,18,721.206863570094,17
65.1170753918665,1,85.1327549289874,2,155.040081286585,4,131.260414442041,3,183.812776577445,5,235.755660274991,6,301.718736975569,7,302.548425401434,8,460.093493424525,11,467.399043787136,12,517.007070561785,13,355.540379484959,9,403.521991320243,10,532.240319779313,14,690.906646059321,16,NaN,NaN,707.54597339051,17,NaN,NaN
53.2496334693539,1,67.7034297061777,2,126.454907853485,3,165.336210744119,4,197.862487715958,6,184.710795509763,5,243.680221136738,7,277.134717430593,8,365.420430068526,9,401.726684058606,10,416.399796732851,11,441.899726426955,12,466.030359006432,13,541.344498355081,14,573.790741778851,15,601.346912572327,16,665.571164465623,18,647.104133325483,17
48.4037963912664,1,64.5143225818849,2,117.614438352388,3,192.071073437851,5,221.319193432874,6,174.432205993248,4,231.234816199066,7,281.231526127947,8,363.921888247566,9,399.412291507628,11,398.374923100155,10,497.053859604395,12,505.554187437559,13,574.94738018607,15,567.050773404262,14,596.551795653486,16,688.0705017628,18,633.092317471364,17
51.5971152460086,1,87.1685130806838,2,135.377467202894,3,172.44279456246,4,199.51091651661,5,241.346750404125,6,284.238413275261,8,283.344436277017,7,470.540588518885,11,427.342841523605,9,508.989820765419,13,458.135099923243,10,482.016684609643,12,556.965885262229,14,642.340343843945,15,774.334596476176,17,685.953423286804,16,811.668440165279,18
60.0869629972226,1,76.0873955219129,2,142.343524040913,3,204.594349874853,4,236.645455893574,6,209.010592992929,5,273.772522169457,7,322.067642057147,8,410.398165463546,9,457.439523435953,10,468.421641755245,11,536.853698722233,12,561.809551672981,13,638.472959544631,14,647.076521556949,15,675.898961674318,16,766.442264360311,18,728.87270963951,17
60.4345545498741,1,69.0649702518514,2,140.220900380651,3,185.093216643042,4,225.080196108121,6,188.20362301406,5,263.0111350566,7,312.909418249444,8,381.099233942581,9,452.317544102532,11,440.238191892702,10,496.859131339474,12,521.325694905765,13,613.497318046522,14,637.482034750513,16,626.142220897518,15,755.85831281888,18,685.501556049545,17
48.4158913217863,1,60.9359019807331,2,115.06119021612,3,149.842861703864,4,179.786959015602,6,166.162865529613,5,221.09483601978,7,252.975064853825,8,328.356849831548,9,367.604497363311,10,376.545827305311,11,407.512760687637,12,429.999224759987,13,500.462151472825,14,524.585182841611,15,539.289011320572,16,615.031204576612,18,584.368336821208,17
57.3220877359238,1,91.7749054704897,2,147.055563953775,4,113.349061126349,3,160.181926422461,5,256.366724862326,6,304.24090764937,8,272.638630111223,7,500.42212514093,13,440.461795561622,11,546.680547144227,14,306.272556880897,9,351.700836575485,10,467.079626136323,12,677.316786088775,18,NaN,NaN,645.835261657186,17,NaN,NaN
53.8960494283253,1,72.7200441277308,2,130.485028214721,3,201.23433855502,5,227.674648047593,6,200.023182006711,4,255.850049210449,7,302.756846579065,8,392.094846171013,9,427.19685426272,10,442.700357061856,11,534.67817632728,12,555.7307364674,13,621.213003413962,15,606.755476581355,14,646.315802644955,16,734.814940634362,18,692.875590825265,17
61.6181018592603,1,70.274137014601,2,143.064253576594,3,173.879408635949,4,217.70471755883,6,190.6612958023,5,268.122577228349,7,311.61230589014,8,384.754587104824,9,456.353253639529,11,446.251836982354,10,477.017518523432,12,504.569988252968,13,603.837722339295,14,646.990686008112,16,632.076025214354,15,756.193713003781,18,694.795952008823,17
49.7068826964814,1,69.9596743938998,2,121.373239578648,3,127.359229152815,4,160.855988122421,5,193.012705156309,6,241.290843674865,7,245.961337867487,8,377.15008520844,12,373.816822152403,10,420.952202781956,13,345.70761848327,9,374.790131907177,11,457.673696047733,14,552.053073300925,15,621.306333104545,17,587.037230656452,16,662.651736732277,18
43.9301226854578,1,77.0812391571702,2,117.483587182356,3,204.544756025538,4,223.084654777259,6,211.303870163445,5,249.288873258182,7,280.871808617262,8,415.494900465373,10,395.648465290527,9,448.531919379042,11,541.033355320752,12,554.949207862049,13,602.692442398524,15,578.182657331465,14,684.706604314623,16,693.884331744222,17,717.503522206097,18
51.1959309054106,1,78.5951047231258,2,128.926625723286,3,187.008668536393,4,209.475574443975,5,218.582173377642,6,262.594346333101,7,285.050077306267,8,422.648189107086,10,411.570099362463,9,462.706902536473,11,481.706892233713,12,500.526363218315,13,562.834866184616,14,600.171415246186,15,694.694362222213,17,672.758303016569,16,733.020410859083,18
52.2476288808943,1,99.8448209535358,2,145.149020411239,3,198.510974898135,4,222.476577049182,5,277.110991034215,6,315.96077061209,8,306.945920225866,7,539.869416731838,11,464.623539014768,9,574.216888017085,13,524.123303034988,10,546.361068139337,12,620.235320873159,14,709.249523255074,15,888.159873482658,17,752.728347861404,16,923.118654236911,18
51.3627710540024,1,73.6944369527145,2,127.296748355447,3,192.94658290283,4,223.6993169482,6,198.480595872806,5,254.711589696313,7,292.243571337273,8,401.449800168729,9,419.044596166269,10,443.322476270993,11,508.819691641642,12,525.963305913265,13,594.22316063464,14,602.801319544933,15,659.314051962284,16,719.21951071262,18,692.177813788268,17
45.7788684964125,1,57.7192818485107,2,108.408360180943,3,126.508166229679,4,148.171546511744,5,168.598875216071,6,208.979327150848,7,229.151875562883,8,318.305817675879,9,339.48543911391,11,361.905429028808,13,327.774681644034,10,354.873471895457,12,428.651138505023,14,489.229084394623,15,523.289371558654,16,534.35100813846,17,566.991973915147,18
49.6820841798295,2,41.5641231420637,1,107.571120922204,4,105.048306443822,3,144.696726545622,6,114.557307210944,5,186.177682926233,7,228.422633520875,9,224.092329684372,8,332.006748958476,13,295.725788577153,11,286.79703615787,10,322.606566220992,12,412.257739999759,15,457.914639168993,17,371.071426262113,14,534.082293390802,18,438.898412132086,16
44.7749077020305,1,77.8327736253645,2,118.88863933431,3,141.345845953353,4,166.143132466806,5,215.370857304669,6,251.586077329286,8,241.768325481184,7,419.499239057704,12,371.069231240224,9,449.233367372748,13,377.285488008911,10,399.085334779425,11,470.016529954902,14,563.170166069311,15,688.400437805848,17,585.059518030659,16,NaN,NaN
63.6351689424179,1,88.7373775370567,2,155.511856294886,3,157.030579137356,4,199.12374365092,5,248.757778421203,6,308.388772261065,7,312.574553578217,8,482.306024097812,12,478.480132680434,11,534.95564781597,13,420.822379714977,9,460.539667674978,10,575.346323925864,14,706.037992149235,15,789.035466508851,17,740.507554587771,16,NaN,NaN
