f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18
4.68994681001677e-06,3.33450572838272e-06,4.85653464100204e-06,1.14245914447149e-06,1.24657039295643e-06,4.34467964427794e-06,3.79550247681378e-06,2.33771749592693e-06,1.29376722428777e-06,1.42600686409954e-06,1.63948430406313e-06,6.76965432734111e-07,5.50809593079224e-07,6.11084199497637e-07,7.71942153241535e-07,5.76252567272211e-07,8.32440356533414e-07,1.26136877205946e-06
2.70664839233786e-05,1.53479147595193e-05,2.93267081759087e-05,8.6214022144655e-06,5.65923623995031e-06,2.3307985106617e-05,2.29442208242699e-05,1.58479466547672e-05,1.37112735112446e-05,9.89592286386288e-06,9.39094617158722e-06,6.31176279239074e-06,3.87706167830927e-06,5.61965045761094e-06,9.60599056765308e-06,1.64040178336513e-06,5.54285189564794e-06,1.16502372098953e-05
4.3331471212695e-05,4.3907512283317e-05,2.49410483840994e-05,7.53100577221372e-06,5.19298932093774e-06,1.14573010523712e-05,8.70277424314359e-06,1.85673597398176e-06,9.56541405431549e-06,5.20152032241141e-06,2.83791145573582e-06,2.11500159154076e-06,1.92781241683668e-06,1.96718724278578e-06,3.40583040711419e-06,3.30793431998733e-06,7.16801035415432e-07,6.64330028853545e-07
1.50712525511184e-05,7.87765151220194e-06,9.41009626079481e-06,1.34205642489671e-05,6.63856991725565e-06,1.03522752501588e-05,1.75879386950803e-05,1.63647836849229e-05,1.14110866493344e-06,4.18056517003965e-06,4.74692352674054e-06,2.78943570669351e-06,4.73593098897188e-06,8.73460370792529e-06,6.07068645341545e-06,2.62814235237495e-06,2.0101633199769e-06,2.00813332826644e-06
4.75242466932102e-05,2.21653293936067e-05,3.03269832371917e-05,6.80417811638853e-06,5.22406116710128e-06,1.09403929076205e-05,1.14047490019019e-05,8.85901192814803e-06,2.44884141559192e-06,1.3411944824565e-06,1.11764673286526e-06,1.71310307132358e-06,1.73776024549372e-06,9.87596939945799e-07,1.05230161227272e-06,2.80181407823791e-07,1.97656845518614e-07,7.07032879163675e-07
4.42254714103233e-05,2.26549240775439e-05,3.33010741935694e-05,8.51391926640695e-06,5.42319972767331e-06,1.55342781721142e-05,1.28893447245344e-05,8.22979486317742e-06,2.46531240256334e-06,1.63283778265543e-06,5.14101955644697e-07,2.19001093020207e-06,3.18506856038547e-06,1.28628210263565e-06,1.59810839104917e-06,2.76704922190276e-07,6.2961576919395e-07,1.47374309729508e-06
5.90844622770293e-06,4.10538895686167e-06,6.27180268684853e-06,1.16355841107946e-06,2.93125446929449e-06,3.87097861060822e-06,8.47631529128911e-06,8.28706244866845e-06,3.27181759643412e-06,1.63771604345754e-06,2.29446373497191e-06,2.29526325484345e-06,2.98911648524045e-06,1.90471196318866e-06,2.52089059211686e-06,1.06160395099137e-06,1.07875649394471e-06,2.29937152664892e-06
0.000102147903358553,5.97661056929807e-05,8.26352603556172e-05,1.99536511011219e-05,1.6900759769876e-05,4.31638121234981e-05,3.96086867016117e-05,1.99128239552031e-05,1.18304034055033e-05,1.32608587698333e-05,1.28052239750156e-05,2.79652803172531e-06,2.72902449003838e-06,4.08056150473157e-06,5.15236193084229e-06,5.79948375698617e-06,4.30986308813601e-06,2.47762445342631e-06
7.59791588277262e-06,5.6955672435767e-06,7.36879111829353e-06,1.65224617022358e-06,1.55787848967956e-06,6.35053969454734e-06,5.67216783407359e-06,3.37259072261018e-06,2.61366133091491e-06,4.30558708453214e-06,3.80700275491703e-06,1.28719116749885e-06,8.86914960605923e-07,9.6446848435606e-07,1.36132566305454e-06,6.12231052711645e-07,1.17680348769351e-06,1.49060617058726e-06
7.65274434284533e-06,7.57900267248043e-06,3.10650770903413e-06,5.06871496631882e-06,1.58989793712309e-06,5.11650868412334e-06,3.70165234160398e-06,2.31249476845397e-06,1.44141669449784e-06,1.6542284127746e-06,1.74458146006166e-06,2.87997622188794e-06,2.44321860889499e-06,9.2696636078597e-07,1.04240541212467e-06,1.4389716069361e-06,1.13449780562285e-06,8.70541343555833e-07
5.84875153703662e-05,3.37646898866337e-05,6.04504569211129e-05,1.70861971986019e-05,2.65310781480693e-06,5.37900286721473e-05,4.2167242836773e-05,2.62817687539986e-05,1.55301772580399e-05,2.05917869030615e-05,5.34439061084244e-06,1.7808948059503e-05,5.10190542568374e-06,6.40177807685665e-06,1.16645752984505e-05,6.07377158273962e-06,1.53339384464047e-06,1.40855358127061e-05
1.97363144751016e-05,1.1250025303398e-05,9.70809590851796e-06,1.73917527659014e-05,9.34524611377231e-06,6.23418731530161e-06,8.72740027350388e-06,9.92809422585809e-06,9.65080751010134e-07,1.7566461997604e-06,4.50665811672946e-06,1.85762210446576e-06,1.88168377406613e-06,4.06590312801641e-06,2.86529819435951e-06,2.8147935856289e-06,4.85043613697763e-07,3.55739707462691e-07
6.14369289346969e-06,8.87477765635798e-06,1.95160859958586e-06,3.32431111923314e-06,6.15364447450801e-06,2.29745231662082e-06,5.6328675505835e-06,4.47568717822075e-06,1.49548051814075e-06,2.29756591987853e-06,2.36362465318245e-06,2.53596698564371e-06,2.52882309332531e-06,1.00848344694329e-06,7.17721200157502e-07,4.03027804175296e-07,6.86117029787654e-07,8.70954775009748e-07
5.5733368160017e-05,2.71993072485169e-05,3.72336620087153e-05,4.39111942555803e-06,6.27792639377783e-06,1.74515432749473e-05,1.24792866665071e-05,6.09214172073359e-06,3.2571587415198e-06,3.83805016216017e-06,3.10415581533454e-06,8.32116561244552e-07,7.99474540041213e-07,7.7127725604459e-07,5.43024978473167e-07,7.16235387397225e-07,8.98063543563576e-07,1.16723752530063e-06
6.0418925671887e-06,4.24127496373093e-06,5.66433848814047e-06,1.29157073358923e-06,2.79011493646009e-06,3.23426065920054e-06,5.01288506153697e-06,4.11914915663408e-06,1.43080375930732e-06,1.50317341349336e-06,1.58917185804228e-06,6.52664801833213e-07,1.75599402857391e-06,7.85359529302568e-07,1.04027664407334e-06,1.34998313407719e-07,8.42990197500534e-08,7.91068761276584e-07
1.7201953996807e-05,1.06930547543967e-05,1.70600864134708e-05,4.26342720408225e-06,7.38412288806372e-06,8.48584079838908e-06,1.16672404966084e-05,8.26511237965474e-06,3.46910103791156e-06,5.54066958214271e-06,5.7135816043026e-06,1.72139091536399e-06,5.01666107262453e-06,1.64312161324096e-06,2.89733331730828e-06,8.29914687497784e-07,9.09740076321054e-07,2.36996682501508e-06
9.18480400214817e-06,5.38493632247883e-06,8.96148868499069e-06,2.61525668502567e-06,5.10288714767505e-06,4.01900624338249e-06,6.10183618624444e-06,6.62281759951914e-06,1.25394829207232e-06,2.90733549993464e-06,2.12856777442601e-06,1.60869846410541e-06,2.43065305821626e-06,4.07405562560219e-06,2.43760184997945e-06,2.01636676043533e-06,3.00701027988657e-07,4.77841570411315e-07
6.45029215945701e-06,4.23080022383907e-06,7.12700368937636e-06,1.31581691869908e-06,3.69561940004449e-06,3.74857904800323e-06,6.8015148446917e-06,6.95258296559856e-06,3.85705074282153e-06,1.74364589838184e-06,1.71203571924257e-06,2.34320120971988e-06,3.38761589695328e-06,1.48438806382923e-06,2.88205755141451e-06,1.15598313900952e-06,1.18789946848044e-06,2.39336084912707e-06
4.72573215908518e-06,2.98009271903761e-06,5.13089408603872e-06,1.14324467275296e-06,2.25696221774277e-06,2.92071819702777e-06,5.07971754776541e-06,5.03512951861599e-06,2.41393770455251e-06,1.12506691832797e-06,1.36389975745449e-06,1.47811714140058e-06,2.07059875542508e-06,1.26009760063494e-06,1.60594178328227e-06,6.27588096992264e-07,6.6195335761533e-07,1.33557669515077e-06
7.64411723300794e-06,4.1796533186827e-06,5.34988513712235e-06,4.88237361894085e-06,3.82779085165458e-06,4.17844033384992e-06,5.07186926736527e-06,5.65077559103522e-06,6.15049567261493e-07,1.53642398920907e-06,3.17945920217118e-06,1.9096075878938e-06,1.58013515827501e-06,4.21782153094626e-06,2.60013350502733e-06,2.5385427006833e-06,2.81158338196961e-07,2.34541911360938e-07
7.05133281662042e-06,4.39962801788843e-06,7.02060014029544e-06,1.39819659148416e-06,3.85930145320722e-06,3.21550411378197e-06,4.25137462815273e-06,4.78058947210471e-06,2.48252503012933e-06,2.61785577103256e-06,9.46290482807112e-07,9.44127993747158e-07,1.41883461494443e-06,2.25302094431743e-06,1.79587183118522e-06,1.74245271787552e-06,2.4744179197466e-07,2.63450148409637e-07
7.01173788123741e-06,4.22072682431123e-06,7.15850676168335e-06,1.5310001692116e-06,3.55206528898221e-06,3.17912500320206e-06,8.00713692022839e-06,7.85638805069349e-06,2.54230156231082e-06,8.56598896491292e-07,8.061766255723e-07,1.24344812856251e-06,1.54441496092801e-06,9.87819110411377e-07,1.32519884675797e-06,6.48401226197493e-07,2.11578897316697e-07,6.30579390429087e-07
1.44681279109405e-05,7.34491697260386e-06,1.45965279091408e-05,3.95517928462307e-06,3.42429660789576e-06,5.923822014561e-06,6.19176373251389e-06,8.00529163737706e-06,3.20932629822363e-06,1.79336191428155e-06,1.72504981139407e-06,1.2821357348592e-06,1.34594272849736e-06,1.66123364987267e-06,1.24449074019619e-06,3.85936616105691e-07,6.50533488987324e-07,9.77405343052753e-07
2.49899370579853e-05,1.39071123907751e-05,2.70548087918684e-05,2.1190681146646e-06,9.87654189234284e-06,2.74701590692806e-05,2.13381572655206e-05,1.01590669483152e-05,1.50812726898917e-05,1.83414116100225e-05,1.78962237558278e-05,5.82592164485586e-06,3.54126509338686e-06,7.85145566437472e-06,5.59789245525844e-06,7.89400678408273e-06,8.1536303522633e-06,7.95399175536171e-06
7.10729389891159e-06,4.79133212195474e-06,6.5777421942779e-06,3.04563313596935e-07,4.42668189323063e-07,3.72425104540545e-06,3.94829905401675e-06,2.34248971527176e-06,1.4222790521166e-06,2.42092016950885e-06,2.1634604851129e-06,5.47294149131687e-07,5.42007758454656e-07,4.60746388359521e-07,2.08953049522659e-07,1.74869659884723e-07,5.23585359320454e-07,4.76047865300266e-07
1.65945539196973e-05,1.09891433577348e-05,1.72828719150347e-05,5.27003962825928e-06,1.71638550812275e-06,1.66829697510529e-05,1.42919335088897e-05,7.24473474471196e-06,8.60785824112159e-06,9.78658294821304e-06,9.96918926830274e-06,4.56152228146535e-06,2.12105126256687e-06,3.16341427929679e-06,2.34419141712697e-06,2.34331648151583e-06,5.3687408348896e-06,5.00386730175415e-06
1.38011566106381e-05,8.01825992460026e-06,1.39417347593347e-05,1.45491397422328e-06,4.02191463528092e-06,1.06710935877088e-05,8.70164817949427e-06,4.17644970076603e-06,4.32581015096315e-06,5.35534541445611e-06,4.84074097017665e-06,9.46491690751497e-07,8.99565897157838e-07,1.54870807526527e-06,1.60302928700985e-06,1.79572177052918e-06,1.52186075596891e-06,1.19305130936782e-06
1.49065876175709e-05,9.64366916195971e-06,1.5917327114202e-05,3.25812598807857e-06,5.081859267947e-06,9.13362456771737e-06,1.31009125348016e-05,9.16510588047219e-06,4.71012456021836e-06,9.7974742094543e-06,9.84045698130411e-06,1.23036088160297e-06,2.06551761409472e-06,3.20573678405289e-06,5.01279065927337e-06,2.5974072698103e-06,4.71176932945666e-06,3.04457794036878e-06
1.05551493950848e-05,5.87057107169604e-06,1.1307000299523e-05,3.52483946774801e-06,4.30527856163523e-06,7.14422304747117e-06,1.02844287135209e-05,1.03887180780636e-05,5.01416380754159e-06,1.73938252374309e-06,3.76323301628301e-06,3.47460713461645e-06,4.0205323234434e-06,3.67392863418121e-06,3.11335796990703e-06,1.17290851124621e-06,1.58988537838711e-06,3.15410025996129e-06
1.18363873784547e-05,7.54819054604801e-06,1.29319400034541e-05,1.90793079159786e-06,4.15972569172344e-06,2.80155186999135e-06,2.95448951940059e-06,3.97548413337515e-06,7.84622776210995e-06,1.13395518642192e-05,1.13283319274351e-05,1.49430235794747e-06,1.706276899329e-06,3.53575152377848e-06,4.51839007197117e-06,2.44749494397811e-06,5.73230527709941e-06,2.34791696030732e-06
1.8338252706812e-05,1.01268015805611e-05,1.9810969813541e-05,6.61153059924614e-06,5.0277197653842e-06,1.54932296198626e-05,1.61662039693637e-05,1.18713532705462e-05,9.85522997567784e-06,7.13116121438328e-06,2.05386400016697e-06,4.17906829410894e-06,1.0328586424435e-05,6.38269996946631e-06,7.60969507926586e-06,1.99192560310843e-06,4.46426371076241e-06,9.78158653396618e-06
1.09238605443736e-05,6.32034677118517e-06,1.13493853746939e-05,3.19862075770308e-06,2.56186646880088e-06,8.13976955997842e-06,8.67285893360667e-06,6.60124775964027e-06,3.9058441863424e-06,2.54977858667459e-06,1.49129987775904e-06,2.20813500235414e-06,3.10332169117707e-06,2.06506671301774e-06,2.1624834142815e-06,8.24267191168311e-07,9.16844679172727e-07,1.90947060671417e-06
8.30841156164255e-06,8.15818641083462e-06,5.81921073383567e-06,1.75764930130386e-06,1.62901936598253e-06,4.66515087277166e-06,4.63462615753941e-06,1.32069574387773e-06,3.95942799636057e-06,2.7689349167923e-06,2.26850977640686e-06,9.73798673254497e-07,5.18095285891859e-07,1.59985103132204e-06,2.08962406278414e-06,2.23860955693971e-06,2.32511707846733e-06,9.05945354866161e-07
7.39451409732437e-06,4.7266359175182e-06,7.21540514640521e-06,1.84740394805201e-06,1.64788940899918e-06,5.32915945225331e-06,5.36183337310498e-06,3.92853944867882e-06,8.25170540364348e-07,8.15515674012994e-07,8.33733180798405e-07,1.54946314322952e-06,1.33813600320672e-06,8.67883130312927e-07,9.84751046154202e-07,1.18667176058853e-07,2.47271961791281e-07,9.52020583029107e-07
5.51704440902362e-06,3.9886500814156e-06,5.4428511131346e-06,1.50874601563413e-06,1.50852906266452e-06,4.97237600412304e-06,4.02912783095871e-06,2.06607014749206e-06,2.24674707314707e-06,3.21719425711167e-06,2.92638386971296e-06,7.94294483800619e-07,6.12145351001498e-07,4.66765832706946e-07,4.82816228462963e-07,6.73627364605686e-07,8.59520135584854e-07,9.82721961618756e-07
9.73183574724669e-06,5.83293526859819e-06,1.00983458318008e-05,1.21460355594523e-06,2.69972747369494e-06,7.93723049524986e-06,6.78389325207467e-06,3.74713769046877e-06,3.23619583148735e-06,3.66816716239123e-06,3.32285146124069e-06,8.41042427147434e-07,8.77210314162548e-07,1.55578542517352e-06,9.82531061244962e-07,1.22733977863266e-06,1.18942764520457e-06,1.36569768395546e-06
6.28563901883643e-06,3.9197226832077e-06,6.14585720197242e-06,2.02779280684706e-06,3.19136284868479e-06,3.84364193786572e-06,6.72330008238708e-06,6.80745229361843e-06,9.72315924148174e-07,2.55779320591265e-06,2.13197614034541e-06,1.99251895399097e-06,2.12861722227325e-06,3.53563637127452e-06,2.58345847284993e-06,1.3410920024453e-06,1.05936744211204e-06,1.05201350160089e-06
1.42655566350181e-05,6.21311442469075e-06,1.4158900592603e-05,5.84507014632869e-06,7.88097424679068e-06,8.45144710967568e-06,7.54943767160333e-06,9.70539515863821e-06,1.272697575394e-06,4.23784771096906e-06,6.47495937359357e-06,1.00378408505979e-06,4.63827057817812e-06,9.2935835889315e-06,2.41809961541478e-06,3.83875869456326e-06,5.04851473157891e-07,3.17933448981392e-07
1.28724800056425e-05,1.0473744736714e-05,1.17378567172149e-05,2.63320048605994e-06,3.67284879433613e-06,5.30139734348214e-06,5.26318464802364e-06,2.01773155487568e-06,8.58812111123638e-06,5.75470933699953e-06,4.27402532571592e-06,1.77123145441883e-06,1.26549722904372e-06,3.7427554403208e-06,3.6939533295614e-06,4.93915068867379e-06,1.8568006622207e-06,1.73165141617503e-06
1.13183888621685e-05,6.73988058839959e-06,1.17201495568163e-05,2.94872967346209e-06,2.43153448272867e-06,9.78443719923995e-06,8.18338605069565e-06,5.47870326620273e-06,3.3001208267716e-06,1.90132899633752e-06,3.17811547011672e-06,1.16232596326618e-06,9.73804270095024e-07,1.17676283613265e-06,1.94414569892155e-06,7.53063090622824e-07,7.53950226223633e-07,2.09445633439638e-06
6.7399178206148e-06,4.09803172082348e-06,7.17305915524825e-06,1.70551218367299e-06,3.20434594051283e-06,3.85784064428067e-06,9.10365728044472e-06,9.06055892289225e-06,3.16892458104682e-06,1.57572810974147e-06,1.30397286083575e-06,2.11865084803922e-06,1.93290713615768e-06,1.32337268924711e-06,1.91369130148642e-06,7.48601678920113e-07,6.59046643025171e-07,1.41667035832971e-06
7.42464229708669e-06,1.0861914318031e-05,8.45254374541323e-06,1.18867253994492e-05,5.06133472282472e-06,1.01072185881232e-05,6.16303305303944e-06,4.1659106244777e-06,4.23491853357186e-06,4.91707532742554e-06,1.37804431915096e-06,7.2447854357618e-06,3.28250005991878e-06,1.02225801286509e-06,6.3867635122864e-07,1.19241068056127e-06,4.75802258272458e-06,1.19576982194742e-06
1.7086032523421e-05,9.82463711819162e-06,1.85414761253103e-05,5.48655999919435e-06,2.32766072233376e-06,1.72011433718981e-05,1.45407109956875e-05,9.7063869203332e-06,8.26601826632787e-06,6.39950537185206e-06,7.19975045257633e-06,2.8088567231197e-06,2.38185810311337e-06,3.34725829134584e-06,5.63909391104996e-06,1.01805869478118e-06,3.5003653383307e-06,7.80420330315502e-06
4.58351091606546e-05,2.55627579844893e-05,4.52228792813713e-05,1.11913410767562e-05,1.94333228712248e-05,1.7304172949815e-05,2.01533420669597e-05,2.60754221819225e-05,1.2440162470976e-05,1.39528081557629e-06,3.00340545124616e-06,6.42540613778014e-06,7.54544077684132e-06,5.92888922199277e-06,5.66929041771677e-06,2.09174883239966e-06,2.06037175096318e-06,3.78260489742338e-06
8.03172530331135e-06,5.10675830827659e-06,8.59628676043679e-06,4.90578671929546e-07,5.29102041715661e-07,6.62549129062995e-06,6.96252139572675e-06,5.03755913318237e-06,3.09354333813552e-06,4.9134892456821e-06,4.47363544493449e-06,1.16103303986978e-06,1.4908010069874e-06,1.56934140188294e-06,1.58793663242436e-06,1.63829430609301e-06,1.61848637736634e-06,4.34951058929483e-06
8.46526756539645e-06,7.15264163362248e-06,4.20676688968454e-06,7.17072272360035e-06,3.62099264553582e-06,5.35576813247909e-06,6.33256168634307e-06,4.56323432704422e-06,2.9493001663584e-07,2.37963547305401e-06,2.2880796947837e-06,5.03232066191376e-06,4.7814597380224e-06,1.59923165895096e-06,1.97162326616579e-06,9.23142182880876e-07,1.56505575521324e-06,2.53392373021418e-06
0.000116956855786208,6.42923108948992e-05,9.94727915155179e-05,2.0673907433638e-05,4.86375794706623e-06,6.074113889019e-05,4.48622772031597e-05,2.5999017287973e-05,1.06648799606397e-05,1.49181594954655e-05,1.28435643191636e-05,2.49437123500627e-06,2.66473730763475e-06,3.17407126541004e-06,6.27566789851678e-06,2.91324210966044e-06,1.79761468687694e-06,6.70466824027709e-06
1.09351963239453e-05,1.08675770333684e-05,4.3008933910894e-06,7.07773007498519e-06,2.81171247262247e-06,6.28990177008526e-06,5.99623128633269e-06,3.83647481384776e-06,2.64932522630394e-06,1.6299525450415e-06,3.08098683902404e-06,4.38248359794967e-06,3.8213208034782e-06,1.27664378777556e-06,1.55730666017698e-06,2.78015718814599e-06,2.23902748980388e-06,1.31334722538889e-06
0.000193942770257949,7.04495981754263e-05,5.12342019034592e-05,0.000118768266053086,4.72851369540898e-05,2.99921886654902e-05,3.05950256770446e-05,3.08245389786081e-05,2.25102283217259e-06,7.49618450083278e-06,1.25095310160986e-05,1.40242039724308e-06,6.26475220616524e-06,1.14146924502469e-05,2.73183143320702e-06,3.37242948966318e-06,1.4597662244183e-06,6.44448633490974e-07
