f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15
62.8199058342572,105.049293961018,164.353749074552,168.760329650942,207.988359865515,284.018564404531,319.350987207473,336.575378566802,465.119897509655,493.810467378531,499.473453934792,533.50748863279,576.874919688418,605.647636744799,730.15386577837
54.6519135254036,109.87575951577,156.102114173742,171.772195549931,201.71279294172,300.21587037017,302.214862231766,338.572151914582,472.910868953346,477.995709188425,500.861174591066,568.37137598458,580.733081662099,612.862596859993,730.451656959183
57.7843395813635,135.349562829851,174.156847265218,176.796376767735,207.465871909259,314.99700371833,351.49086655118,385.807287209938,481.332556969061,506.24633592715,508.524484666088,596.490388597093,635.096745693104,664.328852704187,758.068109962816
73.7027079880837,116.892580092881,143.779730916245,187.98787250473,202.929437664433,314.403233088075,343.138621468146,378.571642756231,396.778845701747,448.820387928114,545.276111330421,587.710466617819,590.013082210667,648.633454825649,781.828347794789
65.4186174291241,82.7116680451855,157.152920021711,218.290508146044,238.226403963308,280.037886849446,298.845759973897,363.242884449615,442.56553886705,493.589844750471,518.312257101028,662.620663061407,667.503972329716,690.487527243554,718.031509289169
56.2630684086573,103.540817656654,152.9605722602,160.657795115022,194.730717158314,278.195677076552,293.650511610228,322.035263535702,443.777876760892,458.149597436493,472.152210242905,524.132568077727,555.224589322899,567.075935387075,688.028214022419
60.1828666534661,100.407218111399,152.199882828798,158.416413345132,191.201580506695,279.073248208651,305.275682491912,328.225927352279,417.318369330945,454.997810417127,482.952570809974,533.074802681969,554.187098575006,589.90297373318,728.059061322507
62.983263172165,106.48395987575,166.417607366958,187.520805312062,221.58590935006,293.149145189328,333.955747774067,342.989890051463,512.421593173884,514.379685801044,548.437052065119,549.755817286492,594.033184481604,654.342707926066,756.918202067988
79.8101018817148,124.826738072877,198.568906149774,204.518352395241,247.809711781351,345.500883067915,396.076117752289,410.525993091544,542.568345611575,591.22348308452,614.493159034829,642.507693904124,693.227790361237,742.47519354444,900.178270365119
47.5594245954486,78.4444795081805,124.971495858401,199.238855857589,203.472884382054,239.557352547451,255.99885258778,294.065655144961,412.188848774129,422.028076836009,438.652958780661,566.097805722969,569.64334649134,600.591623529729,643.945486746125
55.885336945892,99.9794181747597,149.79729703058,192.854003625398,220.442698424091,264.238242416826,307.468446000339,308.494260781281,455.577884006511,483.376950227079,518.638664367452,535.153285497349,555.306071487955,628.231915269013,655.405541550399
51.8356976893512,125.829287288488,162.49205064569,198.271474547352,222.718531693481,311.654511263182,328.7851857292,359.088779405638,483.54950134027,547.441313120597,567.768906709735,597.437455518587,620.564210043097,639.838066921932,727.406513868552
76.4695723662108,90.5159151934133,179.871685927472,183.802177234861,228.470387466551,258.470888630249,337.503962955034,367.855178793919,480.940067466504,504.300934358214,552.009062409882,552.989869492254,563.747734072336,685.683955689174,769.550876919824
