f11,f11 peak N,f02,f02 peak N,f12,f12 peak N,f20,f20 peak N,f21,f21 peak N,f03,f03 peak N,f22,f22 peak N,f13,f13 peak N,f30,f30 peak N,f31,f31 peak N,f23,f23 peak N,f04,f04 peak N,f14,f14 peak N,f32,f32 peak N,f24,f24 peak N,f33,f33 peak N,f05,f05 peak N,f40,f40 peak N,f15,f15 peak N,f41,f41 peak N
88.503652617529,1,148.665335747382,2,229.270509395078,4,189.705345969191,3,254.738671904415,5,389.056358978534,6,415.467546419394,7,460.543604613823,8,524.071234173703,9,577.595788863544,10,650.363688903354,11,709.457699038432,12,771.903658144182,14,726.837220183988,13,950.286848981502,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51.010570005147,1,93.4630058261701,2,139.430084156143,3,153.769685256932,4,183.000914912464,5,256.594099634005,6,274.895095906386,7,296.360766499337,8,423.612067848202,9,450.462986333114,11,429.921931706695,10,490.385252653762,12,518.565923302918,13,542.355895602554,14,651.859175513718,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53.3994195554175,1,79.4684748486404,2,134.653696481383,3,182.584141151884,4,227.681212627333,6,200.104834662211,5,294.121998198854,8,268.271850110065,7,508.543955962555,12,525.965204373198,13,430.937625159762,10,414.91886244011,9,454.539629413827,11,604.875110870228,14,617.094068718637,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
68.7495520550925,1,107.236938544957,2,176.978954001056,3,220.213082160263,4,246.343132355347,5,308.774379017919,6,373.474719359481,8,358.087945075125,7,586.110239516622,11,635.717324812714,12,563.033402542127,9,569.707803771612,10,637.350617571034,13,752.35747251011,14,819.962329003691,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
70.2142725559573,1,114.666663066725,2,180.903091433337,3,187.165413735569,4,231.347699583013,5,306.029729400996,6,350.685515983146,7,366.101011024909,8,516.816233095763,9,552.727205881509,11,536.426018401494,10,572.312559243215,12,624.608993784821,13,659.753950260419,14,785.703240444226,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66.9418783947125,1,129.266163893152,2,187.037899474101,4,146.817553416076,3,194.82438091081,5,348.751944139856,7,328.521474605827,6,394.143088995829,8,399.477986184406,9,445.199287988622,10,536.834581999195,11,642.706705525942,13,685.83816447353,14,568.816197171472,12,NaN,NaN,771.507911697483,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.9829560435151,1,126.465615546209,2,157.521419215837,4,153.074689471492,3,179.08294700956,5,334.962428563394,7,274.674704422895,6,360.321964684388,8,428.109042487388,9,451.187729189432,10,460.054068080207,11,618.160238462326,13,640.868080162277,14,528.144038054376,12,NaN,NaN,684.330713007727,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67.5183319460424,1,92.4772561140539,2,163.790604538835,4,132.205234818265,3,184.965157551655,5,248.232825439414,6,307.516500040759,7,314.240319968529,8,365.296751246267,9,411.444781263968,10,473.859161622708,12,460.785590939158,11,517.171627113071,13,536.822260551085,14,680.592916539516,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
65.2852220166495,1,81.173196856786,2,154.641838025063,4,122.674550292341,3,177.253962633525,5,223.557372194549,6,298.745067802748,8,295.133128403036,7,338.794650956413,9,388.839288397835,10,463.03516878699,12,431.007278599145,11,496.688041844884,13,519.857886143861,14,NaN,NaN,NaN,NaN,NaN,NaN,666.819214483583,15,NaN,NaN,NaN,NaN
58.3312080169564,1,98.662587581221,2,154.304228570055,3,215.867377588481,4,240.120765500706,5,274.228567034422,6,336.457570954853,8,320.236922411359,7,599.982942724926,12,619.753232945983,13,496.849350160745,9,516.969426051705,10,557.014357439245,11,702.589317586219,14,727.371354186999,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
63.1671040235009,1,78.3606937816616,2,149.665347149286,4,131.590404319475,3,177.145843798071,5,215.954516902951,6,291.198467749191,8,281.569677673615,7,361.701430433048,9,403.70786412389,11,442.938504455735,12,403.087380438581,10,464.160419156475,13,517.688356097107,14,630.88971763277,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
57.5866018461489,1,80.6442182923563,2,143.308669528438,3,213.836959457737,5,257.712251199691,6,210.380578184365,4,330.432009426589,8,283.813219632395,7,597.103765313406,12,606.48637001774,13,481.327492145339,10,444.127296809227,9,483.510356758469,11,701.40433931233,15,688.171964971506,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
74.8548383834461,1,156.119100357508,2,216.581084465197,3,236.499664065803,4,278.238880470483,5,418.999286877583,7,412.409002069834,6,470.754226948625,8,652.862512823175,10,688.386572254368,11,651.024181747251,9,785.564039641289,12,835.699366457075,14,798.385753415489,13,991.738400671734,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55.4746771021709,1,120.147953738079,2,164.37352757989,3,212.705750086475,4,236.80452053839,5,324.381294217776,6,333.172402403709,7,359.155032303132,8,582.825433548978,10,608.335024160695,12,510.804253960714,9,600.78660870668,11,632.15360495663,13,692.058849152335,14,765.952772561458,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52.6229628309926,1,99.1443107570541,2,144.674789344882,4,118.671394179572,3,156.9842242503,5,266.718738837272,7,259.802785541023,6,305.939906312084,8,328.72229482072,9,362.522920560386,10,421.998280258099,11,500.030590028305,13,535.76712661569,14,459.022647498448,12,NaN,NaN,617.583298305131,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
83.1498583473105,1,94.7979200340476,2,195.00625527973,3,251.54601345806,4,313.130737241855,6,252.375419039073,5,429.290176187154,8,363.880667832114,7,704.466841356328,12,729.213267540465,13,628.80992854844,11,521.472810354859,9,596.600769046469,10,866.370776844685,15,NaN,NaN,NaN,NaN,831.647426842344,14,NaN,NaN,NaN,NaN,NaN,NaN
75.2212637764546,1,110.639517333597,2,186.769832845292,3,195.873363753936,4,243.546448415408,5,295.85883893053,6,369.360488703635,8,366.260268303527,7,540.425834617887,9,579.983229087319,12,555.946874642415,11,551.644838618687,10,614.544984847746,13,694.580244055976,14,798.844552959981,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
74.9480674035087,1,91.5325660250969,2,175.968802604303,4,162.874722515176,3,216.170909854652,5,246.369597208804,6,344.406574960826,8,327.390133513577,7,450.699608094253,9,496.301942796592,11,516.054402505874,12,458.148268653716,10,533.267423813208,13,619.219358063783,14,NaN,NaN,NaN,NaN,713.159358536173,15,NaN,NaN,NaN,NaN,NaN,NaN
54.8195238618777,1,152.814938465025,2,188.072576712726,3,257.094629892853,4,278.836522974936,5,405.569963775524,7,372.183449853106,6,434.375021361115,8,707.617663726335,10,726.052546486147,11,578.345828647436,9,750.992133999766,12,772.49158502899,13,798.721724087509,14,891.606982524814,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
79.0594790591163,1,96.7866232146517,2,187.524616813482,3,232.891623021014,4,287.02749296376,6,258.220462888032,5,404.673843834929,8,354.982307070743,7,646.229309752559,12,681.30650949646,13,590.99009125159,11,511.133171678717,9,589.915224775698,10,800.39436285229,14,NaN,NaN,NaN,NaN,820.077413754344,15,NaN,NaN,NaN,NaN,NaN,NaN
66.0674131175992,1,147.770667345285,3,197.187001162459,5,132.720525652663,2,186.00183578585,4,394.941009230206,8,327.959591440793,6,437.34613820809,10,368.993405007458,7,415.045727183269,9,562.510246543785,12,740.674944730116,14,NaN,NaN,551.876968559846,11,NaN,NaN,NaN,NaN,NaN,NaN,733.444994563971,13,NaN,NaN,774.528921749508,15
70.9823703673544,1,91.941566437429,2,171.508552723098,3,245.194055205584,4,289.171867686674,6,245.842935360285,5,388.364018077076,8,330.063332759981,7,679.962440949454,12,704.654768675912,13,557.964530498017,11,488.502289271592,9,554.352022136316,10,NaN,NaN,785.151889232496,15,NaN,NaN,781.393882737418,14,NaN,NaN,NaN,NaN,NaN,NaN
55.7296538903927,1,126.82615072992,2,170.830878126468,3,227.049156176306,4,246.412381175473,5,352.620998671961,7,350.514026204382,6,381.758989223673,8,614.995963086565,10,643.287079529185,11,546.048751720565,9,659.249544463911,12,685.004113007618,13,742.278751210117,14,834.120309005838,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.3624922177905,1,76.8222085178699,2,120.589948262252,3,122.360429574009,4,151.922955809229,5,206.272988475841,6,233.28310286278,7,245.66023886865,8,338.855841559498,9,364.095326224277,11,359.858114547563,10,386.484632449322,12,419.989109258983,13,439.995553879596,14,530.084744778553,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
72.581701062142,1,127.209766016029,2,193.214982695079,3,220.730111157439,4,262.428092258643,5,343.857793103834,6,384.157818317142,7,403.367963665926,8,608.442242408437,10,642.544399839813,11,588.410321210829,9,654.309247603838,12,706.293707391268,13,749.280071695264,14,878.158414601836,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
68.2217325136247,1,129.875003757963,2,187.672002977821,3,189.957507236855,4,230.980426024276,5,340.56670730367,6,351.623643478197,7,389.764605352271,8,524.552486809615,9,558.972296956521,11,545.829877351291,10,618.489785426648,12,652.508623740649,13,672.224961129847,14,802.662994074621,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
