x,y,z,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15
0.0101,0.002,0.0131,0.00169601837654343,-0.00231935149798692,-0.0032447708209254,-0.00399643526122556,0.00448546159335384,0.00416886771487817,-0.00401708667330158,-0.00498312795773388,0.00260403406947721,-0.00643978643823684,-0.00744297509195623,0.00561149846405942,-0.00120439527938359,-0.00766605437424803,-0.00700657163640042
0.0105458570393155,0.0205102583741649,0.017385980571485,0.0012410283134102,-0.0021146984568783,-0.0023138308076097,-0.00159968301036247,0.00393961379135233,0.0020294065228425,-0.00286156163799709,-0.00124162856980719,0.00200518835903708,-0.00474607418415505,0.000137611187262779,0.000632762325900634,0.00109245534580891,-0.00381811303692942,0.000616049594813544
0.0110803220932,0.0426991785144626,0.0225237414120512,0.000652766728008094,-0.00180170313754059,-0.000969515394254949,0.000940998466483963,0.00291028016510117,-0.000374287468395696,-0.000805760683171047,0.00276824687177295,0.00124360406507426,-0.00217075619007668,0.00446946258636601,-0.00353685009643964,0.00104981171021331,0.00200714600108775,0.00477316291720541
0.0117582738399468,0.0708451107100486,0.0290408259452948,-2.86315377720106e-05,-0.00143997673485394,0.000412619161686896,0.00176388169946184,0.00168701540967975,-0.00122431930819512,0.00148863357740694,0.00321812283364412,0.000855498103948245,-0.000332008685591019,-0.000630115820946533,-0.00187074666544573,-0.00232748618604057,0.0059445440793399,-0.000769697684257932
0.0124986985961803,0.101584680428517,0.0361584574729589,-0.000621689979174044,-0.00116642829920952,0.00130108988717659,1.37059223188584e-05,0.000741801864089453,0.00013705768429352,0.00301462387409405,-8.8037198166853e-05,0.00117474875212924,-0.000170764589073865,-0.0019093966809588,0.00123535136475892,-0.000388902073258916,0.00578491447731905,-0.00122599189618531
0.0132,0.1307,0.0429,-0.00107049182631186,-0.00103017724724676,0.00174026312752398,-0.0020962953642512,0.00029415137867358,0.00169991403432293,0.0036285026032205,-0.0026608611370584,0.00188409331218372,-0.000595298071398191,0.00375676428181834,0.00131636467829223,0.00493370692417914,0.00453841661648438,0.00411771488013
0.0232554680974644,0.0204401822640769,0.0172663564454637,0.00120382855217808,-0.00185812226741711,-0.00207161050031411,-0.00168272495034888,0.00314962978575786,0.00188009005974802,-0.00233885548319299,-0.00133029738247422,0.00161134376704654,-0.00357604250198458,6.32999611603635e-05,0.000684183631883108,0.000932392877681502,-0.00302108885107735,0.000352779647574456
0.0306223029256192,0.0019445717679254,0.0128967631490598,0.00161564563073808,-0.00186941595760922,-0.0027073993924459,-0.00410647350046298,0.00294110294886363,0.00376237141914702,-0.00268827039088261,-0.0046409561156093,0.0018031125358258,-0.00379526732675025,-0.00732772602292596,0.00488747409152987,-0.00180212695727951,-0.00460165143977492,-0.00638072231955977
0.0344609516645642,0.0356696031900304,0.0207267982685348,0.000793968507757795,-0.00147005096400968,-0.00111894790577697,0.000138233112782839,0.00207487280403799,0.000125326503011778,-0.00106203594968697,0.00119619628700518,0.00087571882312933,-0.00146876739176272,0.00415518023791185,-0.00209925161584504,0.00178527745576742,-8.7063173537597e-05,0.00368302038285695
0.0346443167788562,0.0576343102199107,0.0258467045378287,0.000275123785408466,-0.00124006585801745,-0.000158897953191493,0.00160345823290991,0.00148313990678419,-0.00111931949329299,0.000183472121145112,0.00278615901527789,0.000512436238114112,-0.000360061514242866,0.00224704432107512,-0.00236631091025549,-0.000312070205574159,0.00238663164317737,0.00159710602995714
0.0348899748861564,0.112612735357659,0.0386584209757196,-0.000738923919416947,-0.000849711680328106,0.00121787126763676,-0.00091171368676281,0.000257084960734466,0.000785440140429883,0.00231123029764006,-0.00126353721010495,0.00101922188713221,-0.000236374353463492,0.000386644043947799,0.00103694676792236,0.00154669849594492,0.00270930507774295,0.000878198242573948
0.041236010098792,0.13023252258961,0.042754702967041,-0.000978031749276086,-0.000714907733933233,0.00134193311824156,-0.00210527620883956,-7.29479437114298e-06,0.00161727036589685,0.00219469647907175,-0.00235723205135318,0.00142660444708862,-0.00044989289774522,0.0038225850325283,0.000465382965587018,0.00405407706533523,0.00120203846265051,0.00353817231323314
0.0419473441466926,0.0879634506087759,0.0328871258303805,-0.000322072172475009,-0.000894050913467563,0.000704619242310117,0.000888404849431478,0.000584882763081697,-0.000579128697927621,0.00133772277989448,0.00102384019399128,0.000457513054064868,0.000134034249123983,-0.00273627400868177,0.000382124881736872,-0.00202897635718012,0.00250206163084456,-0.00231475451638858
0.0448073496804752,0.0219505182783281,0.0174444750057674,0.00109991700536199,-0.00140063086979303,-0.00156926933683828,-0.00159301153607546,0.00171714158328605,0.00141336559451135,-0.00131500230876677,-0.00114924464127773,0.000880588502620006,-0.00131801882132489,0.000625787739413782,0.000348742471484579,0.000860324116596381,-0.00126969093799405,0.000490283592542031
0.0509544967647336,0.00188965699725933,0.0126954089899509,0.00153036745649799,-0.00141289118873574,-0.00213153528238935,-0.00421828891052616,0.00133346363561882,0.00331564476264898,-0.00123235013757648,-0.0041424367730024,0.00095804185865719,-0.000985809563432866,-0.00717697253271086,0.00390215583978931,-0.0025065358367746,-0.00110293631323123,-0.0053622392570822
0.0554337658086948,0.113527211331437,0.0388237297092027,-0.000691111809665586,-0.00060051539356247,0.000933880481026818,-0.00101051997342936,-1.55820103650607e-05,0.000796096971790707,0.0011886624697635,-0.00120518857856587,0.000710386187396257,-0.000136748921720258,0.000692055447234575,0.000420463266335158,0.00117917864128843,-0.000220532545263923,0.000825516612559747
0.0564707280058963,0.041815002430655,0.0220103294660261,0.000609103517220397,-0.00100664775302034,-0.000627705486308178,0.000621369907473774,0.000872717675455163,-0.000470806275112223,-0.000513953846821315,0.00118828089200495,0.000255324807728078,8.56229895153373e-05,0.00427015565444846,-0.00161749019332914,0.00185203086002148,-0.000398873907498474,0.00250184317470752
0.0613529048772675,0.0196220010898937,0.0167648340687054,0.00109770397751575,-0.00107220507841949,-0.00129656672009893,-0.00200221550336975,0.000622531513590703,0.00141875655366157,-0.0005487387082556,-0.00152477327149472,0.000390987879612305,0.000291174342798907,-0.000298668169764037,0.000692619469353852,0.000229041636419882,3.15580046150646e-05,-0.000397740109312019
0.0631982384518427,0.129866320494494,0.0426408833969373,-0.000893949658220389,-0.000456557532873228,0.000975561258915125,-0.00210483915610994,-0.000257376903381773,0.00151505468244256,0.000842345222025882,-0.00196118737990167,0.000988225892255967,-0.000302146457649392,0.0038731087488063,-0.000401351410731512,0.00303473260697944,-0.00182781140230398,0.00272030698989332
0.0650178007205259,0.0682720825246054,0.0281704907427231,6.21596955632499e-05,-0.000687812405429004,0.000117786796229237,0.00158532270278451,0.000347272773453085,-0.00115552451244354,-7.45080451755301e-05,0.00151307654361252,-1.17409901817311e-05,0.000484082065577775,2.380895529843e-05,-0.000430233973924294,-0.000637536878217534,-0.000999537998518002,-0.000674112925185737
0.0710987933696433,0.00183524971405903,0.0124959156182165,0.00143103724524903,-0.000946669034732399,-0.0014851223463804,-0.00429762554104525,-0.000275197278971914,0.00279429985001312,0.000322827536651973,-0.00329732229636287,0.000149032749615232,0.00165759940101979,-0.0068702930238729,0.00249003045059428,-0.00325390390991277,0.00247354396239283,-0.00367847142562116
0.0720723084865679,0.0993952499914816,0.0354602052306806,-0.000438407225459766,-0.000445789041416943,0.000536356268415437,3.55413939142169e-05,-9.48977344830413e-05,1.50538295625538e-05,0.000117016417359226,-0.000220936412147024,0.000185953617602413,0.000189966112597342,-0.00188681958664493,0.000411729227388905,-0.00106264517291033,-0.0021029584006816,-0.00114153546403333
0.0737102320817846,0.0326321484571065,0.0197299442274658,0.00077037650050123,-0.000742259361413591,-0.000677121161726492,-0.000365638190876257,-5.22549018120322e-06,6.62867882432957e-05,-0.000225148286352033,-7.10129484301513e-05,-3.15394947933199e-05,0.00106055530703335,0.00358103394276389,-0.000607920234510042,0.0019306055669425,-0.000384521167335571,0.00135631264650075
0.0757623455696048,0.0455225827067592,0.0227537333506486,0.000498016673593976,-0.000636351502269104,-0.00035204918101597,0.000842712806730252,1.33830508711646e-05,-0.000748120025987265,-0.000362582833694864,0.000761402677627121,-0.000126501546607626,0.000913706142942811,0.00418154838573074,-0.000820475996982275,0.00210658186693144,-0.00145733138458523,0.00132013498724894
0.0768953299578027,0.116469522365248,0.0394678713264102,-0.000659319418374195,-0.000330100618738825,0.000617333957956414,-0.00122854894283626,-0.000302692428146808,0.000861544624693807,-6.6435592799448e-05,-0.00108183074249939,0.000401760028670825,-5.13355651828359e-05,0.00134542328885882,-0.000417029133697923,0.000799283917497975,-0.00305784895783115,0.000745056131276504
0.0797401146133158,0.129590498314244,0.0425551548814542,-0.000821847612618524,-0.000259929283816891,0.000668923608707811,-0.00209262487288852,-0.000431768260634363,0.00140808879010199,-0.000228499855268023,-0.00153728551977283,0.000619539030357924,-0.000184021996112638,0.00385896388785944,-0.0010989252426005,0.00209266619853907,-0.00377249541098927,0.00187514134336292
0.0820171255712268,0.0184062155258626,0.0163091868794686,0.00103926950597998,-0.000637836947996849,-0.00081785417783814,-0.00222339629714708,-0.000729930583457492,0.00116127656806662,0.000528241455351485,-0.0013673345631309,-0.000196061736932556,0.00211220957547875,-0.000572430580904895,0.000374420208375887,-0.000333414380619279,0.00189785562537496,-0.000405059371675811
0.0848462439938052,0.107941855467665,0.0374380357214587,-0.00051840511273491,-0.000258124851520547,0.00042320945964422,-0.000614247352532614,-0.000330695769626096,0.000426708567796383,-0.000527211925097824,-0.000608508566165102,0.000133142185657806,0.000109695561065604,-0.000357222558804788,-0.000229260572174802,-0.00040186780770914,-0.00367425289402488,-0.000242096435125835
0.0861718742255045,0.0810906347324308,0.0310914566014659,-0.000135134756348768,-0.000324117784226137,0.000182865256644797,0.00115376597041864,-0.0002178267729716,-0.00079243766735217,-0.000632189084888736,0.000398603988467663,-0.000188043733338167,0.000538753122308583,-0.00216402404127587,0.000603298643065476,-0.0011957264081699,-0.00358524301280186,-0.0013367807002512
0.0874270301012104,0.115727412121085,0.0392707456118349,-0.000609913131520624,-0.000205240576875777,0.000430981521991473,-0.00118008719409718,-0.000409768219873255,0.000781090754075946,-0.000680327844008197,-0.000856476491345319,0.000207221121404899,1.39372209185111e-05,0.00122528300099042,-0.000745337006661711,0.000302397171175996,-0.00403551611467564,0.000390707718022714
0.0876323285024558,0.122635159409982,0.0409022758945439,-0.000697117611554163,-0.000184511427957109,0.000470215945634475,-0.00164146686784689,-0.000457529432723409,0.00107060240959036,-0.000710961871141116,-0.00107424976465019,0.000307908238156835,-6.23001277241154e-05,0.00257661264144236,-0.00110977310058196,0.000966273776399571,-0.00422689077638968,0.000919100182862902
0.0907,0.1207,0.0404396123936822,-0.000659631782379955,-0.000153260293447274,0.000402132305243849,-0.00151513140763933,-0.000473155636604038,0.000973674039715611,-0.00088331544925156,-0.000936094162142466,0.000220045516040641,-2.53890169643064e-05,0.00220955200738922,-0.00112508697064155,0.000635230116806588,-0.00439029458760792,0.000650904788820436
