f11_a,f02_a,f02_b,f12_a,f12_b,f20_a,f20_b,f03_a,f03_b,f03_c,f21_a,f21_b,f21_c,f13_a,f13_b,f22_a,f22_b,f1t_a,f1t_b,f1t_c,f04_a,f04_b,f30_a,f30_b,f23_a,f31_a,f14_a,f32_a
0.00167584892114325,-0.00222029976969497,0.00224330896145376,-0.00312263214045168,0.0029675048883995,-0.00400604831567205,-0.00431181284650178,-0.00458651899994046,0.00414682251257768,0.00415902315482291,0.00367711804681639,0.00406800301400202,-0.00160034246597849,-0.00372229084338378,0.00275899222241906,0.00391586695199701,-0.00488752122593729,-0.000271871729740554,0.00252545510088079,0.00242658555223808,0.00510427676513514,-0.00585616519547134,-0.00737299436313387,0.00503667031986756,0.00542624391253245,-0.00131974154318384,-0.00698093616998549,-0.00682747151832585
0.00147148456059851,-0.0021356476889046,0.00207359736520449,-0.00272070336798134,0.00265844966627917,-0.00291431783437764,-0.00358462681201739,-0.00402199904746636,0.00394521883223106,0.00347986684039481,0.00300343484914622,0.00311567869844239,-0.000778250622717904,-0.00326621275674581,0.0026884544953335,0.00253053547428047,-0.00324188146681854,0.000177618988165379,0.00227876341645349,0.00218102482064428,0.00503391002994656,-0.00519991481227306,-0.00394362728797176,0.00271775353287402,0.00325836147203826,-0.000225321518493841,-0.00546818428452599,-0.00348150476375839
0.00126628198522559,-0.00204944131929261,0.00189651083668978,-0.00231241278394347,0.00231171627961428,-0.00182185223459165,-0.0028206354917166,-0.00341512696288195,0.00373176164917901,0.00274560956856705,0.00228163470842519,0.00215631109107478,4.56621910566718e-05,-0.00278878137744975,0.00253936916409129,0.00109487820111919,-0.00157522487063841,0.000646557987783718,0.00199573438500162,0.00192822493053947,0.00487716184133324,-0.00451038201952267,-0.000504871701894782,0.000341608312785003,0.00105535890352999,0.000853726141608326,-0.00387709542011745,-8.99628633744625e-05
0.00104709696251526,-0.00194083727785948,0.00170147924101264,-0.00182727054750361,0.00189104177942502,-0.000826582321522832,-0.00204893711352912,-0.00277957318756317,0.00338986365128148,0.00199210785659035,0.00151871420376293,0.00123478653492608,0.000738839848479927,-0.00208261964366086,0.00216316165152805,-2.93621689488943e-05,-2.26429668835619e-05,0.00104071909822446,0.0016801780958093,0.00165251601176897,0.00457857190651952,-0.00361145216496287,0.00151017963557659,-0.00132799500795029,-0.000651602666822989,0.00106785552887959,-0.00182217398572508,0.00185916810124136
0.000825658339621691,-0.00182875677146012,0.00149910989998802,-0.00133097187801195,0.00142159823116444,0.000149535126465978,-0.00128951531099303,-0.00212912031955409,0.00302993688327575,0.00123248290928508,0.000767201973017137,0.000324882744143677,0.0013514310564279,-0.00134506411449617,0.0016624826674527,-0.00105744153869552,0.00149376347410694,0.00138807767803639,0.00132240848291027,0.00137685751910414,0.00416243302369447,-0.00269155738520091,0.0032303149400124,-0.00254410373448692,-0.00223520584501907,0.00111658122207016,0.000272520841182086,0.00348647773074825
0.000610999443710868,-0.00172302134234715,0.00130562318257219,-0.000872060433313936,0.000996391416827626,0.000958885800361865,-0.000614550055611312,-0.00155787846665007,0.00270079286405417,0.000579392386536112,0.00010977899684299,-0.000421133473360839,0.00187926847673695,-0.000671689370524706,0.00121431981274237,-0.00186500722684297,0.00266610857846617,0.00165960164019035,0.00101897944582004,0.00114925563092414,0.00382036424616727,-0.00192282962923808,0.004084220800972,-0.00326249589135671,-0.00327727180540491,0.000875871645344813,0.00201442503317201,0.00424555656541736
0.000407537722894427,-0.00162073983846033,0.00112352225568766,-0.000465297949572274,0.000552698008728305,0.00126091664851113,-0.000308125519970172,-0.0012184045627727,0.002363208337794,0.000285624385596565,-0.000136246107364556,-0.000714884346616922,0.00187357766259286,-1.64686481748221e-05,0.000572330671820786,-0.00178278426398722,0.00289021529837472,0.00154154506202913,0.000736157070133887,0.0010321717715478,0.00332406118901397,-0.00139653594923346,0.00270662032150499,-0.00208393985558837,-0.00289334508438855,-9.72258698845248e-05,0.00317527478030893,0.00275081485519342
0.00020345342074868,-0.00151580697548838,0.000941421328803128,-5.22852141714175e-05,0.000109004600628984,0.00151068103542342,-1.70098432903269e-06,-0.000878930658895325,0.00200538895309974,-8.14361534298249e-06,-0.000382271211572101,-0.000970729284530321,0.00186788684844876,0.000670122813504874,-6.9658469100798e-05,-0.00170056130113148,0.00303453930941472,0.00142348848386792,0.000453334694447735,0.000919993415399346,0.00282775813186067,-0.000854448983082102,0.0011860148130144,-0.000905383819820021,-0.00240580352106668,-0.00111029382600216,0.00436700080874781,0.00110455070856613
3.20205225090181e-06,-0.00141464815716925,0.000762384165743399,0.000343636114834439,-0.000324833282419632,0.00170845744240227,0.000281747263137433,-0.000559369227609663,0.00166278592401219,-0.000279599264043018,-0.000605088272756222,-0.00117978732339001,0.00184571945912141,0.0013258377765942,-0.000693731396507199,-0.00159787533455197,0.00310939797383276,0.0012985896870997,0.000181261127531142,0.000822588130476251,0.00235041291112317,-0.000358058926844134,-0.000332502714121008,0.000270838384176531,-0.00188429452779992,-0.00207280073792476,0.00546129095540302,-0.000492823133599558
-0.000164126389214889,-0.00134088272412867,0.000623015390930866,0.000602516569718803,-0.000669253654560776,0.00135094354409951,0.000169986974743183,-0.000536528805071954,0.00141261659869544,-0.000186344062016054,-0.000422182433093881,-0.000906190802267649,0.00145288458843311,0.00175916377561565,-0.00116223564268622,-0.00101135328813304,0.00239360533982879,0.000989287210407954,2.83177329943761e-05,0.000882157016871903,0.00198093273846699,-0.000263834207469176,-0.00101356692005127,0.000821813752562319,-0.00109142360326744,-0.00190201224051256,0.00559830558708706,-0.000953927327549204
-0.000327425352100888,-0.00126859777775825,0.000486231019524274,0.000848181763682751,-0.00102630335818594,0.000881333939986515,-1.4746328691752e-05,-0.000551819958683914,0.00115893999465261,-3.26869294181123e-05,-0.00016198745282151,-0.000540754440958195,0.000959865843424995,0.0021834033249991,-0.00165752765540544,-0.000287527505235167,0.00150677334825127,0.000621667467780124,-0.000126549487662891,0.000970899730828303,0.0015519857887793,-0.00021919827011918,-0.00139505783249211,0.00104449682125594,-0.000247311808497515,-0.00140479565210798,0.00558918982644664,-0.00110742461127434
-0.000490001691859086,-0.00119671547822835,0.000349446648117682,0.00109168148541152,-0.0013833530618111,0.000397528140712165,-0.000199479632126687,-0.000567111112295875,0.000905398229205935,0.00012097020317983,9.82075274508615e-05,-0.000164501565420653,0.000466847098416878,0.00260553848161725,-0.00215281966812465,0.000436298277662708,0.000603495944968835,0.000254047725152294,-0.000281416708320158,0.00106360170050658,0.00112303883909162,-0.00018038119608142,-0.00170964938667024,0.00126717988994955,0.000589671738078672,-0.000854252113829886,0.00556449672644511,-0.00120081122305109
-0.000644139322662321,-0.0011339954194503,0.000222123616590306,0.00130457052304692,-0.00171277697320976,-0.000126417836789232,-0.000424308245690136,-0.000621007508767444,0.000686081497345039,0.000303949494370852,0.000386538642345753,0.000237274790897817,-3.24510570043528e-05,0.00296519209582022,-0.00257515348760076,0.00112943424609217,-0.000262181012027411,-8.59072097361065e-05,-0.000407746534225609,0.00118104000954927,0.000754213650630676,-0.000188225708491849,-0.00153358774699701,0.00115477747659728,0.00121450825762295,-6.15143499817426e-05,0.0054666520053948,-0.000879325235019363
-0.000774883824462192,-0.00109674333757915,0.000128685288129532,0.00143467839018624,-0.00194860961028456,-0.000737376083485899,-0.000746211228548234,-0.000778840209207177,0.0005586795288232,0.000551032455641446,0.000713574827946023,0.000690320542642101,-0.000528867977470118,0.00315295429939057,-0.00271783926978103,0.00172963437800559,-0.00100774932914923,-0.000285681803876201,-0.000421395664174412,0.00138877775888807,0.000577019910758011,-0.000311941219562126,9.19586990434697e-05,-0.000196459698679242,0.00124490251411892,0.00147286794589526,0.00513271446635645,0.000656424445789981
-0.000905428535032689,-0.00105971044522058,3.52469596687579e-05,0.00156416974441864,-0.00218444224735936,-0.00134764355409434,-0.00106811421140633,-0.00093667290964691,0.00043193914300852,0.00079811541691204,0.00104061101354629,0.00114262710882554,-0.00102528489793588,0.00333918557923093,-0.00286052505196129,0.002329834509919,-0.00175097720642108,-0.000485456398016296,-0.000435044794123216,0.00159838932400768,0.000399826170885346,-0.000435842256992738,0.00173284869616603,-0.00154769687395576,0.00126979010802744,0.00301547412179886,0.00479527138765597,0.00220379121659347
0.00162567158596307,-0.00194356255947872,0.0020727537016194,-0.00279106671717628,0.00257344552976977,-0.00406927962983934,-0.00393841350414155,-0.00394944351449834,0.00319754620176534,0.00362735755385104,0.00334251835740801,0.00381465432325811,-0.00188115824026949,-0.00290476846037575,0.00204279861724562,0.00368543427944187,-0.00467140615561495,-0.000405315620948812,0.00204067040337288,0.00193375103475325,0.00346380597000261,-0.00422986716253845,-0.00728868455183783,0.00503765149141916,0.004973914736876,-0.00168202695017739,-0.00509483501457217,-0.00643109014594405
0.00142542566376175,-0.00186634067511619,0.001911265835539,-0.00242018692364707,0.00231383388764175,-0.00298007001393745,-0.00325185440257232,-0.00343630211771962,0.00305215506317549,0.00301769608702406,0.00271997662111476,0.00289587219440716,-0.00106386220561263,-0.0025527634805918,0.00206356746501355,0.00240131754522583,-0.00313025454098203,1.72334633937892e-05,0.0018476479109169,0.00172354719874691,0.00349201820892503,-0.00373170230735263,-0.00390479908632682,0.00279364027434938,0.00298174193456203,-0.000511292755639654,-0.00396821202319187,-0.003317100806636
0.00122535341814469,-0.00178952014649344,0.0017377716029752,-0.00205175353102914,0.00200579264597665,-0.00189340611076864,-0.00251915651115021,-0.00287559330189648,0.00291123065804508,0.00234530456480155,0.00202353875297013,0.00198294523576583,-0.000262511072904815,-0.00221029113169748,0.00196550719831761,0.00115301888892617,-0.0016094350928195,0.000450538280062682,0.00162286697006708,0.00151811679457836,0.00344115505516885,-0.00325044212413147,-0.000584191495999765,0.000583291220511376,0.00103726514673779,0.000637836820356255,-0.00289093734123565,-0.00029667519449877
0.00101711508425796,-0.0017001130547865,0.00155220396134695,-0.00164048112124613,0.00164810415556335,-0.000854229217310987,-0.0017403450995668,-0.00226674682722449,0.00270041787280897,0.00160901198195947,0.00125325231105597,0.0010867992611644,0.000522934920825876,-0.00174479532629796,0.00174752112196638,-6.4386928072302e-05,-0.000147844195788895,0.000895142112453199,0.00136454574221651,0.00129895149544308,0.00331140180988954,-0.00265113032895417,0.00183822563419902,-0.00159291521926318,-0.000603784276698654,0.00124195335857757,-0.0015752926209772,0.00184239727747895
0.000803023891738237,-0.00159960219567472,0.00136931632523991,-0.00119154578523246,0.00128969883642104,0.000112729216214756,-0.00107896920503838,-0.0017378679740351,0.00241548218596695,0.000996491467067797,0.000611841404263221,0.000221871812232655,0.00111276974096212,-0.00114787244676866,0.00145273856662551,-0.000903480310924846,0.0012558144692982,0.00119368059878569,0.00112496047769066,0.00106091292398383,0.00313439088379544,-0.00191275049052089,0.00356651113842304,-0.00264500539852902,-0.00204459707827069,0.00141412937695111,6.48769862791422e-05,0.00338678779815283
0.000598136183171122,-0.00150692122826018,0.00118609990717015,-0.000791900469777064,0.000915732245406096,0.000813817865376481,-0.000501333822638472,-0.00125805126288718,0.00216389900384039,0.000466304019079609,6.28482635895373e-05,-0.000391234999761145,0.00154313647855835,-0.000617568880014821,0.00106561794190223,-0.00145683112066248,0.00214598997239147,0.00137788311722267,0.000884421746274086,0.000885869757602228,0.00287827080776562,-0.00136685035929436,0.00367505688099169,-0.00278947749597704,-0.00261582903049078,0.000933941328524693,0.00128881953631758,0.00339478025297605
0.000397426538643333,-0.00141475530137275,0.00100337543057975,-0.000410572142876135,0.000511015511313564,0.00129374828180202,-4.33048225567666e-05,-0.000840126971097179,0.00190220989742004,4.03796384026966e-05,-0.000352533293208244,-0.000810940860027788,0.00178119797884752,-8.08585764346461e-05,0.000566098047188095,-0.00172988827494819,0.00263585053458061,0.00142878670053618,0.000625235553729924,0.000754178889117793,0.00251622791260854,-0.000908664106017429,0.00274333512848579,-0.00235048248430916,-0.00256770196967494,7.73265296182342e-05,0.00231405189039214,0.00238000972903351
0.000199653570102346,-0.00132008437211074,0.000825796622890345,-3.28917653649777e-05,8.18688703798558e-05,0.00157535818287477,0.000229206683318082,-0.000530043901395862,0.00160490127642047,-0.000220455303032113,-0.000564303297206075,-0.00107684886789273,0.00175118771935227,0.000502422610517284,-4.9446740423654e-05,-0.0016174618932845,0.00283844440697506,0.00130063099924756,0.000358278433083359,0.000652418924970372,0.00204790664545483,-0.000460756990744296,0.00146185719626017,-0.00117537118712281,-0.00221976493855462,-0.000813780701999051,0.00331094472321869,0.00105105482913018
2.21132094597661e-05,-0.00124261482685543,0.000681715361193703,0.000259389170427709,-0.000239522759871897,0.00150305762862583,0.000250507810754843,-0.000437673098243974,0.00136399954595162,-0.000237338984484471,-0.000522329039885493,-0.00103684046547766,0.00154103144777349,0.000958312628191377,-0.000469105284656548,-0.00128130403374466,0.00255801706793284,0.00109766615940038,0.000208843006899879,0.000637797690441824,0.00178686016629899,-0.000240849884102129,1.65425357009282e-05,-2.57767514132512e-05,-0.00155721504919859,-0.00147506159293621,0.00381903900456126,-0.000193929444348469
-0.000145487460790596,-0.00117258705648727,0.000537634099497061,0.000511870598237208,-0.000560914390123649,0.00124358066369484,0.000271808938191604,-0.000345302295092085,0.00114444591996716,-0.000254222665936829,-0.000480354782564911,-0.000836614626786801,0.00133087517619471,0.00135508551463923,-0.000888763828889442,-0.000945146174204832,0.00200601942049747,0.000894701319553197,5.94075807163995e-05,0.000674976417230384,0.00152581368714314,-0.000142522173804097,-0.00108872746651675,0.00112381768429631,-0.000804760805891506,-0.00171112000214288,0.00402530515875201,-0.00102128319399402
-0.000309688755263551,-0.00110317372179475,0.000398902337884465,0.000755820321944891,-0.000908447686061137,0.000882692726518045,0.000142061994264675,-0.000331860682850755,0.000915933832606309,-0.000146079375236493,-0.000278398432960034,-0.000557677639707621,0.000913346617897154,0.00175292792258731,-0.00136387082169994,-0.000324781000843436,0.00131122414150484,0.000571024589948712,-9.40100055159532e-05,0.00073849557833824,0.00114167592587686,-7.69056644823951e-05,-0.00179067813231959,0.00159387436643483,-4.84808339569687e-05,-0.00158225870619605,0.0041242904909025,-0.00147953189797771
-0.000465110633947686,-0.00104011934908502,0.00026635324637343,0.0009715395051532,-0.00125309280926441,0.000388891115062184,-6.09515431114656e-05,-0.000364678017852256,0.000700073718390499,2.09954479097488e-05,-5.1657587127069e-06,-0.000179061339718077,0.000417335932969339,0.00211258438112187,-0.00182663476249782,0.000385185646817844,0.000491189754223228,0.000215495468757746,-0.000236177486812578,0.000841300377288965,0.000739810933733349,-7.60220870654021e-05,-0.00178284889279347,0.00166683615936936,0.000579139702801615,-0.000936705080559215,0.00407256251639265,-0.0013073350341316
-0.000610454228486614,-0.000986914306187571,0.000161479056327846,0.00115153769617989,-0.00151668176868114,-0.000188472887781018,-0.000383414959967569,-0.000512017971188836,0.000517837460235062,0.000275746474984716,0.000353260079857022,0.000258619573541765,-9.82252054137631e-05,0.00240649746394746,-0.00207684812636022,0.00100459152599923,-0.000342886062144128,-6.10290139741942e-05,-0.000295360125522683,0.000974139168207998,0.000514909572095715,-0.000138931584941511,-0.0011381422480312,0.00076146318905466,0.000985926801212353,7.48707584016752e-05,0.00391439442922744,-0.000584164249714503
-0.0007445501014881,-0.000945944807860202,5.84793373941857e-05,0.00129157652729964,-0.00177572114309132,-0.000808226962388101,-0.000705786515153993,-0.000661077808172461,0.000380038560030752,0.00052924061662713,0.000706540788147913,0.000721309167278105,-0.000610648383164838,0.00261725332996202,-0.0023094364652865,0.00162084935917028,-0.00111829044924958,-0.000324973294686205,-0.000347079291003013,0.00114928018068686,0.000297828046169967,-0.000257835863792087,0.000193557882895579,-0.000216992125414357,0.00110685620888268,0.00143371902339923,0.00364510502947947,0.000712687630955321
-0.000872582120747225,-0.000911438092277833,-3.16215019090795e-05,0.00141061204768778,-0.00199804960080556,-0.0014018579634917,-0.00102253005960805,-0.000821054955427081,0.000266071925749346,0.00076848567715618,0.00102045410828421,0.00115526063904716,-0.00108725730081251,0.00276988230550952,-0.00240899398392555,0.00217384996494629,-0.0017873201006748,-0.000478258522670891,-0.000338288510570212,0.00137049197010454,0.000150725244044621,-0.000378882367917639,0.00181323779481269,-0.00156031373481613,0.00105465232827485,0.0028649458459592,0.0033030591264441,0.00215943406425426
0.0015731245146,-0.001662275041883,0.00189828189585024,-0.00244122207060551,0.00215694651245974,-0.00413371277094781,-0.00353729139995506,-0.00327903263322466,0.00221547775574301,0.00307286347503787,0.00298978871545047,0.00354277828424676,-0.00217150061088678,-0.00202875791994628,0.00128727936279801,0.0034226768072512,-0.00438812320925138,-0.000550962305122346,0.00152231992735857,0.00141918553462553,0.00165663051710096,-0.0025241643881967,-0.00718960831858404,0.00505811512498064,0.00440887269013993,-0.00209147461258982,-0.00301649525046715,-0.00586652824571375
0.00137949574765268,-0.00159633927092524,0.00174141306742972,-0.00211963826504893,0.00193492902361511,-0.00304304479681057,-0.0028702428635067,-0.00279823349905299,0.00215286995378239,0.00250204868764868,0.00238507110188045,0.00267342916814463,-0.00134800033857037,-0.00184004144062622,0.00136118181980577,0.00223147191525636,-0.00302308577596506,-0.000132550031815878,0.00137969216640088,0.00126567794013504,0.00177631879805195,-0.00225336034321219,-0.00387058656229987,0.0027920306350145,0.00271691641834881,-0.000793488519013411,-0.00249992980384607,-0.00317351938235398
0.00118454354904002,-0.00152825353440353,0.00158018249937427,-0.00178929940488516,0.00171052977286878,-0.00195506645982594,-0.00218878662374937,-0.00231319472533144,0.00207590444046938,0.00192559577614843,0.00175010415244942,0.00179850648918426,-0.000535954916531665,-0.00162361862956357,0.00141141189467842,0.00113549756618087,-0.00163788241609562,0.0002766901809089,0.0012518657720671,0.00110398081520367,0.00191502949291112,-0.00194723154150695,-0.000596755691237902,0.000572510244087211,0.00100293633175543,0.000455450517726321,-0.00189229268819483,-0.000475337434129116
0.000981737011406334,-0.00144806393569278,0.00140418039631718,-0.00141423135017424,0.00142110168105959,-0.000903972230054767,-0.00145322459360444,-0.00176869655495038,0.001927622448757,0.0012721694704011,0.00103063532240865,0.00092274771984416,0.000248185227340046,-0.00127318639392776,0.0013219240178997,6.06700567033985e-05,-0.000237594456513487,0.000688555888402918,0.00107165570034935,0.0009139055598447,0.00194182978296997,-0.00149598100639647,0.00198046694151053,-0.00155352944989048,-0.000579798613494391,0.00123186273548179,-0.000935756737921847,0.00170784234749401
0.000780062819194469,-0.001368581050583,0.00122814149892549,-0.00105167772097727,0.00110434157038223,6.63284170019298e-05,-0.000824990589511427,-0.00128442588545757,0.0017905002390608,0.000711974165543694,0.000424675390800224,0.000130083656005552,0.000836674338803825,-0.000951599806784549,0.00110876938091324,-0.000709777970063179,0.000963538455078325,0.000972012893223642,0.000877659575233134,0.000749857182549681,0.00187499636383372,-0.0011276519075617,0.00369346686501705,-0.0025731227307676,-0.00172487354064756,0.00162087496467174,-0.000208910518683478,0.00301575053796343
0.000580752961506854,-0.00128425190926959,0.00105345852543075,-0.000688721948894955,0.0007716223467947,0.000731028254608833,-0.000302892740206207,-0.000865182625442988,0.00159446544081919,0.000249402561110033,-6.89808110923966e-05,-0.00042267628829763,0.00124328167346914,-0.000525234636816676,0.000798549129527649,-0.00117845853906332,0.0017120959716113,0.00113248050464914,0.000681545080281151,0.000608938946634952,0.00174387526140298,-0.000735699994057918,0.00356118171576165,-0.00255920371439669,-0.00207090264998387,0.00111815678681314,0.000643952105444194,0.0027209513946007
