f1,f2,f3,f4,f5,f6,f7,f8
0.999890672839565,0.999911648536037,0.999613395164824,0.998785720561978,0.999485679936041,0.998241687674597,0.999335996807037,0.997886039761241
0.999885842087401,0.999816492687447,0.999551705074744,0.998085120731976,0.998925823328676,0.998315290423816,0.998362574965088,0.996786964525197
0.999060637280559,0.99821238630473,0.999075376688861,0.997261272592555,0.998975371937491,0.996912474851061,0.99734873797441,0.995796678935886
0.999538896584209,0.999544462902329,0.998446827537863,0.992266986008955,0.989009282791771,0.995494394553593,0.99296223448135,0.947055873616473
0.999599420869558,0.999039785760958,0.998194945709538,0.996031545646719,0.996891956421245,0.99754867626432,0.997970187425897,0.994871189247642
0.999751418214453,0.999414382652258,0.998910739498866,0.847749325266103,0.997720150803254,0.998387888934046,0.996765203294604,0.576512158370234
0.998820240680978,0.997509576069821,0.9992218296389,0.997895115011951,0.998546288625466,0.997889756583357,0.997983715527823,0.996948455872024
0.9844642580106,0.973016719228778,0.998719603174255,0.997996467928763,0.995542569002075,0.997847269005879,0.989803479977916,0.996259677360424
0.989942571979212,0.995619656043932,0.997985995908446,0.978837809446111,0.982793535092193,0.995448283583654,0.977909853852654,0.691443741548375
0.990214443508664,0.998376406684919,0.993421019047603,0.965792235913008,0.993341230276043,0.99051521176306,0.956710270706062,0.912100410564932
0.99964229005157,0.999040093810953,0.998861178293939,0.996273509920974,0.995162517320718,0.915742194556754,0.858078675766049,0.796271083767681
0.99344886620235,0.989038471876587,0.999122459105776,0.997983252037326,0.999024836442364,0.997307940290733,0.998806742391487,0.994409251019878
0.999194758247585,0.998839093962128,0.994178259809069,0.998317249506538,0.98168951927744,0.878107710356978,0.94854882257377,0.981087934303232
0.999718360389063,0.999220908259518,0.99897559189878,0.996049662802962,0.990427915012324,0.972756217422423,0.83458523948555,0.714080458366484
0.999898677622594,0.999871240570819,0.999620749514049,0.996303244911551,0.997378942683049,0.998011813256698,0.999136481590308,0.995052025653233
0.999835032200043,0.999689221264971,0.999293866299143,0.998557010459378,0.996313332170765,0.996492999230169,0.995483556955179,0.995124208933455
0.999545352359957,0.994918664675266,0.994451168065273,0.998592163332558,0.989821238196174,0.990312583287697,0.879121896410159,0.969559389248565
0.99939567126903,0.99630655369284,0.994997602288898,0.973993648652673,0.968299027436281,0.994469159224305,0.975354585219603,0.445755996279316
0.997845702170715,0.994410469867421,0.998315959070034,0.995726456313955,0.992389751221544,0.995422480591934,0.984622570487468,0.992891238996752
0.972619841294042,0.984587782742332,0.998749469746323,0.998296750258682,0.998875172750454,0.997720684076097,0.990283155824088,0.606964883510872
0.999638048348889,0.998164045992973,0.997826011700343,0.996520744505356,0.997742828991269,0.962877228270665,0.826457074390807,0.811578334592684
0.999317190064534,0.987160621496521,0.985996336434271,0.996598122926722,0.961199000399678,0.835652388393861,0.958461168454262,0.914048849828239
0.999858693195442,0.99925273133178,0.998744117610252,0.997814468156548,0.996564116254894,0.997416561278284,0.993019603592084,0.992818344889294
0.99987965442626,0.999664448254458,0.999462094065527,0.722148992527638,0.983985076877568,0.995953802645171,0.998316466864663,0.990324893603165
0.999890042868759,0.999942784999605,0.999532186782228,0.99700120666618,0.998764601085769,0.998011772601815,0.998574813675096,0.997507394306854
0.999497090220583,0.99576877425936,0.99588510558369,0.995994496504708,0.9691125686403,0.988202678706992,0.956875139518974,0.909735060965979
0.993021652657934,0.998088190432507,0.996565252726967,0.982551129876316,0.993265685188888,0.995176772210176,0.73660374892327,0.977759815010448
0.99976791323499,0.999777144662593,0.999369678340599,0.996993650347255,0.9493975575835,0.994192165494357,0.974990198296805,0.972210611795416
