f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20
58.4845086951393,105.083065055177,157.909502494827,187.448953578398,218.317535394134,284.625921725962,317.600346877951,330.118163311112,483.781354939435,513.974630610029,533.75589183635,541.804164756449,573.954359048344,630.103405305473,716.126939514651,774.813813475475,837.450899105386,877.470232402771,987.382394896448,1000.08733160051
57.8216555194711,110.947266621781,160.471050205391,160.473178296396,195.62579540486,297.765472430261,301.024322047933,339.960578931214,440.388021667259,470.799219823672,475.361636667868,554.949660600481,560.549364838054,596.471914210714,715.538218040414,722.881879593095,861.234676024657,862.780940584993,888.908962885087,898.083927182141
65.2122857654515,128.455621014054,183.542605517985,209.027564928076,243.467417705917,345.111813156749,357.732467512278,390.983627483993,553.965925069338,573.00351851698,603.7265830119,640.483891191603,674.943429359947,709.027125106453,827.645426035223,871.925315692467,992.170346848719,1031.99292574168,1118.40734324305,1123.4793819723
57.8465663760418,95.6108357375846,151.021343055243,188.008593822166,217.412453740273,261.21396297792,309.451548806093,313.381019997428,469.364142988572,491.6382241527,513.163199481203,539.040340104951,542.805880002811,627.449907844339,686.375443324274,764.980979009041,777.29632446212,822.129352209329,955.845517909663,967.124116221722
47.4991936462137,94.8960956711538,134.933065434421,169.543191456753,192.626384695887,257.576365531765,273.100910910098,291.483232707527,418.451811706305,465.068075486223,485.912690458966,486.10039869671,515.113605145033,556.408837001311,629.898278507806,677.431238780639,767.117852800983,796.917228054406,865.152601009954,894.423904289126
56.3353271536861,104.34781896128,154.338439151095,191.689461173589,219.514116801967,283.306398371055,314.520173637095,325.540378378488,477.249300109538,524.615337528016,530.889007416569,551.114737352426,569.443294521511,634.497927038661,707.431131430225,773.279402890263,833.09090456771,871.123713102417,981.260395748932,991.491947771144
61.0758952986249,110.216466287241,165.07926205474,183.816023435354,218.097021037129,297.52510096338,324.212130254053,344.834872971523,499.234223106121,504.438396271706,534.571387011071,556.601744375571,595.724918616265,631.859297968261,741.278791781449,785.058190162025,869.988243387589,910.899184931962,989.136907949761,1008.4890341224
66.1186061184447,111.322139776915,173.34709135793,203.771083971073,239.600006452707,299.938334077832,349.8163411061,354.233515500247,527.114636940683,558.681200398251,558.735762226795,590.605965478285,608.044296095068,687.75314738933,768.657393231399,844.490550519088,870.501024168254,918.072954908946,1061.15195216671,1067.60962553265
58.1112749193067,112.125059412642,161.936571947821,191.66370721927,221.584283043413,301.541970662296,321.142560840703,343.476004627923,492.392882834383,525.474237212925,552.239395735045,560.770536927037,596.098364581802,640.313548731835,732.213901059454,784.77761905651,871.055774031519,907.440221327847,999.899109731281,1021.684562428
52.7008889529141,99.807859156242,145.808006367762,177.045548934614,203.898855586203,270.485100963486,293.484330827923,309.723590915099,448.773345452229,485.530823828849,508.367285374089,509.815060779043,542.441058190299,588.983809486732,669.796376758726,721.359261566936,799.32445842366,833.770319986789,920.703345151687,942.306200258553
60.2029667127522,112.286252743099,165.186451160415,205.67208261052,236.048655182561,303.024834105342,335.791974822998,348.767508292234,508.589629380823,564.193352566469,568.346829235665,591.256335032973,609.316486165951,677.201870273736,753.880040138999,824.342017141447,891.337121701979,930.771935478546,1043.7136721828,1057.81290960662
56.9187461513014,96.4922504797292,150.121683795865,181.346586152978,210.944748530931,263.323487102102,307.055428030183,309.593102310062,463.894479137256,495.130512253,496.213870110529,524.433450201189,538.286076762726,610.259065687179,681.950690095096,748.87167806764,781.014806492297,823.395660864666,950.595653456125,951.72368311907
68.8909113694255,113.735615046834,179.612473815239,224.760902246875,260.335687383092,309.629266117874,367.950405778041,373.052423384007,557.607354529811,584.156169330478,614.436037655042,640.46087087023,648.719297748735,747.417763189859,815.221899388688,910.43021442935,924.634362551658,977.233671795323,1136.51266284799,1148.97180463644
50.4853958818172,96.2632716946841,140.133951810493,175.934780714711,200.645003819994,260.883933966966,285.376750045215,298.069320938802,433.657344939244,481.896128951958,489.600623687592,504.924396030993,523.059870598811,578.620307752653,645.525155914701,703.779524259835,768.988783852522,801.933876026152,893.227167737524,908.392644299336
60.0859939518734,102.396025547407,158.526110637317,175.46813374642,209.707469851508,277.292111356112,313.703801127631,326.026931544718,480.053311886763,481.226374599784,511.732324778644,518.860253062638,561.052570771778,607.121139982039,707.117553168958,756.216499429195,811.941745024178,854.805175566076,944.038683147889,963.279569140579
55.92183439315,103.443474676379,152.742964388784,169.766928713155,201.162939986043,278.650649334027,298.407817287699,321.213661109454,461.013085333052,466.086301176158,493.29552926122,521.440088442178,555.496144869419,582.628695326471,687.235163072487,723.318699574359,814.86197728977,851.151562829036,913.342974971505,930.733877784598
59.6096339926525,102.2544020631,157.774979335627,182.934650068201,215.083978569728,277.302710175652,316.862139680622,325.006396839308,481.394095015271,501.103758783182,518.00495018387,530.593095340487,560.792292775042,622.140081569474,707.069423889262,767.637113547504,810.02048661073,852.777823425884,977.330867454313,978.985279152904
63.4971327468663,102.007565788223,163.393343069197,179.016911367565,216.514012469833,275.480497531601,324.628816952882,330.300928517485,491.519527346327,493.068577899943,516.000137655569,524.014650212059,564.78591620509,622.411383095365,719.983388151241,777.063531492973,808.189021956794,855.651467921265,963.569452552608,983.576932471502
63.6167257227206,99.1161324590722,162.294458418695,186.431958510588,222.234071007972,270.968428764063,327.182478871099,330.210245183788,498.420646780445,511.008425857901,511.275193286111,543.903217843967,563.467884947386,642.358603996998,727.549937994304,797.018567866127,809.85223322497,861.260204014631,1003.60846577533,1006.47209107755
64.4518978809686,115.331361729957,173.548856764092,193.246967792742,229.213499315031,311.178061677962,341.182889033624,361.021578419684,524.193251982512,529.964070024834,561.920571857171,580.080046276755,621.797093799423,664.360538541661,775.395521161431,824.680172887359,903.495774427009,946.969467192381,1039.52875802419,1056.85111235663
59.2766528009614,105.120524418553,159.308430955275,186.587098572769,218.415955966976,286.156865300622,320.133536412318,332.955213946951,489.478627740883,511.637093148896,539.52918927361,540.521105218838,580.544339343993,632.568977510552,727.146209267307,781.640190645732,851.881815999907,893.513343100363,1001.47825427527,1003.98830362351
58.2660733613438,98.8048942425674,153.616211053814,194.273291291083,223.439838428815,269.019640335996,316.695810986728,319.20525097941,477.502924973947,505.743022392723,530.002838969829,552.819553549884,559.569670039217,643.077230061481,699.006214420767,780.972002417048,797.794861600561,841.410865504142,974.270157351485,984.599042125399
