20,-33.0568415936259
20.5,-33.1405683900962
21,-33.4041377232238
21.5,-32.9998840347915
22,-32.7684342991481
22.5,-32.9745682968838
23,-32.6624906057613
23.5,-32.4283694816028
24,-32.1204150271415
24.5,-31.9321040397867
25,-31.626495276118
25.5,-31.4897029776261
26,-31.0825002861134
26.5,-30.6208304147441
27,-30.3352554245939
27.5,-29.7939539137685
28,-29.3025838025815
28.5,-28.910332242763
29,-28.7113634091751
29.5,-27.762555453795
30,-27.2212149587252
30.5,-26.4106048478521
31,-25.6801457924634
31.5,-24.6527966708383
32,-23.498461353921
32.5,-22.3787587852116
33,-20.6778967668059
33.5,-18.6757333619722
34,-15.5223559361579
34.5,-8.46012873709179
35,-16.0609041306146
35.5,-4.24641222655862
36,-12.3816675908236
36.5,-19.1809241716114
37,-17.9561425456863
37.5,-21.4864890451125
38,-24.4390472189394
38.5,-26.2030425074237
39,-29.1610419199442
39.5,-32.8882541046365
40,-37.9208879414918
40.5,-43.485554285122
41,-30.2086830007237
41.5,-20.5122673213195
42,-16.3043270199523
42.5,-19.8897499911948
43,-22.1233791740599
43.5,-23.8847173504394
44,-25.5010218300573
44.5,-26.4368031627994
45,-27.6411742583052
45.5,-28.3081176647065
46,-28.9019211909283
46.5,-29.6546299358353
47,-30.2755897045119
47.5,-30.7526526598061
48,-31.1631490029093
48.5,-31.6947628491782
49,-31.8267211686512
49.5,-32.0259406064561
50,-32.1587723110691
50.5,-32.6497232695608
51,-33.0385601645411
51.5,-33.3644919668092
52,-33.4449656546415
52.5,-33.5169684115733
53,-33.8833742303188
53.5,-34.1131914253804
54,-34.2975226489368
54.5,-34.2680666899029
55,-34.5562030365454
55.5,-34.7547575977471
56,-34.7160264122531
56.5,-34.9684028385955
57,-35.1603369304744
57.5,-34.9460309238853
58,-35.0788289548213
58.5,-35.5956742319702
59,-35.385402268914
59.5,-35.5165953339486
60,-35.7135290686336
60.5,-35.4335943984083
61,-35.5182348248923
61.5,-35.504962538466
62,-35.7114906050231
62.5,-35.535654951166
63,-35.7684527460602
63.5,-35.6113023054798
64,-35.4085393008883
64.5,-35.0426426868395
65,-34.9852734644409
65.5,-34.872815671348
66,-34.9814160384252
66.5,-34.917685255584
67,-34.8816745199612
67.5,-35.0748649960798
68,-34.9868989522377
68.5,-35.0900172171475
69,-33.9992996172772
69.5,-34.3022973008046
70,-33.988558215062
70.5,-34.1416919395913
71,-33.9118654655033
71.5,-33.7709543796747
72,-33.7789083161598
72.5,-33.6041774724106
73,-33.2887848820188
73.5,-33.2305319151679
74,-32.9261972248137
74.5,-32.8361791559564
75,-32.6690183866857
75.5,-32.2530084941226
76,-31.9361719079388
76.5,-31.3880101400536
77,-31.3558522197875
77.5,-31.3094898536312
78,-30.4501542390126
78.5,-30.2520465821323
79,-30.0153837574031
79.5,-29.3336521870259
80,-28.7845616831369
80.5,-27.9489158280871
81,-27.8816357402464
81.5,-27.186389688529
82,-26.3667614037527
82.5,-25.7546560702227
83,-24.9273852485497
83.5,-23.9366408996046
84,-23.0154890781543
84.5,-22.0124536939446
85,-20.8621964464446
85.5,-19.3378851587751
86,-17.4962903145399
86.5,-15.0909172912734
87,-12.2193238978053
87.5,-9.96200257705834
88,-10.1620330987013
88.5,-12.3886542117004
89,-14.8711805158752
89.5,-17.0553758391872
90,-19.1812459321782
90.5,-20.6011230001815
91,-21.8990479571393
91.5,-23.0480448977289
92,-23.8966113416437
92.5,-24.7900680189271
93,-25.5054494855526
93.5,-26.5736238282508
94,-27.1622167520146
94.5,-27.6221868038747
95,-28.5208547816327
95.5,-28.9468195620664
96,-29.6462572201398
96.5,-30.2088371409247
97,-30.6195852604474
97.5,-31.2421578201465
98,-31.3324050396077
98.5,-31.6259951697802
99,-31.9645803722972
99.5,-32.1431470741884
100,-32.0821023422255
100.5,-32.488245054306
101,-32.9724571559217
101.5,-33.523270819543
102,-33.7156689651642
102.5,-33.874721257348
103,-34.0328744289681
103.5,-34.276402998225
104,-34.4657995067265
104.5,-35.0576148190355
105,-34.8950674759906
105.5,-35.1857964486584
106,-35.352329238455
106.5,-35.4164538704126
107,-35.5404771313932
107.5,-35.6776760664974
108,-35.7559859733284
108.5,-35.7787612738898
109,-35.793382299334
109.5,-36.0305873852587
110,-36.1324903730221
110.5,-36.1690220508997
111,-36.0535797955351
111.5,-36.051080842122
112,-36.2542720365327
112.5,-36.0908570080134
113,-35.8195696083253
113.5,-35.5527331650686
114,-35.6724164457852
114.5,-37.1392278797359
115,-36.5738034246489
115.5,-36.3480838320891
116,-35.9076625271297
116.5,-35.4729807460465
117,-35.1104904120603
117.5,-34.5860474603113
118,-34.0056279874851
118.5,-33.3375243235892
119,-32.619463322145
119.5,-31.4491708506222
120,-30.8025412296134
120.5,-30.6226861168213
121,-31.3179771634799
121.5,-33.1812622251703
122,-34.8703448204654
122.5,-37.6221872091045
123,-40.4027545075334
123.5,-43.7042875935566
124,-47.1217125204164
124.5,-51.0839056202854
125,-53.4134909420597
125.5,-53.2969743062385
126,-51.7607671741625
126.5,-50.0756865441296
127,-49.3574186536817
127.5,-48.1943635980086
128,-48.0417792044087
128.5,-47.7664466811556
129,-47.111037107442
129.5,-46.4084992894229
130,-46.1695645656115
130.5,-46.3531003201323
131,-45.9980250981418
131.5,-46.1986953099581
132,-46.000694997056
132.5,-45.5501727285669
133,-45.298494890595
133.5,-44.8942336662035
134,-44.5911660375801
134.5,-44.9147986624851
135,-44.6806651161231
135.5,-45.1052940715448
136,-45.0158029537543
136.5,-44.8126015307101
137,-44.5243442213688
137.5,-44.5287441452758
138,-44.1801716714939
138.5,-44.3388133644477
139,-44.44047313423
139.5,-43.1456893874335
140,-45.8313958392121
140.5,-46.8473351085912
141,-46.8126550047041
141.5,-46.8373944873258
142,-46.7637208679612
142.5,-45.8667490313567
143,-44.5717177182362
143.5,-43.6023480210876
144,-41.2436345595358
144.5,-39.4655079916649
145,-36.2018418657852
145.5,-32.7291712699152
146,-29.6645625654578
146.5,-28.0513808864952
147,-29.8751762867058
147.5,-26.7619438986269
148,-25.9064305003018
148.5,-25.4569627952331
149,-25.375253685468
149.5,-24.9861523892743
150,-25.3139014708496
150.5,-25.2974519492671
151,-24.6805751669446
151.5,-24.3959867882004
152,-23.8795674941747
152.5,-23.2950646174426
153,-21.982171652695
153.5,-21.4909229377946
154,-20.1489808270455
154.5,-18.8740410562563
155,-17.3116978604411
155.5,-16.2058206152738
156,-15.9102270788725
156.5,-16.8965945021729
157,-18.4741896799331
157.5,-20.2552564181185
158,-21.5931849216911
158.5,-23.5913862557993
159,-24.77328041139
159.5,-26.0218769344733
160,-27.2249737168085
160.5,-28.0448469714937
161,-28.7824434490029
161.5,-29.7251989495138
162,-30.7143915078676
162.5,-31.3989533134456
163,-32.2768151579488
163.5,-32.7699731066087
164,-33.5735275170732
164.5,-34.1607144245159
165,-34.4925070977381
165.5,-35.3373464102875
166,-35.5781299910091
166.5,-36.1337913353177
167,-36.791112066134
167.5,-36.9792592504149
168,-37.4125956852753
168.5,-38.1159709940536
169,-38.3884067624703
169.5,-38.8603978056961
170,-39.3512107120754
170.5,-39.5656359895835
171,-40.22631411048
171.5,-40.1896846469054
172,-40.5479102103085
172.5,-41.5039586008492
173,-41.5161658969557
173.5,-41.6760128078733
174,-41.9727846601699
174.5,-42.4332462350787
175,-43.5541032657804
175.5,-44.1924401803557
176,-44.00163569177
176.5,-44.1038867800833
177,-44.4465387702909
177.5,-44.7272412456551
178,-45.0964012488063
178.5,-45.6107092409238
179,-45.8814684447719
179.5,-46.2754899290587
180,-46.434405213746
180.5,-47.1693597994345
181,-47.5685409062928
181.5,-47.9233901877418
182,-48.274132289613
182.5,-48.4531063496837
183,-48.5279125066534
183.5,-48.7457443739474
184,-49.1830222935573
184.5,-49.3897828208588
185,-49.5038927579146
185.5,-50.2596625913411
186,-50.8747452246735
186.5,-52.1383137746457
187,-50.0986301479592
187.5,-49.9347400260353
188,-51.4201125707068
188.5,-52.7855804393911
189,-55.0666591374139
189.5,-57.8932387782097
190,-60.9146877837915
