20,-34.0130352078427
20.5,-34.0993013161972
21,-33.9785279720266
21.5,-34.0341516484517
22,-33.895033640475
22.5,-33.8144000693074
23,-33.9294275362793
23.5,-33.9738153569877
24,-33.9588466159995
24.5,-33.6691478217792
25,-33.6914375862925
25.5,-33.5744993282173
26,-33.3455352571119
26.5,-33.6054565488159
27,-33.3073280222849
27.5,-33.2664750617117
28,-33.0629080194387
28.5,-32.7937264960561
29,-32.8541651555513
29.5,-32.4824895688736
30,-32.1239951731123
30.5,-32.0115626550567
31,-31.834966763678
31.5,-31.227951099896
32,-31.2027528161918
32.5,-30.8486090187732
33,-30.3100039002879
33.5,-29.8324676413378
34,-29.4005922776582
34.5,-28.7171587704768
35,-27.3118129913881
35.5,-31.0422747983743
36,-27.5231235373565
36.5,-26.8403602966106
37,-25.5145734354812
37.5,-27.4126596660056
38,-26.0071937812787
38.5,-23.6583465724142
39,-23.4906430239424
39.5,-21.9444514172933
40,-19.4559523421022
40.5,-17.0374023419238
41,-12.6307492250568
41.5,-6.70829210779789
42,-10.1503547546703
42.5,-16.580198599836
43,-20.7701854546075
43.5,-24.4895193249092
44,-27.8575871532076
44.5,-31.8654413678033
45,-37.5278865471408
45.5,-44.5250256421883
46,-35.0595600435201
46.5,-28.1216660377665
47,-22.499239215316
47.5,-15.9147285360137
48,-8.60689183928929
48.5,-13.7659085522893
49,-18.4440922700844
49.5,-21.2633116974034
50,-23.2204785032508
50.5,-24.4970223083632
51,-25.6756868232011
51.5,-26.8244619072291
52,-27.6328072645867
52.5,-28.4374127214695
53,-29.1271007716872
53.5,-29.7133072989542
54,-30.180442244499
54.5,-30.8175481110912
55,-31.2882937571296
55.5,-31.6581969142203
56,-31.9844423369731
56.5,-32.5495913098536
57,-32.6518984844994
57.5,-33.2440635578685
58,-33.4900377090041
58.5,-33.5606241562953
59,-33.9159825812316
59.5,-34.2981768866814
60,-34.6717380611203
60.5,-34.8446443906821
61,-34.9431240303308
61.5,-35.0748652325978
62,-35.1105624662794
62.5,-35.3032957575339
63,-35.3768429604268
63.5,-35.4302952445695
64,-35.6534501205709
64.5,-35.6259745596917
65,-35.6599694153291
65.5,-35.940601781557
66,-36.0740940183917
66.5,-36.2233175430333
67,-36.041482322563
67.5,-36.1462431617196
68,-36.3773078830944
68.5,-36.3814598895964
69,-36.4353747069671
69.5,-36.6315030291719
70,-36.404528739505
70.5,-36.5263276694559
71,-36.5736467809709
71.5,-37.0309107635749
72,-36.8697540923593
72.5,-36.6468324567403
73,-36.8625472840219
73.5,-36.2930409057308
74,-36.44582937107
