Ex,Ey,Ez,Gxy,Gyz,Gxz,vxy,vyz,vxz,alpha,beta
13828936036.5081,936561758.617217,684472638.408881,745054114.135664,74148468.3154938,986845549.336084,0.257836706686362,0.462599741539989,0.354845293711194,19,7e-06
