rho,Ex,Ey,Ez,Gxy,Gyz,Gxz,vxy,vyz,vxz,alpha,beta
401.381330344067,13609340853.7268,779132041.730084,605866355.307745,831910613.980908,901754575.34176,42269745.719145,0.467,0.372,0.435,19,1e-06
