f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,f200
55.5,56.3638907375035,57.2412284516979,58.1322224528284,59.0370853091796,59.9560328977886,60.8892844559482,61.8370626335104,62.7995935460062,63.7771068285896,64.7698356908236,65.7780169723178,66.8018911992319,67.8417026416595,68.8976993719044,69.9701333236646,71.0592603521366,72.1653402950566,73.2886370346906,74.4294185607901,75.5879570345277,76.7645288534275,77.9594147173067,79.1728996952431,80.4052732935857,81.656829525023,82.9278669787269,84.2186888915889,85.5296032205643,86.8609227161425,88.212964996962,89.5860526255854,90.9805131854546,92.3966793590443,93.8348890072309,95.2954852498978,96.7788165477949,98.2852367856722,99.8151053567078,101.36878724825,102.946653128894,104.549079436912,106.176448470067,107.829148476811,109.507573748919,111.212124715553,112.943208038793,114.701236710661,116.486630151643,118.29981431076,120.141221767183,122.011291833436,123.910470660206,125.839211342783,127.797974029158,129.787226029797,131.807441929138,133.859103698807,135.942700812607,138.058730363296,140.207697181176,142.390113954536,144.606501351967,146.857388146575,149.143311342138,151.464816301221,153.82245687528,156.216795536804,158.648403513502,161.117860924583,163.625756919162,166.17268981681,168.759267250302,171.386106310579,174.053833693976,176.763085851727,179.514509141814,182.308759983167,185.14650501227,188.028421242202,190.955196224158,193.927528211477,196.946126326231,200.011710728401,203.125012787689,206.286775258005,209.497752454669,212.75871043437,216.070427177927,219.433692775899,222.849309617075,226.318092579909,229.840869226922,233.418480002145,237.051778431623,240.741631327042,244.488918992536,248.294535434696,252.159388575863,256.084400470732,260.070507526333,264.118660725429,268.229825853402,272.404983728662,276.645130436643,280.951277567448,285.324452457183,289.765698433057,294.276075062292,298.856658404908,303.508541270444,308.232833478674,313.03066212438,317.903171846251,322.851525099961,327.876902435506,332.980502778846,338.163543717943,343.427261793246,348.772912792694,354.201772051319,359.715134755508,365.314316251996,371.000652361681,376.775499698312,382.640235992143,388.596260418625,394.644993932213,400.787879605369,407.026382972842,413.361992381306,419.796219344445,426.330598903556,432.966689993774,439.706075815993,446.550364214578,453.501188060952,460.560205643163,467.729101061502,475.009584630292,482.403393285922,489.912291001237,497.538069206374,505.282547216153,513.147572664121,521.135021943345,529.246800654075,537.484844058371,545.851117541804,554.347617082349,562.976369726576,571.739434073245,580.63890076444,589.676892984343,598.855566965767,608.17711250458,617.643753482135,627.257748395831,637.021390897929,646.937010342763,657.006972342463,667.233679331325,677.619571138977,688.167125572456,698.878859007346,709.757326988129,720.805124837863,732.024888277367,743.419294054032,754.991060580422,766.742948582825,778.677761759884,790.798347451493,803.107597318095,815.60844803056,828.303881970798,841.19692794328,854.290661897633,867.588207662481,881.092737690712,894.807473816345,908.735688023171,922.880703225371,937.245894060273,951.83468769346,966.650564636394,981.697059576789,996.977762221885,1012.49631815487,1028.2564297046,1044.26185682893,1060.51641801168,1077.02399117367,1093.78851459789,1110.81398786904,1128.10447282777,1145.6640945397,1163.49704227958,1181.60757053071,1200
