[%] f1,[%] f2,[%] f3,[%] f4,[%] f5,[%] f6,[%] f7,[%] f8
7.1967717412148,2.91210386869426,2.52834861256427,0.626671549892172,0.128678814469934,-1.60330669175111,0.503799749288813,-1.73845378835297
7.12716955467517,0.443672506760398,2.53069879029006,-0.484182306909054,0.0964235801450367,-1.9520798220661,0.513409619415247,-1.74579818285118
7.14211109439248,2.90339527055997,0.0946092248644136,0.565887251940801,-1.33699231074675,-2.2338557078643,-1.78883342572166,-3.61843397777903
7.19530438558036,2.9119482371747,2.51787153243966,0.624235725837034,0.118913611574275,-1.61392656754901,0.473359280035324,-1.76945681093618
4.76789765001647,2.91139882387161,2.52707745979355,-0.629493781148951,-0.772104832576874,-2.96048416271845,0.501013155929258,-2.09447158280269
7.17239651286548,2.91200590156273,2.49956023323945,0.595615054415481,0.0937200870042817,-1.65714933441029,0.401935729489708,-1.83830940229423
7.19211908945141,2.91078640933419,2.52675393587788,0.622276979178159,0.119189306509765,-1.61613936559529,0.496960815683621,-1.75768698057568
7.19163939065088,2.92123832122887,2.49253591039678,0.60506827396574,0.111554711273021,-1.64741196420338,0.481949895442768,-1.77435223866245
7.19389851626516,2.91188036399197,2.50703963787266,0.622278823738631,0.110705714036819,-1.62175040640776,0.446216013895348,-1.79690698155691
7.19670748857541,2.91206961634221,2.52804147924495,0.626353039908337,0.128240767945202,-1.6042602551481,0.502915232430789,-1.7395893115201
7.19677174136011,2.91210386757538,2.52834861387068,0.626671544607931,0.12867881977085,-1.60330669124179,0.503799751660373,-1.73845378832102
7.19677173574044,2.9121038681484,2.52834861060253,0.626671549123947,0.128678811245531,-1.60330669636248,0.503799764600698,-1.73845378859153
6.71140316402652,2.44906568868661,2.05556545294996,0.167694583502238,-0.329480747442373,-2.05867957090427,0.0365384930854567,-2.1982672150423
6.47115980230653,2.2198929688922,1.82146483840241,-0.0594990204905406,-0.556309071576155,-2.28414600712369,-0.194921753070341,-2.42605643960627
6.64920619060814,2.33624623777079,4.99033564534495,0.118422445594204,1.33622743129317,-1.43047029965232,2.79295684044375,0.00863221257768604
7.01637117365957,2.75995824588945,1.25409087417287,0.452048833691486,-0.689331767498816,-2.03606008751752,-0.70340653369658,-2.75005720708637
6.55792952736139,2.29831837347216,2.14719699764818,0.0234080345000921,-0.333290190530178,-2.1457194059149,0.115494057629257,-2.15995944327465
6.443071510655,2.18795110220833,2.07866282432801,-0.0847483912080757,-0.416109105012619,-2.24227795139646,0.0463361645827175,-2.23476448887428
6.3135269279047,2.05957814885901,1.99900144330544,-0.20736658470764,-0.503266640103859,-2.3425609555211,-0.0292054944740577,-2.30280526831875
6.15198767214772,1.9056217019518,1.91433016131227,-0.35862663573275,-0.61521345253766,-2.47613037571318,-0.0962149797382783,-2.38730026486807
5.96665365194124,1.72588687116941,1.81446660025835,-0.532842195595505,-0.740799686154162,-2.62488820292226,-0.176963097561025,-2.4770530711342
8.73146967775176,1.51535498731134,1.67068842345575,0.750470966445618,0.156242025390279,-1.19365775696215,-0.342544128221562,-2.2408152442151
6.48350075824357,1.26692002503095,1.55137675249694,-0.459200734920516,-0.700893875526094,-2.43950793066535,-0.3703751403118,-2.55825502981256
6.14693800392358,0.473854854718412,1.09050485605231,-0.971123678896092,-1.08640587957048,-2.81713794371874,-0.736084589516478,-2.89909562640164
6.27409139923457,0.820971093868203,1.30271785267518,-0.753668698455093,-0.937530591583253,-2.66458103058676,-0.678988972946212,-2.83393768355198
6.18669912943585,3.4025624004559,1.04575092987728,0.276848613640689,-1.10664715688636,-2.49515239381212,-0.922550959444667,-3.05701911392638
6.14331483481704,1.15405505570709,2.27716639235264,-0.68577019679789,-0.408907279174654,-2.49576457734092,0.247075894860089,-2.11782559874432
5.78025154820529,0.700317782623961,0.967835227203881,-1.08632577678563,-1.30884815189337,-3.07549942116587,-0.99682246658313,-3.18499482130973
6.26327490176809,0.997823928315458,1.1240396660456,-0.70409634974441,-1.03692264029914,-2.71700281554706,-0.821557276536234,-2.96149528405953
6.34503758405478,0.891760483777189,1.01955348563392,-0.709548450952608,-1.06755327503546,-2.70754274152716,-0.910007844901175,-3.01919785224106
