f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15
59.3114528736929,105.025776588919,154.236024242375,158.792842185062,194.236859468629,289.887001263402,304.215555736346,338.380141893426,423.03577542866,458.339378667526,485.525134076754,562.050176515987,567.142320999042,612.503619630308,741.025994590829
59.311452875312,105.025776585546,154.236024256916,158.79284216847,194.236859481174,289.887001251136,304.215555713192,338.380141895869,423.035775449464,458.339378672816,485.525134102407,562.050176508874,567.142320998529,612.503619623139,741.025110158801
59.311452875312,105.025776585546,154.236024256916,158.79284216847,194.236859481174,289.887001251136,304.215555713192,338.380141895869,423.035775449464,458.339378672816,485.525134102407,562.050176508874,567.142320998529,612.503619623139,741.025110158801
59.3114528729635,105.025776587912,154.236024239366,158.792842186187,194.236859466968,289.887001258595,304.215555734023,338.380141904357,423.035775423382,458.339378673529,485.525134053331,562.050176515941,567.142320998342,612.503619653976,741.023870487312
59.3114528727266,105.025776588163,154.236024243466,158.792842182381,194.236859467793,289.887001269268,304.215555735917,338.380141881783,423.035775432164,458.339378674828,485.525134076231,562.050176515707,567.142320993066,612.503619610162,741.023486597075
59.3114528727266,105.025776588163,154.236024243466,158.792842182381,194.236859467793,289.887001269268,304.215555735917,338.380141881783,423.035775432164,458.339378674828,485.525134076231,562.050176515707,567.142320993066,612.503619610162,741.023486597075
59.3114528748451,105.025776591343,154.23602424723,158.792842175181,194.236859473348,289.887001264608,304.215555722774,338.380141882243,423.03577545538,458.339378676809,485.525134090735,562.050176510445,567.142320995697,612.503619606769,741.02774237317
59.3114528748451,105.025776591343,154.23602424723,158.792842175181,194.236859473348,289.887001264608,304.215555722774,338.380141882243,423.03577545538,458.339378676809,485.525134090735,562.050176510445,567.142320995697,612.503619606769,741.02774237317
59.3114528724052,105.025776586668,154.236024241571,158.792842184727,194.236859469689,289.887001264619,304.215555734669,338.380141882865,423.035775431223,458.339378672798,485.525134081329,562.050176520278,567.142320994804,612.503619624445,741.025128734086
59.3114528735288,105.025776594613,154.236024247973,158.792842176791,194.236859472116,289.88700125871,304.21555573017,338.380141894083,423.03577542564,458.339378672877,485.525134093369,562.050176516278,567.142320987916,612.503619626089,741.027496087946
