force,acceleration
0.010363,0.010653
0.012522,0.00577
-0.004534,0.006707
0.003023,0.010159
-0.008636,0.008384
0.001727,0.006263
-0.007557,0.008236
0.000216,0.004537
0.002159,0.007151
0.0095,0.005524
-0.004534,0.008926
-0.006045,0.008581
0.00108,0.008039
0.004102,0.007595
0.002807,0.007447
-0.000864,0.008236
-0.003886,0.008729
-0.001943,0.006904
-0.014897,0.007003
0.001727,0.00794
0.004102,0.003206
-0.000648,0.007644
-0.008636,0.00434
-0.007341,0.009913
-0.003886,0.009617
-0.000648,0.00577
0.006261,0.002515
0.008636,0.007003
0.013818,0.008729
-0.006045,0.013414
-0.02159,0.01085
0.019863,0.003354
-0.0095,0.006017
-0.010579,0.006757
-0.000648,0.007102
-0.014249,0.006313
-0.018999,0.005425
0.00367,0.008088
0.0095,0.006757
-0.005829,0.006707
-0.009068,0.008828
-0.025908,0.004981
0.007557,0.006066
-0.006477,0.00725
-0.00108,0.003896
0.002159,0.007348
-0.015329,0.005277
-0.000648,0.006066
0.054191,0.007151
0.150699,0.007003
0.460517,0.004488
1.026395,0.003502
1.782697,0.00434
2.721435,0.004587
3.48918,0.003354
4.055274,0.004439
4.415397,0.003107
4.586607,-0.002811
4.631298,-0.011047
4.585959,-0.040539
4.424249,-0.093259
4.184382,-0.166299
3.878234,-0.231891
3.55136,-0.199736
3.211531,-0.039405
2.877964,0.215518
2.588656,0.489773
2.314246,0.597433
2.040699,0.437496
1.71771,0.083199
1.470504,-0.388573
1.226103,-0.724524
1.020133,-0.785037
0.867275,-0.507478
0.718735,0.049268
0.597399,0.674664
0.508447,1.109793
0.433314,1.083161
0.335942,0.518722
0.285637,-0.209452
0.225401,-0.989507
0.1833,-1.598924
0.139256,-1.533135
0.098019,-1.508377
0.083122,-0.408547
0.070384,0.283921
0.05635,1.234517
0.017056,2.037209
-0.014465,1.716892
-0.020079,1.391001
-0.041885,0.155794
-0.042533,-1.063484
-0.05635,-1.764286
-0.07794,-1.672605
-0.084849,-0.720727
-0.081179,0.542148
-0.05635,1.570419
-0.07902,1.926837
-0.068873,1.684589
-0.066713,1.073396
-0.05743,0.104307
-0.054407,-0.782768
-0.041453,-1.634088
-0.043396,-2.364481
-0.022454,-2.737962
-0.006261,-2.601106
0.017488,-1.630685
0.029147,0.164523
0.038646,2.386624
0.071679,4.236377
0.080747,5.093023
0.089167,4.771966
0.110541,3.65448
0.099099,2.324385
0.095428,1.20468
0.074054,0.326531
0.066713,-0.544219
0.072759,-1.727347
0.053544,-3.038799
0.011875,-4.267891
-0.002159,-5.01811
0.023533,-5.16917
0.004966,-4.979248
-0.002159,-4.264587
-0.037783,-4.196282
-0.029794,-4.145535
-0.046635,-4.111259
-0.042101,-4.744693
-0.046851,-4.673676
-0.059805,-4.568482
-0.040805,-4.395673
-0.064986,-3.541345
-0.052896,-2.59647
-0.060884,-1.411518
-0.034112,-0.344335
-0.022022,0.315386
-0.023317,0.744547
-0.017704,1.078279
-0.027851,1.837966
-0.015977,3.207663
-0.026988,4.895063
-0.02159,6.458577
-0.019215,7.633715
-0.024829,8.899006
-0.020942,10.342679
-0.002591,11.921432
-0.009068,13.138146
0.001511,13.498114
-0.010363,13.185786
0.00842,12.738575
-0.004966,12.698529
0.004318,13.199842
0.018999,14.191963
0.006693,14.928077
0.024829,14.532649
0.03001,12.641074
0.037783,9.529433
0.035192,5.814342
0.024613,2.314621
0.014897,-0.28836
0.040589,-1.749244
0.031306,-1.87239
0.020511,-0.783902
0.023101,1.062547
0.003886,3.319663
0.027851,5.278457
0.007341,6.6954
-0.007988,7.093639
-0.002591,5.969692
-0.01684,3.185568
-0.029363,-1.164585
-0.022022,-6.660335
-0.031522,-12.59585
-0.050953,-17.783809
-0.016408,-21.298868
-0.016193,-22.505225
-0.023317,-21.508024
-0.027635,-19.2226
-0.01684,-16.323763
-0.000432,-13.676595
-0.020079,-11.656548
-0.014249,-10.378138
-0.010795,-9.914997
-0.013602,-10.35274
-0.006477,-11.327156
-0.003454,-12.974855
-0.004966,-14.706493
-0.007772,-16.392413
0.002159,-17.345722
0.014249,-17.802846
0,-17.73607
0.011875,-17.443765
-0.004966,-17.110674
0.003886,-16.720523
-0.008636,-16.671255
-0.002159,-16.858563
0.017272,-16.985112
0.002159,-16.48301
-0.013818,-14.736379
-0.000864,-11.948804
-0.002807,-8.856199
-0.018568,-6.363542
0.003239,-5.043114
0.001727,-5.306716
-0.002375,-6.565892
-0.011011,-8.620658
-0.005398,-10.273437
-0.004534,-10.870821
-0.005398,-9.853104
0.008204,-7.092998
0.003886,-3.553921
-0.015977,0.205999
-0.004966,2.618022
0.010579,3.31261
0.00367,1.784457
0.006045,-0.920413
-0.004102,-4.16684
0.003886,-6.43811
-0.01684,-7.735408
-0.007988,-7.630806
0.002375,-6.77416
-0.004534,-4.908181
-0.012738,-1.946465
-0.006261,2.167901
0.002807,6.763902
-0.007557,10.775342
0.011227,13.323678
0.010147,14.348596
0.014465,14.115866
-0.003023,12.998626
-0.006477,11.331496
0.020511,9.303065
0.011875,7.058476
0.020511,4.791792
0.010579,2.508784
0.014249,0.551962
0.016408,-1.000949
0.019431,-1.680495
0.02526,-1.234616
0.009284,0.235146
0.014465,2.376613
0.024181,4.827843
0.02267,6.946722
0.025476,8.589095
0.037135,9.371222
0.043828,9.360224
0.04426,8.730686
0.045987,7.582573
0.049657,6.403045
0.048146,5.415215
0.049441,4.926922
0.053328,5.104465
0.043612,5.740809
0.04793,6.61733
0.03476,7.569553
0.039942,8.604581
0.056566,9.717283
0.054407,10.97858
0.035408,12.058437
0.048146,12.860882
0.035408,13.29034
0.026124,13.590733
0.02634,13.715753
0.017488,13.72029
0.00475,13.517989
0.0095,13.383007
0.018352,13.671663
0.009068,14.784859
-0.007341,16.54441
-0.006693,18.681487
0.000864,20.495781
-0.006693,21.672301
0.008636,21.837515
0.005829,21.051738
-0.013602,19.452913
0.00108,17.407714
-0.011443,15.337215
0.006693,13.592656
0.001511,12.446516
-0.007772,12.062185
-0.014681,12.327612
0.000216,13.075216
-0.00842,13.820947
0.00367,14.075623
-0.010795,13.47242
-0.003023,12.138134
0.010795,10.066649
-0.005613,7.670999
-0.001727,5.08173
-0.005182,2.710295
-0.001511,0.835834
-0.003454,-0.433107
0.016624,-1.401013
-0.011227,-2.098708
-0.00108,-3.211707
0.028499,-4.372445
0.012738,-5.580577
0.017272,-6.424745
0.000864,-6.537288
0.001943,-6.113206
-0.005829,-5.004054
0.02526,-3.821321
-0.001943,-2.611857
0.00108,-1.708311
-0.005398,-1.072755
-0.005182,-0.944184
-0.001727,-1.355246
0.010579,-2.228413
0.00475,-3.27508
-0.006909,-3.899489
-0.015329,-3.844204
-0.001943,-2.906332
0.013602,-1.237525
-0.010147,0.92214
0.002807,3.258065
-0.014034,5.519768
-0.012954,7.603336
-0.011443,9.233577
0.005398,10.601054
-0.006693,11.410059
-0.005829,11.994521
0.004966,12.157318
0.004534,12.25694
0.006693,12.229125
-0.009068,12.30754
0.002159,12.523254
0.013602,12.91089
-0.006477,13.474689
0.00475,14.003274
-0.001511,14.339423
-0.015977,14.268652
-0.001943,13.754714
-0.000648,12.838098
-0.011659,11.772345
-0.007125,10.574422
0.004534,9.520851
0.001943,8.35745
-0.008636,7.149516
-0.005398,5.773951
-0.008852,4.282785
-0.002159,2.586656
0.004318,0.767677
-0.007772,-1.054409
-0.006909,-2.861601
0.002807,-4.310304
0.008852,-5.403033
0.006693,-6.028824
0.004534,-6.417989
0.007557,-6.645145
0.016624,-7.098472
0.009716,-7.725347
0.01684,-8.634862
0.015977,-9.540085
0.030226,-10.27827
0.018352,-10.656832
0.017488,-10.451276
0.005182,-9.650951
0.04426,-8.217586
0.011659,-6.36729
0.010795,-4.426447
0.030442,-2.670101
-0.000864,-1.446286
0.01317,-0.90039
0.02267,-1.260409
0.032385,-2.34717
0.024397,-4.113232
0.032601,-6.023349
0.0516,-7.771015
0.041885,-8.979443
0.014681,-9.404511
0.016408,-9.09751
0.008852,-8.076242
0.018136,-6.622558
0.025692,-4.902263
0.010795,-3.209093
0.007772,-1.681285
0.01317,-0.57376
0.002807,0.027075
0.014465,0.023672
-0.006693,-0.467876
0.001511,-1.200537
0.002807,-1.9331
0.011659,-2.30382
0.010363,-2.218698
0.009068,-1.651941
-0.015329,-0.835784
-0.005613,0.031021
0.010795,0.651534
-0.015977,0.852947
0.007988,0.70529
-0.001727,0.181686
-0.001295,-0.423588
0.003023,-0.916616
-0.002375,-1.196789
-0.003239,-1.18584
-0.006261,-1.176914
-0.008204,-1.176371
0.003454,-1.168777
0.001943,-1.082224
-0.014465,-0.797711
-0.004966,-0.31366
0.007125,0.241557
0.000864,0.799043
-0.011443,1.268941
-0.000648,1.66501
0.002375,1.960175
-0.00367,2.076811
-0.023101,1.965797
-0.0095,1.559766
0.003023,0.960065
0.000432,0.300936
-0.004102,-0.239782
0.007772,-0.569125
-0.000648,-0.659326
-0.002591,-0.652915
-0.01209,-0.506491
0.007557,-0.442428
-0.018568,-0.371312
0.002591,-0.416487
-0.003023,-0.446817
0.003454,-0.60123
0.005829,-0.897629
0.014681,-1.277966
0.003454,-1.860159
-0.014034,-2.481265
0.00108,-3.291207
0.000648,-4.098091
-0.007341,-5.079658
-0.00108,-6.051904
0.005613,-7.057686
-0.007125,-7.99107
0.005182,-8.81778
0.007988,-9.440119
0,-9.823217
-0.005182,-9.899216
0.00108,-9.614653
-0.011227,-8.997
0.01792,-8.059375
0.01317,-6.893015
-0.023317,-5.5861
-0.006693,-4.229473
0.012738,-2.99106
0.003023,-1.954405
0.004318,-1.180613
0.013386,-0.679694
-0.016408,-0.26592
-0.011443,0.0506
-0.006909,0.491943
-0.012738,0.955429
-0.015113,1.598037
-0.006261,2.269544
-0.000648,3.008962
-0.015977,3.821962
-0.003239,4.631362
-0.012306,5.596506
-0.011659,6.62024
-0.011875,7.831627
-0.012306,9.059338
-0.002807,10.276889
-0.006477,11.410552
0.005398,12.339448
-0.012306,13.142732
0.000216,13.753925
-0.013602,14.3085
-0.008852,14.799457
0.015545,15.354032
0.009716,15.975335
-0.014465,16.604627
-0.012306,17.327277
-0.007988,17.975852
-0.020079,18.566726
-0.007988,19.018622
0.010579,19.293962
-0.007988,19.364092
-0.016624,19.120118
-0.014681,18.55193
-0.005829,17.635955
0.016408,16.328843
-0.007988,14.90401
-0.002807,13.378174
0.015761,12.091775
-0.001295,11.089889
0.013386,10.441758
-0.014681,10.137913
0.000648,9.97043
-0.007772,9.876332
0.007557,9.644293
-0.003454,9.110677
-0.019215,8.264585
0.00842,6.989431
-0.016193,5.546695
0.011011,4.005621
-0.007125,2.680113
-0.01792,1.546401
-0.010147,0.785037
-0.000648,0.214729
0.000432,-0.122308
-0.002375,-0.444696
-0.006261,-0.765803
-0.007341,-1.238216
-0.007125,-1.935566
0.002159,-2.796108
-0.011875,-3.871723
0.012738,-4.97619
-0.00108,-6.067489
0.002159,-7.032436
-0.001295,-7.77284
0.009716,-8.300785
-0.006909,-8.596789
-0.008636,-8.789127
0.004318,-8.782272
-0.007125,-8.744248
-0.000648,-8.741388
-0.003239,-8.826954
-0.02159,-9.084588
-0.001511,-9.69366
-0.004966,-10.645686
-0.002591,-12.068349
-0.00367,-13.815078
-0.001943,-15.818456
-0.019431,-17.77079
-0.003886,-19.438216
0.014897,-20.602209
