force,acceleration
-0.001943,-0.003847
-0.016408,0.001578
0.006477,-0.001085
-0.011875,0.000296
0.004534,0.00148
0.004534,0.002466
0.00108,0.002318
-0.002375,0.001775
-0.011659,0.004093
0.000216,-0.00069
-0.0095,0.002269
-0.002591,0.004537
-0.006261,0.001184
0.014034,0.002417
-0.002375,0.000444
0,0.001184
-0.006261,0.001332
-0.003886,-0.000395
0.007772,9.9e-05
-0.006909,0.004587
-0.006909,0.000888
0.006261,-0.000493
0.001727,0.002663
-0.005613,0.002663
-0.012306,0.0036
-0.003239,-0.001529
-0.006693,0.000986
0.011875,0.001874
-0.00842,0.001184
-0.014681,0.000247
-0.019863,0.005573
-0.008852,0.003847
-0.002375,0.001134
-0.004318,0.003748
-0.008204,0.000592
-0.004318,-0.00217
-0.006477,0.004784
-0.016408,0.001134
-0.019431,0.005672
0.001727,0.003452
-0.001295,0.004537
0.000432,0.000542
0.003454,0.001578
-0.003886,0.001233
0.006477,0.001775
-0.002159,-0.000148
-0.012954,0.004044
-0.013386,0.000197
0.011875,0.004488
0.03001,0.001973
0.282399,0.000395
0.736871,0.000493
1.310953,0.00069
2.000757,-0.000493
2.767207,0.001677
3.466727,-9.9e-05
4.060887,-0.001085
4.581209,-0.006954
4.954071,-0.056962
5.146439,-0.139717
5.210561,-0.131431
5.110815,-0.014401
4.864687,0.183856
4.491394,0.284513
4.040808,0.139421
3.54769,-0.111556
3.054139,-0.366972
2.598804,-0.515122
2.188375,-0.472363
1.786799,-0.136264
1.392563,0.270014
1.082097,0.559212
0.810925,0.660559
0.597615,0.618985
0.439359,0.524887
0.3245,0.451404
0.219787,0.473005
0.152426,0.509352
0.099099,0.270901
0.046851,-0.302317
0.041237,-1.229832
0.015113,-1.521397
0.003454,-0.62727
-0.007125,-0.354297
0.001511,0.29196
-0.002159,0.256205
-0.002807,0.475668
0.000864,0.230954
-0.027635,0.568977
-0.027635,0.678955
-0.032817,0.976635
-0.050089,0.63595
-0.046203,-0.628503
-0.074702,-1.649327
-0.064123,-2.455373
-0.075565,-2.475248
-0.068441,-1.509413
-0.076429,-0.061055
-0.058293,1.081386
-0.04426,1.534368
-0.062827,1.490672
-0.060236,0.838497
-0.048146,0.44662
-0.033465,1.155214
-0.025476,1.716596
-0.01684,1.561887
0.00842,0.713773
0.021158,-0.263306
0.018999,-1.478787
0.058941,-2.199612
0.054407,-1.963184
0.082258,-0.747407
0.094565,0.686895
0.094781,1.783668
0.087872,2.530434
0.111405,2.933852
0.091326,3.09004
0.064554,2.923791
0.065634,2.505529
0.051816,1.984193
0.033249,1.030638
0.021806,-0.111458
-0.001511,-1.19669
0.019431,-3.045753
0.016193,-4.608478
0.018783,-5.813602
0.037135,-7.026123
0.057862,-7.496909
0.069736,-7.28726
0.116587,-7.839616
0.121768,-8.073924
0.147029,-7.332681
0.191073,-6.719763
0.213958,-5.658498
0.209856,-3.928241
0.251741,-2.228709
0.277865,-0.463634
0.310682,1.414378
0.329249,2.642977
0.338317,3.374948
0.357964,4.254625
0.382361,5.444608
0.348033,6.352791
0.326875,6.718184
0.295353,6.30007
0.268149,5.71043
0.225833,5.775726
0.18913,6.783826
0.151779,8.779263
0.14854,11.381701
0.097371,13.371122
0.0706,13.955189
0.054407,13.002079
0.054839,10.689825
0.048146,7.375045
0.0516,4.527943
0.051816,3.136399
0.045555,3.38417
0.058293,5.006964
0.053544,7.555843
0.050521,10.711328
0.04426,13.994249
0.058941,16.514918
0.047066,17.997108
0.065202,18.115864
0.068441,16.648273
0.06477,12.962723
0.057214,7.16801
0.090247,-0.116192
0.085497,-7.686436
