f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,used f1,used f2,used f3,used f4
61.7264477813037,93.7004077997496,146.261421592358,155.330553020241,187.086631356548,297.044828690589,460.157483085823,423.330609806051,467.798540242068,545.088096325431,685.646582775737,702.50274124239,f11,f20,f21,f31
62.0506465490281,23.9212581776117,147.746335425327,111.270816737651,183.502268751449,264.447593848743,377.455423215038,339.458032700651,347.539410032161,522.556295275442,488.164140994452,651.662167542907,f11,f20,f21,f32
61.8859528883173,65.5592258830174,146.889155602816,137.606411970555,185.686678544859,283.993679870306,426.949225213401,389.56128611938,419.369644697404,536.166965149454,606.16770479293,682.224131563873,f11,f20,f21,f24
61.8957024187448,75.0746331751966,146.774174742812,143.698135518904,186.290162435632,288.633818638677,438.509111064394,401.168343113262,435.950728731419,539.615153658223,633.408329068115,689.634322894942,f11,f20,f21,f33
62.6232840170635,42.8668248647529,148.638485105219,124.215899365905,186.205911044323,275.72032967178,402.791919263412,364.788300761018,382.559265004349,533.021963743491,544.835768180935,670.787321167681,f11,f20,f22,f23
61.4205707927962,85.8124115672869,147.696344554876,149.831007391308,187.447552004227,293.138614074409,450.016503400532,416.177957415788,455.917443348175,544.153146963909,662.071625227523,697.283149827609,f11,f20,f22,f30
61.2427871353852,90.5415950677845,147.267840184657,152.587377278926,187.256916265983,294.780284799871,454.933646203352,421.153755999521,463.494819668323,544.631894116935,674.749665876914,699.433997136451,f11,f20,f22,f31
61.8814475079711,68.99720455712,145.637083865757,139.758752522291,185.007722653968,284.880066173442,430.012529567296,391.673148975815,423.292357905722,534.247751418347,614.952000032843,681.935820085986,f11,f20,f22,f32
62.2160686416797,65.7627783808602,147.833927725585,138.23070143759,186.80540489963,285.470516919943,428.830682082711,391.658556966989,421.387039788741,539.099600123848,608.428222459951,685.669563759524,f11,f20,f22,f24
62.0087970802534,73.3124677818607,147.582709648514,142.740667105078,186.953430555421,288.499591857533,437.117230759737,400.524585459475,434.158915697812,540.900242432052,629.043997198089,690.20283639291,f11,f20,f22,f33
60.0476107672376,62.2303026166639,151.622602170934,132.672552585661,187.891191427036,280.011042657277,417.327474964965,394.01468966209,419.394970096807,538.816663804607,588.889374159432,678.099970342772,f11,f20,f23,f30
59.2990288581077,73.0683195164365,150.092398930339,138.483486509689,186.65772606971,282.642354292331,427.04827246646,404.058422184103,435.771552436234,537.892646484109,616.339972567893,680.33371492942,f11,f20,f23,f31
61.9114617961687,37.3840328610932,146.811929965728,119.649958434015,183.600715190455,270.162039081197,392.745259855396,354.449968578364,369.658140744997,525.235432771204,525.634272035745,659.80368447725,f11,f20,f23,f32
60.9898676616792,59.5342232448707,146.354682326098,132.385931360764,184.067723899434,278.337126903836,415.551320076238,380.895495024135,407.24479695906,529.772532351498,584.285538843196,671.454259156025,f11,f20,f23,f24
62.4425863693294,39.1297617579283,149.171907045297,121.594658774284,186.090443692896,273.788712357326,398.398316607785,361.012200149904,376.881928178919,532.842328049139,534.222379665602,668.713596860432,f11,f20,f23,f33
62.0032119824671,91.8540788494059,147.284932382793,154.567186781132,188.068755546453,297.423468052732,459.396339847377,422.99685852394,466.30862002902,547.274167262645,681.854358926067,704.223175010683,f11,f20,f30,f31
61.3485121980106,90.1144698722926,145.084796256543,152.421946832509,185.666902301257,293.495899881491,453.101198987957,416.86530186799,459.156978232986,539.349414909579,672.441451884639,694.661666806974,f11,f20,f30,f32
61.4643663957759,71.2637363084147,150.83496129609,140.602581427688,189.076884259428,287.806103128572,433.846271470647,404.021464181595,435.147491454931,545.16675584377,621.434610508162,691.545520331996,f11,f20,f30,f24
61.7178839953727,88.468699963234,147.224421777616,151.964514421653,187.550118849511,294.943702703936,454.00193300895,418.679961397382,460.005403880948,544.849617060983,670.665764362762,699.784261661333,f11,f20,f30,f33
61.3325302803559,93.9023837061468,144.684581311547,154.817807531559,185.588847728446,295.104937167958,457.465857775127,420.784972000474,465.208033029829,539.935499423869,683.105599583376,696.866738437893,f11,f20,f31,f32
61.0919547842202,75.7239894921237,150.881080925539,142.910718890396,189.031991818453,289.141987793951,438.066365473263,409.268294115145,442.972506555919,546.228378898288,632.860569671043,693.588073167398,f11,f20,f31,f24
61.6414192435531,92.4069996894842,146.945859450256,154.362640020538,187.539459591925,296.525343577217,458.334931778542,423.020692998385,466.452653113399,545.529618351803,681.472245725234,701.976783203583,f11,f20,f31,f33
61.6712134736314,65.6217331951658,145.557636992743,137.293667070143,184.479808199826,282.644662175011,425.178929408761,387.256496284246,417.128956644611,532.311817154776,604.469266713728,678.213487702999,f11,f20,f32,f24
61.9357919383262,65.5072997659049,146.140876365739,137.626869446686,185.175283482954,283.61976657496,426.43967269043,388.247990282407,418.040916171934,534.373147989278,605.643607474806,680.67055257324,f11,f20,f32,f33
62.1776037717561,65.53529113612,148.012928852795,138.035643213395,186.876648222261,285.375173749561,428.616071619114,391.6794673662,421.28091252839,539.418184048708,607.81398728409,685.799251223032,f11,f20,f24,f33
61.7774441927329,92.2106305224396,141.169419309701,154.401927400757,182.94011464343,293.473739728872,455.53759002051,412.366718923717,457.072448399433,533.174720944903,679.257093437856,691.391928189999,f11,f12,f21,f22
61.7019476529815,76.8167261503627,137.279349122585,144.325730270903,178.948261710895,283.209564244791,432.779674946926,386.516135957301,423.254289027192,516.691240265034,631.289753484493,669.018502420196,f11,f12,f21,f23
61.8708773875909,94.1717346552737,143.560523508413,155.819489170317,185.088422387895,296.075487242023,459.680565029763,419.118866190431,464.399751115676,539.573039567993,686.378235328601,698.183052995711,f11,f12,f21,f30
61.7840617181114,94.9363764367695,143.775727079648,156.182665013251,185.226423348125,296.361937289076,460.444807602709,420.400915217993,466.053906379382,540.158209488313,688.332776550424,698.842380278763,f11,f12,f21,f31
62.0464823829575,93.0177295627551,139.135125598516,155.2886761409,181.652397107951,293.359886755039,456.156215779891,409.820773217673,455.350251594751,529.446544063464,681.591206159229,689.039191699145,f11,f12,f21,f32
62.942321574156,76.5360254672427,141.347862388098,146.101512023167,183.163966241314,288.792422824051,440.361212195866,393.724396988165,430.278658517559,530.084707639739,638.848479766794,684.169345271095,f11,f12,f21,f24
61.9744072122595,93.220172323793,142.147968902,155.351086350419,183.985352938042,295.054496777299,458.053430605639,415.417566523054,460.527540239213,536.283796625032,683.42957707351,695.070772838175,f11,f12,f21,f33
62.4276398532333,83.028013301969,107.270841598475,149.210574059106,155.460764295076,271.137095550516,427.499923166701,339.687766370176,387.432247713835,455.850672553731,641.108617233203,620.335187319646,f11,f12,f22,f23
61.3812984399957,94.4174825072594,141.984748805142,155.224929308373,183.38902908767,293.995809091111,457.216433459689,416.489522890793,462.005516089585,534.763991604181,684.204908390902,692.845128329231,f11,f12,f22,f30
61.2655340210999,95.7341054180325,141.084093599284,155.893678565716,182.615617996398,293.85821022572,457.99325822366,416.374546067194,462.878511586074,533.099715427549,687.242975627727,691.714859334353,f11,f12,f22,f31
61.8942850708891,93.0581139633647,134.350515605408,155.081288526015,177.511877467797,290.33318386437,453.494262355506,401.001741310551,447.919319094846,519.027776858643,679.693753772205,679.677271933514,f11,f12,f22,f32
63.1279666211514,77.7453562268797,129.859622544314,147.079062012795,174.030313038068,283.332369184304,436.450724108111,374.358324364379,414.410389229332,505.953996163967,638.706754310834,663.988835165128,f11,f12,f22,f24
61.8954501279723,92.9440423435987,137.260673701604,155.0336045464,179.867624984374,291.947379688324,454.979865615811,406.150186314083,452.332321468836,525.433125538294,680.588820069183,685.287926377431,f11,f12,f22,f33
60.2683140537579,83.0266635156236,143.723996403774,146.180682354352,183.339457420873,286.187559352557,438.361083261119,405.617599793556,443.431399117258,529.198949001404,645.232892155111,679.32095042478,f11,f12,f23,f30
59.673160380962,87.8768640894535,140.183776719659,148.386050134887,180.165075136277,285.106185861805,440.408549127013,404.748116193919,446.175089104921,522.052202120699,655.523976511083,673.821079994273,f11,f12,f23,f31
61.6222378781415,78.1041630929693,131.42329051849,145.039224209696,174.009283146095,280.44301672234,431.679479074314,377.199577544001,416.491576787164,504.993897022172,633.296445192156,659.403113726943,f11,f12,f23,f32
62.5220699666899,88.0843206405488,20.7947353181897,152.045734840012,85.1604327590035,224.626899453703,388.63340934453,188.770541542927,260.128058016127,269.409595914008,623.154364634212,459.41358259456,f11,f12,f23,f24
61.9779611871791,78.6219622872713,129.902829435882,145.897278871903,173.123999061093,280.754123439213,432.922525735996,375.219514077423,415.242207783152,502.921550231665,635.840634134342,658.753740685016,f11,f12,f23,f33
61.9556827704895,93.8044226196466,145.310474876907,155.725890506463,186.562546574338,297.123668105724,460.504992070049,421.836230405588,466.583027552106,543.529457083912,686.413761204197,701.699443905943,f11,f12,f30,f31
61.4459462328811,96.7537383982778,139.024926895386,156.778744327638,181.254691343466,293.581959525323,458.488806372387,414.097097113049,461.401553050816,529.091535993584,689.722807412773,689.00230388535,f11,f12,f30,f32
62.7258004888794,76.4416495284188,154.236029808188,145.80301493293,193.477211681511,295.531840870935,446.3218919203,416.993962362491,450.31421889172,557.692402391627,642.667421490875,707.861325189619,f11,f12,f30,f24
61.7776825667866,94.2346427818983,143.20686480413,155.709481345728,184.745628123827,295.639919708886,459.094434920368,418.561299641127,463.852210160077,538.427733031549,685.856179347041,696.928431807198,f11,f12,f30,f33
61.4088559574928,97.6795185422153,137.960858710917,157.321181475933,180.37046224548,293.385761736481,459.08510565759,413.172243075723,461.415042458883,527.241027008475,692.039670679136,687.747953833544,f11,f12,f31,f32
62.6557602302693,76.3578667009385,162.427580029778,145.704994897142,200.074685716605,300.004817642189,450.391010891018,431.695370196025,463.088518329782,575.501003528467,645.411355290283,723.305833449354,f11,f12,f31,f24
61.6848832872261,95.0425853184899,143.335036595316,156.090643324448,184.810612555883,295.883248862346,459.83745812426,419.731614463424,465.442120056288,538.819366664382,687.870224334449,697.418555742603,f11,f12,f31,f33
62.9020939131102,77.1231493554751,135.288222842614,146.386721506448,178.182195303011,285.55313091246,437.860313688738,383.369952671533,421.782842727479,517.116429124671,638.201313141629,673.003603670762,f11,f12,f32,f24
62.0760455097303,93.6538452322575,136.484297387107,155.747691778808,179.469564516527,292.312431555573,456.027973798531,405.682256428073,452.441620739388,524.415070966576,683.010915687175,685.130191191391,f11,f12,f32,f33
63.0297961198172,76.627644533428,140.787909850194,146.300157829495,182.750367563224,288.779893934654,440.701228242496,392.7972904031,429.676133988166,529.353591028214,639.52302949974,683.862023584478,f11,f12,f24,f33
62.4370312526655,42.3936094112586,149.661958995874,123.652252635492,186.793709988813,275.622158238031,402.228582641812,365.94673602318,383.281440813213,534.757160163726,543.27411314278,671.691476502162,f11,f21,f22,f23
61.3496891338144,90.5561127842554,144.2933409236,152.730407550802,184.951378878393,293.342280431217,453.687868464884,415.867181622548,458.84829055125,538.309466554692,673.98604034907,694.136758231629,f11,f21,f22,f30
61.3241737884523,94.688206580839,142.840563861528,155.323338866034,184.03583857442,294.491011362319,457.84960634428,418.301679960079,463.834228639028,536.671929706246,685.154576580692,694.512242460186,f11,f21,f22,f31
62.0785578130771,77.5225741704348,141.267139956819,145.465749810722,182.259250733539,287.073406281181,438.732996293287,394.411113369202,431.510250081923,528.429628763473,638.431993808632,681.197364015554,f11,f21,f22,f32
62.2049803768758,66.1449793557806,146.060215242492,138.448868196307,185.365005169013,284.62711750266,428.344740375,388.886943976142,419.266498236418,535.373421895186,608.828913417736,682.553649267491,f11,f21,f22,f24
61.994106795728,77.6639994057283,144.690075657585,145.479728976864,184.889495456048,288.953823156025,440.833137755702,400.662724209692,437.252809924234,536.220595303593,640.329348596217,688.054122196509,f11,f21,f22,f33
59.6657089460202,56.2936842269411,157.566157102252,128.395266182891,191.78741228695,279.637986143524,412.547298408921,397.076409254551,418.327058008024,549.301277159346,573.439362528623,683.892387659371,f11,f21,f23,f30
58.966247408743,69.8506520899382,154.382452483785,135.98565500517,189.517384909972,282.727056122006,424.590998852549,407.624672410479,436.808175800212,545.605915431818,607.872721765157,684.963034735832,f11,f21,f23,f31
62.0217782655541,37.6755868327915,146.336690438088,119.993692959661,183.353887958043,270.305937630677,393.189576437452,354.006285879205,369.466515901626,524.529738280574,526.677027171826,659.565709736613,f11,f21,f23,f32
61.2114798381042,59.8945288322932,143.855309367944,132.92140030699,182.296773037469,277.631767528372,415.336116302195,376.922393586246,404.020141668868,524.87196758912,585.119235629354,667.810245455173,f11,f21,f23,f24
62.1486716585752,37.7953340313629,151.452067021035,120.331042571347,187.530017166818,273.714610553625,397.099171455642,363.335017614954,378.019495609011,536.755063414589,530.272721914187,670.885394053112,f11,f21,f23,f33
62.0078094917824,97.4069106352952,142.30028898567,158.0801219446,184.430837472744,297.298134625997,463.413022619861,420.884517555857,468.181293411079,538.388618993651,695.692693324373,698.939843367,f11,f21,f30,f31
61.9545732902931,101.82450260651,138.400969418622,160.763605479865,181.63100851309,297.011031014163,466.029250309739,419.433913722248,469.602636955872,530.857150528759,705.972747079874,694.044554284749,f11,f21,f30,f32
60.9938770380639,70.2703305046299,152.880959892608,139.306549806482,190.12753648994,287.360664001075,432.407256111439,406.186493922427,436.491858569222,548.483298880662,617.896597829938,692.986199064416,f11,f21,f30,f24
61.860097703212,96.5197765155808,142.119464021851,157.283152229501,184.107889233688,296.352372819426,461.568421445567,419.450046844255,466.200783264753,537.114644409625,692.290352430491,697.008746306522,f11,f21,f30,f33
61.9770981518086,100.711943593505,138.386247460921,160.089058970764,181.55114457384,296.522617080817,464.783076488857,418.011881703695,467.648664168681,530.496749030385,702.923482315748,693.282172621661,f11,f21,f31,f32
60.5848395549842,74.6131491425101,153.532390704894,141.487486525615,190.5385248235,288.881602616892,436.660423175385,412.402932110987,445.031556731759,550.706094188519,629.043362289533,695.908741354686,f11,f21,f31,f24
61.8759840112385,97.6445047201069,141.737270480879,158.022763579672,183.89236768575,296.730482373977,462.787152583839,420.146583344081,467.589787709941,536.752273943304,695.426402192952,697.238430320053,f11,f21,f31,f33
62.0181225939779,66.0260956214875,142.666521615978,138.050540126173,182.48129724384,282.085565973981,425.40023677281,382.626390649874,413.484749567375,527.051647104209,605.978910903446,674.628502530212,f11,f21,f32,f24
62.0895398107629,87.5214398071881,140.29409719871,151.859107152326,182.210320260862,291.453212396638,450.38264433829,405.083755701136,447.572405107629,530.134306717075,666.667685707433,687.287268563395,f11,f21,f32,f33
62.1112093286733,65.7798266525298,146.846565621567,138.091686702578,185.854317396471,284.679205721667,428.152458173739,389.808059413526,419.866467096789,536.898640138591,607.906607152804,683.572598945172,f11,f21,f24,f33
61.9387764632415,14.859259975483,198.37759569423,105.676670973839,224.000939127397,288.646789433664,393.357177986764,420.11478527985,411.5348366583,630.050906285968,481.917903517929,741.814769293154,f11,f22,f23,f30
60.1745717541477,10.8193622505883,230.457669572518,100.670697260313,248.243640310638,300.388116305792,398.989244988992,472.861866691108,454.000035895296,694.006673080119,475.228671062424,791.814902496819,f11,f22,f23,f31
62.515825076706,43.7161525271879,146.690107739326,124.572321518712,184.617239450531,274.715021785723,402.20147547455,362.31966193329,380.848400019609,528.581611131156,545.807048309435,666.940144796722,f11,f22,f23,f32
61.7065994675911,60.8816412675656,142.322098222405,134.283322318728,181.577670615842,278.538972572003,417.547430794652,375.462387437911,403.63922243968,523.230006060713,589.486531889223,668.0132222999,f11,f22,f23,f24
62.1890691169132,29.4665852397339,170.987712942532,115.169623564378,203.028430826415,280.787739606115,396.998379311551,388.605286457268,394.035876981063,575.864659412674,513.570188137514,701.313317673806,f11,f22,f23,f33
61.263743535717,98.4280875654053,140.046607173104,157.598290302662,181.984486786838,294.562605057685,460.628872506844,417.891296862628,465.945100575079,531.756202510362,694.42800575616,691.743643974668,f11,f22,f30,f31
61.2529993176975,103.17692262528,135.198979245527,160.572257996273,178.397341880433,294.06990294313,463.634530490099,415.045625359796,466.589191826376,522.761928361428,705.888418943271,685.943024910387,f11,f22,f30,f32
61.5830622084006,63.6057924731302,163.860395263923,136.015558737021,199.130162837668,291.910414173933,432.463706249087,417.949327189773,442.511074240946,571.721203828959,605.830866884976,711.827391276444,f11,f22,f30,f24
61.3154222333911,84.2325622068549,148.450726189245,148.664796487058,187.866417569306,292.507526467483,448.030099172583,415.571298553587,454.236439238263,544.828786858153,657.294149513238,696.864810989543,f11,f22,f30,f33
61.4118128875029,103.477776872228,133.45104454373,161.00352477383,177.095907484875,293.679623426516,463.830061401201,412.178004965904,464.534682208254,519.692089208356,706.989269037704,683.816908525594,f11,f22,f31,f32
