rho,Ex,Ey,Ez,Gxy,Gyz,Gxz,vxy,vyz,vxz,used f1,used f2,used f3
401.381330344067,29648638788.4472,-329442559.028206,577140126.983969,809617222.93472,714818468.325125,47528212.4951119,0.452278421203418,0.424053590742896,0.396725620483936,f11,f22,f31
401.381330344067,8764031438.38489,622572702.093341,577140126.983969,850910613.645245,714818468.325125,47528212.4951123,0.452278455005718,0.424053634278066,0.396725067586237,f11,f22,f32
401.381330344067,3114100166.24331,880122234.968773,577140126.983969,862081810.291523,714818468.325125,47528212.4951127,0.452278338020835,0.424054050059115,0.396725291750304,f11,f22,f24
401.381330344067,4422026718.52104,820500332.047266,577140126.983969,859495833.663755,714818468.325125,47528212.4951123,0.452278840690657,0.424054131962721,0.396725908534415,f11,f22,f33
401.381330344067,-10461155480.4093,1521317295.92144,577140126.983969,888639380.120257,714818468.325125,47528212.4951121,0.452278562429523,0.424053539089731,0.396725091059743,f11,f23,f30
401.381330344067,-19144746020.9807,2540105019.10862,577140126.983969,897904187.927974,714818468.325125,47528212.4951122,0.452278190164155,0.424053694323145,0.396725277130569,f11,f23,f31
401.381330344067,-3830168199.75705,743347082.962904,577140126.983969,881564592.515519,714818468.325125,47528212.4951123,0.45227838498308,0.424053779693121,0.396725123300706,f11,f23,f32
401.381330344067,7047264571.72292,-532831163.555021,577140126.983969,869959249.584186,714818468.325125,47528212.4951124,0.452278360391615,0.424053744041006,0.396724927811439,f11,f23,f24
401.381330344067,-6543883530.118,1061731782.29343,577140126.983969,884459633.77664,714818468.325125,47528212.4951122,0.452278641997749,0.424054085355557,0.396724956174344,f11,f23,f33
401.381330344067,12290320760.9074,691402937.690198,577140126.983969,841025308.646045,714818468.325125,47528212.4951123,0.452278311569644,0.424053736760357,0.396725159298613,f11,f30,f31
401.381330344067,16107960425.9061,552145670.231532,577140126.983969,833035813.237065,714818468.325125,47528212.4951123,0.452278161246552,0.424053725345211,0.396725296161539,f11,f30,f32
401.381330344067,2661739221.53944,1042628400.73362,577140126.983969,861175915.09609,714818468.325125,47528212.4951123,0.452278311569645,0.424053736760355,0.396725159298618,f11,f30,f24
401.381330344067,15328642512.0788,580573190.991344,577140126.983967,834666190.9861,714818468.325124,47528212.4951115,0.452278091164757,0.424053810682423,0.396724622867114,f11,f30,f33
401.381330344067,14375767996.4071,568757388.195438,577140126.983969,837251860.257738,714818468.325125,47528212.495112,0.452277934833251,0.424053900730553,0.396725122520863,f11,f31,f32
401.381330344067,1945987523.32775,1299755296.73743,577140126.983969,859742383.785559,714818468.325125,47528212.4951126,0.452278252711905,0.424053988113015,0.396724795691601,f11,f31,f24
401.381330344067,13485361135.5379,621122095.248823,577140126.983969,838863051.306466,714818468.325125,47528212.4951122,0.452278240249363,0.424053624092975,0.396725235457035,f11,f31,f33
401.381330344067,3695736303.83594,671175548.174633,577140126.983969,863246783.153293,714818468.325125,47528212.4951123,0.452278259963315,0.424053878032615,0.396725294074391,f11,f32,f24
401.381330344067,17017297279.6021,543425385.793957,577140126.983969,830822559.455751,714818468.325125,47528212.4951123,0.452278441812899,0.42405371995942,0.396725228047465,f11,f32,f33
401.381330344067,3205579039.20249,847259837.613291,577140126.983969,862265104.866098,714818468.325125,47528212.4951125,0.452278393616178,0.424053773441418,0.396725172491304,f11,f24,f33
401.381330344067,14188234757.6227,778374760.513829,577140126.983969,693971613.288283,714818468.325125,47528212.4951123,0.452278311569645,0.424053736760356,0.396725159298617,f02,f20,f12
401.381330344067,14188602268.128,778325541.944167,577140126.983969,700757827.315138,714818468.325125,47528212.4951126,0.452278094773446,0.424054142581976,0.39672511422944,f02,f20,f21
401.381330344067,14186624630.7613,778592096.560788,577140126.983969,664214043.236087,714818468.325125,47528212.495112,0.452278763733161,0.424054919089655,0.396724129078331,f02,f20,f22
401.381330344067,14162680923.0085,781821032.304502,577140126.983969,221506728.02605,714818468.325125,47528212.4951122,0.452278369133725,0.424053759311258,0.396725144071719,f02,f20,f23
401.381330344067,14112417826.5239,788599894.770685,577140126.983969,-707819183.25878,714818468.325125,47528212.4951123,0.452278311569643,0.424053736760355,0.396725159298614,f02,f20,f30
401.381330344067,14139777926.0671,784910418.416589,577140126.983969,-202107274.618333,714818468.325125,47528212.4951137,0.452277623128352,0.424053580984325,0.396724999272483,f02,f20,f31
401.381330344067,14178021015.6043,779752227.359053,577140126.983969,505123445.365215,714818468.325125,47528212.4951121,0.452278210795714,0.42405359846815,0.396724945734247,f02,f20,f32
401.381330344067,14156319185.8288,782679484.300673,577140126.983969,103800216.19258,714818468.325125,47528212.4951122,0.452278050733212,0.424053478966437,0.396724104229092,f02,f20,f24
401.381330344067,14188659202.7704,778317541.111116,577140126.983969,701789187.043422,714818468.325125,47528212.4951126,0.452278287746646,0.424054119727247,0.396724937843224,f02,f20,f33
401.381330344067,14187494125.9851,782614629.768748,577140126.983969,693882316.876852,714818468.325125,47528212.4951123,0.452278311569644,0.42405373676036,0.396725159298614,f02,f12,f21
401.381330344067,14200838818.6347,706218029.474454,577140126.983969,695491282.676314,714818468.325125,47528212.4951123,0.452278106342703,0.424053690409382,0.396725158917991,f02,f12,f22
401.381330344067,14492943013.8095,-965982053.536304,577140126.983969,730709674.286452,714818468.325125,47528212.4951122,0.452278324356367,0.424053547204383,0.396725284481059,f02,f12,f23
401.381330344067,14213088727.3753,636098410.910838,577140126.983969,696968576.933992,714818468.325125,47528212.4951125,0.452278398914659,0.424053799021737,0.396725137373196,f02,f12,f30
401.381330344067,14218480964.02,605226142.155942,577140126.983969,697618422.559539,714818468.325125,47528212.4951123,0.452278501117598,0.424053720934096,0.396725310909346,f02,f12,f31
401.381330344067,14209069447.319,659106361.264013,577140126.983969,696483416.464738,714818468.325125,47528212.4951123,0.452278530879838,0.42405361584449,0.396724966038187,f02,f12,f32
401.381330344067,14802154370.8365,-2736113281.38336,577140126.983969,767990657.737818,714818468.325125,47528212.4951123,0.452278310883532,0.424053708710948,0.396725223013814,f02,f12,f24
401.381330344067,14186445843.722,788611698.126465,577140126.983969,693756000.84288,714818468.325125,47528212.4951123,0.45227830984887,0.42405382029681,0.396725300858775,f02,f12,f33
401.381330344067,14180570709.6617,809437021.770848,577140126.983969,650885923.2644,714818468.325125,47528212.495112,0.452278336604631,0.424053819382499,0.396725382791386,f02,f21,f22
401.381330344067,14094446235.6085,1142922648.24134,577140126.983969,116303524.587169,714818468.325125,47528212.4951121,0.452278424392799,0.424053532353262,0.396725149901468,f02,f21,f23
401.381330344067,14233195237.6931,605636318.957522,577140126.983969,977580753.716233,714818468.325125,47528212.4951122,0.452278390566525,0.424053572853742,0.396724771650394,f02,f21,f30
401.381330344067,14254592552.4936,522793050.861794,577140126.983969,1110379500.33037,714818468.325125,47528212.4951121,0.452278083667877,0.424053675748102,0.396725268261955,f02,f21,f31
401.381330344067,11230635842.4358,12232618906.6839,577140126.983969,-17660629363.7752,714818468.325125,47528212.4951118,0.452277982087873,0.424054093131005,0.396725993752638,f02,f21,f32
401.381330344067,14079747886.7986,1199843843.31638,577140126.983969,25058332.2506558,714818468.325125,47528212.4951123,0.452278304905781,0.424053725594794,0.396725182165982,f02,f21,f24
401.381330344067,14188920794.6257,777078712.300925,577140126.983969,702756268.871313,714818468.325125,47528212.4951125,0.452278357764274,0.424054093479978,0.396725175303914,f02,f21,f33
401.381330344067,13570430780.238,3916109571.76212,577140126.983969,-691633157.479124,714818468.325125,47528212.4951123,0.452278264749744,0.424053800850695,0.396724950722318,f02,f22,f23
401.381330344067,14215255175.3022,632815747.021495,577140126.983968,727211265.185093,714818468.325125,47528212.4951123,0.452278311569643,0.424053736760364,0.39672515929861,f02,f22,f30
401.381330344067,14222457457.8094,596151040.668879,577140126.983969,743055284.167585,714818468.325125,47528212.4951124,0.452277901871693,0.424054022001533,0.396725048818654,f02,f22,f31
401.381330344067,14213388958.0019,642324159.692496,577140126.983969,723102186.898416,714818468.325125,47528212.4951123,0.452278264042599,0.424053735257095,0.396724851428103,f02,f22,f32
401.381330344067,13735030162.7675,3078006300.58943,577140126.983969,-329454504.740907,714818468.325125,47528212.4951123,0.452278311569643,0.424053736760358,0.396725159298619,f02,f22,f24
401.381330344067,14165561687.0571,885867311.260005,577140126.983969,617857214.929598,714818468.325125,47528212.495112,0.452279044774249,0.424054021158185,0.396725141650933,f02,f22,f33
401.381330344067,14181046570.3727,684640812.011763,577140126.983969,249819477.431512,714818468.325125,47528212.4951127,0.452278344586907,0.424053732062042,0.396724981697433,f02,f23,f30
401.381330344067,14179035014.8666,695275524.877206,577140126.983969,246720653.043055,714818468.325125,47528212.4951121,0.452278251036031,0.424053813148789,0.39672525768243,f02,f23,f31
401.381330344067,14121769777.3279,998330655.828343,577140126.983969,158429113.257733,714818468.325125,47528212.4951123,0.452278311569645,0.424053736760359,0.396725159298613,f02,f23,f32
401.381330344067,13946162523.8978,1927665419.02717,577140126.983969,-112321991.047119,714818468.325125,47528212.4951123,0.452278357090416,0.424053618025679,0.396725022021095,f02,f23,f24
401.381330344067,13978173128.2582,1758294479.64051,577140126.983969,-62978583.2873777,714818468.325125,47528212.4951122,0.452278123092959,0.42405362294662,0.396725471891846,f02,f23,f33
401.381330344067,14188919219.0281,672711562.811288,577140126.983969,359704197.859133,714818468.325125,47528212.4951124,0.452278150162863,0.424053712220426,0.396725033502387,f02,f30,f31
401.381330344067,14216203876.2626,631376849.684405,577140126.983969,740465483.07764,714818468.325125,47528212.4951123,0.45227817691518,0.42405390479675,0.396724917407936,f02,f30,f32
401.381330344067,14171716462.098,698772643.119112,577140126.983969,119637985.012022,714818468.325125,47528212.4951122,0.452278408901224,0.424053710764874,0.396725231338468,f02,f30,f24
401.381330344067,14222154881.6571,622363734.220796,577140126.983969,823494687.998604,714818468.325125,47528212.4951125,0.45227810297214,0.424053915668186,0.396725132909706,f02,f30,f33
401.381330344067,14229278118.6072,580577853.948442,577140126.983969,821039930.957205,714818468.325125,47528212.4951123,0.452278311569646,0.424053736760356,0.396725159298618,f02,f31,f32
401.381330344067,14167541993.6398,721512373.644866,577140126.983969,115345896.942295,714818468.325125,47528212.4951123,0.452278272210918,0.424053671674618,0.396725267685051,f02,f31,f24
401.381330344067,14232911405.365,572282141.593013,577140126.983969,862578099.779632,714818468.325125,47528212.4951123,0.452278301959003,0.424053772208276,0.396725157054491,f02,f31,f33
401.381330344067,14104210334.0638,1066554181.05106,577140126.983969,50217500.8465322,714818468.325125,47528212.495112,0.452278583913158,0.424053978252012,0.396725284201313,f02,f32,f24
401.381330344067,14240477390.8646,537059309.193167,577140126.983969,890065983.567955,714818468.325125,47528212.4951122,0.452278010545038,0.424053565555488,0.396725279675114,f02,f32,f33
401.381330344067,13971859995.8437,1787658721.72218,577140126.983969,-85894552.7663585,714818468.325125,47528212.4951123,0.452277989308293,0.424053541255583,0.396725189239031,f02,f24,f33
401.381330344067,13995965308.4609,778408328.698098,577140126.983969,702738191.667596,714818468.325125,47528212.4951123,0.452278311569644,0.424053736760354,0.396725159298615,f20,f12,f21
401.381330344067,15435982685.8747,778156704.074494,577140126.983969,637079912.0541,714818468.325125,47528212.4951122,0.452278332307575,0.424053604487539,0.396725306021316,f20,f12,f22
401.381330344067,63390130373.3335,769784763.803585,577140126.983969,-1549402485.96468,714818468.325125,47528212.4951123,0.452278306485629,0.424053703887425,0.39672518007621,f20,f12,f23
401.381330344067,9738071474.70329,779151708.063094,577140126.983969,896878123.880959,714818468.325125,47528212.4951123,0.452278272119402,0.424053757022433,0.396725241849263,f20,f12,f30
401.381330344067,10783262327.9151,778969548.068853,577140126.983968,849221831.717656,714818468.325125,47528212.4951123,0.4522781389106,0.424053550904164,0.396725178021099,f20,f12,f31
401.381330344067,20817266117.7342,777217402.716157,577140126.983969,391719106.451088,714818468.325125,47528212.4951123,0.452278311569642,0.424053736760354,0.396725159298614,f20,f12,f32
401.381330344067,-9645025261.87386,782535810.718496,577140126.983969,1780655561.4213,714818468.325125,47528212.4951124,0.452278396103305,0.424053874343527,0.396725240490685,f20,f12,f24
401.381330344067,13891194398.1899,778426457.105057,577140126.983969,707515349.361651,714818468.325125,47528212.4951123,0.452278241012343,0.424053824140959,0.396725038723339,f20,f12,f33
401.381330344067,10991087663.8994,779704133.341917,577140126.983969,733622804.103368,714818468.325125,47528212.4951122,0.452278123995482,0.424053783647599,0.396725425570247,f20,f21,f22
401.381330344067,-4498619819.01645,786383891.073709,577140126.983969,892828768.78648,714818468.325125,47528212.4951123,0.452278311569642,0.424053736760357,0.396725159298617,f20,f21,f23
401.381330344067,10159811845.7241,780062466.799867,577140126.983969,742167602.489673,714818468.325125,47528212.4951124,0.452278273124413,0.424053967482246,0.396725142502721,f20,f21,f30
401.381330344067,11157798138.1152,779632210.326513,577140126.983969,731909541.044975,714818468.325125,47528212.4951121,0.452278561534967,0.424053662277132,0.396725358057783,f20,f21,f31
401.381330344067,-14596480103.6725,790738537.682546,577140126.983969,996616403.068369,714818468.325125,47528212.4951122,0.452278196125153,0.424053761420127,0.396725291126569,f20,f21,f32
401.381330344067,4230267527.08177,782619657.506707,577140126.983969,803111639.84653,714818468.325125,47528212.4951123,0.452278337490431,0.424053808970097,0.396725177834162,f20,f21,f24
401.381330344067,14303682862.7032,778275726.204805,577140126.983969,699575133.18656,714818468.325125,47528212.4951124,0.452278548763605,0.424053504851779,0.396725131569965,f20,f21,f33
401.381330344067,-16932398398.4652,789424061.005252,577140126.983969,1340121884.13756,714818468.325125,47528212.4951122,0.452278281529017,0.424054002289766,0.396725034840392,f20,f22,f23
401.381330344067,10132256958.394,780002925.971924,577140126.983969,752276560.137539,714818468.325125,47528212.4951123,0.452278514471138,0.42405363054508,0.396725327265098,f20,f22,f30
401.381330344067,11164346765.5583,779643799.895491,577140126.983969,729859650.792901,714818468.325125,47528212.4951122,0.452278372130249,0.424053768098264,0.39672511220104,f20,f22,f31
401.381330344067,48511527420.4045,766643656.870155,577140126.983969,-81322666.476385,714818468.325125,47528212.4951123,0.452278311569645,0.424053736760357,0.396725159298617,f20,f22,f32
401.381330344067,2642890216.21437,782610199.134506,577140126.983969,914945824.836016,714818468.325125,47528212.4951125,0.452278294436492,0.424053530588477,0.396725175338411,f20,f22,f24
401.381330344067,-1034662181.2096,783889981.034314,577140126.983969,994822627.390157,714818468.325125,47528212.4951123,0.452278372288435,0.424053727463908,0.396724956928651,f20,f22,f33
401.381330344067,11298214845.3421,782521316.498083,577140126.983969,324553232.225924,714818468.325125,47528212.4951124,0.452278357384769,0.424053710230591,0.396725460110924,f20,f23,f30
401.381330344067,12608866913.1662,782200953.47536,577140126.983969,277403469.78884,714818468.325125,47528212.4951124,0.452278137866427,0.424053433824132,0.396724672571629,f20,f23,f31
401.381330344067,-862775901.775795,785494902.944076,577140126.983969,762032847.697643,714818468.325125,47528212.4951123,0.452278311569642,0.424053736760357,0.396725159298615,f20,f23,f32
401.381330344067,10735715519.7,782660115.71901,577140126.983969,344788619.598452,714818468.325125,47528212.4951117,0.45227794003481,0.424053424228443,0.396724900303674,f20,f23,f24
401.381330344067,-14583555546.9385,788849716.635055,577140126.983969,1255624465.44684,714818468.325125,47528212.4951124,0.452278062963723,0.424053748560059,0.396724954245548,f20,f23,f33
401.381330344067,4521554848.47995,767884488.706632,577140126.983969,2810519811.66288,714818468.325125,47528212.4951122,0.452278522542615,0.42405395293059,0.396725171530154,f20,f30,f31
401.381330344067,10641305849.4943,781102612.595538,577140126.983969,565533249.168944,714818468.325125,47528212.4951123,0.452278311569646,0.424053736760357,0.396725159298618,f20,f30,f32
401.381330344067,11363640641.2465,782662745.527709,577140126.983969,300550151.801907,714818468.325125,47528212.4951123,0.452278352079194,0.424053798512795,0.396725154046485,f20,f30,f24
401.381330344067,10052866501.5818,779831615.242452,577140126.983969,781398831.613299,714818468.325125,47528212.4951123,0.452278326956654,0.424053675699307,0.396725160048577,f20,f30,f33
401.381330344067,11749404502.9751,780679529.751401,577140126.983969,546605904.736677,714818468.325125,47528212.4951123,0.452278319961088,0.424053763106516,0.396725207318167,f20,f31,f32
401.381330344067,12874893969.3793,782671915.988507,577140126.983969,194079045.181307,714818468.325125,47528212.4951123,0.452278293244915,0.424053802169361,0.396725166387007,f20,f31,f24
401.381330344067,11061805158.2083,779462329.719596,577140126.983969,761977885.426427,714818468.325125,47528212.4951123,0.452278313432626,0.424053843043946,0.396725002671954,f20,f31,f33
401.381330344067,6629917056.93722,782634171.972362,577140126.98397,634051215.602277,714818468.325122,47528212.4951124,0.452278311569623,0.424053736760368,0.396725159298632,f20,f32,f24
401.381330344067,104981037972.283,745083438.225952,577140126.983969,-1045870384.94043,714818468.325125,47528212.4951121,0.45227834500457,0.424053475657466,0.396725090341187,f20,f32,f33
401.381330344067,2465413429.09131,782609039.628453,577140126.983969,927449456.796227,714818468.325125,47528212.4951121,0.452278353976181,0.424053782602959,0.396725077768596,f20,f24,f33
401.381330344067,16314692351.6083,829331454.309664,577140126.983968,595525522.658212,714818468.325125,47528212.4951125,0.45227824899174,0.424053975998889,0.396724674815933,f12,f21,f22
401.381330344067,144164237348.623,3637126936.14299,577140126.983969,-5315958848.92735,714818468.325125,47528212.4951123,0.452278444013082,0.424053745026429,0.396725289081915,f12,f21,f23
401.381330344067,11485826676.0714,723281309.437074,577140126.983969,818801453.968068,714818468.325125,47528212.495112,0.452278414365933,0.424053710133005,0.396725124469727,f12,f21,f30
401.381330344067,11763668792.2912,729383271.543066,577140126.983969,805954713.852385,714818468.325125,47528212.4951123,0.452278311569642,0.424053736760356,0.396725159298615,f12,f21,f31
401.381330344067,-16117126861.8539,117073272.361486,577140126.983969,2095101924.933,714818468.325125,47528212.4951123,0.452278291489441,0.424053465528018,0.396725203619845,f12,f21,f32
401.381330344067,-6490372457.30313,328493120.074366,577140126.983969,1649981679.28233,714818468.325125,47528212.4951123,0.452278623072612,0.424053625485208,0.39672497050663,f12,f21,f24
401.381330344067,13706197204.0167,772044268.826255,577140126.983969,716136610.776321,714818468.325125,47528212.4951125,0.452278411649467,0.424053774063994,0.396725251556007,f12,f21,f33
401.381330344067,-59778300281.5309,-3602484496.62496,577140126.983969,4194032650.24871,714818468.325125,47528212.4951122,0.452277903738625,0.424053626538327,0.396725161176509,f12,f22,f23
401.381330344067,13427884058.3764,661199602.912048,577140126.983969,732044852.088015,714818468.325125,47528212.4951123,0.452278565208346,0.424053774293874,0.396725205501608,f12,f22,f30
401.381330344067,13280972705.7293,652642757.041122,577140126.983969,738992620.17729,714818468.325125,47528212.4951123,0.452278180929226,0.424053760664361,0.396725271909535,f12,f22,f31
401.381330344067,13030150041.6224,638035406.313944,577140126.983969,750853854.967937,714818468.325125,47528212.4951125,0.452278182975862,0.424053685858516,0.396725177366616,f12,f22,f32
401.381330344067,-2397917863.89689,-260529213.3284,577140126.983969,1480461822.06289,714818468.325125,47528212.4951124,0.452278310019995,0.424053626250503,0.396725147503338,f12,f22,f24
401.381330344067,17691576185.1249,909525616.460501,577140126.983969,530411165.698258,714818468.325125,47528212.4951123,0.452278311569646,0.424053736760356,0.396725159298617,f12,f22,f33
401.381330344067,38107087621.0505,-127720598.964702,577140126.983969,-370435301.979743,714818468.325125,47528212.4951123,0.452278311569643,0.424053736760358,0.396725159298615,f12,f23,f30
401.381330344067,32585585178.4219,-323724811.268594,577140126.983969,-112963515.407336,714818468.325125,47528212.4951123,0.452278245947777,0.424053638552466,0.396725276700623,f12,f23,f31
401.381330344067,106985153147.591,2317332815.67047,577140126.983969,-3582270551.27616,714818468.325125,47528212.4951123,0.452278311569643,0.424053736760358,0.396725159298614,f12,f23,f32
401.381330344067,4875512815.28412,-1307385871.92309,577140126.983969,1179178370.53497,714818468.325125,47528212.4951128,0.452277947786417,0.424054012137612,0.396725313880889,f12,f23,f24
401.381330344067,1776238974949.5,61572985541.1718,577140126.983969,-81420813473.8016,714818468.325125,47528212.4951124,0.452278259160922,0.424053728472688,0.396725149059012,f12,f23,f33
401.381330344067,12568799126.3977,688661778.243165,577140126.983969,770422518.916772,714818468.325125,47528212.4951123,0.452278454382907,0.424053654568347,0.39672516732494,f12,f30,f31
401.381330344067,13750027804.6516,650901447.77952,577140126.983969,717654324.510093,714818468.325125,47528212.4951123,0.452278386231489,0.424053685088193,0.396725334864648,f12,f30,f32
401.381330344067,-15149025304.8038,1574717618.79855,577140126.983968,2008645589.36748,714818468.325125,47528212.4951115,0.452278593614434,0.424054345554842,0.396725313165264,f12,f30,f24
401.381330344067,11904569691.6963,709895336.419673,577140126.983969,800095092.283498,714818468.325125,47528212.4951124,0.452278068216985,0.424053838766731,0.396725230036122,f12,f30,f33
401.381330344067,13428881425.3177,645161273.339795,577140126.98397,732465332.81234,714818468.325124,47528212.4951123,0.452278130593777,0.424053644980001,0.396725166748565,f12,f31,f32
401.381330344067,-20674624640.6069,2370011722.51774,577140126.983969,2237530059.24609,714818468.325125,47528212.4951124,0.452278217158115,0.424053698236517,0.396725146342714,f12,f31,f24
401.381330344067,12049877078.4728,714907565.483947,577140126.983969,793323684.530981,714818468.325125,47528212.4951123,0.452278329085976,0.424053738925079,0.396725264244069,f12,f31,f33
401.381330344067,-6247136815.74862,293483780.632331,577140126.983969,1639906349.48928,714818468.325125,47528212.4951123,0.452278311569643,0.424053736760359,0.396725159298619,f12,f32,f24
401.381330344067,6371367728.41934,519020294.333592,577140126.983969,1057951244.08639,714818468.325125,47528212.4951125,0.452278013954223,0.42405344100312,0.396724876595667,f12,f32,f33
401.381330344067,-5071505962.33843,124283623.721215,577140126.983969,1591207570.42067,714818468.325125,47528212.4951124,0.452278401711522,0.424053528047276,0.396725515407564,f12,f24,f33
