rho,Ex,Ey,Ez,Gxy,Gyz,Gxz,vxy,vyz,vxz,used f1,used f2,used f3,used f4,used f5
401.381330344067,13056909291.8965,588639207.693754,577140126.983968,741447158.08724,714818468.325125,47528212.4951121,0.38884449561208,0.434312962426617,0.388473885217576,f11,f02,f23,f32,f33
401.381330344067,12053445547.6089,453801591.362873,577140126.983969,721958031.672381,714818468.325125,47528212.4951121,0.365250517501558,0.429403340976698,0.382035262664108,f11,f02,f23,f24,f33
401.381330344067,14246973776.4127,592586818.0402,577140126.983969,834486100.630968,714818468.325125,47528212.4951124,0.446810526574249,0.421301805309435,0.395379796128246,f11,f02,f30,f31,f32
401.381330344067,12582721921.2411,653707469.719223,577140126.983969,749169579.392025,714818468.325125,47528212.4951123,0.383014996290983,0.423517679521383,0.381973035022039,f11,f02,f30,f31,f24
401.381330344067,14197504484.3045,605898768.842111,577140126.983969,836908235.490186,714818468.325125,47528212.4951123,0.450290406298549,0.422258728290164,0.395911380778143,f11,f02,f30,f31,f33
401.381330344067,12518788829.3978,643784200.610239,577140126.983969,751679950.779717,714818468.325125,47528212.4951124,0.383667489984395,0.421857205858164,0.381395796072175,f11,f02,f30,f32,f24
401.381330344067,14270365678.9688,598479349.22276,577140126.983969,834946240.105851,714818468.325125,47528212.4951123,0.44767957997463,0.421939431183101,0.395813904584699,f11,f02,f30,f32,f33
401.381330344067,12469689835.7402,668582335.175785,577140126.983969,760060814.734756,714818468.325125,47528212.4951123,0.390538369233055,0.422442247629794,0.382997961117677,f11,f02,f30,f24,f33
401.381330344067,12564810063.8932,633190798.976442,577140126.983969,753024105.21161,714818468.325125,47528212.4951125,0.389971875117484,0.427039918641109,0.383698832809836,f11,f02,f31,f32,f24
401.381330344067,14236789946.3586,578158180.21106,577140126.983969,839328962.501054,714818468.325125,47528212.4951125,0.453017038720438,0.42362413218133,0.396907329978734,f11,f02,f31,f32,f33
401.381330344067,12501160259.0129,664160717.682909,577140126.983969,760475409.395159,714818468.325125,47528212.4951124,0.393382966178021,0.425018484044848,0.38415398110755,f11,f02,f31,f24,f33
401.381330344067,12446644208.5081,635498217.998587,577140126.983969,765823475.020181,714818468.325125,47528212.4951123,0.39681061486283,0.424193625583451,0.384336726068035,f11,f02,f32,f24,f33
401.381330344067,10584153475.7023,752245947.083897,577140126.983969,828162275.480074,714818468.325125,47528212.4951123,0.452091875860017,0.42203303579009,0.397386391107833,f11,f20,f12,f21,f22
401.381330344067,6307872264.24769,743373816.959126,577140126.983969,832613447.95229,714818468.325125,47528212.4951124,0.390779343026718,0.434702290226755,0.386544655132647,f11,f20,f12,f21,f23
401.381330344067,10782996733.6415,756755239.571724,577140126.983969,840205965.774858,714818468.325125,47528212.4951124,0.457663483388085,0.425440225010143,0.396934114967382,f11,f20,f12,f21,f30
401.381330344067,11054000739.8579,760436206.621575,577140126.983969,836316012.116858,714818468.325125,47528212.4951123,0.45726126973966,0.42459017182226,0.396979099279879,f11,f20,f12,f21,f31
401.381330344067,10822244159.662,730858919.630372,577140126.983969,830644617.978436,714818468.325125,47528212.4951124,0.43516666571005,0.42408171470537,0.391957470892734,f11,f20,f12,f21,f32
401.381330344067,6348502728.43067,757511853.433386,577140126.983969,872984620.286328,714818468.325125,47528212.4951125,0.433490029915568,0.425968700085581,0.391585949578388,f11,f20,f12,f21,f24
401.381330344067,10865541880.3149,753566951.357846,577140126.983969,833688361.728437,714818468.325125,47528212.4951123,0.450469443368381,0.425493295790849,0.395291335540635,f11,f20,f12,f21,f33
401.381330344067,6341528992.1178,745087467.777264,577140126.983969,834886250.786506,714818468.325125,47528212.4951123,0.3911218215054,0.435457572248608,0.386277619307208,f11,f20,f12,f22,f23
401.381330344067,10460818952.4836,762425129.918126,577140126.983969,831956681.290194,714818468.325125,47528212.495112,0.448987587692993,0.421842391229481,0.397360045061648,f11,f20,f12,f22,f30
401.381330344067,10799795553.2395,766752570.057943,577140126.983969,826727305.422236,714818468.325125,47528212.4951121,0.448838373930354,0.421584226811633,0.397769172322316,f11,f20,f12,f22,f31
401.381330344067,10531977269.7037,728581190.268943,577140126.983969,824306139.622635,714818468.325125,47528212.4951123,0.432964973222141,0.422149157862417,0.392788405164589,f11,f20,f12,f22,f32
401.381330344067,6270438905.71597,766962298.713272,577140126.983969,872316325.430733,714818468.325125,47528212.4951124,0.429021803112361,0.42464843700663,0.391825434009464,f11,f20,f12,f22,f24
401.381330344067,10476607431.4456,757273684.514053,577140126.983969,828327884.711376,714818468.325125,47528212.4951123,0.444672147310479,0.422528503621972,0.396118381704453,f11,f20,f12,f22,f33
401.381330344067,7580933819.75879,775437973.57497,577140126.983969,808723825.866398,714818468.325125,47528212.4951125,0.377634828273523,0.427129238163227,0.384881845525707,f11,f20,f12,f23,f30
401.381330344067,8514152108.69756,773714445.591423,577140126.983969,793116394.339143,714818468.325125,47528212.4951121,0.384335735949929,0.437988081856559,0.388855083835744,f11,f20,f12,f23,f31
401.381330344067,6390527015.89879,725626441.472581,577140126.983969,827957590.117688,714818468.325125,47528212.4951122,0.385307245710279,0.43441731637693,0.384882696357822,f11,f20,f12,f23,f32
401.381330344067,5028633428.30552,743437291.719198,577140126.983969,846537231.140873,714818468.325125,47528212.4951112,0.388967605906938,0.434191645241587,0.385618162150969,f11,f20,f12,f23,f24
401.381330344067,6296102920.60279,752080406.507325,577140126.983969,837410516.418959,714818468.325125,47528212.4951124,0.395845748399548,0.433845543569695,0.388009645120069,f11,f20,f12,f23,f33
401.381330344067,10697720050.298,772426453.020702,577140126.983969,846303530.040926,714818468.325125,47528212.4951123,0.454420178417255,0.426352796580302,0.397194874990058,f11,f20,f12,f30,f31
401.381330344067,10916970238.0107,736273948.774756,577140126.983969,830140678.976234,714818468.325125,47528212.4951122,0.432521011798179,0.423369440285098,0.391643055770291,f11,f20,f12,f30,f32
401.381330344067,6943796258.25752,803757875.602967,577140126.983969,864217698.358276,714818468.325125,47528212.4951123,0.418779617584571,0.418259132888879,0.389868313785266,f11,f20,f12,f30,f24
401.381330344067,10610723219.1002,763227222.904927,577140126.983969,840133548.106613,714818468.325125,47528212.4951123,0.446462795450832,0.426247294522476,0.394989687333955,f11,f20,f12,f30,f33
401.381330344067,11212067456.5791,738057034.711039,577140126.983969,826118785.542037,714818468.325125,47528212.4951123,0.433002821411042,0.424171606850086,0.392127418241198,f11,f20,f12,f31,f32
401.381330344067,7614077136.38494,808276098.154507,577140126.983969,851856383.504231,714818468.325125,47528212.4951128,0.424461952776757,0.427768794464807,0.393551398493848,f11,f20,f12,f31,f24
401.381330344067,10914872539.4892,767921993.911026,577140126.983969,835565379.257365,714818468.325126,47528212.4951123,0.445156653618289,0.425457623454706,0.394919243856536,f11,f20,f12,f31,f33
401.381330344067,6406596814.59788,738321900.330016,577140126.983969,867250034.39553,714818468.325125,47528212.4951124,0.416070174686482,0.425455596982557,0.387865976842862,f11,f20,f12,f32,f24
401.381330344067,10767488098.9423,731889345.896428,577140126.983969,830141657.194357,714818468.325125,47528212.4951123,0.431598974955322,0.424407734710809,0.391288788242946,f11,f20,f12,f32,f33
401.381330344067,6275739151.1476,770515834.497281,577140126.983969,876741809.741578,714818468.325125,47528212.4951123,0.428676857986398,0.425792865387044,0.391180980328221,f11,f20,f12,f24,f33
401.381330344067,-2616188876.64814,793812565.595223,577140126.983969,892333032.700331,714818468.325125,47528212.4951125,0.446752942300493,0.43088779474257,0.39347876611879,f11,f20,f21,f22,f23
401.381330344067,9210067313.36012,769388708.910508,577140126.983969,827446099.484884,714818468.325125,47528212.4951122,0.450904796684636,0.419418013574482,0.396948007108585,f11,f20,f21,f22,f30
401.381330344067,10364328577.6645,763207754.564842,577140126.983969,820602725.937459,714818468.325125,47528212.4951125,0.453765003443897,0.42278348484197,0.398486566927763,f11,f20,f21,f22,f31
401.381330344067,4370453771.74121,754277568.772412,577140126.983969,856459504.205255,714818468.325125,47528212.4951122,0.441064250794881,0.425119761359356,0.392969169926427,f11,f20,f21,f22,f32
401.381330344067,3530346086.26131,776375805.844801,577140126.983969,865389406.784449,714818468.325125,47528212.4951123,0.45545396136462,0.425480885855231,0.396254787379731,f11,f20,f21,f22,f24
