f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,used f1,used f2,used f3
61.3932053990178,105.5,133.717246601329,162.269120035875,177.439646748342,294.784585835245,466.357572799597,415.144709751349,468.5,521,712.795436357969,685.833908756947,f02,f31,f32
35.4006842592448,105.50000152309,143.223609580942,123.564981152342,160.219507797907,233.390104570679,376.833896184199,423.336538357419,468.499989371014,473.935719646793,606.499998575286,581.077680749963,f02,f31,f24
62.9231625972525,105.499997717505,133.157681105287,164.547299882859,178.453242852365,298.398348138186,471.627058249639,414.662510650944,468.499985255741,523.770254129259,719.052129259436,691.999994724196,f02,f31,f33
33.1519437743381,105.499991567107,167.346523815421,120.378131874107,177.734110990056,241.386177908891,381.601552217056,466.376914472067,505.301291149915,520.99999451524,606.499984625722,616.975971683159,f02,f32,f24
63.9221702237958,105.499999561555,130.705786806078,166.020397217652,177.413274853338,299.566331493604,473.947343236555,410.556930740503,465.204483531232,520.999980132527,722.314029294975,692.00001935577,f02,f32,f33
28.4522947821059,105.499997271333,217.761111136334,113.717941565888,214.337973440629,258.097221088278,391.565514969695,556.3272492188,582.212533060059,619.359817590115,606.500006837404,691.999972721387,f02,f24,f33
57.0964192652239,104.786037997895,147.5,155.5,184.5,291.259527969517,457.252108235943,437.796254448525,486.531178960329,539.749205621752,698.005676569221,691.517896931441,f20,f12,f21
54.8082024414075,110.133312885972,147.499984505591,155.499983313407,182.696945825592,288.000034731142,455.393458673159,443.645808235732,494.613191751786,535.791075099786,703.579410854028,684.891052111945,f20,f12,f22
-21.3915404676806,288.203409533436,147.500008670236,155.499992136569,122.654077391916,179.456638742556,393.500003490724,638.443404015194,763.754095096352,403.983118142211,889.192598422724,464.212610367249,f20,f12,f23
63.8622699543006,88.9750268239666,147.499999495842,155.500005048786,189.831268042976,300.897208948812,462.747700571912,420.499997217496,462.633910313621,551.452571151239,681.524923690476,711.112163908946,f20,f12,f30
62.201429137442,92.856177120525,147.500020646402,155.49997636948,188.522595062778,298.531398018211,461.39863155475,424.745768452757,468.500025888658,548.579723969214,685.570402400791,706.302282379422,f20,f12,f31
46.2572858132865,130.115853025614,147.5,155.5,175.959119613619,275.819625759359,448.447987678242,465.505488193495,524.815474821268,521,724.408463871681,660.127191636595,f20,f12,f32
94.662249491653,16.9989816274722,147.500001770116,155.499995007716,214.100637939969,344.770514258942,487.765066268062,341.762703692552,353.847005107384,604.729447893823,606.499945135349,800.310533362559,f20,f12,f24
57.2629052588038,104.396988184278,147.499988650595,155.500005453635,184.631177289011,291.49667827367,457.387338964708,437.370638493031,485.943139765414,540.037163573671,697.600154921806,692.000030190129,f20,f12,f33
57.953712026951,93.6491644825314,147.499997762293,149.670287363047,184.49999770915,288.000004696704,446.894077179082,424.248020496753,467.440860120782,537.778775315648,669.849628821698,686.809498983857,f20,f21,f22
62.3729417294286,36.2401995732718,147.5,119.618982110435,184.5,271.197675380441,393.5,354.408866052977,369.033066741244,527.621571048947,524.709367193233,662.538492562996,f20,f21,f23
58.1909053406142,90.5682358309567,147.499989735664,148.057588041234,184.500018542652,287.098357739979,444.02871743773,420.500001181631,462.159678813732,537.233736569689,662.060606980962,685.507088093727,f20,f21,f30
57.9061571029725,94.2670366735783,147.499997797634,149.993730973191,184.500002435447,288.180863890887,447.468778216926,424.999675111038,468.499995497047,537.888126095858,671.411768136606,687.070771029706,f20,f21,f31
65.2538730758471,-1.18514909768102,147.500004035942,100.028305231965,184.500006244987,260.244110409901,358.691988742031,308.880186894486,304.880269196034,521.000015385339,430.091307949802,646.716040897245,f20,f21,f32
59.8825783029543,68.591771567595,147.499999598485,136.553736829513,184.499995920519,280.666256422403,423.589062534826,393.765199630373,424.488635871222,533.345439834519,606.499992858316,676.215881353601,f20,f21,f24
57.0086165533549,105.926520232472,147.500007459353,156.096981568681,184.499994511785,291.593299373864,458.312803425605,439.183684826216,488.486147822229,539.950983310758,700.88898811228,692.000036607123,f20,f21,f33
77.714354315171,-9.90669096934596,147.50000260678,113.047406417444,195.8270465912,287.999998804503,393.50001616851,302.388139809236,296.74018780508,550.265889187118,457.954530378297,698.861769323886,f20,f22,f23
58.5614785255642,90.4641403803871,147.499988551332,148.54388834775,184.848365899965,287.999992263043,445.251851686161,420.500007874485,462.190676577655,538.162817618204,663.33245444437,687.180165530718,f20,f22,f30
57.8311030302509,94.2917056695679,147.499997962829,149.897526660364,184.429715922292,288.000009896716,447.225385977249,425.004133243025,468.500021372982,537.701304610661,671.164402940257,686.734730304296,f20,f22,f31
31.4015754179231,232.795875723237,147.5,198.879984119335,169.279980270634,288,518.638992264294,587.989628975273,696.809232565982,521,954.570405631589,670.614997449407,f20,f22,f32
63.8614852441944,62.6893932862761,147.500008504341,138.721252468908,187.886413003147,287.999996732697,430.931014084775,387.815970399477,416.407023997634,541.512020241076,606.500000409102,690.412730741411,f20,f22,f24
66.4639912416305,49.0509785710582,147.499986192436,133.897993525458,189.378186409949,288.000006047852,423.898979716764,371.766855140422,393.925535171449,543.156559018533,578.593222004795,692.000023703433,f20,f22,f33
42.8820332441958,94.8687811208351,147.499989630914,127.968034754863,170.109246396703,249.850724468613,393.500009949789,420.500009525418,460.879531662996,498.852487320832,609.519917213992,616.390621478021,f20,f23,f30
41.2648740521028,99.7331538348365,147.499996415359,128.660731198932,168.915251908899,248.07955451034,393.499962448455,425.983561103829,468.499966880626,496.46550896589,616.556528445097,612.561708481566,f20,f23,f31
57.8868585280536,49.7343190204423,147.5,121.540622342862,181.187784860456,266.284400303645,393.5,369.620593851991,390.172710594901,521,544.229598867411,651.91696828999,f20,f23,f32
43.5760744738351,92.7811156438342,147.500076651323,127.670742589294,170.621753094801,250.610907124715,393.500053428494,418.146780363826,457.609164071684,499.877086915532,606.49998366579,618.034031546201,f20,f23,f24
74.816232771344,-1.1891641705167,147.49999858548,114.288826627918,193.687270540802,284.825891295827,393.499995948487,312.215279591285,310.396896583617,545.988169380697,470.565046994335,691.999976887948,f20,f23,f33
134.012383965733,69.2685857917055,147.499999648394,247.556734976007,255.774354389439,471.577705604975,694.286340932818,420.499994306977,468.500002776133,727.327681954616,922.283149947781,1027.82582406617,f20,f30,f31
51.7158577927864,92.3871763191431,147.5,139.56048856076,178.413297966219,271.344077450977,422.657053374224,420.5,461.618207124991,521,639.837918768031,656.273559503722,f20,f30,f32
42.0021300054772,95.1159412201338,147.499997380773,126.813340328429,169.282117319106,247.709848432967,390.595763898982,420.49999685309,460.805926609927,496.646466648298,606.499992701444,612.418030424225,f20,f30,f24
59.6290401180579,90.1642280287044,147.499998813537,149.944820346122,185.851912376512,290.597447531983,448.77544485041,420.500009020123,462.279935722299,540.839338119507,666.996325912785,691.999991015293,f20,f30,f33
51.1214508121354,96.4955940413227,147.499999422246,141.296198281772,178.146050275917,271.831430067112,425.465516230063,425.400814785422,468.499993706865,520.999992771197,649.04711371554,656.693183581228,f20,f31,f32
38.2140340675585,100.735266063145,147.499999485816,124.749768407405,166.058107348585,240.727806485067,383.605902974702,426.163948997419,468.499992971688,488.871539675027,606.499983478804,598.902017599376,f20,f31,f24
59.0070800531049,93.9054360940631,147.500001762863,151.405049780893,185.531035347078,290.833821021723,451.039158865517,424.934612977208,468.50002843616,540.628490026329,675.040815331369,692.000008669425,f20,f31,f33
53.8676404142524,77.5144383259821,147.500000000001,133.277093592545,179.380741163623,269.579805200345,412.490203063337,402.75872485898,436.705687355403,521,606.500000000004,654.754448152953,f20,f32,f24
1.11029388690744,442.163822118424,147.499999644128,287.333201236998,155.660995914775,312.836185852632,661.760766211102,837.738826863902,1047.51016570756,521.000002217073,1423.87818648753,691.999984849341,f20,f32,f33
64.3063473567903,62.0294779295361,147.500003400281,138.963592288422,188.265026231864,288.819944384115,431.751879486549,387.150801820119,415.503450705421,542.425073703003,606.500001847466,691.999999421539,f20,f24,f33
53.3809821427807,113.429558098612,151.092997973716,155.500012321426,184.500003722741,287.999963484628,456.116495346622,453.773551941253,505.260487892512,541.192910610808,708.362687295304,687.660207545133,f12,f21,f22
-151.480559867367,590.014325162792,349.203381187261,155.499997895374,184.500013578928,108.27365818266,393.500008640589,1334.72733458067,1537.95399011915,620.795462288996,1279.424034071,474.95453535713,f12,f21,f23
61.1185727250618,95.4289935994736,143.610388550553,155.499995809434,184.499992912184,294.788181165528,458.481480708769,420.500007383968,466.255745971223,538.186312045678,686.793711473327,695.694042797124,f12,f21,f30
60.6733712600075,96.4647059363335,144.040925800503,155.5,184.5,294.39761016366,458.345413129487,422.414502664505,468.5,538.359318698779,688.034750928733,695.231810546042,f12,f21,f31
105.348560776961,-7.46654059109665,100.838003096421,155.500001271371,184.500003831359,333.591433782243,472.000509050357,230.300482683629,243.295327389736,521.000006212679,563.500519896337,741.617625606073,f12,f21,f32
89.9229897668064,28.4191129841494,115.755212855749,155.499994806297,184.499989152663,320.058473347071,467.285628546457,296.634094786341,321.054572985621,526.993852451588,606.500013202789,725.601381153252,f12,f21,f24
57.5607395258247,103.705868918422,147.050969925088,155.500009079254,184.499991072762,291.66687997727,457.394042715292,435.7995613005,484.190579266453,539.568769807428,696.711400970308,691.999989216793,f12,f21,f33
176.974757955361,-172.013091527726,-160.06755900983,155.499986482132,28.3482015056451,287.999987722747,393.499949842884,-423.285610108579,-416.785089217025,73.3765170928322,294.147998981014,447.832604609007,f12,f22,f23
58.069853459458,102.600463358508,139.288355690355,155.499987648434,178.576024692498,287.999999257947,453.740977852073,420.500009444652,470.280224918547,523.445206138265,692.648248329598,678.561850965458,f12,f22,f30
58.3084809258278,102.049364833144,138.687572314926,155.499997764704,178.274529038888,287.999998068382,453.620085387841,418.806636665515,468.500000860361,522.541941050523,691.848538804587,678.098781421514,f12,f22,f31
58.7158645812457,101.108471027796,137.661980781496,155.499977526892,177.759859877693,288.000005399438,453.413674805351,415.915752538371,465.460807030856,521.0000238901,690.48314918155,677.3083260807,f12,f22,f32
