f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,used f1,used f2
62,105.5,147.5,155.5,184.5,288,393.5,420.5,468.5,521,606.5,692,,
62.0000007542109,105.499999660558,184.547893541857,163.526832992722,219.481311540825,325.375528458098,495.863699048421,507.704431000962,549.133642116454,634.140479075677,735.426145103034,786.79196468091,f11,f02
62.0000014558774,131.97555979039,147.499998954265,180.168631320831,191.222347632887,317.204715714839,508.011985488636,473.316727735461,537.179775178152,562.844202520352,796.367890112871,736.148547251996,f11,f20
62.0000004011217,92.9822728094957,179.210398474484,155.499995859191,214.202104640864,316.186177195535,477.846998350492,482.442768052155,518.68954789592,617.693708785153,697.592821517259,766.636868317542,f11,f12
62.0000012243449,120.789200861934,140.27240412833,172.978467250584,184.500000690089,307.589013170622,490.591638420254,446.276614867226,506.091784295963,542.752741307533,761.588436962379,713.394501480272,f11,f21
61.9999999538991,117.642786757543,108.676410734346,170.750983747927,158.496864436825,288.000002633521,469.815841288656,384.961575668906,450.65497482266,472.221412445951,740.138083670511,649.948650855878,f11,f22
62.0000000907055,48.3546032395491,122.725312005147,126.623214880929,164.830859025916,262.032381623755,393.50000077692,324.331751140645,350.992543619604,476.855968467383,547.928034734966,622.504448134042,f11,f23
62.000000597408,108.116972795165,134.757219484739,164.851782136048,179.064438447201,298.222382168387,472.292520897619,420.50002253293,475.095333926745,525.857591467186,723.244023409045,692.774885961607,f11,f30
62.0000008904506,133.241877384592,102.605953070311,180.665453493234,154.699380990434,292.185579123462,485.435675973797,393.328966229693,468.50002845716,464.796950831102,782.263460163401,650.516721871279,f11,f31
61.9999996770097,146.278497055375,125.969271366415,189.148536727184,174.719243319252,311.924584437611,513.760599614624,451.984661707201,528.327068520535,521.000009637875,828.69210865847,705.863503775187,f11,f32
61.9999998182764,58.9368108515579,194.605386205724,133.876272195655,224.240580292664,308.276710846373,444.908741872364,468.079567300267,483.131717971728,638.607598543007,606.499991310171,769.538119747809,f11,f24
62,116.884642857532,130.778204358106,170.420402273433,176.467525362638,300.251084852521,480.767335072533,424.172844718169,484.229785299726,520.440134975609,746.697331794736,692,f11,f33
72.5217873074253,105.500000712564,147.500002261125,178.963975164506,199.373580821286,331.266676125135,514.274061041799,444.072024273218,496.69724068791,580.330878499311,765.351459288549,765.134220977711,f02,f20
56.5808798861338,105.499997637011,192.656635648373,155.499997794385,220.888269877843,316.074726612878,480.489308241643,520.543298484806,558.810420709357,637.774205183335,715.682942684191,776.773993493213,f02,f12
65.7264209956325,105.500000992475,137.269103695231,168.757125659135,184.500000173658,307.953371823056,484.040558012564,423.111205267826,476.612971927144,540.119190904976,732.543279317005,713.209682341479,f02,f21
57.7694248343058,105.499998270165,138.150110296016,156.89468945971,177.573445840136,287.999995718771,455.545310331446,421.932445260877,473.408088542714,521.258348406643,699.202581366556,677.225547548633,f02,f22
34.950251144335,105.500001090845,177.311724682425,123.129599037859,187.58978593241,251.700857848818,393.500001269112,485.109587364774,522.07937057878,547.569552290138,618.046718493198,644.721849142914,f02,f23
68.828408501036,105.50000043105,135.235434819118,173.369899279591,185.821698161051,314.766742969162,494.241583789184,420.500001012071,475.192810495349,543.762576970024,744.873861824629,723.976398950197,f02,f30
67.5550483972588,105.499995203497,131.463644029033,171.444403469307,181.521887110977,309.338888793684,487.580238965782,413.202726716232,468.499987618078,532.157147087202,737.994044624718,710.66763225108,f02,f31
44.6257058314915,105.499997733855,153.683747635632,137.397458996068,177.614487185347,263.080704045809,416.035937548635,445.562496242144,490.349808807092,521.000013089355,649.685336879765,644.95134975746,f02,f32
33.6353399043303,105.500000903827,162.16096017988,121.063190628229,173.969097550485,239.667302969679,380.576669771061,457.124786583052,497.390335495507,510.882846698651,606.499988288214,609.259108227951,f02,f24
51.1427809870183,105.50000074282,162.070812070149,147.176424151569,190.716810682284,284.62548430884,444.266119885909,463.076285199845,507.361132734228,556.437889611428,680.587576764581,691.999994936195,f02,f33
60.7302915395474,96.2940929162926,147.500001282001,155.499999435872,187.363371856559,296.435831312735,460.203734872387,428.506598068217,473.696183202738,546.034974076432,689.154014556271,702.041789323937,f20,f12
54.0506136601681,144.353211358337,147.500004731874,176.211835650522,184.500000318274,302.839960151931,494.052158103368,485.930522712967,554.355407683565,546.749726147917,798.038657244859,708.245870308548,f20,f21
51.4924823562075,127.509286138332,147.5,161.645029020483,180.796339648219,288,464.352564236734,464.093094598472,523.255626549854,533.695809714032,739.13390717037,682.868707145287,f20,f22
58.8970665013467,46.6956150624478,147.500000169423,121.107892377897,181.93365207009,267.390805890837,393.500000398642,366.195104791822,385.41233333586,522.491095928099,539.833892208325,654.308801521353,f20,f23
83.6303597903966,83.4218090944145,147.499997159675,181.441311502173,208.413828153796,348.994453527368,527.994585637032,420.499990764035,464.286949917591,601.013639790778,749.369856708977,800.361110177408,f20,f30
57.0250876071925,94.5564467823588,147.499996701267,148.864263803038,183.674871999061,286.057710206649,444.611410636535,425.051774955637,468.500002452204,535.695005500197,668.507479604385,683.125895862929,f20,f31
44.6908828955583,140.942480857579,147.500008241539,160.073989831577,175.254865502774,277.103907662159,455.848925881297,478.42028691056,542.950578777798,520.999989021874,748.676800764213,661.23299731768,f20,f32
63.7346187124534,62.8775902690275,147.5,138.652142371207,187.778431023611,287.766158570825,430.696914062656,388.005643873262,416.664693632437,541.251613431149,606.500000000001,689.960051639152,f20,f24
55.7285852197151,113.626103340029,147.500004066351,159.102190169689,183.839600863822,292.079738832377,462.971592837412,448.310293875553,501.287371440427,539.51699865976,717.444881411708,692.000008475253,f20,f33
50.1320984420932,120.987663884675,154.234808549956,155.500001768641,184.499997818836,285.149683787499,455.123443140758,467.744505139931,521.63785753144,542.455300313648,717.419058099448,684.286901493298,f12,f21
46.6968194970525,128.866749256086,167.921176912262,155.499992174258,192.94502555744,287.999992425835,459.502914339756,501.206522692663,555.126363024158,566.493399442124,730.764066420042,700.630639796865,f12,f22
42.3113744428122,140.410520385856,48.72841467511,155.500004051615,92.3688774884107,214.31400736879,393.500001239282,297.482072812351,384.638349434009,297.812801844898,698.101345124688,458.95234392488,f12,f23
64.3549670189936,87.8160592075116,148.198490276465,155.500005793483,190.788639428737,301.994242709652,463.513815519872,420.500022275447,461.983545556866,553.834890130665,680.578792403819,713.880897229029,f12,f30
71.421300218701,71.0835924911147,168.370809186049,155.500000676844,212.793472813512,323.473411752915,479.821013392593,438.811513584523,468.499998888876,610.24599380497,670.701840138398,773.097831223432,f12,f31
61.0529115789856,95.6671559198843,135.816501860506,155.500001718981,178.097648351494,290.28488141463,454.345208966218,406.613482548344,454.326801578555,521.000016898346,684.119375249513,680.531264052079,f12,f32
96.2756908402849,13.1111016464174,158.307480637243,155.500001614301,224.178121252881,353.183656417059,494.737250699195,357.126796138504,365.011290743787,631.194386194588,606.500031519084,825.745087426414,f12,f24
44.1334779246488,134.863826584991,167.292845007062,155.499999819905,190.413221090617,283.993113791338,457.091683579435,506.626435059861,563.199826835074,560.683034019801,736.779584569215,692.000002349814,f12,f33
52.6329477400427,116.665357647716,151.680758957022,156.453676742779,184.500002447968,287.999956066024,457.625161214882,458.603517958853,511.447253970127,541.751413826913,714.662900125748,687.799375942468,f21,f22
44.3426562735714,82.9296736245572,164.505888000967,122.644166049357,184.499998931422,257.461327264456,393.500008585849,437.060881516038,467.586421126246,535.477184557055,588.34043099356,646.723027074338,f21,f23
69.4817621341831,109.313939134104,132.499460433485,176.759811523502,184.500002915085,316.754883303959,499.76697977144,420.49985069536,477.95623172043,540.907586639602,757.445542674467,724.794119132674,f21,f30
71.7641440845153,105.272743481393,130.177271399693,177.568659040636,184.500004253091,319.313830746757,501.938088442103,412.053330127611,468.499997508852,540.247904172023,754.658258815431,727.940669788141,f21,f31
98.1746442068523,-6.3425781793294,109.186926071656,145.574806800168,184.499970689035,320.467820110877,451.726912509886,244.360300327405,254.314422546857,520.999934961652,539.63054033024,724.637384169106,f21,f32
54.052709564611,76.3879920427345,153.6606338628,132.876890529677,184.499999117017,273.021512352415,415.108993725298,412.61521245529,444.561852180306,534.578085469647,606.500023478507,666.631772776708,f21,f24
52.0656098433593,125.806896553881,151.520125448324,161.441186503774,184.499999968498,290.934306072455,466.537563489265,469.480177099033,526.942318785431,543.372628678449,738.288295579551,692.0000198575,f21,f33
25.0649997440381,76.0770870599357,310.639079187971,90.5297761641197,284.6607191684,288.000036094366,393.499982019351,687.297618653827,675.205799032076,803.216194617631,544.839906480414,832.012000285377,f22,f23
57.820641878176,108.752743885599,135.125602207817,159.026263382991,175.396372156397,288.000011088816,458.04439496252,420.499979554217,474.381039128615,515.984359969804,707.509358763713,674.192951792923,f22,f30
59.9147785628199,128.152532627503,109.03533979802,174.35134215443,157.563432950086,287.999996886279,475.137185932592,397.953211496519,468.500000280123,471.533447717839,761.447096470774,649.040440445523,f22,f31
55.9551254366226,114.418470293028,138.656342187067,159.884495412698,176.902770037707,287.999981947362,460.006138604381,433.307726839272,488.843816899592,521.000009118107,717.175115705688,676.631776371056,f22,f32
59.8888145758642,66.5706696065298,162.048709280771,135.373938975326,196.222769431745,287.999991199975,428.978535431286,417.686035532464,443.91646273495,564.52667302141,606.500018999909,702.727735137494,f22,f24
