err [%],used f1,used f2,used f3,used f4,used f5,Mech params
6.23088136535877,f11,f20,f22,f30,f24,positive MP
6.23105629582094,f02,f20,f22,f23,f32,positive MP
6.23143599201158,f11,f20,f30,f24,f33,positive MP
6.23295380718013,f02,f20,f22,f23,f30,positive MP
6.23647604121257,f11,f12,f21,f23,f33,positive MP
6.24033437350476,f11,f12,f22,f24,f33,positive MP
6.24342833726413,f11,f20,f12,f23,f24,positive MP
6.25429614962623,f11,f12,f22,f31,f24,positive MP
6.26234395614372,f11,f20,f23,f31,f32,positive MP
6.26308339038129,f11,f21,f31,f24,f33,positive MP
6.27843280152803,f11,f30,f32,f24,f33,positive MP
6.28332649077751,f20,f30,f32,f24,f33,positive MP
6.29569511790981,f12,f23,f30,f31,f32,positive MP
6.30405829063909,f02,f22,f31,f24,f33,positive MP
6.31110280879901,f11,f02,f12,f23,f30,positive MP
6.32437612125911,f11,f20,f22,f23,f31,positive MP
6.32593735195527,f11,f20,f21,f22,f32,positive MP
6.33151429342736,f11,f21,f22,f31,f24,positive MP
6.34497503355027,f11,f21,f23,f31,f32,positive MP
6.36021258088908,f11,f12,f21,f32,f24,positive MP
6.36981643386219,f22,f30,f32,f24,f33,positive MP
6.37969469685797,f11,f20,f21,f23,f31,positive MP
6.38546108364945,f02,f12,f21,f23,f24,positive MP
6.38817186765371,f11,f22,f23,f31,f32,positive MP
6.41034537053108,f02,f22,f23,f30,f31,positive MP
6.41669345299585,f11,f02,f12,f23,f32,positive MP
6.4375711020617,f20,f21,f30,f31,f24,positive MP
6.45935046576951,f11,f20,f23,f31,f33,positive MP
6.46172865465042,f02,f21,f22,f31,f24,positive MP
6.46385462330293,f11,f21,f30,f31,f24,positive MP
6.47932372816228,f11,f12,f21,f22,f23,positive MP
6.48891076632622,f20,f21,f31,f32,f24,positive MP
6.4894774983146,f02,f12,f22,f23,f31,positive MP
6.50520275474745,f20,f22,f23,f30,f32,positive MP
6.50909542431082,f20,f22,f23,f31,f24,positive MP
6.54181026439791,f02,f12,f30,f31,f24,positive MP
6.551103747295,f02,f30,f31,f24,f33,positive MP
6.5592341982431,f02,f20,f21,f24,f33,positive MP
6.56020451109619,f02,f21,f22,f23,f31,positive MP
6.56222386369537,f11,f23,f30,f31,f32,positive MP
6.56577573383381,f11,f21,f30,f24,f33,positive MP
6.5844919150944,f02,f12,f23,f32,f24,positive MP
6.59555112004536,f11,f12,f21,f23,f32,positive MP
6.5976285959815,f20,f21,f23,f31,f33,positive MP
6.5978674603248,f11,f21,f22,f30,f24,positive MP
6.60251289747322,f02,f20,f30,f24,f33,positive MP
6.60266285702209,f21,f22,f30,f31,f24,positive MP
6.60539984621297,f20,f23,f30,f31,f33,positive MP
6.60691330989837,f20,f21,f22,f23,f30,positive MP
6.61676125229652,f11,f12,f32,f24,f33,positive MP
6.61870106697905,f20,f21,f30,f32,f24,positive MP
6.61986011551594,f20,f23,f31,f32,f33,positive MP
6.62407009870828,f20,f22,f23,f30,f33,positive MP
6.62470922343285,f11,f20,f23,f31,f24,positive MP
6.62874455512115,f22,f23,f30,f31,f32,positive MP
6.64188738158511,f21,f30,f32,f24,f33,positive MP
6.66114657402891,f11,f23,f31,f32,f24,positive MP
6.67361261528408,f30,f31,f32,f24,f33,positive MP
6.68505437959523,f12,f21,f22,f23,f33,positive MP
6.69747135816969,f11,f23,f31,f32,f33,positive MP
6.70013731521258,f02,f20,f12,f23,f24,positive MP
6.70028586101158,f20,f22,f23,f30,f24,positive MP
6.70049479086595,f21,f22,f30,f24,f33,positive MP
6.71244105062804,f02,f20,f31,f24,f33,positive MP
6.71724984600361,f21,f22,f31,f24,f33,positive MP
6.72064953785584,f21,f22,f23,f31,f32,positive MP
6.73074710562024,f20,f12,f21,f23,f32,positive MP
6.75702670649565,f11,f20,f21,f22,f24,positive MP
6.75951812384048,f11,f21,f22,f24,f33,positive MP
6.78694623523229,f11,f20,f22,f32,f24,positive MP
6.79074389811432,f02,f30,f32,f24,f33,positive MP
6.7924352921405,f02,f20,f21,f23,f33,positive MP
6.79246710608433,f20,f21,f32,f24,f33,positive MP
6.79305386776081,f02,f20,f32,f24,f33,positive MP
6.79692742370031,f11,f20,f21,f24,f33,positive MP
6.80734460347412,f02,f20,f23,f30,f33,positive MP
6.80831663577203,f11,f20,f22,f24,f33,positive MP
6.818485038222,f20,f21,f22,f32,f24,positive MP
6.8252397191813,f02,f22,f23,f30,f24,positive MP
6.83051996557941,f02,f23,f30,f31,f33,positive MP
6.83914379783778,f21,f31,f32,f24,f33,positive MP
6.87137283281298,f11,f20,f32,f24,f33,positive MP
6.88473872630433,f02,f20,f22,f23,f24,positive MP
6.90535758900742,f02,f20,f23,f31,f33,positive MP
6.90675334661109,f11,f12,f22,f32,f24,positive MP
6.90746523663278,f20,f23,f31,f24,f33,positive MP
6.90912916145013,f02,f21,f30,f24,f33,positive MP
6.91027108272937,f02,f23,f30,f32,f33,positive MP
6.91091785477775,f11,f21,f22,f23,f31,positive MP
6.95574656573018,f11,f21,f23,f30,f31,positive MP
6.95870179440247,f22,f23,f31,f32,f24,positive MP
6.98639821878874,f11,f02,f23,f32,f24,positive MP
6.98985473282528,f02,f22,f23,f31,f24,positive MP
6.99452627094796,f02,f20,f23,f32,f33,positive MP
7.01130185997579,f22,f23,f30,f32,f24,positive MP
7.01361010481021,f11,f20,f21,f32,f24,positive MP
7.01746215941217,f11,f21,f23,f31,f24,positive MP
7.01864384765097,f11,f12,f23,f32,f33,positive MP
7.04164696509123,f11,f02,f22,f23,f31,positive MP
7.04228917398951,f11,f12,f30,f31,f24,positive MP
7.05117699379019,f11,f02,f23,f30,f24,positive MP
7.07078817250315,f20,f23,f30,f24,f33,positive MP
7.07326923469297,f11,f22,f32,f24,f33,positive MP
7.07365793352082,f02,f21,f23,f30,f33,positive MP
7.07866596604202,f20,f23,f30,f32,f33,positive MP
7.0840541368401,f11,f21,f32,f24,f33,positive MP
7.09093777715615,f11,f21,f22,f32,f24,positive MP
7.09158280254861,f22,f23,f31,f32,f33,positive MP
7.0954511627619,f21,f30,f31,f24,f33,positive MP
7.09942285969632,f11,f02,f22,f23,f33,positive MP
7.12477732987328,f11,f21,f23,f31,f33,positive MP
7.12925354852023,f20,f21,f23,f31,f32,positive MP
7.14421161953272,f20,f12,f22,f32,f24,positive MP
7.15487811149411,f11,f20,f23,f30,f24,positive MP
7.15572447719741,f20,f22,f32,f24,f33,positive MP
7.17964428285021,f20,f21,f23,f30,f31,positive MP
7.23717906300259,f20,f30,f31,f32,f24,positive MP
7.24594667282967,f20,f21,f23,f30,f33,positive MP
7.24898609897646,f21,f30,f31,f32,f24,positive MP
7.26628429266124,f20,f21,f22,f24,f33,positive MP
7.27130060156948,f20,f21,f23,f31,f24,positive MP
7.2900441535711,f21,f22,f23,f30,f32,positive MP
7.30352264843031,f02,f22,f32,f24,f33,positive MP
7.31051317681363,f02,f21,f22,f32,f24,positive MP
7.36361818819018,f11,f12,f21,f23,f24,positive MP
7.36472257781882,f02,f22,f23,f32,f33,positive MP
7.36653851617129,f11,f23,f30,f32,f24,positive MP
7.37238024540664,f11,f20,f21,f32,f33,positive MP
7.41135685950113,f02,f20,f21,f23,f30,positive MP
7.41173618779398,f20,f21,f23,f30,f24,positive MP
7.43865473199777,f11,f20,f22,f23,f30,positive MP
7.44786894715843,f02,f23,f31,f32,f33,positive MP
7.45151439889255,f21,f22,f23,f30,f31,positive MP
7.47425042921682,f11,f12,f22,f23,f32,positive MP
7.47500434608681,f11,f12,f22,f23,f33,positive MP
7.48026666127183,f21,f22,f23,f30,f24,positive MP
7.49506733133199,f02,f20,f21,f30,f24,positive MP
7.50749607768953,f02,f21,f22,f23,f32,positive MP
7.51569527981677,f02,f31,f32,f24,f33,positive MP
7.54732854034502,f02,f21,f23,f30,f31,positive MP
7.5560289722464,f02,f12,f23,f30,f31,positive MP
7.59314975378651,f21,f22,f23,f31,f24,positive MP
7.59337377317317,f23,f30,f32,f24,f33,positive MP
7.5989069409384,f02,f20,f21,f23,f31,positive MP
7.60185637344711,f20,f12,f21,f22,f24,positive MP
7.62592694207817,f02,f20,f21,f23,f32,positive MP
7.62599631311389,f11,f21,f23,f30,f24,positive MP
7.6278655925339,f20,f22,f23,f32,f24,positive MP
7.64644515669684,f21,f23,f32,f24,f33,positive MP
7.64763309320505,f20,f21,f22,f23,f24,positive MP
7.64853964591484,f11,f20,f23,f30,f32,positive MP
7.65053803005096,f20,f23,f30,f31,f32,positive MP
7.65809572130799,f11,f20,f21,f23,f30,positive MP
7.66561406408198,f02,f20,f21,f32,f24,positive MP
7.7320103659841,f02,f20,f21,f31,f24,positive MP
7.73478411757628,f20,f21,f23,f30,f32,positive MP
7.73790759900825,f02,f20,f23,f24,f33,positive MP
7.74318143367275,f21,f22,f23,f32,f24,positive MP
7.74497770311944,f20,f21,f23,f32,f24,positive MP
7.75284957490759,f02,f21,f30,f31,f24,positive MP
7.75559353555427,f20,f12,f22,f24,f33,positive MP
7.75579597690627,f20,f23,f32,f24,f33,positive MP
7.7571648286874,f11,f02,f12,f23,f33,positive MP
7.75891715229179,f20,f23,f30,f32,f24,positive MP
7.77136027520209,f02,f23,f30,f24,f33,positive MP
7.79372949602268,f22,f30,f31,f24,f33,positive MP
7.79421045081539,f11,f02,f12,f23,f31,positive MP
7.79495981118982,f20,f12,f21,f32,f24,positive MP
7.79991634135836,f11,f20,f23,f30,f33,positive MP
7.80189029421115,f20,f23,f31,f32,f24,positive MP
7.81254616506,f11,f22,f30,f24,f33,positive MP
7.81372514822079,f20,f21,f23,f24,f33,positive MP
7.82988036557468,f02,f21,f23,f30,f32,positive MP
7.83789516530194,f20,f22,f23,f24,f33,positive MP
7.85115003863855,f21,f22,f23,f24,f33,positive MP
7.86943688509989,f23,f31,f32,f24,f33,positive MP
7.87598475005932,f21,f22,f23,f31,f33,positive MP
7.91869249305905,f12,f23,f30,f31,f24,positive MP
7.92656838798426,f21,f23,f30,f32,f24,positive MP
7.95755639391788,f02,f23,f30,f31,f32,positive MP
7.96308810521813,f23,f30,f31,f32,f24,positive MP
7.97106591483312,f02,f20,f23,f30,f32,positive MP
7.9754549979992,f22,f23,f32,f24,f33,positive MP
7.97710041049937,f11,f20,f22,f23,f24,positive MP
7.98115996291327,f02,f21,f31,f24,f33,positive MP
7.99297908765105,f02,f21,f30,f32,f24,positive MP
8.00044881729894,f11,f22,f31,f24,f33,positive MP
8.00545711538268,f20,f12,f32,f24,f33,positive MP
8.01939513168066,f11,f30,f31,f24,f33,positive MP
8.05245286432384,f11,f21,f22,f23,f24,positive MP
8.05605054266874,f21,f23,f30,f24,f33,positive MP
8.06385015257913,f02,f21,f23,f31,f33,positive MP
8.0759000178941,f21,f23,f30,f31,f24,positive MP
8.0863772153774,f02,f20,f23,f31,f32,positive MP
8.10714348356303,f23,f30,f31,f32,f33,positive MP
8.11524790094746,f22,f23,f30,f32,f33,positive MP
8.12450104348892,f11,f02,f23,f24,f33,positive MP
8.13071419272251,f11,f02,f23,f31,f24,positive MP
8.16104337661858,f11,f20,f23,f24,f33,positive MP
8.18147384024037,f11,f21,f23,f24,f33,positive MP
8.18265245514132,f11,f21,f23,f30,f32,positive MP
8.28769500328296,f11,f22,f23,f24,f33,positive MP
8.30157279604573,f02,f22,f23,f32,f24,positive MP
8.30751555550973,f21,f23,f31,f32,f33,positive MP
8.31241935203973,f02,f20,f21,f23,f24,positive MP
8.31302232261493,f11,f20,f21,f23,f24,positive MP
8.31381349551026,f20,f23,f30,f31,f24,positive MP
8.35730423610499,f21,f23,f31,f32,f24,positive MP
8.36683379256201,f20,f12,f21,f24,f33,positive MP
8.39764579260539,f02,f12,f23,f30,f24,positive MP
8.39767443788517,f02,f20,f30,f32,f24,positive MP
8.42474359131577,f02,f30,f31,f32,f24,positive MP
8.45704452688209,f11,f12,f23,f32,f24,positive MP
8.46251718705535,f12,f22,f23,f32,f33,positive MP
8.46315537298748,f02,f21,f23,f30,f24,positive MP
8.47627984011611,f11,f20,f23,f32,f24,positive MP
8.49100655911516,f11,f22,f23,f32,f24,positive MP
8.52377297980752,f02,f23,f31,f24,f33,positive MP
8.54306230543889,f02,f20,f31,f32,f24,positive MP
8.56333069833614,f11,f23,f32,f24,f33,positive MP
8.58140931725952,f21,f22,f23,f30,f33,positive MP
8.58317422508826,f21,f23,f31,f24,f33,positive MP
8.61214051235523,f22,f23,f30,f31,f24,positive MP
8.61713851231545,f23,f30,f31,f24,f33,positive MP
8.63144647745254,f02,f21,f23,f31,f32,positive MP
8.64426098265509,f02,f23,f30,f32,f24,positive MP
8.65213511093794,f11,f21,f23,f32,f24,positive MP
8.65309600049289,f11,f22,f23,f30,f32,positive MP
8.68337479454391,f22,f23,f30,f24,f33,positive MP
8.70176470829117,f11,f12,f23,f24,f33,positive MP
8.70180112656825,f21,f23,f30,f31,f32,positive MP
8.70270164720378,f02,f20,f23,f32,f24,positive MP
8.73705332573865,f11,f21,f22,f23,f30,positive MP
8.75132817262309,f12,f21,f23,f32,f24,positive MP
8.75645910954284,f02,f20,f23,f30,f31,positive MP
8.76376497417298,f21,f23,f30,f32,f33,positive MP
8.85941577089198,f11,f23,f31,f24,f33,positive MP
8.94402212329361,f02,f12,f22,f23,f24,positive MP
8.95853871630176,f02,f21,f22,f24,f33,positive MP
9.01329176858438,f11,f23,f30,f24,f33,positive MP
9.05208257693104,f02,f12,f23,f31,f24,positive MP
9.0527604317156,f02,f21,f31,f32,f24,positive MP
9.08748773104306,f11,f22,f30,f31,f24,positive MP
9.08953812293958,f21,f23,f30,f31,f33,positive MP
9.10827875134943,f02,f21,f22,f23,f33,positive MP
9.13139997000819,f02,f23,f31,f32,f24,positive MP
9.13481620565385,f02,f21,f23,f31,f24,positive MP
9.22256374850269,f02,f20,f23,f31,f24,positive MP
9.26367650332102,f02,f20,f23,f30,f24,positive MP
9.29223928206605,f11,f21,f23,f30,f33,positive MP
9.34743108784051,f11,f23,f30,f32,f33,positive MP
9.37704600829518,f11,f02,f12,f22,f24,positive MP
9.54112554045822,f02,f23,f30,f31,f24,positive MP
9.57869563454705,f11,f22,f23,f30,f24,positive MP
9.58469014886201,f21,f22,f32,f24,f33,positive MP
9.62242340625934,f02,f21,f23,f32,f33,positive MP
9.66778117570023,f12,f21,f22,f23,f24,positive MP
9.80405848937526,f02,f21,f32,f24,f33,positive MP
9.81219100068128,f12,f21,f23,f24,f33,positive MP
9.8319032609713,f02,f21,f22,f23,f24,positive MP
9.86105354676039,f22,f23,f31,f24,f33,positive MP
9.94278341320548,f11,f23,f30,f31,f24,positive MP
10.4571564287608,f02,f23,f32,f24,f33,positive MP
10.5951256096093,f12,f23,f32,f24,f33,positive MP
10.6097451889266,f02,f20,f30,f31,f24,positive MP
10.6281562926586,f11,f22,f23,f31,f24,positive MP
10.6311394452682,f12,f22,f23,f32,f24,positive MP
10.7779410495164,f11,f21,f22,f23,f32,negative MP
10.8183352731984,f11,f20,f22,f23,f32,negative MP
10.8242598839889,f11,f20,f21,f22,f23,negative MP
10.8316537798267,f02,f21,f23,f32,f24,positive MP
10.8466919050356,f11,f20,f22,f23,f33,negative MP
10.9455437643333,f11,f22,f23,f32,f33,negative MP
11.17071446742,f11,f21,f22,f23,f33,negative MP
11.7854971420579,f22,f23,f30,f31,f33,positive MP
11.8627923358013,f11,f20,f23,f32,f33,negative MP
11.8713780873621,f11,f20,f21,f23,f33,negative MP
11.9378348461992,f11,f21,f23,f32,f33,negative MP
11.9467698977107,f12,f21,f22,f24,f33,positive MP
12.0110189270234,f12,f21,f22,f32,f24,positive MP
12.2256948294836,f02,f21,f23,f24,f33,positive MP
12.3423197453796,f11,f23,f30,f31,f33,negative MP
12.3903391569457,f11,f20,f21,f23,f32,negative MP
12.5300339489191,f11,f12,f22,f23,f24,positive MP
12.8341046636796,f11,f22,f23,f31,f33,negative MP
13.0503410954115,f12,f22,f32,f24,f33,positive MP
13.7601478935609,f11,f02,f12,f22,f23,negative MP
14.4961518361858,f11,f02,f22,f23,f24,negative MP
14.5603111042146,f20,f21,f23,f32,f33,negative MP
15.3027729317227,f20,f21,f22,f23,f32,negative MP
15.4688456383591,f12,f22,f23,f24,f33,negative MP
15.5504199745852,f11,f22,f23,f30,f33,negative MP
16.4502866006286,f12,f21,f32,f24,f33,negative MP
16.9055413842123,f20,f21,f22,f23,f33,negative MP
17.6450179423384,f11,f22,f23,f30,f31,negative MP
18.9073052894027,f20,f22,f23,f32,f33,negative MP
19.2902428163181,f02,f22,f23,f24,f33,positive MP
27.1730176371261,f21,f22,f23,f32,f33,negative MP
33.7470059210091,f11,f02,f12,f23,f24,negative MP
