f11,f11 peak N,f02,f02 peak N,f12,f12 peak N,f20,f20 peak N,f21,f21 peak N,f03,f03 peak N,f22,f22 peak N,f13,f13 peak N,f30,f30 peak N,f23,f23 peak N,f31,f31 peak N,f04,f04 peak N,f14,f14 peak N,f32,f32 peak N,f24,f24 peak N,f33,f33 peak N,f05,f05 peak N,f15,f15 peak N,f40,f40 peak N,f41,f41 peak N,f34,f34 peak N,f25,f25 peak N
62.8199058343317,1,105.049293960556,2,164.353749073042,3,168.760329648886,4,207.988359866283,5,284.018564405759,6,319.350987207939,7,336.575378570542,8,465.11989750995,9,493.81046736345,10,499.47345393074,11,533.507488632756,12,576.874919624509,13,605.647637547985,14,730.154099259824,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
58.3686245520227,1,92.7904177718477,2,150.213262569391,3,192.358152945702,4,221.401131810323,5,254.205011499636,6,317.31064889407,8,304.588416500427,7,537.698379762769,12,470.929103968362,9,557.544579172855,13,478.28608281177,10,518.584953033977,11,641.694376504869,14,683.673715624321,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
79.7149112060503,1,132.330618020569,2,207.447390792122,3,221.050777862692,4,269.047207325008,5,354.691802194491,6,406.237669844158,7,421.157868426528,8,608.501547077696,9,620.298654180454,10,649.689242701155,11,659.371001294971,12,716.898818338998,13,774.652520967016,14,906.40479524445,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
79.5127627493395,1,87.9883029312535,2,184.263021537286,3,216.775689976253,4,275.808935130964,6,233.657317428753,5,392.580176296455,8,338.930542861516,7,605.768898593676,12,575.189708099826,11,637.342977726725,13,468.910639463656,9,547.865902957013,10,763.716064965262,15,NaN,NaN,NaN,NaN,743.756688260104,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
69.1698519752922,1,79.5144840084592,2,160.437594143219,3,160.698582350061,4,218.400344257787,6,206.804379458343,5,324.906493062262,8,296.809670285758,7,443.626429989284,10,483.069225550363,11,484.968786320739,12,411.137123469213,9,487.113844238385,13,597.614536975205,14,NaN,NaN,NaN,NaN,654.714880326999,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
57.4636579497836,1,95.3950838406562,2,150.38682413437,3,158.368056022082,4,192.412988419319,5,260.587552836422,6,295.490171443024,7,307.558580212058,8,435.145204755004,9,455.939317501223,10,466.996728844044,11,488.107705452278,12,527.43719037538,13,566.144556794222,14,672.585364406877,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
57.7739081530189,1,113.962769762458,2,162.297905895898,4,147.614786576117,3,186.120922674972,5,306.684134847323,7,295.98540694516,6,348.642229665624,8,407.601817489707,9,478.475780201089,11,440.645329611362,10,578.080359054214,13,615.768534599811,14,540.064736271941,12,NaN,NaN,711.714141104861,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
56.5409690058045,1,114.248301727435,2,160.909601666071,4,158.107128032675,3,192.99249355563,5,306.892411051135,7,298.21500666314,6,346.911045888536,8,435.992204992414,9,477.436215710074,11,466.017003629675,10,575.658727385899,13,612.541275978779,14,557.668433066535,12,NaN,NaN,722.053300680775,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
61.7635521237332,1,112.57856395744,2,167.450778588359,4,158.047488125975,3,198.430276600403,5,303.215977241557,6,312.899417479816,7,350.613060940432,8,434.990558162664,9,495.66044939618,11,470.358053068509,10,567.605447947413,12,613.230603431131,14,572.172260470187,13,744.814177499069,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
61.7393517650736,1,85.1072351295271,2,150.018840299225,3,166.512815205478,4,203.647811302205,5,227.030152376356,6,303.1486619961,8,287.487788755113,7,459.02205242322,11,447.342760394983,10,490.717167984882,13,419.668504193998,9,475.535792972638,12,579.240828320154,14,631.067134277903,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
54.5236679826644,1,96.216650854199,2,147.046917965871,3,186.574185115303,4,212.110755998856,5,267.921796389824,6,307.303217737311,7,309.619943680498,8,509.182489370871,11,467.325022210979,9,538.436764581527,12,509.101085755137,10,550.75901831154,13,625.430075268825,14,697.321557856795,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46.9871522792428,1,109.299126992302,2,144.716435272417,3,172.242742676154,4,194.727870960478,5,293.894726749848,7,279.739132042155,6,322.37877431609,8,474.178000754821,10,441.314303744928,9,494.940089333875,11,547.253334260186,12,556.489975528032,13,581.963718703803,14,675.82807412389,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
