f11,f11 peak N,f02,f02 peak N,f12,f12 peak N,f20,f20 peak N,f21,f21 peak N,f03,f03 peak N,f22,f22 peak N,f13,f13 peak N,f30,f30 peak N,f23,f23 peak N,f31,f31 peak N,f04,f04 peak N,f14,f14 peak N,f32,f32 peak N,f24,f24 peak N,f33,f33 peak N,f05,f05 peak N,f15,f15 peak N,f40,f40 peak N,f41,f41 peak N,f34,f34 peak N,f25,f25 peak N
4.60252727159889e-06,1,1.78251817145892e-05,2,3.17434271956226e-06,3,9.93396467347577e-06,4,2.40633998653729e-05,5,8.97734364609048e-07,6,1.28102303673587e-05,7,6.95729133767133e-06,8,1.24727930248764e-05,11,3.70130042331227e-06,9,2.02188562250155e-05,12,1.24201184332182e-05,10,3.00752881228094e-06,13,1.16260461264335e-05,14,3.9359103725243e-07,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.57532801490829e-06,1,1.39010286326948e-05,2,2.46011259159851e-06,3,7.77430677076947e-06,4,1.83036527303898e-05,5,1.51839456576187e-06,7,1.07515120070995e-05,6,9.66966693985074e-07,8,1.03833107982247e-05,10,2.90313688685413e-06,9,1.70137998355784e-05,11,1.77822783541107e-06,12,5.67060616727906e-06,13,4.26839308383335e-06,14,3.95454258029446e-07,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.80839176265065e-06,1,1.89100395638583e-05,2,3.32090751994707e-06,3,1.04145520147471e-05,4,2.51475283709205e-05,5,7.44688004397371e-07,6,1.349192802742e-05,8,1.88278024877219e-06,7,7.57243280806544e-06,12,3.9257487090312e-06,9,1.95820108261885e-05,13,8.10842447220318e-07,10,4.94434219390062e-06,11,1.10514763205735e-05,14,5.75212101309609e-07,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.42972651590499e-06,1,9.22688548354883e-06,2,3.23470141731574e-06,4,5.0586337303919e-06,3,1.13070102244728e-05,5,1.38496802619585e-06,7,7.18930133787593e-06,6,6.83168603705591e-07,8,6.67685105603883e-06,9,2.37896348287729e-06,11,1.14986331440636e-05,10,3.81323990214721e-07,13,2.96292020754839e-07,14,7.42616976287744e-06,12,NaN,NaN,2.60706293575486e-06,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.16918183000482e-06,1,1.24126691542766e-05,2,2.19000355581535e-06,3,6.24674416609356e-06,4,1.5394992302733e-05,5,1.05018224881425e-06,7,8.68296372242391e-06,6,8.60083075947093e-07,8,7.67559902810712e-06,10,1.99647785205701e-06,9,1.23421072844439e-05,11,6.23024803601898e-07,13,9.94855108674837e-07,14,5.82472249479646e-06,12,1.52231289858518e-06,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.42327428927393e-06,1,1.80077376886825e-05,2,3.95501245379259e-06,4,7.35456124495355e-06,3,2.0744714730527e-05,5,2.08564710885608e-06,6,1.22348628618185e-05,7,1.72782461983749e-06,8,1.11198391166894e-05,9,3.50990061034701e-06,11,1.80656944116597e-05,10,1.60137544827588e-06,13,5.85283334606957e-07,14,1.06779637662957e-05,12,NaN,NaN,3.36940419503741e-06,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.27208080287809e-06,1,3.62303275407887e-05,2,6.3250411883752e-06,4,1.13012751322557e-05,3,3.76431789556068e-05,5,2.84579451195401e-06,6,2.03173897469031e-05,7,3.2620669654002e-06,8,1.75681425047294e-05,9,5.2595511983402e-06,11,2.70950360850825e-05,10,2.75805219607716e-06,13,8.38572204603399e-07,14,1.47503410097507e-05,12,NaN,NaN,4.43343738226238e-06,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6.26939285181889e-06,1,2.39116935330945e-05,2,4.86979735071002e-06,4,1.16220028508632e-05,3,2.80720432841724e-05,5,2.13203349274223e-06,6,1.55989012678888e-05,7,2.00539371456237e-06,8,1.38927069653794e-05,9,4.33318445139605e-06,11,2.21542721243788e-05,10,1.94329517570097e-06,12,1.44994027524421e-06,14,1.15065671778099e-05,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.8346569911655e-07,15,NaN,NaN,NaN,NaN,NaN,NaN
3.15622823781714e-06,1,1.17861030662175e-05,2,2.14295072598835e-06,3,6.78188708342777e-06,4,1.51177741074246e-05,5,2.39943794561109e-06,6,8.60314124983054e-06,7,8.4407017035806e-07,8,7.00897091292466e-06,10,2.175689676822e-06,9,1.18353370396071e-05,11,1.12535350061971e-06,12,1.74402603643699e-06,13,5.58841853627056e-06,14,3.66468051246709e-07,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6.49690740051683e-06,1,2.34369898388728e-05,2,4.05794152177375e-06,3,1.38236959049639e-05,4,2.91366992516268e-05,5,2.36064175841907e-06,7,1.57240893522424e-05,6,1.0340186199523e-06,8,1.06931310250392e-05,10,3.10483381024771e-06,9,1.81968081835518e-05,11,5.104496971558e-07,13,4.2293139685024e-07,14,9.97404370413386e-06,12,NaN,NaN,2.60585729793148e-06,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5.59232506142191e-06,1,2.17439900851231e-05,2,4.95288233720466e-06,4,1.08788118865633e-05,3,2.84519918202513e-05,5,8.63008066909488e-07,6,1.61000651266391e-05,8,2.41835826949808e-06,7,1.48833684830587e-05,9,5.81645080852834e-06,12,2.43235819624309e-05,11,2.82829812128617e-06,10,1.1525606918135e-06,13,1.49371657836637e-05,14,1.31023581374752e-06,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6.99126357980297e-06,1,2.54815014798063e-05,2,4.8102653297272e-06,3,1.56388460368137e-05,4,3.35139171094766e-05,5,1.47669329859024e-06,6,1.80312550172627e-05,8,3.37808752903349e-06,7,1.3894148402665e-05,10,6.87255193099176e-06,11,2.30843678780391e-05,12,1.19414676907136e-05,9,2.18782701608714e-06,13,1.32856769880836e-05,14,5.3632398258568e-07,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.60383437146685e-06,1,1.82536138086425e-05,2,3.69266662942113e-06,4,8.53657562709012e-06,3,2.11702978461163e-05,5,2.01437863728151e-06,6,1.1757526873907e-05,7,1.28334791792288e-06,8,9.55915326954991e-06,9,3.58939936274719e-06,11,1.5486346283441e-05,10,1.13898777002128e-06,12,2.28774646753379e-06,14,6.81805601250552e-06,13,5.79978681659523e-07,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.52072766990496e-06,1,8.69787469291204e-06,2,1.6179014266442e-06,3,5.69725420475078e-06,4,1.24274813447609e-05,5,1.33522863347659e-06,6,6.96710038253153e-06,8,1.24280448151036e-06,7,5.54410801425296e-06,12,2.05939891460326e-06,9,9.97498812754083e-06,13,9.16429652691558e-07,10,4.11266890967938e-07,11,6.13533526707238e-06,14,1.28619370192264e-06,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.28510276993153e-06,1,1.60265911759744e-05,2,5.74992638325851e-06,4,3.93675871263556e-06,3,1.51222751613489e-05,5,8.32612440372443e-06,6,8.34412695554875e-06,7,4.15690155070822e-06,9,9.06694499001143e-06,8,3.2743721382817e-06,11,1.45600280924522e-05,10,4.67781570659398e-07,13,2.95947549009393e-07,14,1.00368227688627e-05,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.01311216064068e-06,15,NaN,NaN,NaN,NaN,NaN,NaN
2.7195908805993e-06,1,9.81635136228691e-06,2,1.86269791225809e-06,3,6.17681670805331e-06,4,1.37606519671221e-05,5,8.78308027467628e-07,6,7.94494348983293e-06,8,5.14138108728007e-06,7,7.37735576955119e-06,11,2.72079780692465e-06,9,1.27359423754801e-05,12,1.25314878913185e-06,10,1.16208823694107e-05,13,8.16229323831213e-06,14,4.48001791977863e-07,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.47823504533585e-06,1,2.69188050320263e-05,2,5.79055753447698e-06,4,1.70613153698355e-05,3,3.59431118011589e-05,5,2.14807546086267e-06,6,2.0701489360501e-05,8,3.22657134192918e-06,7,1.77442661690917e-05,9,6.58639835361481e-06,12,2.94196901712862e-05,10,2.73212069915488e-05,11,9.69786402376953e-07,13,1.75269022050691e-05,14,5.81605603601777e-07,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.70646542978458e-06,1,1.39065400342966e-05,2,2.50732304839681e-06,3,8.61670980537834e-06,4,1.97486513156292e-05,5,9.67796907317518e-07,6,1.10392268263138e-05,8,1.53169073158115e-06,7,9.03265159503724e-06,12,3.45839640520818e-06,9,1.66103223143119e-05,13,9.58186114123658e-07,10,1.04262216163138e-06,11,1.00581964488369e-05,14,1.63448810083428e-06,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.7873966077884e-06,1,1.41197951662216e-05,2,3.22334283728964e-06,3,8.22559623695015e-06,4,1.86838703522222e-05,5,7.786988353916e-07,6,1.03441348565017e-05,8,2.6145428503018e-06,7,8.88958196453318e-06,9,5.37590032577244e-06,11,1.47700900624219e-05,12,3.14076386504537e-06,10,9.88428906686314e-07,13,8.6090602921329e-06,14,3.8085744691579e-07,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.22879857678093e-06,1,1.22677162529243e-05,2,2.19623144520793e-06,3,6.90116342891444e-06,4,1.6517185480007e-05,5,7.8383482720763e-07,6,9.00209332586048e-06,8,1.64293504431203e-06,7,5.02686037240045e-06,12,2.64389640721393e-06,9,1.37202044296253e-05,13,6.74794632761414e-07,10,3.92932610653113e-06,11,7.9454595338104e-06,14,5.31301138419445e-07,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5.87536604885177e-06,1,2.15946615251683e-05,2,4.5829669642267e-06,4,1.13432483220155e-05,3,2.78240577864644e-05,5,1.32060091751315e-06,6,1.62685669373499e-05,8,2.91286525436225e-06,7,1.48352958070458e-05,9,5.71444388529806e-06,12,2.44666994404889e-05,10,2.45329246011255e-06,11,1.28195820058634e-06,13,1.49056984272573e-05,14,NaN,NaN,NaN,NaN,3.0111398977751e-06,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.83776486938218e-06,1,1.04714191216816e-05,2,1.91482205242528e-06,3,5.95984958372148e-06,4,1.39578912969701e-05,5,7.91663190851359e-07,6,7.2690373269501e-06,7,6.04576103372146e-06,8,6.80882984907564e-06,10,2.21741970209601e-06,9,1.11164626432964e-05,12,6.85206782233774e-06,11,2.22218885113683e-06,13,6.53709623318187e-06,14,3.79775619114701e-07,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5.70813800215642e-06,1,2.04075820324852e-05,2,4.19591578696254e-06,4,1.23258034644651e-05,3,2.49697715732732e-05,5,2.25835737655754e-06,6,1.34734611475172e-05,7,1.24676518250585e-06,8,1.07158523894299e-05,9,3.53743373183031e-06,11,1.74696566675469e-05,10,1.12536799997059e-06,12,1.2665938986764e-06,14,8.88764899249715e-06,13,9.11044703054325e-07,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.95462457678201e-06,1,1.60162575079163e-05,2,3.71147437606235e-06,4,6.77017955941079e-06,3,1.84371958754967e-05,5,5.94496135432052e-06,6,1.02502049322043e-05,7,1.37239077526978e-06,8,9.51187270929332e-06,9,3.12945827359023e-06,11,1.54630382754612e-05,10,1.55281844121671e-06,13,5.64671925915402e-07,14,8.90490999541749e-06,12,NaN,NaN,2.82984757184664e-06,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5.32446198538975e-06,1,2.08840402607079e-05,2,5.29166525563436e-06,4,9.76909344700633e-06,3,2.45392512105349e-05,5,2.96808587756521e-06,6,1.50748322468619e-05,7,8.07052268287056e-06,9,1.34834712747712e-05,8,4.51128723508199e-06,11,2.30782559758159e-05,10,6.86186752742533e-07,13,3.23771287439143e-07,14,1.44722925554342e-05,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.07977323326166e-06,15,NaN,NaN,NaN,NaN,NaN,NaN
5.85407290160094e-06,1,2.42404685743376e-05,2,5.88508995208435e-06,4,1.08565034038452e-05,3,2.89919457736383e-05,5,1.83312724162279e-06,6,1.66640578371656e-05,7,2.02266724096349e-06,8,1.47588692476695e-05,9,7.20003652094544e-06,11,2.38977580268575e-05,10,1.02046440157367e-06,12,5.31062994763509e-06,13,8.72530028579598e-06,14,4.83388849834526e-07,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.05190121586432e-06,1,1.47414873759152e-05,2,4.88121408223677e-06,4,8.06741517178807e-06,3,1.97840515876184e-05,5,1.03390158370328e-06,6,1.1248694990081e-05,8,1.67942716669729e-06,7,1.05681869688005e-05,9,4.90165575143562e-06,12,1.72944447874015e-05,11,7.92063218913772e-06,10,1.56690988120858e-06,13,1.0708827613251e-05,14,NaN,NaN,NaN,NaN,2.4971763546206e-06,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.2481197708629e-06,1,1.36609128917698e-05,2,3.26095281004743e-06,4,5.24349749245318e-06,3,1.54312063013405e-05,5,2.38980147532227e-06,7,9.30336372754527e-06,6,1.29342975590009e-06,8,8.59578698605211e-06,9,2.82881464452582e-06,11,1.41285622231776e-05,10,5.18568307440982e-07,13,3.59346518785737e-07,14,8.69793563416526e-06,12,NaN,NaN,2.86703628123562e-06,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.55207819409644e-06,1,1.39167236956173e-05,2,3.74209052027931e-06,4,6.77663579049137e-06,3,1.73988306584763e-05,5,9.56075291832711e-07,6,1.01361284764222e-05,7,1.89526299810541e-06,8,9.29244923244595e-06,9,3.66464116348874e-06,11,1.52169249120068e-05,10,1.34503810784299e-06,12,1.61158636683027e-06,13,7.98854280862811e-06,14,4.53907102858788e-07,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.93926757905633e-06,1,1.08634466373479e-05,2,1.94342848089074e-06,3,6.48161569938618e-06,4,1.48683873125988e-05,5,8.41145587448598e-07,6,7.82326254644323e-06,8,2.81162481234151e-06,7,5.50864588721723e-06,12,2.13282590792073e-06,9,1.1301648659276e-05,13,2.80919191109603e-07,10,1.76086366394711e-06,11,6.35738229863643e-06,14,8.05140595450878e-07,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.21054479457369e-06,1,1.62547673808257e-05,2,4.24394051916971e-06,4,8.49037558005415e-06,3,1.98930268644851e-05,5,1.27487105197627e-06,6,1.10554231551601e-05,7,1.32401656705395e-06,8,9.23449488601201e-06,9,3.69674469463284e-06,11,1.50240517838334e-05,10,8.57831861973642e-07,12,2.85714742016988e-06,13,5.93499358660005e-06,14,4.12160910130597e-07,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.15258124274132e-06,1,1.49006575651215e-05,2,2.78076754811591e-06,3,9.1617654019842e-06,4,1.94595563044236e-06,6,2.00632885041227e-05,5,1.1562019885206e-05,8,1.51064443959032e-06,7,7.20042686286915e-06,12,3.68576175699115e-06,10,1.63488049038816e-05,13,4.12067338107458e-07,9,2.73350602345745e-06,11,9.99504507252353e-06,14,9.67396519823351e-07,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6.03518877274764e-06,1,2.4595032869738e-05,2,4.7309934739591e-06,4,1.02429098096619e-05,3,2.77001106984006e-05,5,2.6185966380241e-06,7,1.52927564073022e-05,6,1.85360427943763e-06,8,1.28506391038932e-05,9,3.77504194773503e-06,11,2.06746735137947e-05,10,4.74108632867561e-07,13,3.72212965474478e-07,14,1.16129660821294e-05,12,NaN,NaN,3.30689460427104e-06,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.53692029979422e-06,1,1.7216316924391e-05,2,3.10291399140537e-06,3,1.02514679911008e-05,4,2.27495958019823e-05,5,4.76806308957121e-06,6,1.34066923413457e-05,7,1.17254341760977e-06,8,1.19232715826233e-05,10,3.94905658524577e-06,9,2.01209801861099e-05,11,1.5930856725636e-06,12,1.56089833056586e-06,13,1.12618600373789e-05,14,4.0342218862082e-07,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.13531561517624e-06,1,1.53541182170487e-05,2,5.84230558188866e-06,4,9.39930655637136e-06,3,2.01965026502253e-05,5,1.444632617562e-06,6,1.2056980726295e-05,7,1.70558058767632e-06,8,1.07212880910772e-05,9,4.96976066639733e-06,11,1.81244601464297e-05,10,1.2395618005789e-06,12,1.68424290784699e-06,13,9.88732919040102e-06,14,4.5125710941356e-07,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.68193308926302e-06,1,1.83813565980897e-05,2,5.91804041797032e-06,4,3.56097776798906e-06,3,1.67010544832196e-05,5,4.78534211233628e-06,6,9.96339291933609e-06,7,3.7864157451559e-06,9,9.62840109339456e-06,8,3.1253480276784e-06,11,1.4100229735091e-05,10,3.66342672371895e-07,13,2.72138162962694e-07,14,9.6391739397102e-06,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.44038753001598e-07,15,NaN,NaN,NaN,NaN,NaN,NaN
7.38230418501424e-06,1,2.90395163370708e-05,2,5.35070046218716e-06,4,1.3188925344249e-05,3,3.28919842413045e-05,5,9.5826861977541e-07,6,1.5782957741538e-05,8,3.76605166991905e-06,7,1.28985912480823e-05,9,4.24531762446789e-06,12,1.97887549008121e-05,10,2.28895450751429e-06,11,9.64381991063747e-07,13,1.01523896796918e-05,14,6.26463542192078e-07,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.9450792996576e-06,1,1.40172345627839e-05,2,2.63242686212358e-06,3,8.72918852969091e-06,4,1.92052821006134e-05,5,1.42428206455108e-06,6,1.02365784280461e-05,8,1.45107370248879e-06,7,7.25522933910119e-06,11,2.86447325500759e-06,10,1.32363434868841e-05,13,3.16529046147302e-07,9,3.28263222738631e-06,12,7.79811476467506e-06,14,5.44592614451655e-07,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.9766939603363e-06,1,1.03035150892525e-05,2,1.91840966052368e-06,3,6.90799226988357e-06,4,3.59459741945363e-06,6,1.23589304960129e-05,5,8.34743540691228e-06,8,1.1069033683996e-06,7,6.50170466269493e-06,12,2.71070002398482e-06,10,1.12472588067257e-05,13,3.91378640873459e-07,9,2.72360619148023e-07,11,7.04981587338041e-06,15,5.22720591808191e-06,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.36407552321952e-06,1,1.58416189489325e-05,2,4.05375433375926e-06,4,9.81320841891802e-06,3,2.05303860795955e-05,5,2.06087898450057e-06,6,1.22812268405503e-05,7,1.2478825017084e-06,8,1.04134075179415e-05,9,4.67447480343003e-06,11,1.76191493607249e-05,10,1.18130823119582e-06,12,4.17192227905087e-06,13,7.23806840794067e-06,14,5.80296008245352e-07,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4.07415472931676e-06,1,1.63628929447166e-05,2,4.53557735162159e-06,4,6.18164148790742e-06,3,1.79704657251691e-05,5,1.63473310775028e-06,6,1.14148375665106e-05,7,4.13880805144186e-06,9,1.10453012830321e-05,8,3.4789355231836e-06,11,1.61961512376634e-05,10,3.50535181826333e-06,12,6.27988488672905e-07,14,9.91379661815575e-06,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.87217117458245e-07,15,NaN,NaN,NaN,NaN,NaN,NaN
4.90306236367528e-06,1,1.81865910884007e-05,2,3.31452681100247e-06,3,1.07648631599384e-05,4,2.41026150296539e-05,5,1.41872051209452e-06,6,1.35362196836117e-05,7,2.2729160899663e-06,8,1.13202891018689e-05,10,3.60515373042448e-06,9,1.86976364314602e-05,12,1.4338218645981e-05,11,1.44208761154308e-06,13,1.08098948801066e-05,14,4.63339696660497e-07,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.78015533787026e-06,1,1.37341024093917e-05,2,2.49236671103083e-06,3,8.70887206403189e-06,4,1.83347533260095e-05,5,2.1734770193993e-06,7,1.05647121478327e-05,6,7.92162628450712e-07,8,8.63333010303497e-06,10,2.62441602557043e-06,9,1.45461090589557e-05,11,1.40270215194134e-06,12,3.12569792782178e-06,13,5.76982338289898e-06,14,4.03075578919957e-07,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.98986103272828e-06,1,1.12805758679173e-05,2,2.02358224285596e-06,3,6.23505695495596e-06,4,1.47890460617579e-05,5,7.71110225061892e-07,6,7.98938656883781e-06,7,3.10763614765657e-06,8,6.93695406057306e-06,10,2.24370587779486e-06,9,1.12823503347738e-05,12,4.81230767940224e-06,11,1.84113984338751e-06,13,6.46198716872546e-06,14,3.46230145936691e-07,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
