f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15
67.4536624247744,109.310895938076,169.333575946814,174.126471090656,214.053897768134,295.443123734705,334.902740198712,353.727673797179,467.044328408251,505.862462834258,519.892046089798,556.361585805561,602.994002354761,624.732109973068,768.398528735279
68.1419558867056,106.577703815123,168.873523688025,173.742985327477,214.095341936471,289.137607724446,336.254928285022,349.449704647437,465.41882084568,505.394292823598,519.890757228005,544.075084174287,594.618123740884,624.973777588082,764.159780670663
63.9718474060475,103.334141603648,165.323804662714,167.80135989873,208.632162082463,281.404559463523,322.888390327284,336.866320155459,462.331384681971,498.5919473404,499.770830942103,532.747044965417,579.123569748326,609.550187917461,740.136770523084
61.6863819084129,105.639194976529,159.324503392077,162.851454237934,199.441316996185,285.285867727046,310.947549012255,336.016731318239,439.349454869959,474.219950875643,486.153330798642,536.906655783887,569.846350417306,589.841844961661,724.48099697509
64.3660455883616,106.593546758259,167.826552244508,194.509891737944,230.225702248677,288.049428437104,338.879963105853,341.953344698152,511.992477111768,535.328073429779,538.191388627909,567.558076960887,587.099917516845,664.772965936553,747.313637649271
57.5526496225886,99.1828542105508,152.659959605169,170.181382791717,203.539283821253,269.194896367373,303.338771414148,316.556228071876,466.029972401824,469.038545100882,498.382030938595,508.844602568535,549.74689793992,590.090824401232,692.179572896212
64.8901788290311,116.751981379066,175.259114762591,181.921683652449,220.738520121531,315.528823125318,337.590269631687,365.559911554718,500.409762776492,526.266383802564,535.136613394145,589.62463406082,624.145104950396,651.265141153042,784.207272843252
58.9284278645899,99.3169346292319,154.529435775156,155.326263422648,192.771775358008,267.817167406312,297.755582674792,316.752031301535,428.109176591356,460.632911063092,461.871679864515,502.223696887294,540.937291661261,562.181498789566,683.583616739423
63.5937867451914,109.110841679582,168.085605423007,179.023947346832,217.343662593481,294.302128663645,328.592951408633,346.479568749212,493.650578876516,506.49400037399,526.890648822514,552.310395844644,596.23682273823,630.142605700033,749.519444701373
56.7966824086795,100.16742101876,152.106670024516,178.778224664944,209.409047659374,270.760060577544,306.077822817501,315.791946506109,465.543347326605,492.027093299423,506.593179857452,519.780785354715,546.63325090366,605.997006438199,686.220036380311
