f11,f11 peak N,f02,f02 peak N,f12,f12 peak N,f20,f20 peak N,f03,f03 peak N,f21,f21 peak N,f13,f13 peak N,f22,f22 peak N,f1t,f1t peak N
650.359185534922,1,726.926405558629,2,1263.32759077642,3,1764.79489911164,5,1408.38974656353,4,1923.49722575226,7,1863.20157104407,6,NaN,NaN,NaN,NaN
708.502820114637,1,771.963170680235,2,1340.24081745237,3,1489.94180606207,4,1612.26837419499,5,1744.58533630527,6,2160.42330568032,7,2281.58184253512,8,NaN,NaN
738.33617725276,1,824.655899410771,2,1429.23820738029,3,1533.93829617963,4,1721.34662980096,5,1832.54241402553,6,2309.79777108726,7,2453.95511376405,8,NaN,NaN
560.207418862494,1,637.218999894981,2,1092.63483784363,3,1192.40762936496,4,1349.40769014257,5,1415.43883965496,6,1843.96426746704,7,1897.70969491072,8,NaN,NaN
717.996151867118,1,833.92154866196,2,1347.88071043527,3,1392.24851350473,4,1679.53359143679,6,1620.97565048259,5,2097.69573932673,7,2186.85116161973,8,NaN,NaN
612.584608347983,1,787.616625031517,2,1243.73713212316,3,1550.72928964157,4,1576.14756231686,5,1747.22652374734,6,2013.90168472332,7,2212.19533939154,8,NaN,NaN
756.698231094031,1,936.410344701094,2,1503.29937798605,3,1857.86676667901,4,1889.51556117015,5,2089.20999556697,6,2436.71013208188,7,2636.51628273333,8,NaN,NaN
720.537287070656,1,824.663255837756,2,1406.49727582003,3,1660.1898063719,4,1731.08831466458,5,1911.81554480863,6,2360.52572031427,7,2465.67894895731,8,NaN,NaN
712.567386350009,1,774.737716652362,2,1376.23571667421,3,1404.79992032688,4,1636.05099432558,5,1718.01211111629,6,2211.05701870307,7,2353.69425870931,8,NaN,NaN
701.269195755804,1,798.369622475331,2,1344.22275812226,3,1411.59102113901,4,1699.58170478984,6,1634.71567079101,5,2187.08655538316,7,2264.85599118368,8,NaN,NaN
615.542028223538,1,781.179448517958,2,1241.83203976278,3,1597.00675858189,5,1576.62905725584,4,1774.65726615474,6,2058.93336158059,7,2212.77668362014,8,NaN,NaN
602.582460022213,1,629.998128906763,2,1178.62445218477,3,1708.33988975686,5,1345.58432891423,4,1868.50057540616,7,1817.99670896056,6,NaN,NaN,2001.0296689835,8
751.191811405069,1,803.955185597713,2,1423.16586452563,3,1730.49987440767,5,1697.96495559134,4,1957.480573356,6,2262.38474989274,7,2479.86785971403,8,NaN,NaN
729.751620617066,2,653.401957323814,1,1329.98389793267,3,1401.68150940897,4,1461.84786054754,5,1695.15155669775,6,2053.75638997347,7,NaN,NaN,2127.27200907169,8
682.47951415517,2,566.163491218858,1,1255.08819234266,3,1547.93696798648,5,1324.42081660046,4,1787.55301148356,6,1943.24695949065,8,NaN,NaN,1823.40649825126,7
587.095845789581,1,810.927395313189,2,1240.31026190593,3,1433.85247187869,4,1667.11938601887,6,1615.75690041008,5,2132.31870459331,7,2178.41560244865,8,NaN,NaN
774.76381508241,1,802.220790612005,2,1449.10508567578,3,1626.22723358848,4,1718.38408902417,5,1904.19660359185,6,2346.04881823623,7,2487.34457006382,8,NaN,NaN
684.825053512094,1,774.615130568465,2,1325.63262764305,3,1473.41683965112,4,1621.46089438386,5,1727.65164967516,6,2168.45422097206,7,2287.57562120067,8,NaN,NaN
606.342055580792,1,642.434349064193,2,1113.67856523675,4,1101.65328155229,3,1353.90910276409,6,1309.38306639053,5,1737.26670468979,7,1816.4303719496,8,NaN,NaN
721.311830011381,1,743.672589570542,2,1380.37266146902,3,1719.46195315914,5,1626.96059451056,4,1956.45861732848,6,2257.61258086649,7,NaN,NaN,2286.09688441834,8
697.111308669412,1,767.483166178317,2,1324.34770441266,3,1520.72174901409,4,1542.04440164014,5,1739.55692555949,6,1990.86105012468,7,2239.04609032997,8,NaN,NaN
712.660538201607,1,778.329807423695,2,1417.10053661503,3,2037.76260710703,5,1700.89621298936,4,2238.96055883167,6,2358.42823602734,8,NaN,NaN,2310.94973858582,7
768.082595286516,1,811.920125678644,2,1484.58266699995,3,1903.03188093679,5,1733.41299664114,4,2134.13828006015,6,2324.80071961917,7,NaN,NaN,2553.2281798251,8
695.157048114152,1,714.997078444124,2,1304.04190086115,3,1460.92574411776,4,1520.84243285816,5,1702.51633001809,6,2037.1078623826,7,2231.39197919378,8,NaN,NaN
699.728074009864,1,778.29812878674,2,1308.69354208685,3,1341.21040307622,4,1553.89069553314,5,1605.86572887645,6,2004.50824998324,7,2135.90332574784,8,NaN,NaN
712.187115120632,1,732.344093286446,2,1338.85183092607,3,1503.0572792019,4,1572.4674822992,5,1760.52902285795,6,2139.19672216964,7,2303.96117036507,8,NaN,NaN
808.179624580624,1,822.053947002076,2,1529.62072844863,3,1924.39562731908,5,1749.83101434238,4,2163.39648430338,6,2363.11899896747,7,NaN,NaN,NaN,NaN
688.218362236024,1,895.494479322531,2,1392.16637336643,3,1630.67603348898,4,1782.6746246646,5,1865.12449201753,6,2291.44355157234,7,2404.87803393676,8,NaN,NaN
602.768054330588,1,867.651447147042,2,1244.70274722199,3,1347.88386314815,4,1667.3603687876,6,1538.44153140402,5,2072.80896516467,8,NaN,NaN,2013.50351417928,7
612.622366616918,1,663.573552327881,2,1179.01268802662,3,1241.23148504574,4,1423.35093623267,5,1505.40845210101,6,1967.89955474017,7,NaN,NaN,2011.35276460805,8
590.676262086072,1,879.746313926429,2,1258.38474774014,3,1435.52791614948,4,1705.63257684647,6,1608.52943604285,5,2183.36781662953,8,2056.2484311569,7,NaN,NaN
770.621558793873,1,902.559337027854,2,1481.06153459916,3,1545.7739471754,4,1882.72660561701,6,1819.194183243,5,2516.32285441667,8,2456.76584314114,7,NaN,NaN
728.676672456722,1,737.58467047941,2,1354.67450687714,3,1565.73940490512,5,1551.16312202445,4,1795.79844811142,6,2069.12816434295,7,2304.16715129588,8,NaN,NaN
731.796780201387,1,787.051841341507,2,1380.88170907479,3,1448.77264165324,4,1654.3213142906,5,1749.19264580093,6,2255.08076720616,7,2343.35942629519,8,NaN,NaN
663.551073653675,1,783.348067424071,2,1281.08557046102,3,1559.73071473115,4,1572.83952914749,5,1755.00824738057,6,2005.96187646639,7,2205.60888353667,8,NaN,NaN
782.47792870108,1,867.740671001982,2,1456.83768031666,3,1548.32890634152,4,1765.67146820626,5,1843.16941383462,6,2353.22337468582,7,2410.44596895576,8,NaN,NaN
725.169614575434,2,686.644577950306,1,1369.90860674579,3,1605.24813887949,5,1549.99666208002,4,1877.57351483887,6,2193.06620546147,8,NaN,NaN,2150.5676500633,7
649.446973453149,1,712.32523649457,2,1272.28971460486,3,1607.2737322407,5,1531.36102504291,4,1818.23349666866,6,2087.66285294011,7,NaN,NaN,2154.50271013372,8
606.73590071919,1,709.594102349557,2,1195.93395620005,3,1353.1302672884,4,1477.058266937,5,1575.00461598648,6,1947.57984845406,7,2083.60891902922,8,NaN,NaN
644.655934362184,1,918.032209499327,2,1361.4882059758,3,1506.21594115534,4,1825.4760937879,6,1723.53284840366,5,2362.66681870784,8,2286.3592925831,7,NaN,NaN
617.428162106986,1,657.20252639958,2,1187.36775750592,3,1355.61307643967,4,1406.84540518135,5,1580.64706673232,6,1901.83564912583,7,NaN,NaN,2042.32418027524,8
648.6991955081,1,669.552085794893,2,1213.80710163097,3,1227.02252673329,4,1429.30665097144,5,1504.76665226497,6,1947.79111892095,7,2053.97563030762,8,NaN,NaN
742.610479892652,1,806.342386832247,2,1357.17883606397,4,1210.38236273855,3,1677.96854686731,6,1541.40099895116,5,NaN,NaN,2168.90460845148,7,NaN,NaN
718.141763036235,1,747.606050710701,2,1365.39496675026,3,1749.37654108247,5,1581.44893877329,4,1951.54756343877,6,2104.23558216425,7,NaN,NaN,NaN,NaN
678.518062486268,1,871.843428281768,2,1387.21219364,3,1675.25949455412,4,1782.52490999817,5,1904.86025893524,6,2372.99740226063,7,2456.41323105183,8,NaN,NaN
602.540023766449,1,741.377546659117,2,1224.58104571023,3,1648.79665480051,5,1534.7530487314,4,1827.46931423581,6,2034.74373689542,7,NaN,NaN,2163.8909770182,8
687.059636368703,1,845.878832511145,2,1378.91839640319,3,1702.39322600883,4,1747.20399958939,5,1921.63712906347,6,2341.40436541101,7,2446.96902181106,8,NaN,NaN
632.955319409998,2,581.290671093117,1,1161.75464153569,3,1391.48640792538,5,1272.29379622819,4,1583.54599693329,6,1747.89858509533,7,NaN,NaN,1917.70885746195,8
618.861815375292,1,780.109561912262,2,1220.407831044,3,1399.41394766009,4,1560.44902181895,5,1602.28603373884,6,2078.20092951142,8,NaN,NaN,2033.38034129357,7
680.372181138325,1,799.330498972517,2,1328.73536522058,3,1480.5828195517,4,1639.44863735732,5,1732.80253912807,6,2164.69000094522,7,2279.42246124275,8,NaN,NaN
748.373200655455,2,740.485859381123,1,1386.95412806814,3,1629.24223547115,5,1592.26301007323,4,1868.7448794618,6,2156.97296424907,7,2381.86142208705,8,NaN,NaN
626.772804772978,1,869.71347623905,2,1304.27405567608,3,1447.91790989692,4,1738.79523675429,6,1649.09575162014,5,2289.0385381052,8,2173.6510057149,7,NaN,NaN
830.308906211324,1,892.11353916835,2,1592.6792426043,4,1546.90139119392,3,1952.57886380383,6,1879.23901672804,5,2578.57090054947,7,2706.25923742463,8,NaN,NaN
761.595101920791,2,613.582039603562,1,1369.73653220391,3,1428.9989085656,5,1416.9438310987,4,1743.38480043467,6,2063.14269197788,8,NaN,NaN,2026.54593536144,7
796.209017605325,1,892.76723918644,2,1552.77049329332,3,1800.94139771574,4,1894.50930408823,5,2083.70546922161,6,2541.47976604823,7,NaN,NaN,2704.58437213407,8
687.108927145235,1,707.559882187521,2,1288.67252695663,3,1602.07782151695,5,1504.06151244993,4,1800.88971183023,6,2015.87260168094,7,2244.72973057473,8,NaN,NaN
548.8028629688,1,560.694593659015,2,1063.83134969299,3,1446.22847489684,5,1233.1239331305,4,1608.22779245359,6,1709.33378517149,7,NaN,NaN,1732.17679676493,8
679.706865767057,1,853.312060103355,2,1342.07712883782,3,1507.01083676804,4,1686.18265808076,5,1742.16954926029,6,2136.47295928726,7,2270.0782104647,8,NaN,NaN
694.043155511125,1,759.792749282649,2,1356.14450915188,3,1686.85714414612,5,1631.54860465091,4,1915.68579763017,6,2215.92771692131,7,NaN,NaN,2306.47023707782,8
658.735934466066,1,741.839414352807,2,1292.50944419925,3,1689.42253684205,5,1562.88940485228,4,1882.66146029776,6,2067.12979795698,7,NaN,NaN,2271.29081374602,8
484.658576176544,1,496.858347419693,2,953.817533904792,4,1699.30649057792,8,873.78119166367,3,1632.03756436176,7,1358.54485263786,6,NaN,NaN,NaN,NaN
646.101351974917,1,856.22800505714,2,1339.6368381746,3,1483.03096789593,4,1776.53968234149,6,1697.88146464404,5,2374.0960059586,8,2302.11726293714,7,NaN,NaN
676.154654373359,2,618.958829951099,1,1277.39072568426,3,1651.46576029837,5,1378.12906800332,4,1856.15982614819,6,1945.52343732112,7,NaN,NaN,2018.08863115407,8
538.474963249402,1,754.974869961218,2,1158.27494665631,3,1247.91400218235,4,1552.07930221814,6,1453.89462632392,5,NaN,NaN,1996.1915977745,8,1992.89265234316,7
630.171496059791,1,732.886893779484,2,1195.03803247585,3,1338.65992669553,4,1483.8960471791,5,1548.79931575933,6,1955.53515232135,7,1996.53925135643,8,NaN,NaN
568.974386374072,1,841.484261477406,2,1219.65529022546,3,1476.94594484664,4,1625.54099421089,5,1667.98253959858,6,2049.29433161275,7,2119.43571945915,8,NaN,NaN
680.176042585487,1,856.874804678483,2,1339.12273409687,3,1432.04363258596,4,1719.93444334444,6,1658.95839763978,5,2163.44445602487,7,2231.14902611115,8,NaN,NaN
567.31897691809,1,857.028517102528,2,1254.3116355497,3,1400.52014998557,4,1705.65859628372,6,1586.58896963341,5,NaN,NaN,2103.51030071372,7,2224.58764686395,8
673.306527530961,1,912.286158169175,2,1398.475723196,3,1681.18048985825,4,1828.57185768906,5,1903.10510780758,6,2403.24653278685,7,2449.93096650002,8,NaN,NaN
727.534055722682,1,734.981153572349,2,1325.59188168783,3,1393.41601311325,4,1549.37075924315,5,1666.00212483506,6,2087.4441263093,7,2202.64615935017,8,NaN,NaN
712.445120671768,1,828.290947459487,2,1402.62494040319,3,1672.1030607548,4,1708.88554362805,5,1914.10183610253,6,2239.02101808823,7,2466.45728553939,8,NaN,NaN
794.787097319237,2,567.532724446078,1,1419.91839926236,4,1626.19716597568,5,1359.19486037674,3,1921.11792001595,7,2082.67260483898,8,NaN,NaN,1896.21365381967,6
821.444850112452,1,854.970474598549,2,1548.55817411549,3,1723.30665946998,4,1794.12117014093,5,2004.51380330153,6,2374.73615043567,7,2632.91678080277,8,NaN,NaN
680.092391915077,1,772.296763304703,2,1341.48460383498,3,1722.28812214448,5,1633.09623318517,4,1934.7751522508,6,2207.58245290512,7,NaN,NaN,2325.17063582809,8
734.425587997466,1,877.874380154158,2,1458.21911001812,3,1676.66875382812,4,1826.84496914987,5,1951.14678029902,6,2505.96270735422,7,2557.67363801753,8,NaN,NaN
625.069155522121,1,795.26540647878,2,1237.43029542035,3,1352.1095120283,4,1612.15250764412,6,1547.71386197904,5,2091.92095272977,8,NaN,NaN,2046.81544148124,7
579.235180429622,1,766.568850947419,2,1176.51418476522,3,1259.01444878116,4,1541.56026235001,6,1464.3169842319,5,NaN,NaN,1998.59163012515,8,1960.20475610579,7
665.186198621726,1,797.261790183245,2,1307.24835363188,3,1395.7700278192,4,1672.71455909544,6,1621.89664151995,5,2167.87785940633,7,2228.28528136593,8,NaN,NaN
697.82788849018,1,832.773006588255,2,1354.0280158607,3,1622.21218006932,4,1672.33688799883,5,1834.15684172777,6,2140.91983430277,7,2325.3070609945,8,NaN,NaN
671.738444879087,1,906.616204092817,2,1378.85195586303,3,1506.5930185669,4,1818.32150228994,6,1737.14904459876,5,NaN,NaN,2349.3738441858,8,2306.97486358611,7
740.307456439043,1,808.490646358739,2,1381.8594475993,4,1126.12685496847,3,1664.07582798444,6,1492.30001746491,5,2148.93416820374,7,2205.09552833779,8,NaN,NaN
790.228087630847,1,859.425836615823,2,1446.08314571685,3,1473.90753381119,4,1789.7965067055,6,1741.60415992039,5,2320.06937614909,7,2364.32984164124,8,NaN,NaN
729.540963079758,1,747.154461710505,2,1397.89972068077,3,1570.71187403642,4,1621.17973184768,5,1849.96525605127,6,2218.94460696148,7,NaN,NaN,2343.78080674801,8
659.329582643465,1,677.955925029352,2,1276.53939032648,3,1595.37478186469,5,1500.89337110176,4,1826.12572324671,6,2115.82611808362,8,NaN,NaN,2055.3161001169,7
730.798676459818,2,661.419893860787,1,1333.1753053595,3,1490.26662078927,5,1443.51918057732,4,1735.80270197835,6,1990.62527766532,7,NaN,NaN,NaN,NaN
688.572850391023,2,607.686956656869,1,1276.00371910668,3,1570.8365778201,5,1327.22149292636,4,1772.27563734852,6,1871.56926588548,7,NaN,NaN,NaN,NaN
664.293720334048,2,620.310025361562,1,1244.15640969204,3,1455.84860002123,5,1373.28030091395,4,1686.8509282438,6,1915.23795910431,7,NaN,NaN,2008.59232557363,8
723.865757093178,1,867.787237791471,2,1407.30164348106,3,1586.40684926542,4,1761.81059654376,5,1840.41386719737,6,2337.18165209224,7,2389.9679806189,8,NaN,NaN
690.823553578317,1,891.162885855559,2,1395.86247283286,3,1523.1609372693,4,1832.46928243416,6,1753.01253078505,5,2497.34062726267,8,2339.96394126727,7,NaN,NaN
661.20115403056,1,730.712153890322,2,1276.7692685208,3,1486.8336577086,4,1496.99453415787,5,1705.25079884301,6,1951.125640502,7,2202.62820527078,8,NaN,NaN
739.957187338758,1,800.517645080533,2,1429.47333467538,3,1794.87869361722,5,1704.31902719042,4,2024.85287034002,6,2296.8163538749,7,NaN,NaN,2476.68602119466,8
605.925089392667,1,700.277470062418,2,1190.40599818179,3,1497.40876573051,5,1435.40078305354,4,1682.45346573254,6,1871.08369507158,7,2117.91632299288,8,NaN,NaN
696.891909528848,1,827.755588669133,2,1342.9886107477,4,1287.42073801452,3,1716.23256313684,6,1581.24929364882,5,2330.41903882861,8,2201.5159823857,7,NaN,NaN
568.366995952385,1,606.487395787157,2,1104.49290613084,3,1518.9068109328,5,1323.79915837312,4,1678.43417863095,6,1845.85119748852,8,NaN,NaN,1820.59891160822,7
659.089574981905,2,556.747814327175,1,1220.86179317523,3,1303.41577065229,5,1273.50995494486,4,1569.6054560954,6,1846.15841553328,8,NaN,NaN,1827.70301850754,7
868.084192637408,1,1022.84038003277,2,1668.32613429293,4,1629.2453290395,3,2090.22322339419,6,1970.72762251544,5,2681.76139808068,7,2745.58860521376,8,NaN,NaN
678.808803716891,1,768.482624473277,2,1286.53279939522,4,1279.5588377456,3,1621.47701273439,6,1540.85330676034,5,2187.62763673175,8,2124.13966839497,7,NaN,NaN
783.55603957152,1,952.581015542732,2,1524.87144060954,3,1731.86977515433,4,1886.12564346315,5,1988.13343288454,6,2382.46727415101,7,2575.51911034933,8,NaN,NaN
596.680261060808,1,789.597358160946,2,1211.14328699812,4,1181.1983028092,3,1589.03191382206,6,1427.03551966092,5,2066.81804047641,8,1990.16548494884,7,NaN,NaN
735.796433207249,1,883.075132795689,2,1446.73359765631,3,1740.10419266076,4,1777.36455530425,5,1970.90808300902,6,2267.88530109155,7,2518.92284106497,8,NaN,NaN
718.949985981641,1,764.445869799679,2,1383.56034073664,3,1779.77829663654,5,1614.19854731384,4,1989.79247701403,6,2153.59693114302,7,NaN,NaN,NaN,NaN
738.728097371286,1,956.811896411543,2,1461.48975315799,4,1427.4987555668,3,1922.65997673489,6,1706.59066393991,5,NaN,NaN,2319.34669832834,7,NaN,NaN
651.389932781596,1,753.277590466723,2,1230.32027163173,3,1447.6556839561,4,1489.61290897534,5,1635.1676278873,6,1881.78031039394,7,2062.64179922582,8,NaN,NaN
640.793764703973,1,697.432938463353,2,1240.7525653112,3,1536.59155446422,5,1465.56011118911,4,1736.54707156563,6,1942.77517867617,7,NaN,NaN,2190.77768213213,8
660.362707651879,2,535.00366072242,1,1229.96551353325,3,1452.00603828536,5,1241.23914921984,4,1685.64422972825,6,1838.50613386833,8,NaN,NaN,1765.96617551657,7
571.970020562008,1,610.032137880931,2,1108.70741342569,3,1479.49518112458,5,1310.55155216776,4,1645.07949619884,6,1788.23494562663,7,NaN,NaN,1883.58608471562,8
602.615486495182,1,810.310464260431,2,1233.25951980663,3,1533.57226647583,4,1602.56929163086,5,1713.68135883501,6,2035.4419416423,7,2158.10641494414,8,NaN,NaN
655.91112610922,1,778.633917475502,2,1239.32401091195,3,1256.86859700109,4,1583.19641730373,6,1485.11305033537,5,2082.53052851279,8,1991.22996477631,7,NaN,NaN
552.238116954831,1,744.999314037699,2,1139.88529728898,3,1363.68887868198,4,1480.77702994148,5,1549.26960786633,6,1913.40569627914,7,1987.57807303887,8,NaN,NaN
653.388272738159,1,696.766430144967,2,1261.76255008426,3,1599.62157227107,5,1470.63690944873,4,1796.53878735801,6,1959.28067333345,7,NaN,NaN,2208.0982115484,8
728.947918449472,1,772.653401966482,2,1374.72839181268,3,1480.30023101412,4,1642.35052760452,5,1763.67377056689,6,2232.2946317322,7,2350.05029086194,8,NaN,NaN
759.624054742584,1,838.432509651598,2,1429.62515877571,3,1694.99735485971,4,1706.59772773879,5,1918.77027673833,6,2198.10432719023,7,2426.65961263393,8,NaN,NaN
701.700322198975,1,740.899538683723,2,1328.48509533073,3,1525.51020621793,4,1560.66405096741,5,1760.90706513601,6,2073.64265959881,7,2285.70706638277,8,NaN,NaN
607.702281982634,1,804.025989686142,2,1251.59517237445,3,1388.47793040608,4,1654.42889103561,6,1590.3626481482,5,2231.0943108714,8,2130.04398051259,7,NaN,NaN
701.116904032298,2,631.909859316231,1,1308.16119225332,3,1600.17758747691,5,1408.89544316666,4,1824.04039521804,6,1981.79189883393,7,NaN,NaN,2069.64026486077,8
713.656802009231,1,847.426899104496,2,1414.85996098423,3,1722.98169599873,4,1747.29086929832,5,1958.60218955799,6,2285.41245246072,7,2507.06279086559,8,NaN,NaN
654.08185019709,1,659.485872211354,2,1249.83757892912,3,1507.01874172293,5,1456.77883428602,4,1741.59347762592,6,2053.96606900879,8,NaN,NaN,2018.68402081149,7
611.044801121608,1,805.380134221697,2,1224.44508542549,3,1493.43256159955,4,1561.36551233895,5,1674.20729879072,6,1930.47072319731,7,2114.62900719234,8,NaN,NaN
584.573276326397,1,811.07072300231,2,1219.67962553157,3,1411.59491875808,4,1636.29655190977,6,1577.97979437329,5,NaN,NaN,2110.13571725154,8,2067.65444090552,7
730.820596394151,1,779.204486196725,2,1406.46949453149,3,1637.59679179445,4,1649.21635074486,5,1890.65594589404,6,2193.72660458625,7,2451.27683874746,8,NaN,NaN
617.538922532971,1,785.305092523543,2,1223.65501528745,3,1299.22738651077,4,1585.39980196177,6,1515.68318208276,5,2069.64364088502,8,NaN,NaN,2020.89888247364,7
604.745261292514,1,751.151147249407,2,1187.02426588356,4,1130.22355001876,3,1510.66333561935,6,1379.1022768963,5,1910.11316873842,7,1947.05288284696,8,NaN,NaN
681.10322229992,1,783.480867414582,2,1331.19736388544,3,1562.15989215176,4,1648.98315128798,5,1798.9112790581,6,2240.64799267574,7,2331.39405586803,8,NaN,NaN
601.586286895231,1,722.84291088279,2,1181.80314763017,3,1447.01162014618,4,1490.8615833227,5,1629.03542929375,6,2011.78185384974,7,2059.09974516787,8,NaN,NaN
772.183809762983,2,748.356629679515,1,1470.92957355933,3,1801.53825501052,5,1641.64836240749,4,2054.48925472594,6,2264.65229671611,7,NaN,NaN,2407.49468524895,8
637.820639814183,1,939.793509540151,2,1389.17710359177,3,1562.0416943901,4,1881.48865199406,6,1775.73354706323,5,2471.62223898936,8,2361.06642267484,7,NaN,NaN
577.173065801875,1,746.786393067018,2,1170.10702346947,3,1596.71667727332,5,1487.41521285179,4,1749.87847053764,6,1883.13979667207,7,2135.79558769413,8,NaN,NaN
662.66864861035,1,725.6070032042,2,1243.41244289283,3,1447.80846462203,4,1477.43391143226,5,1648.74208744936,6,1909.48532308055,7,2099.51287635344,8,NaN,NaN
602.359863693053,1,687.642462162979,2,1161.27934759876,3,1371.66038195866,4,1427.53282660953,5,1569.0835800964,6,1911.9818910997,7,2009.45107142716,8,NaN,NaN
585.781378621979,1,798.751116052674,2,1214.31155462264,3,1276.15498466211,4,1611.81565726027,6,1488.82508779665,5,2117.65559860688,8,2028.28129881034,7,NaN,NaN
678.455036282284,1,767.096094058498,2,1315.87192973658,3,1548.98313929142,4,1619.66981306536,5,1785.46193245721,6,2233.50198146965,7,2292.06489242046,8,NaN,NaN
752.716448040991,1,888.551815255191,2,1425.98052621503,3,1560.40894646107,4,1751.99203072202,5,1820.55592107616,6,2248.25254125346,7,2346.82280907217,8,NaN,NaN
657.755811185572,1,835.96988629281,2,1288.67530301356,3,1324.83582004405,4,1681.44908140662,6,1552.30018293923,5,2230.82947509261,8,2075.86419868246,7,NaN,NaN
706.063121453606,1,813.564993048129,2,1355.35489966198,3,1439.76629894649,4,1730.94828637503,6,1667.61100446167,5,NaN,NaN,2306.88748671978,8,2263.56175140586,7
639.03269557615,1,859.082394852653,2,1284.36058503134,3,1540.10936497982,4,1645.50287694374,5,1734.37666986322,6,2026.86082454406,7,2194.68607448933,8,NaN,NaN
728.851366154744,1,816.028933115183,2,1356.48400848448,3,1437.86482268406,4,1712.36224694629,6,1646.80795553059,5,2182.26912625972,7,2233.33191871016,8,NaN,NaN
731.278635295235,2,686.271528087164,1,1346.89700984975,3,1444.78902602627,4,1497.95665463121,5,1722.21478668099,6,2062.99363439798,7,NaN,NaN,2245.23043119594,8
684.981131945062,1,802.829224088348,2,1355.27180736265,3,1750.4847476971,5,1669.63135898325,4,1953.62834062146,6,2211.72718181213,7,NaN,NaN,2417.46729746629,8
681.150906684559,1,782.372749231708,2,1341.79600584343,3,1617.89287742235,4,1656.25591362964,5,1850.26235943072,6,2239.13973025157,7,NaN,NaN,2330.018231542,8
718.859563738799,1,756.589638067314,2,1385.68833403248,3,1621.52646560009,4,1637.43437238144,5,1881.08384347158,6,2228.35083355168,7,NaN,NaN,2341.68551762711,8
565.152567012139,1,704.632120293094,2,1148.93949701348,3,1442.10147725399,4,1468.91714118976,5,1621.8153451699,6,2022.63072317972,8,NaN,NaN,1988.69433643266,7
592.552073422314,1,725.686839203843,2,1192.20924222011,3,1431.70100962115,4,1505.01368444706,5,1639.42389306504,6,2095.49155896981,8,NaN,NaN,2071.54150110034,7
592.416431870274,1,833.322204916066,2,1242.03740448876,3,1351.37961502327,4,1661.72782675094,6,1543.84101965794,5,2219.19251613499,8,2042.00070120637,7,NaN,NaN
758.348362747509,1,778.06260976392,2,1395.0833134514,3,1457.40372524065,4,1640.69960483826,5,1752.7177492979,6,2219.32700551677,7,2331.14562948459,8,NaN,NaN
579.124033081958,1,807.163515876379,2,1248.45758611912,3,1682.77553025214,5,1640.46759249084,4,1854.6313567087,6,2226.79616941791,8,NaN,NaN,2149.24545872677,7
668.479489277801,1,787.082351208087,2,1302.08629036245,3,1586.07836558414,4,1614.27722838059,5,1791.28979334473,6,2117.07340063477,7,2266.62410388925,8,NaN,NaN
708.02957643308,1,715.303767608107,2,1358.02218007094,3,1512.05404044323,4,1573.99245608583,5,1789.86638789059,6,2169.76403522197,7,NaN,NaN,2223.36452588983,8
629.665718629153,1,701.003711666482,2,1186.36394297012,3,1289.56923031522,4,1437.90815735835,5,1528.76327931396,6,1941.69969622785,7,1993.12495857237,8,NaN,NaN
696.299735213405,2,670.626351775793,1,1295.14925484099,3,1559.30015533836,5,1436.26575407492,4,1769.29999927271,6,1946.53561027325,7,NaN,NaN,NaN,NaN
696.947921760417,1,833.646773830037,2,1364.0849927376,3,1529.35784419803,4,1695.12450157123,5,1778.84792650583,6,2213.35949899083,7,2330.42431116466,8,NaN,NaN
866.136354160629,1,969.87512434959,2,1654.47326789846,3,1838.11965928019,4,2015.05975738222,5,2140.16801544788,6,2649.75830314632,7,2815.95264365821,8,NaN,NaN
687.106888809216,1,777.626054895606,2,1337.17654238999,3,1455.39525864031,4,1635.11756035786,5,1728.22586767716,6,2208.60680262827,7,2315.24496029334,8,NaN,NaN
603.459921537361,1,791.78420075912,2,1234.67342385177,3,1501.17519244472,4,1588.31237761664,5,1699.68890571572,6,2087.34845457659,7,2164.95483118098,8,NaN,NaN
630.89036590478,2,621.423474862011,1,1178.35998354868,3,1405.8868253984,5,1340.64999497926,4,1606.45271031006,6,1819.43330636123,7,NaN,NaN,2009.99257446843,8
699.348669823079,2,596.049422789785,1,1282.38839790894,3,1619.84644294132,5,1364.04290997718,4,1837.69545415816,6,1960.52991892271,8,NaN,NaN,1941.50434221937,7
596.948049750416,1,808.985754073326,2,1251.04716357877,3,1564.03720642074,4,1633.36026125564,5,1749.71218636517,6,NaN,NaN,2228.96475337652,8,2186.57741796309,7
696.520092415482,1,866.26570270356,2,1380.34370842042,3,1499.67552794404,4,1791.68670069397,6,1726.62930637085,5,2362.49481507579,8,NaN,NaN,2314.38172816449,7
730.85209777767,1,863.40772268618,2,1420.82277508147,3,1627.4563593378,4,1747.62279943504,5,1881.15743699329,6,2285.96867107214,7,2428.48029048992,8,NaN,NaN
601.632796989492,1,715.837055152489,2,1174.2520679758,3,1223.42732042419,4,1510.03378285489,6,1440.88985934223,5,2051.2426259148,8,1973.69828478395,7,NaN,NaN
712.415236920847,1,747.964986580168,2,1304.68273772122,4,1302.58704277768,3,1601.6707958799,6,1553.27551846866,5,2100.8470199564,7,2152.58996718693,8,NaN,NaN
761.511420680405,1,813.825139726584,2,1462.62073564727,3,1783.59272097593,5,1741.84254096299,4,2028.35800538649,6,2350.3826144316,7,NaN,NaN,2520.44762517288,8
736.476680549826,1,901.650758397263,2,1447.67951823794,3,1633.3955198258,4,1830.73315139954,5,1893.86543977353,6,NaN,NaN,2478.28861342706,8,2431.9226393646,7
