H12 f11,H12 f11 peak N,H12 f02,H12 f02 peak N,H12 f12,H12 f12 peak N,H12 f20,H12 f20 peak N,H12 f03,H12 f03 peak N,H12 f21,H12 f21 peak N,H12 f13,H12 f13 peak N,H12 f22,H12 f22 peak N,H12 f1t,H12 f1t peak N,H13 f11,H13 f11 peak N,H13 f02,H13 f02 peak N,H13 f12,H13 f12 peak N,H13 f20,H13 f20 peak N,H13 f03,H13 f03 peak N,H13 f21,H13 f21 peak N,H13 f13,H13 f13 peak N,H13 f22,H13 f22 peak N,H13 f1t,H13 f1t peak N,H15 f11,H15 f11 peak N,H15 f02,H15 f02 peak N,H15 f12,H15 f12 peak N,H15 f20,H15 f20 peak N,H15 f03,H15 f03 peak N,H15 f21,H15 f21 peak N,H15 f13,H15 f13 peak N,H15 f22,H15 f22 peak N,H15 f1t,H15 f1t peak N
0.00125440886296528,1,0.00187317917943736,2,0.00209760086996722,3,0.000647504539945645,4,0.00283586887369933,5,0.00184335115330129,6,0.00226408503401873,7,0.00133108993672798,8,NaN,NaN,0.000754857788348108,1,0.0003399796855316,2,0.000561584347155265,3,0.000576064500680655,4,0.000840457166856713,5,0.0012703958851457,6,0.00106679122478545,7,0.00106092152379932,8,NaN,NaN,1.62054141944767e-05,1,0.00109587605269797,2,8.66462186326923e-05,3,0.0012084715133692,4,0.000481981161399037,5,0.000296772297127899,6,0.000376426425485027,7,0.00254497710103285,8,NaN,NaN
0.00111936507735872,1,0.00163113034411865,2,0.00189282926435073,3,0.00149156457595197,4,0.0020783452365224,5,0.00166366423980756,6,0.00199867275358315,7,0.00119149875957591,8,NaN,NaN,0.000653324140730471,1,0.000334456560617761,2,0.000434097272036233,3,0.0008756050334613,4,0.00090336603750855,5,0.000905978304458169,6,0.000978871467577293,7,0.000869952849058539,8,NaN,NaN,3.43830031718376e-05,1,0.000949479825218635,2,8.43338437999735e-05,3,0.00125088422577546,4,9.48413719957515e-05,5,0.00017916050840465,6,0.000402029921606897,7,0.0022638257781351,8,NaN,NaN
0.00106359004083922,1,0.00167502113210991,2,0.00180368784219507,3,0.00203226983308927,5,0.00241893047698251,4,0.00159246489334533,6,0.00197599610662656,7,0.00155966727535704,8,NaN,NaN,0.000657193106140047,1,0.000279865793938549,2,0.000564661696812243,3,0.000839783456528678,5,0.000376976315443838,4,0.00127520338660572,6,0.00092359779046726,7,0.00106673773370196,8,NaN,NaN,8.61136241116324e-06,1,0.000968436949644417,2,9.12209513536129e-05,3,0.00130711697623345,5,5.8954356573572e-05,4,0.000339572130025288,6,0.000294746248927459,7,0.00240395044680825,8,NaN,NaN
0.00111181963043608,1,0.00161300533833857,2,0.00187470870657407,3,0.00159543630253845,4,0.00258455581178656,5,0.00165145611653595,6,0.00200465070400648,7,0.00175264185444102,8,NaN,NaN,0.000668938439182836,1,0.000337741755853546,2,0.000495284597749547,3,0.000834541823614227,4,0.00055279942042572,5,0.00124046327617564,6,0.000820950224637148,7,0.000970201868816007,8,NaN,NaN,2.20785542566867e-05,1,0.000976253097217501,2,2.96979393621068e-05,3,0.00132855634066643,4,0.000123630047791032,5,0.000291384477154462,6,0.000319367864878794,7,0.00254153603765692,8,NaN,NaN
0.000839567611708014,1,0.00123344467912777,2,0.00144916427660554,3,0.00159900208600458,5,0.00183935666626439,4,0.00131910371157842,6,0.00134519075094729,8,NaN,NaN,0.000679758861657234,7,0.000524128626158029,1,0.000212058546119496,2,0.000397649748928967,3,0.000736588823338004,5,0.000358478221151217,4,0.00100742533911556,6,0.000621288459625015,8,NaN,NaN,0.000107177745439856,7,1.16320230941242e-05,1,0.000712127061547603,2,3.82925335887868e-05,3,0.00113094796241141,5,2.72093427229463e-05,4,0.000248249854886149,6,0.000200845931848043,8,NaN,NaN,0.000409014990577509,7
0.00105197162536068,1,0.00153281817649468,2,0.00187985328722449,3,0.00182247482449746,5,0.00229824063944723,4,0.00153120768959879,6,0.00221437964999898,7,NaN,NaN,0.000895209900791339,8,0.000655724147310754,1,0.000341069387251309,2,0.000474617324407576,3,0.000883771456002587,5,0.00045749483778284,4,0.00123994430369425,6,0.000840745748012659,7,NaN,NaN,0.000180313825107218,8,4.0408397292454e-05,1,0.000903831054212532,2,2.97899904118803e-05,3,0.00127723628910626,5,6.6811134861948e-05,4,0.00027783630207352,6,0.000193253319656775,7,NaN,NaN,0.00022915914856356,8
0.000998199781366926,1,0.00156125949801016,2,0.00156044516345174,3,0.00098553082119824,4,0.00200708859088263,6,0.000462570971464236,5,0.0025468553356717,8,0.000470241019843689,7,NaN,NaN,0.00054925630897338,1,0.00019584443908729,2,0.000261238606379393,3,0.000840521029545931,4,0.000123423137612662,6,0.0012982363783723,5,0.000758220654633497,8,0.000877048425545564,7,NaN,NaN,7.62143739707202e-06,1,0.000803252989630249,2,8.18518238198453e-05,3,0.00111505089704232,4,5.14939654707893e-05,6,0.000214479301864651,5,0.00023205262804916,8,0.00176126998947588,7,NaN,NaN
0.000844537234181499,1,0.00137132324226728,2,0.00176398079342474,3,0.00180874329649032,5,0.00199400394766894,4,0.00151670319884959,6,0.00189084079960632,8,NaN,NaN,0.00181645423460823,7,0.000538054623606597,1,0.000336884196262341,2,0.000387865794955992,3,0.000870049561933896,5,0.000352116258936856,4,0.00116554394404969,6,0.000982684966626632,8,NaN,NaN,0.000583584453457668,7,8.91391256156306e-05,1,0.000701146008747866,2,6.15893234953007e-05,3,0.00123753718831525,5,6.89669013676993e-05,4,0.000259403270950559,6,0.000121191347134437,8,NaN,NaN,0.000798577857873731,7
0.0010935288869851,1,0.00160209924556002,2,0.00187750623807921,3,0.00187851907804467,5,0.00210672135682787,4,0.00156720498943351,6,0.0022474846863996,7,0.000962763976836288,8,NaN,NaN,0.000679694291949742,1,0.000353534515712787,2,0.000508525175052552,3,0.000852638693732103,5,0.000457568820512172,4,0.00117584254322917,6,0.000719900194881632,7,0.000990983177821142,8,NaN,NaN,2.50215649888376e-05,1,0.000985468031990509,2,3.89089074443581e-06,3,0.00114889840925646,5,0.000193174671851836,4,0.000272352673827893,6,0.000207164949682434,7,0.00200680166020845,8,NaN,NaN
0.00122439426767957,1,0.00189252536048919,2,0.00196526657158077,4,0.00147229659179018,3,0.0025011987145813,6,0.000868745343969213,5,0.00135733090729363,7,0.00198285790425836,8,NaN,NaN,0.000697132714370161,1,0.000346721394736093,2,0.000457136295804611,4,0.00090141662886592,3,2.89091480868755e-05,6,0.00158033603183424,5,0.00101780172537297,7,0.000655714296817391,8,NaN,NaN,1.70817147083198e-05,1,0.00110334740991874,2,8.74288828849701e-05,4,0.00123178142098856,3,7.34846942096725e-05,6,0.000250376750588915,5,0.000867896406363171,7,0.00227740186361838,8,NaN,NaN
0.00108079116007726,1,0.00159910358775392,2,0.001802423217463,3,0.0010664214048941,4,0.00256482133612653,5,0.00152700070054904,6,0.00193286055147738,7,NaN,NaN,0.000243932429369653,8,0.000643052611976786,1,0.000278908222586074,2,0.000455237037510241,3,0.000703122801156241,4,0.000681664500289444,5,0.00106861022020035,6,0.00101141229918662,7,NaN,NaN,0.00046133605680458,8,1.56568436720292e-05,1,0.000919997566932678,2,0.000100807084658685,3,0.00118626357413309,4,0.000236479872332058,5,0.000230855606871245,6,0.000360414793754693,7,NaN,NaN,0.000320461118555551,8
0.00107607767078487,1,0.00154810014785692,2,0.00190535565995627,3,0.00204828711474541,5,0.00232142947889475,4,0.00168204551661941,6,0.00217883343426224,7,0.0010002291712219,8,NaN,NaN,0.000666806646807441,1,0.000350026198974354,2,0.000491305183338987,3,0.000914536061981771,5,0.000419169043193554,4,0.00133490832068837,6,0.000796795468895593,7,0.000941473081675393,8,NaN,NaN,3.73864605178238e-05,1,0.000928647503903451,2,4.31866791363638e-06,3,0.00137129571439397,5,5.67028604854933e-05,4,0.000330206708844989,6,0.000230513758762614,7,0.00210680828701521,8,NaN,NaN
0.00116362974782008,1,0.0016668318592663,2,0.00199596601720089,3,0.00162188572886938,4,0.00276506666890807,5,0.00173722342221359,6,0.00212925777378987,7,0.00136218868039445,8,NaN,NaN,0.000693973247153735,1,0.000347415942354972,2,0.000485295317444632,3,0.00089624712597559,4,0.000682026513516124,5,0.0012353155502964,6,0.000964444848873169,7,0.000936478884594986,8,NaN,NaN,3.34548135969329e-05,1,0.000981674742466285,2,5.09375662719788e-05,3,0.00140615646337245,4,0.000142595143406598,5,0.000273990788683298,6,0.000356512786818227,7,0.00243840142144362,8,NaN,NaN
