H_12_f1,H_12_f2,H_12_f3,H_12_f4,H_12_f5,H_12_f6,H_12_f7,H_12_f8,H_12_f9,H_12_f10,H_12_f11,H_12_f12,H_12_f13,H_12_f14,H_12_f15,H_13_f1,H_13_f2,H_13_f3,H_13_f4,H_13_f5,H_13_f6,H_13_f7,H_13_f8,H_13_f9,H_13_f10,H_13_f11,H_13_f12,H_13_f13,H_13_f14,H_13_f15,H_15_f1,H_15_f2,H_15_f3,H_15_f4,H_15_f5,H_15_f6,H_15_f7,H_15_f8,H_15_f9,H_15_f10,H_15_f11,H_15_f12,H_15_f13,H_15_f14,H_15_f15
0.00116167756930639,0.00171162333850136,0.00192745942010169,0.00166521772351046,0.00263405854227653,0.00169185828762692,0.00193450876877951,0.00134053515132543,0.00132343304241824,0.00284929772192016,0.000306973444301029,0.000409810064420687,0.00101473913636879,0.00233573780853396,0.000186589958576188,0.00068400136837292,0.000310001682449267,0.000484903328446837,0.00090252653622181,0.000726339541310256,0.00108831474441098,0.00103405580254384,0.000907306089059853,0.000253673442407526,2.51141462293268e-05,0.000718690928166412,0.0011375884774265,0.00110358137612538,0.00466074171540056,0.000777040420424559,1.73276072816632e-05,0.000995139881476959,9.67164286250968e-05,0.00137136161830432,0.000106225880138499,0.000237929588333953,0.000433161821807325,0.00238805940082072,6.4386433403699e-06,0.00121326466855321,0.000216429930239802,1.97088221461097e-05,6.9714653359111e-05,0.00427633739415348,0.000918684799071808
0.00109788418583835,0.00163547111263133,0.00182873537984127,0.0015203960491006,0.00252942420489769,0.00152733775704539,0.0019852967063965,0.00123138150469525,0.0014130189822103,0.00271268595519053,0.00063762414798491,0.000846331664148865,0.000575764855142145,0.00258824321123615,0.00280675430692988,0.000655749982823656,0.000314873183681283,0.000473318880008706,0.00083695025351452,0.000727501467170409,0.00102267290732515,0.000902581505293255,0.000950381437360899,1.88757285723492e-05,8.34897847648736e-05,0.000733837174167437,0.000290127410541428,0.00205893293394275,0.00434648296937343,0.000263150621178251,1.83162044393402e-05,0.000970699832276405,8.15466277986683e-05,0.00124549771234902,7.59307401631881e-05,0.000214392894778612,0.000311609085058402,0.00223105402600597,0.000247976868854887,0.00125953350024828,5.45360415459038e-05,4.82975019726049e-05,8.04817889126865e-05,0.00387584687899139,5.81750311099438e-06
0.00119678743044147,0.0017345045405779,0.00211682773923493,0.00188945751541319,0.00279741116470681,0.00189005281535433,0.00204223280562951,0.00159899370553002,0.00345956470043571,0.00302494591232116,0.000556800062795942,9.08037941022521e-05,0.00150248895137565,0.00148549396629702,0.000881983730363278,0.000701480453177916,0.000375104300630118,0.000475463022808395,0.00101261161171071,0.000784199883100687,0.00119393546786097,0.00108700815498759,0.000846891018776094,0.000248482276380664,4.72855102817465e-06,0.00065411220961191,0.00183668567378867,0.000258926522036638,0.0036369239305939,0.000753716456665053,5.54612303679935e-05,0.000978310041552681,6.41312327507895e-05,0.00149608315941151,8.90513883754772e-05,0.000255853381280014,0.000537273545233097,0.00260098196585202,0.00118077883899268,0.00139959201874259,0.000155013606110915,0.000162232748462443,0.000113623030256348,0.00230235141588044,0.0020756559102616
0.000980635524924914,0.0014861128465199,0.00166206328278713,0.00215679688983979,0.00185264646297905,0.00150948281351686,0.00187007952748758,0.00092163018700858,0.000537800755637748,0.00238659498838211,0.00089011859396375,0.00094447374105094,0.0010625208088658,0.000950998224710263,0.00243738165114515,0.00060316610573354,0.000249875758559114,0.000480087186734055,0.000420275988498982,0.000811418444288186,0.00110554654396284,0.000869351176106344,0.000195486076693889,0.000803717659698114,8.94239471568156e-05,9.15352608156322e-05,0.00150587207928427,0.00271560233783629,0.00152025227310279,0.000302801542154801,9.14801184811024e-06,0.000856249990090749,6.42744460978975e-05,5.64582901334593e-05,0.00121217724778134,0.000282829897165131,0.000290409255751817,0.000257804075123921,0.0016718889137019,0.00115804984739568,6.4984401361027e-05,0.000561767584994241,0.00253332912427256,0.000378673804133617,1.73187701958238e-05
0.00114473075353729,0.00178761438586069,0.00190481059676343,0.00150898765175287,0.00262749736107543,0.00171622470328907,0.00196852802053347,0.00154082353512469,0.00213111071920355,0.00297336538727122,0.000833686958212869,0.00105052830591579,0.000162042157843035,0.002084945284819,0.00282693114154793,0.000692316555821577,0.000294585177017561,0.000563159073480845,0.000814113882435143,0.000751846094251093,0.00110442899671564,0.00100450792313788,0.00103274019314566,2.60456577066213e-05,6.11827376555892e-05,7.85992433485535e-05,0.000855975061407673,0.00308328382847684,0.00216806715167579,0.000383844509342771,9.61605150504786e-06,0.00101658642184809,0.00011613774809286,0.0013545241854247,0.000199410229057022,0.000266332447113531,0.000402150433408802,0.00250658210549652,1.19155015537317e-05,0.00128924786067507,1.51464997979789e-05,9.01147421894599e-05,0.000999605541195883,0.00304790646663439,5.67859894345346e-05
0.00120694133504203,0.00181686094062237,0.00200604124920819,1.34166877108962e-05,0.00265300500954281,0.00178711742474474,0.00193227833735389,0.000478649466256252,0.00139028018749022,0.0029723141986317,0.000392878500612517,0.00100550470771217,0.000624584129602549,0.0022006029828231,0.00149291656660011,0.000718107941704179,0.00029540115941729,0.000537441987149221,0.000387955514627617,0.000779036249779105,0.00124551722377984,0.00117572587856981,0.000146821793758502,0.000983215901343368,2.91385357540463e-05,0.000741161213661427,0.000585142020585141,0.00227875232347838,0.00495398036704424,0.00063634011063364,1.25792113188242e-05,0.00102809252383652,0.000129498260564238,0.000990761718714343,0.000595956914757869,0.000290597975475209,0.000494030235508661,0.000930233356137692,0.00247540654797799,0.00118976191744425,0.000252214426774709,2.99095877544893e-05,5.58046422069667e-05,0.00501997584093523,0.000547063100695025
0.0011386229851293,0.0016817649675434,0.00204746391727282,0.0016847253776587,0.00274070696891807,0.00172347929999503,0.00221893664816862,0.00111304332220676,0.00167471406064942,0.00287337495491998,0.00021000460969753,0.000165959026254254,0.0013164823732252,0.00253764307134214,0.000103588981039921,0.000678551958237996,0.00037591639329136,0.000462672723135092,0.000938649911237334,0.00079538820336068,0.00113165524466018,0.00100821243058257,0.000889506114630769,0.000305924148577418,2.82544812814288e-05,0.0007755195046976,0.00182979292844017,0.000109171366713724,0.00459347180584463,0.000660244158011062,5.76223811167858e-05,0.000951620223738619,6.14561863806121e-05,0.00137188091523025,7.6926196975973e-05,0.000227854128495867,0.000368664762488632,0.00231368750104109,0.000403595604315667,0.00136402267012576,0.000204607336144714,8.75011539846588e-05,3.54942188049573e-05,0.00394389873217296,0.00104749211817681
0.00082971067173874,0.00149004168464338,0.00188895973184838,0.0013097773550593,0.00251571880683062,0.00150871626216805,0.00227374439587163,0.00131669099175002,0.00018988415521175,0.00249763132592909,0.000694410035047726,0.000377335169182425,0.000558788507996141,0.00261325349012563,0.0027326902837849,0.000561050556393029,0.000426625052672803,0.000438325340332332,0.000798069184411282,0.000805697343991236,0.00106617954776222,0.000822055202802656,0.00020837305418665,0.000855933607438173,3.8550328933844e-05,0.000883105208999102,0.000389485371786059,0.00213144213312576,0.00340372735464406,0.000293690443871254,0.000127903654913353,0.000738466537828572,2.55984786257227e-05,0.00121631152769629,0.000134687598403495,0.000209733377324874,0.000206375920655263,0.000181830428628936,0.00154088436751152,0.0014880157315064,3.50693987273847e-05,0.000186571202287442,0.000311434533883673,0.00302751594722497,2.96976406708118e-05
0.00113925242537093,0.00133896046874762,0.00194142222079084,0.0020811081745329,0.00174059441666516,0.00152728980492257,0.00242084862617005,0.000201360779555824,0.00157138589608914,0.00214101637729357,0.000749107851053699,9.54659079873231e-05,0.00032554253736808,0.00232325063151074,0.00248640571903132,0.000184086423193036,0.000753299307433644,0.000420073312424481,0.000509272956491739,0.000910587905410928,0.00118240391539215,0.000827393650308096,0.000317609427178411,0.000627557434406007,0.000382394369766275,0.000969796844936753,0.000310383396569812,0.00244018091462595,0.00248286530299189,0.000343845285928529,0.000818295717312582,4.38824927555276e-05,8.30823385141529e-06,0.000123925040939269,0.00120514270440762,0.000235337390970221,0.000176579925206441,0.000322210115376076,0.000235665077140205,0.00184536736671046,8.29225369656342e-06,0.000290993009829548,0.000658049768494021,0.00283224676964385,6.12014977998325e-05
0.00122021001267538,0.00135881842025559,0.00224803525356457,0.0020113376993377,0.0017609727823547,0.00163703784362532,0.00271879169422403,0.000911656075303851,0.00273485712480344,0.00206019561268442,0.000916541146503069,0.00211482176385981,0.000372584861277253,0.000886131287649482,0.00238979359590187,0.000267987122377616,0.000795736775670851,0.000440349374786132,0.00065600330343083,0.000979019729543322,0.00132056936700002,0.000683389675097761,5.97731742785066e-05,0.000678366153074026,0.000702304021572661,0.0013140500441769,0.00291347247090579,0.00134246410999,0.00115020464423172,0.000501832734179328,0.000880235403457325,1.15380504996426e-05,8.76370427179448e-05,6.1487559590619e-05,0.0013568933318984,0.000264780862573468,0.000101177638152474,0.00013576665530138,0.00102591876936164,0.00249589679908884,9.93852691379056e-05,0.00203032639918657,0.000291616755529098,0.00047248862328214,0.000110897084158942
0.00134187128978762,0.00201643707997888,0.00212952555623944,0.00178580236215432,0.000549722891628318,0.00260352412682003,0.000303378138229701,0.00272784474774101,0.000996168331744619,0.00158040586072289,0.00322675215745061,0.000137636707466362,0.00137963700945856,0.00068435332116292,0.00156083720095163,0.000741670840799857,0.000318771569261696,0.000495472908096792,0.00101223907007804,0.00172777102700003,0.000200061624463408,0.00115197342044323,0.000527656877756973,0.000930744869955306,1.48498746813423e-05,9.36081451391696e-05,0.00189388103070527,0.000466899859188197,0.00212978597775391,0.00355367091162939,1.54116884367935e-05,0.0011165460661548,0.000185495277588468,0.00142594933988299,0.000289566198451426,8.51111499936607e-05,0.002072688533442,0.00126394193685269,0.000480159899010913,0.000145881860117746,0.001126441131378,9.28551426756205e-05,6.59838857173021e-05,0.000195533634996287,0.00471328527801121
0.00107131730707843,0.0017178729745104,0.00216098695389272,0.00184141944890599,0.00299134375703525,0.00185372050578195,0.00223940504499054,0.00111533764286291,0.00161921631646985,0.0029697040492439,6.54366721896383e-05,5.9861575374255e-05,0.0014218398218565,0.00201680842381028,0.000337522707395305,0.000661411075196403,0.00042336108213615,0.000471114529457458,0.00102192093848024,0.000752835106843585,0.00127601919578846,0.00110745579629532,0.00083433795030276,0.000628815577625959,1.49645793800675e-05,0.000784239851904053,0.00194299906464125,0.000295498987169585,0.00412689906208666,1.26201117290008e-05,0.000105804794612075,0.000890510774833527,6.90701392535808e-05,0.00151710042693712,9.39265286222301e-05,0.000264148816334053,0.00044303844582801,0.0024349731492362,0.000986750037420005,0.00136562288811322,0.00031012726528941,0.000133717554881592,8.73264692295444e-05,0.00327938454270327,0.00170393939569069
0.00130996252033419,0.00188188705644575,0.00171910892589247,0.00201704853742425,0.000874098910396142,0.00252446018198076,0.000877712163011582,0.000746241287177652,0.00253917335335069,0.000136543173455801,0.00357932822996569,0.00297154148744161,0.00128524034881232,4.65767143668245e-05,0.0018883494893502,0.000678844632659635,0.000282500360651317,0.000887607999322276,0.000450771124869509,0.00167338085113812,0.000115714126955938,0.000974382523240697,0.000632794956550479,0.00141949587545672,0.00144714565059554,0.000488872836278522,0.000108198836778522,0.000628703110516145,0.00133743949636761,0.000183335006815674,1.72763430674984e-05,0.00102906973628045,0.00127118200705844,0.000219219807717994,0.000286691702617823,6.34620006392261e-05,0.00237668148234175,0.000562934212466819,0.000427131414621596,0.000125485125991276,0.000892155530756727,0.000988448451174172,5.94310322034013e-05,0.000563047959701291,0.00318998097487237
0.00110827059154301,0.001646355651675,0.00177133581306386,0.00167623002062352,8.95231995127851e-05,0.00206997859855564,9.86537814119763e-05,0.00223077918912083,0.000287913403884663,0.00267933513042033,0.00159290482322901,0.000287602371975331,0.00127535163374424,0.000161582618862941,0.00155309851108401,0.00062211904194664,0.000271537039935926,0.000446844127023393,0.000859132454522892,0.00131877139970806,0.000337489918558632,0.000942562850907315,0.000159126526185677,0.000676279364005703,0.000101854985802175,0.00056732524369431,0.00126936257307706,0.000294606169106483,0.00168575169368439,0.00303755666800397,1.27207482703566e-05,0.000924914044663649,0.000138242394148826,0.00125505156628953,0.000236683604009381,0.000107906228458018,0.00156852500168004,0.00136033779709281,0.000582708790982099,0.000829821815266685,0.000782196706684085,0.000105596900453262,0.000109441507392441,5.90970849822279e-05,0.00366144266459835
