f1,f2,f3,f4
0.199146666666667,0.198486666666667,0.198493333333333,0.197946666666667
0.277913333333333,0.221746666666667,0.272666666666667,0.290373333333333
0.673906666666667,0.60928,0.460213333333333,0.3239
0.74096,0.530533333333333,0.46842,0.527406666666667
0.77036,0.800113333333333,0.826093333333333,0.756386666666667
0.844946666666667,0.861393333333333,0.891553333333333,0.8924
0.89202,0.899686666666667,0.902793333333333,0.905133333333333
0.90512,0.894933333333333,0.91466,0.910453333333333
0.909606666666667,0.918853333333333,0.932873333333333,0.9302
0.916713333333333,0.9282,0.923606666666667,0.90998
0.926726666666667,0.92642,0.93386,0.942526666666667
0.92548,0.92486,0.940153333333333,0.956573333333333
0.92164,0.936573333333333,0.924146666666667,0.949486666666667
0.939233333333333,0.941806666666667,0.90168,0.933153333333333
0.94046,0.95384,0.95872,0.953253333333333
0.948446666666667,0.94386,0.949073333333333,0.95166
0.949373333333333,0.96176,0.950826666666667,0.957686666666667
0.94178,0.966306666666667,0.952693333333334,0.939246666666667
0.948886666666667,0.94956,0.956473333333333,0.94258
0.95638,0.939413333333333,0.9318,0.956946666666667
0.925993333333333,0.948353333333333,0.9504,0.951186666666667
0.943226666666667,0.945713333333333,0.929566666666667,0.958526666666667
0.958566666666667,0.968346666666666,0.960346666666667,0.9471
0.9564,0.96058,0.961393333333333,0.976506666666667
0.959113333333333,0.959393333333333,0.94932,0.97966
0.9514,0.935713333333333,0.93428,0.92428
0.8963,0.966606666666667,0.975206666666667,0.889253333333333
0.955286666666667,0.956593333333333,0.960906666666667,0.935426666666667
0.958973333333333,0.92882,0.965193333333333,0.925446666666667
0.96034,0.942866666666667,0.954973333333333,0.96704
0.957406666666667,0.971133333333334,0.948706666666667,0.938086666666667
0.946353333333333,0.96536,0.974873333333333,0.9458
0.95044,0.960793333333333,0.955753333333333,0.943653333333333
0.964193333333333,0.953153333333333,0.947766666666667,0.92052
0.929626666666667,0.95432,0.920166666666667,0.962466666666667
0.96224,0.92606,0.97108,0.9722
0.934513333333333,0.935686666666667,0.925746666666667,0.9565
0.959693333333334,0.938766666666667,0.95882,0.93454
0.95196,0.9596,0.942973333333333,0.934873333333333
0.943093333333333,0.960846666666667,0.929873333333333,0.73302
0.952466666666667,0.95556,0.929173333333333,0.00324
0.945106666666667,0.921466666666667,0.9805,0.91538
0.952946666666666,0.94148,0.90242,0.89252
0.959226666666667,0.932873333333333,0.956153333333333,0.905046666666667
0.966673333333333,0.9598,0.877733333333333,0.918993333333333
0.955946666666667,0.970466666666667,0.929393333333333,0.943746666666667
0.96342,0.924406666666666,0.960306666666667,0.92966
0.941526666666667,0.968393333333333,0.923066666666667,0.923013333333333
0.954733333333333,0.954173333333333,0.926506666666667,0.954146666666667
0.949746666666667,0.954966666666667,0.985293333333333,0.90434
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
