f1,f2,f3
0.822473333333334,0.852533333333333,0.83354
0.932466666666667,0.920853333333333,0.849953333333333
0.971813333333333,0.970346666666667,0.9472
0.977486666666667,0.987873333333333,0.989066666666667
0.98838,0.99268,0.9862
0.992566666666667,0.99184,0.993313333333333
0.993226666666667,0.9964,0.996293333333333
0.995493333333333,0.996333333333333,0.99814
0.998293333333333,0.998926666666667,0.998473333333333
0.99822,0.999026666666667,0.998913333333333
0.998033333333333,0.999226666666667,0.999526666666667
0.99826,0.999333333333333,0.998373333333334
0.99872,0.999726666666667,0.999513333333333
0.998846666666667,0.999426666666667,0.999606666666667
0.998873333333333,0.99888,0.99928
0.998313333333333,0.999613333333334,0.997533333333333
0.999113333333333,0.999013333333334,0.999726666666667
0.9984,0.999713333333333,0.999606666666667
0.999346666666667,0.998646666666667,0.999853333333333
0.999333333333333,0.999786666666667,0.99982
0.999426666666667,0.999726666666667,0.999486666666667
0.999126666666667,0.999333333333334,0.999486666666667
0.999226666666667,0.998893333333333,0.999866666666667
0.999386666666667,0.999706666666667,0.99988
0.999406666666667,0.999833333333333,0.999926666666667
0.99936,0.999613333333333,0.999553333333334
0.999633333333333,0.999706666666667,0.999946666666667
0.999366666666667,0.999626666666667,0.999766666666667
0.999326666666667,0.999926666666667,0.999766666666667
0.999686666666667,0.999973333333333,0.999893333333333
0.998993333333334,0.999893333333333,0.99972
0.999446666666667,0.999713333333333,0.999853333333333
0.9994,0.9999,0.999793333333333
0.999686666666667,0.9996,0.999553333333334
0.999533333333333,0.999326666666667,0.999773333333333
0.999606666666667,0.999873333333334,0.999753333333334
0.999306666666667,0.999513333333333,0.999933333333333
0.999133333333333,0.999886666666667,0.999893333333333
0.999093333333333,0.99986,0.999893333333333
0.999293333333333,0.999913333333334,0.9998
0.999453333333333,0.999933333333333,0.999606666666667
0.999593333333333,0.999886666666667,0.999573333333333
0.999533333333333,0.99958,0.998386666666667
0.99954,0.998593333333333,0.999766666666667
0.9998,0.999733333333333,0.999893333333333
0.999,0.999766666666667,0.999753333333333
0.99942,0.99972,0.99966
0.999786666666667,0.99944,0.99996
0.99976,0.999753333333333,0.998766666666667
0.99946,0.999913333333333,0.99966
