C+++,C++,C+,C,N,F,F+,F++
29.2542122282767,11.7629458811203,5.55523475814715,3.07241023870203,2.14094937950689,1.74868346935808,0.86640681716695,0
14.1148855,4.4202876,5.2052108,5.9294357,11.7049457,12.5173229,36.383097,245.5175162
